feature,cluster,mean_shap_mag,pc1_loading,pca_pc1_var_explained,pc2_loading,pca_pc2_var_explained
f11_dxy_5d_change,C13_f11_lowfreq_macro,0.001600517143566261,-0.7071067811865475,0.9800520075396997,0.7071067811865476,0.01994799246030028
f11_eurusd_5d_change,C13_f11_lowfreq_macro,0.0024863742256713093,0.7071067811865476,0.9800520075396997,0.7071067811865475,0.01994799246030028
