feature,cluster,mean_shap_mag,pc1_loading,pca_pc1_var_explained,pc2_loading,pca_pc2_var_explained,pc3_loading,pca_pc3_var_explained
f1_mr_score_10,C13_f1,0.021738319770739752,-0.20005622066481515,0.7094495712819264,0.6801363085110836,0.09903528877513595,0.18749448983966635,0.0654551468272795
f1_dist_ma_sigma_10,C13_f1,0.0012602030999327779,0.32562774847042825,0.7094495712819264,-0.19531982728408603,0.09903528877513595,-0.13857035504207602,0.0654551468272795
f1_ret_reversal_10,C13_f1,0.0026301230817032907,-0.27897711378360707,0.7094495712819264,-0.30468251391387613,0.09903528877513595,-0.1538969822468484,0.0654551468272795
f1_hilo_pos_10,C13_f1,0.0036380189373626044,0.29962996569028894,0.7094495712819264,-0.24573245287580842,0.09903528877513595,-0.20179191381290004,0.0654551468272795
f1_mr_score_20,C13_f1,0.0040945648814418485,-0.29661740061743425,0.7094495712819264,0.1265492499481474,0.09903528877513595,0.03495785037246144,0.0654551468272795
f1_dist_ma_sigma_20,C13_f1,0.010700318659624954,0.32229243049555484,0.7094495712819264,0.13709742216864945,0.09903528877513595,-0.0319877094347485,0.0654551468272795
f1_hilo_pos_20,C13_f1,0.001582887809706369,0.3170757142707136,0.7094495712819264,0.12748844510382934,0.09903528877513595,-0.10166379432339893,0.0654551468272795
f1_mr_score_40,C13_f1,0.004259164332259427,-0.2917773026624909,0.7094495712819264,-0.25382717756507106,0.09903528877513595,-0.11571009067570667,0.0654551468272795
f1_bb_pctb_20,C13_f1,0.0022927578209736756,0.3301844326451013,0.7094495712819264,0.04445424969793982,0.09903528877513595,-0.08583075491236224,0.0654551468272795
f6_macd_hist_12_26_9,C13_f1,0.005226756887456215,0.27861994338189866,0.7094495712819264,0.3246639204536397,0.09903528877513595,0.1666883290851546,0.0654551468272795
f6_donchian_pos_20,C13_f1,0.00035647176543038793,0.31382454323546033,0.7094495712819264,0.04936687519415384,0.09903528877513595,-0.11774573256390188,0.0654551468272795
f10_oto_ret,C13_f1,0.005542152159676085,0.1538692927893395,0.7094495712819264,-0.34747231367844555,0.09903528877513595,0.8979166015066911,0.0654551468272795
