feature,cluster,mean_shap_mag,pc1_loading,pca_pc1_var_explained,pc2_loading,pca_pc2_var_explained,pc3_loading,pca_pc3_var_explained
f2_vol_60,C5_f11,0.1447079752210638,-0.29702462276722985,0.5634389946552403,0.5048818308340705,0.13887675428045518,-0.0900309423813365,0.07712181392441764
f2_vol_pctile_20,C5_f11,0.001974898283597663,-0.32565699906342827,0.5634389946552403,-0.2905371480791697,0.13887675428045518,-0.3720420234606027,0.07712181392441764
f2_vol_of_vol_20,C5_f11,0.004305618638642663,-0.2997336892178668,0.5634389946552403,0.42770212696935433,0.13887675428045518,0.28137657805701244,0.07712181392441764
f11_move_vix_ratio,C5_f11,0.0018458890100986126,0.33731121915718965,0.5634389946552403,-0.23784301830052373,0.13887675428045518,0.2982473242466752,0.07712181392441764
f11_us_2s10s_slope,C5_f11,0.006154989004072042,0.31351723365748196,0.5634389946552403,0.45426464127966515,0.13887675428045518,0.3230834346077301,0.07712181392441764
f11_ust_bund_spread,C5_f11,0.00270060485401341,0.376669420042275,0.5634389946552403,-0.0204850574677902,0.13887675428045518,0.14364242346534853,0.07712181392441764
f11_ism_pmi_level,C5_f11,0.0,0.3477506345582381,0.5634389946552403,0.31229739395033035,0.13887675428045518,-0.2061099667984869,0.07712181392441764
f12_mra_energy_D2,C5_f11,0.004069345825081891,0.2780665707662695,0.5634389946552403,-0.2116366906196387,0.13887675428045518,0.1080249790965261,0.07712181392441764
f12_mra_energy_D3,C5_f11,0.0003290634222584026,-0.3132082169744468,0.5634389946552403,-0.03564905720790876,0.13887675428045518,0.4146250435087926,0.07712181392441764
f12_mra_energy_D5,C5_f11,0.005041535545426161,-0.25608774437801335,0.5634389946552403,-0.2661155453002167,0.13887675428045518,0.5781645305013279,0.07712181392441764
