feature,mean_shap_mag,pc1_loading,cluster,pca_pc1_var_explained
f4_pc4,0.009195053672271558,0.38768565556912987,F4_latent,0.6141618442983151
f4_pc2,0.007646460333065353,0.5729362716735321,F4_latent,0.6141618442983151
f4_pc1,0.0024810704170229957,-0.4489128351571522,F4_latent,0.6141618442983151
f4_pc3,0.0023317547418481776,0.5656157065516604,F4_latent,0.6141618442983151
