feature,shap_magnitude,shap_signed,mdi
f11_gasoline_stock_surprise,0.034882637317343465,0.014936509655711694,0.06713476236947855
f11_move_z,0.013868116676618135,0.004500728222377584,0.03061454502080078
f11_move_vix_ratio,0.012422757640591305,-0.0008742831495801109,0.03135626961366521
f11_ng_stock_surprise,0.011560296015577743,0.001569532435814886,0.04004910159740374
f2_vol_60,0.010709010105612253,-0.0012948502090187957,0.026940645777386772
f11_real_yield_10y,0.010506084147322287,0.0017999829009942643,0.023407603243473598
f6_ts_momentum_60,0.010193876140320813,0.007171455942822027,0.018872310954699087
f6_ma_cross_20_60,0.009553998393228267,0.006375206663566229,0.018377863434371186
f4_pc4,0.009195053672271558,-0.002603966877158879,0.028257897745384727
f11_baltic_5d_change,0.007686025392448884,6.86255607958986e-05,0.022482138973860442
f4_pc2,0.007646460333065353,-0.0020982198856117516,0.020561580866013576
f11_baltic_dry_z,0.007570574600587726,0.002154001940429427,0.01912236451973208
f11_vix_term_slope,0.00750645716487577,0.000816487621102741,0.01622601104707625
f11_ism_pmi_3m_change,0.007310489033095189,0.00225616469265006,0.018979380181957353
f12_mra_energy_D1,0.0069652096741516685,0.003048800069810842,0.017911416095561333
f1_bb_bandwidth_20,0.006895650371041302,-1.568940685987023e-05,0.018272612430433512
f2_ret_kurt_60,0.00655273202655396,-0.0019829791384895147,0.018984159058173095
f2_vol_of_vol_20,0.006100680877938181,-0.002987379798616172,0.01632652927200611
f2_vol_20,0.005709180540439939,0.00016271150678449052,0.015506241979857931
f1_ret_reversal_40,0.005649712185624699,0.0043619850305924015,0.009178063597369905
f11_china_pmi_level,0.005097834796113962,0.0018530819041191896,0.014074676952002171
f6_adx_14,0.004863256129712347,0.003718786398276596,0.012521976288191072
f11_vix_level_z,0.004856753305553282,0.0016566899558426043,0.01148725570437469
f11_ism_pmi_level,0.004768699526009319,0.0026320561091728993,0.00827306502338512
f2_ret_skew_60,0.004289028839789681,-0.0014552589514540903,0.014603528586648847
f5_signal,0.004093834960465435,0.0021935310155892823,0.008755019392563056
f2_vol_10,0.004068039825269139,7.424949144662057e-05,0.013979907619663988
f2_parkinson_20,0.004056152196688207,-0.0010700260475371716,0.013112605047663844
f2_atr_14,0.003681320043366458,-0.003638011999804343,0.010234213674974105
f2_vol_pctile_20,0.0036167455717026134,0.001126381551219222,0.010647431140867292
f11_ust_10y_5d_change,0.003545554786254351,0.00270070580437809,0.00812354305608761
f13_prob_timeout,0.003487257802130409,0.001696171912412989,0.010427477567088096
f15_ewma_implied_corr_z,0.003476755295959155,0.0016220045032293963,0.010685954587722628
hmm_vol_entropy,0.003454825562530643,5.687563525281229e-05,0.007921179762378671
f7_oi_level,0.003370614959219651,-0.0032520237010212547,0.008252496784985361
f5_long_bias_20,0.0033695948467867415,-0.0005085566075911892,0.011335787952195359
f11_ust_bund_spread,0.003347486665153825,0.0012073694990840426,0.00853555421980353
f12_mra_energy_D2,0.0032784984231009023,0.0010124056065900608,0.009077627937340996
f2_garman_klass_20,0.003224271456781081,-0.0006079183098198619,0.010275693976199268
f13_path_tortuosity_20d,0.0032190753711746987,0.0011994631838482435,0.007982674122604715
f1_hilo_pos_40,0.0032106361218353996,0.0015733792389967596,0.0053240146996115885
f7_oi_z_20,0.0031120010265828146,0.00042183135562983066,0.00644626457681777
f8_month_cos,0.0030450988534676056,0.0017757069955395067,0.008725612288823075
