feature,cluster,mean_coef_abs,pc1_loading,pca_pc1_var_explained,pc2_loading,pca_pc2_var_explained,pc3_loading,pca_pc3_var_explained
f2_vol_10,C4_f2,0.0201312172082067,0.2813265324674472,0.5746447390278057,0.3169621747832262,0.12189827346312156,-0.0658938256513389,0.0706275994600942
f2_vol_20,C4_f2,0.005822731899010816,0.3031293242226324,0.5746447390278057,0.2917971348508835,0.12189827346312156,0.011234413712472757,0.0706275994600942
f2_vol_60,C4_f2,0.020441507309056854,0.2958227616532523,0.5746447390278057,-0.020629032278890548,0.12189827346312156,0.27545057887889923,0.0706275994600942
f2_vol_pctile_20,C4_f2,0.019464253426277615,0.2592303959736499,0.5746447390278057,0.003460250189074806,0.12189827346312156,-0.37884580167168197,0.0706275994600942
f2_vol_of_vol_20,C4_f2,0.04404338841845336,0.25869856374990274,0.5746447390278057,-0.0797153178966542,0.12189827346312156,0.41802654014369184,0.0706275994600942
f2_parkinson_20,C4_f2,0.016212075035429756,0.2988079310057516,0.5746447390278057,0.3050388956757054,0.12189827346312156,0.06883357420592004,0.0706275994600942
f2_garman_klass_20,C4_f2,0.021051423726849913,0.29660459720515464,0.5746447390278057,0.3018899912479573,0.12189827346312156,0.08202561729762457,0.0706275994600942
f10_hl_range,C4_f2,0.010071789811011913,0.2151265544178458,0.5746447390278057,0.26943230253751277,0.12189827346312156,-0.14053595234577762,0.0706275994600942
f11_move_vix_ratio,C4_f2,0.0266838990491901,-0.19798123153491787,0.5746447390278057,0.3470489387340978,0.12189827346312156,-0.3225218970822405,0.0706275994600942
f11_us_2s10s_slope,C4_f2,0.03503032543606208,-0.21339935323754944,0.5746447390278057,0.3570036461541725,0.12189827346312156,0.20978092063027623,0.0706275994600942
f11_ust_bund_spread,C4_f2,0.019282001738837047,-0.24431080908161756,0.5746447390278057,0.3706603975042224,0.12189827346312156,-0.29952601922244104,0.0706275994600942
f11_ism_pmi_level,C4_f2,0.01768021266131962,-0.2760181035069013,0.5746447390278057,0.2354133040232941,0.12189827346312156,0.034850411548011814,0.0706275994600942
hmm_vol_p0_calm,C4_f2,0.03977927676195677,-0.1036870888576699,0.5746447390278057,0.29483574490183995,0.12189827346312156,0.48027078149019614,0.0706275994600942
hmm_vol_p2_turbulent,C4_f2,0.027202339132494376,0.27650755731057614,0.5746447390278057,-0.10691145031474691,0.12189827346312156,-0.2222857262268203,0.0706275994600942
hmm_vol_next_turbulent,C4_f2,0.02779726240207036,0.2756348741626231,0.5746447390278057,-0.10842504961205926,0.12189827346312156,-0.2261461033748298,0.0706275994600942
