feature,mean_shap_mag,pc1_loading,cluster,pca_pc1_var_explained
f11_vix_term_slope,0.00750645716487577,-0.38040393665722794,C10_f11_lowfreq_macro,0.4419293907127508
f11_vix_level_z,0.004856753305553282,0.450212356164687,C10_f11_lowfreq_macro,0.4419293907127508
f11_ust_10y_5d_change,0.003545554786254351,-0.365277148532947,C10_f11_lowfreq_macro,0.4419293907127508
f11_bund_10y_5d_change,0.0020188335845585438,-0.26484758901630967,C10_f11_lowfreq_macro,0.4419293907127508
f11_hy_oas_5d_change,0.001249177110971229,0.3541329347175227,C10_f11_lowfreq_macro,0.4419293907127508
f11_vix_5d_change,0.0009675166453442772,0.4348710900116733,C10_f11_lowfreq_macro,0.4419293907127508
f11_be_5d_change,0.0007840959977229669,-0.36675201199806173,C10_f11_lowfreq_macro,0.4419293907127508
