feature,cluster,mean_shap_mag,pc1_loading,pca_pc1_var_explained,pc2_loading,pca_pc2_var_explained
f11_dxy_5d_change,C8_f11_lowfreq_macro,0.003505721225637609,0.7071067811865476,0.9823114620956518,0.7071067811865475,0.01768853790434822
f11_eurusd_5d_change,C8_f11_lowfreq_macro,0.004870369604975584,-0.7071067811865475,0.9823114620956518,0.7071067811865476,0.01768853790434822
