feature,cluster,mean_coef_abs,pc1_loading,pca_pc1_var_explained,pc2_loading,pca_pc2_var_explained,pc3_loading,pca_pc3_var_explained
f1_dist_ma_sigma_10,C10_f1,0.05732475248525307,0.27558780474810773,0.7746558609394885,0.09687182794085838,0.07277447905807884,-0.3066160648851608,0.04795634521576363
f1_ret_reversal_10,C10_f1,0.017155787107945596,-0.2369435530793186,0.7746558609394885,-0.3885934952393382,0.07277447905807884,-0.4919066543951943,0.04795634521576363
f1_hilo_pos_10,C10_f1,0.039096145042656,0.2707945908879188,0.7746558609394885,0.07450505108088072,0.07277447905807884,-0.36235194676658616,0.04795634521576363
f1_mr_score_20,C10_f1,0.08786874760163228,-0.23590965405532607,0.7746558609394885,-0.35611265856610524,0.07277447905807884,0.5301879322634298,0.04795634521576363
f1_dist_ma_sigma_20,C10_f1,0.027928334944230134,0.28188667378564536,0.7746558609394885,-0.16263857828434566,0.07277447905807884,-0.03568372995930918,0.04795634521576363
f1_hilo_pos_20,C10_f1,0.025534904803137512,0.2911303732105655,0.7746558609394885,-0.04187028654811056,0.07277447905807884,-0.046570418658494483,0.04795634521576363
f1_mr_score_40,C10_f1,0.019658253341740532,-0.26420344262943657,0.7746558609394885,-0.09274305273943166,0.07277447905807884,-0.03208175256214825,0.04795634521576363
f1_dist_ma_sigma_40,C10_f1,0.0004963627289584486,0.2548194294468563,0.7746558609394885,-0.3912965376800091,0.07277447905807884,0.14880748059129778,0.04795634521576363
f1_hilo_pos_40,C10_f1,0.007190800436727737,0.26670950864607545,0.7746558609394885,-0.35268616682677334,0.07277447905807884,0.2126004410583408,0.04795634521576363
f1_rsi_14,C10_f1,0.02840577735399955,0.2895832667191912,0.7746558609394885,-0.219903255696631,0.07277447905807884,0.11369769798682954,0.04795634521576363
f1_bb_pctb_20,C10_f1,0.027112790728740566,0.2962610651793698,0.7746558609394885,-0.016315174604245027,0.07277447905807884,-0.07775077958837112,0.04795634521576363
f6_macd_hist_12_26_9,C10_f1,0.028503214744367126,0.2232657654061529,0.7746558609394885,0.5652229438915468,0.07277447905807884,0.38099794230123435,0.04795634521576363
f6_donchian_pos_20,C10_f1,0.021978204049395426,0.2914345116112892,0.7746558609394885,-0.05704526529119018,0.07277447905807884,-0.04334632914257322,0.04795634521576363
f11_vix_level_z,C10_f1,0.013701183486261318,-0.24985580190456574,0.7746558609394885,0.1469106403731367,0.07277447905807884,-0.11743757314982228,0.04795634521576363
