feature,mean_shap_mag,pc1_loading,cluster,pca_pc1_var_explained
f11_hy_ig_ratio,0.010426975448904675,0.4267567922809168,C8_f11,0.4467437163979641
f11_move_vix_ratio,0.008065805323616013,-0.41708912818459437,C8_f11,0.4467437163979641
f11_ust_bund_spread,0.006520777191380262,-0.40762437165593646,C8_f11,0.4467437163979641
f7_oi_level,0.005939398352133604,0.28940398894929836,C8_f11,0.4467437163979641
f11_ism_pmi_3m_change,0.004751757234081726,0.144634775820572,C8_f11,0.4467437163979641
f11_china_pmi_level,0.003926794619364436,0.013696448969356088,C8_f11,0.4467437163979641
f2_ret_kurt_60,0.003783893944346669,0.38006616850352487,C8_f11,0.4467437163979641
f11_dxy_z,0.0033184203982274305,-0.3354396838421179,C8_f11,0.4467437163979641
f2_ret_skew_60,0.002630530739543268,-0.3404792463228388,C8_f11,0.4467437163979641
