feature,shap_magnitude,shap_signed,mdi
f5_trailing_run_length,0.017854147764310605,-0.0014372748611833524,0.06948328944867198
f7_oi_z_20,0.007641676408300534,-8.232088528508265e-05,0.02473956415056845
f11_ng_stock_surprise,0.007401908039583354,0.0014294494109431777,0.027969258619689092
f11_copper_stock_z,0.006408283002895676,0.0025663060467486895,0.032121681825746796
f2_vol_60,0.00557924128441797,-0.00010256379370082753,0.01802934423030474
f11_breakeven_10y,0.005534964755256703,0.0004650702191155556,0.021386825218108793
f11_baltic_dry_z,0.005179214136262325,0.0007066747723816928,0.02166569500602988
f11_gasoline_stock_surprise,0.00514448771981977,0.0016421585102766546,0.02116895431321914
f11_ust_10y_5d_change,0.005010252665374073,-0.00015329004973076507,0.019669237352198783
f11_skew_z,0.004995040157725136,0.0019460022679238034,0.018837412450285265
f6_ts_momentum_60,0.004723057032939473,0.0004518925661661091,0.01488286620131657
f5_long_bias_20,0.004627064744186156,0.00033076319943505384,0.017689230505110357
f2_atr_14,0.004292256941197867,0.0010753102197624028,0.014994201004455386
f2_ret_skew_60,0.0042395993390897885,0.0012597629108846975,0.016949391052423587
f11_crude_stock_surprise,0.004145018099978987,0.0025403142577437236,0.017872077987763354
f2_ret_kurt_60,0.004099007865147921,0.0013326456168563114,0.014872889181471699
hmm_macro_p0,0.003916014422859863,0.002071407363360249,0.01248937442958206
f11_move_vix_ratio,0.0036854129510959298,-0.0015353391955853536,0.013891031912734397
f13_prob_timeout,0.00363498697760844,0.0014917923203582452,0.01265216324962351
f2_vol_ratio_20_60,0.003630556016391713,0.002047396448757352,0.012582190682297904
f11_hy_ig_ratio,0.003504012299552255,-0.0013145776111076726,0.017412093765621525
f15_ewma_implied_corr_z,0.0034753938925966765,0.002091382753718167,0.012794780881363278
f11_baltic_5d_change,0.0033783617393429747,0.000830672766556538,0.014668621530394364
f11_dist_stock_surprise,0.0033240837302422493,0.00021578904658502008,0.01867498730244795
f1_dist_ma_sigma_40,0.0033164517988291337,0.00017304983368533668,0.012371876969130807
f11_move_z,0.0032430575994504014,-4.30580768121891e-05,0.013035171686342191
f11_ism_pmi_level,0.0032121272063312853,0.0010906506875432887,0.008578207018184314
f11_ust_bund_spread,0.003191123484857522,-0.0014472916948842234,0.013902636431082275
f1_dist_ma_sigma_10,0.0028320727189767143,-0.0003657631085803899,0.011829865533967603
f11_us_2s10s_slope,0.002775267992422779,0.0012030160854676034,0.017317529706305797
f2_vol_10,0.0026263143654390556,0.0010465242589270045,0.01704668335858068
f7_oi_level,0.0025718142830585904,0.0012986688307843803,0.012635325531379804
f6_ma_cross_20_60,0.0025519951256193886,0.0010125893334146942,0.00971706960034274
f1_mr_score_20,0.0025467420650777577,-8.108958976272415e-05,0.011635847544465606
f11_ig_oas_z,0.00253412897019614,0.0013751364435600172,0.009868743734050337
f11_dxy_z,0.002300831506151652,0.00018803958027738922,0.012991072773515832
f2_vol_of_vol_20,0.002261676365337903,0.00011875903989372667,0.009590515925845209
f6_macd_12_26,0.0021066451841273816,0.0003432672272695056,0.0073265946277978325
f2_vol_pctile_20,0.0020278039619819866,0.0010568108059131865,0.008991533191975515
f11_vix_term_slope,0.0020236129638170875,0.0009524132461998176,0.008202509739303171
f1_ret_reversal_10,0.0019763317281108975,-0.000438606945265637,0.008842189687824792
f11_hy_oas_5d_change,0.0018875668958102739,-9.445177621072862e-05,0.007845240103318689
f12_mra_energy_D1,0.0018600528981102585,-0.0004248673709838946,0.008045576608106302
hmm_vol_entropy,0.0018438315485432225,3.434805954492317e-05,0.009071789233707347
f1_bb_bandwidth_20,0.0018190178658723352,7.658623519038083e-05,0.008676790256074398
f5_sign_agree_mr,0.0017593762250537723,0.00018436379590503537,0.005511589543481557
f11_hy_oas_z,0.0017588984261952358,0.0007101467393084323,0.005996630492905196
f6_ts_momentum_20,0.0017498081509318012,-0.0011016409908204013,0.008310727633131376
hmm_vol_p2_turbulent,0.0017451897131010542,0.00037734181398228577,0.006894566358583247
f11_vix_level_z,0.0017327010098740422,0.0005248403167231714,0.007380700786271956
f1_ret_reversal_40,0.0017318399398262361,0.00011526052742088991,0.008881906112709448
f11_china_pmi_level,0.0017222702800040678,0.001190275158675101,0.008866818234682178
f12_mra_energy_D2,0.0016983745192374446,-0.00015082104504882227,0.007386790709839872
hmm_vol_p0_calm,0.0016974019880132657,-0.0002645480745272227,0.006132502202561561
f2_parkinson_20,0.0016210951708700517,-0.0004215786198192751,0.006085746460818179
f1_rsi_14,0.001615609233698183,-0.00010405969035705595,0.006608151067377882
f5_signal,0.0015960950416934302,0.0003557073415227475,0.005455153518071671
f6_donchian_pos_20,0.0015660001395943082,-0.0004662007484484499,0.0066637008542435264
f1_bb_pctb_20,0.001552352877119098,-0.0005030974663744963,0.006191669654969368
f1_hilo_pos_20,0.0015489867336185886,-0.00011830531847574423,0.006186165460653311
hmm_macro_entropy,0.0015417753970080115,0.0002280068197499182,0.0066585348100275
f11_real_yield_10y,0.0014331430763667018,-0.00021267136522393415,0.007883356625535345
f1_ret_reversal_20,0.001398376839786481,-0.0004994750497935579,0.005718003648476109
f11_ism_pmi_3m_change,0.0013946012855772668,0.00011340590683501945,0.00543429113254551
f1_hilo_pos_10,0.0012977398354336001,-3.510387924343184e-05,0.005633717032110229
f10_hl_range,0.0012907961231801899,0.0003298925844203834,0.004353775574743055
f15_asset_class_dispersion_z,0.0012620357982538464,-0.00012354701102304852,0.005232259765409348
f1_dist_ma_sigma_20,0.0012248136823937493,-0.00015587021106562254,0.005837851391930161
f4_pc3,0.0011846998939260861,-0.00010279993007592082,0.00547202220411093
f13_realized_semi_vol_ratio,0.001146142947569715,-0.00013338681913241927,0.00528415122246689
f6_macd_hist_12_26_9,0.0011060659191536057,-1.2369940828216574e-05,0.005671503278064135
f10_oto_ret_mean_20,0.0011038663917142299,-0.0005144484139037097,0.006369187999515397
f5_participation_20,0.0010621009202069422,-0.0003020189368222929,0.0029822854885836448
f11_be_5d_change,0.0010588551984552622,0.0002278082176769078,0.004878106627312478
f2_vol_20,0.001053658577070519,5.19813336108518e-05,0.004728896631651949
f6_adx_14,0.0010343166866272808,0.0004550107888079152,0.006544123051364192
f11_vix_5d_change,0.0010031107525574096,0.0001410392883163767,0.006089201871048305
f12_mra_energy_D4,0.0010004468708664964,-0.00032744958202214045,0.005756340593626589
f8_month_cos,0.0009845504289245951,6.210199928733416e-05,0.0032838356200664514
f1_mr_score_10,0.0009670175452923514,1.3912055720753207e-05,0.0049939056633235045
f4_pc1,0.0009595817011946397,0.0003793064172841299,0.004383828079814618
f7_oi_change,0.0009529733710270761,0.00016619915916338585,0.00502441444541075
f11_global_pmi_breadth,0.0009034670527900272,0.0005661354220260331,0.0026812217626935165
f7_volume_z_20,0.0008932869132845102,-0.000201985734101711,0.005265745663731849
f11_eurusd_5d_change,0.0008828285452159238,-0.00015579616305053196,0.006387134606151879
f12_mra_energy_D5,0.0007831908010234399,-0.0002333012787358373,0.004001624832659294
f1_mr_score_40,0.0007684929394442874,5.65087996853195e-05,0.0040269081706723305
f13_path_tortuosity_20d,0.0007311376418040945,-0.00015921445787130906,0.004605866828237587
f7_volume_trend_20,0.0007111522976288282,-5.08955953609437e-05,0.003982388443627169
f4_pc4,0.0007030379496663092,1.9809842795604545e-05,0.003312158284437204
f8_month_sin,0.0006887796513487108,0.00036074995102146297,0.002622018071968269
f11_dxy_5d_change,0.0006617344162688962,-7.623180267072013e-05,0.004058854209637049
f13_expected_hit_time,0.000651354839290846,0.00016170726879097066,0.002564061718951023
f11_bund_10y_5d_change,0.0006378801124417026,0.00027654041411912986,0.004174827173731172
f4_pc2,0.0006349532496667215,0.00012382579614824167,0.0033667671746150435
f12_mra_energy_D3,0.0006319252734823852,-7.360147089408439e-05,0.0029015548902098635
f1_hilo_pos_40,0.0005887298268881287,-9.098408486980335e-05,0.0029605245727079206
f10_oto_ret,0.0005300246936563296,-1.252942875081238e-05,0.003265212574429216
f8_dow_cos,0.0005043251071238539,-1.8318170026560815e-06,0.002143554539191695
f7_oi_price_div_20,0.0002843649929920814,-5.0073307272359405e-05,0.0007685689179510294
f8_dow_sin,0.0002343544940929595,-5.668480330948346e-06,0.0011246641542293563
