instrument,auc_mean,auc_std,logloss,brier,n_events
gc1s,0.4866082949308756,0.11321242980770296,0.7015919220345849,0.25418918099064114,660
pl1s,0.569660585719699,0.030110438388296145,0.6855272936054558,0.2461921833330315,1925
si1s,0.5399823778529403,0.06379196466967618,0.6872535638457056,0.24704781267353573,1920
