instrument,auc_mean,auc_std,logloss,brier,n_events
gc1s,0.47973214285714283,0.10527375246013436,0.6960644854855538,0.2515752422812681,810
pl1s,0.4905059970540787,0.05672768207555928,0.7017131805127398,0.25414046750900005,2670
si1s,0.4437162724514726,0.05751846990375138,0.7076824529421254,0.2571236434475413,2755
