feature,shap_magnitude,shap_signed,mdi
f5_signal,0.026391571351305442,-0.026391571351305442,0.05177585397937252
f11_move_z,0.016811130910730453,0.004898528171555112,0.04793161828182565
f7_oi_level,0.01223477577804847,0.01223477577804847,0.026742891392896873
f2_vol_60,0.009507265641015554,0.00946158668448358,0.023530486162253974
f11_move_vix_ratio,0.00840764356450349,0.00543161473625483,0.026014279191895515
f5_long_bias_20,0.0077237873457938954,-0.007677860397219971,0.020763672061199685
f11_hy_oas_z,0.006963801896454643,0.004651658275258669,0.01991536273768801
f11_vix_term_slope,0.006855134965656724,0.0051707891589391096,0.029594367131581773
f11_baltic_dry_z,0.006791571103024075,0.0009779313708459525,0.023425102417709606
f11_gasoline_stock_surprise,0.0067408244176867535,0.0013474094039448005,0.03197151870555245
hmm_vol_next_turbulent,0.005687202874792525,0.005219422594262761,0.010500014636148388
f6_ts_momentum_60,0.005323793096353887,0.00528348818437107,0.021038471758796657
hmm_macro_entropy,0.005003538329178198,0.0030128740206864647,0.01939283504853963
f2_atr_14,0.004956710949966842,-0.004109390601653257,0.02162275449837897
f11_ng_stock_surprise,0.004805765153824734,0.0016798571793327241,0.01931550694775101
f5_participation_20,0.00411864596337336,0.003665577597253054,0.008405907769828152
f11_china_pmi_level,0.004082828205975126,0.0027106747367697096,0.012021158740274889
f1_dist_ma_sigma_40,0.00399635930275653,0.00018778606954660733,0.02101342287437716
f11_dist_stock_surprise,0.0037840607956581888,-0.0004917558109574227,0.02050968596753022
f7_oi_change,0.0037348358931266804,0.0022570103778385407,0.007438680801646692
f1_rsi_14,0.0035566428092563564,0.001936605900308811,0.020804196949381935
f11_baltic_5d_change,0.003403157840095518,-0.0016728490041627677,0.014662981339449987
f6_ma_cross_20_60,0.00334012738682894,0.0031309260945001833,0.009689573023638232
f1_hilo_pos_40,0.003290779901274745,0.0009759221140939285,0.013886292644062978
f11_real_yield_10y,0.0032089714177909253,0.0021136687840755206,0.013216104450231492
hmm_macro_p0,0.002961401033092821,0.0016737905734915141,0.008389993029759171
inst_rb1s,0.002919098442498431,0.002919098442498431,0.007073673215958434
f4_pc1,0.002818063711499208,0.0005610368425471475,0.01801370827319598
f11_crude_stock_surprise,0.0027736476687154153,0.0010832501212563574,0.008578215110929602
f8_month_sin,0.0027421317920622835,0.0019889752195145194,0.006034804232395088
hmm_vol_p0_calm,0.0025684234949294063,0.0025238850553266873,0.010994145752381649
f2_parkinson_20,0.0025114797831149527,0.0017825145424329393,0.006534676715332925
f12_mra_energy_D1,0.0024935290096525895,0.0019193944036256137,0.014869389620234673
f11_ig_oas_z,0.002365514727934175,0.0010842238187016115,0.011703746171545732
f11_us_2s10s_slope,0.0023315934474235733,0.00041138192526755127,0.011703546164239909
f2_vol_10,0.002209515271979911,0.0019707960846619024,0.013759521274104769
f2_vol_20,0.002135566798647832,0.0013534775744489349,0.012990317168922664
f2_ret_kurt_60,0.002118685175137792,0.0009563120342791998,0.007481152367422014
hmm_vol_entropy,0.002070748582103689,0.0015132632950137833,0.0063846442521085485
f2_garman_klass_20,0.002001481023686093,0.0014519773647515676,0.00612487343872184
f2_vol_of_vol_20,0.001987983859201777,2.3431180720679486e-05,0.011415678243892375
f1_ret_reversal_10,0.001982414119856411,0.0006434224622062343,0.008068823754981047
f11_hy_ig_ratio,0.0019599933002520335,-0.001166676077115049,0.007887251989447402
hmm_vol_p2_turbulent,0.0019206313695638675,0.0019089700556581372,0.005389939831219778
f5_trailing_run_length,0.001919402494513549,0.0015109688848509153,0.006816762311143713
f15_ewma_implied_corr_z,0.0018921517517905683,0.0007260799355519944,0.016131587178052197
f11_vix_level_z,0.0018756337767789932,-0.00024889369771780603,0.010539670336053986
f1_bb_pctb_20,0.0018668825435564967,0.0006168465935184318,0.00570835875582739
f2_vol_ratio_20_60,0.0018412612704207015,0.0010145926213831512,0.006097856146451184
f6_adx_14,0.0017769955538329406,-0.000916160512786189,0.007866838821836452
f11_breakeven_10y,0.001738669409771641,0.00156269690812163,0.010324450045177269
f1_mr_score_40,0.001633989450357652,-0.00022370008392609854,0.0056787334380108976
f1_dist_ma_sigma_20,0.0016235458367696264,0.0004822700854225629,0.006279762738524004
f11_ust_10y_5d_change,0.001590414194991633,0.0014600289855611784,0.009756852247811157
f11_hy_oas_5d_change,0.001570057208408755,-0.0011389865241587152,0.011404335295748502
f1_hilo_pos_20,0.0015370772231194346,0.0005762205319594398,0.0067793891138586025
f1_ret_reversal_40,0.00153500028394138,0.0014036191822711834,0.004476665135425083
f11_ust_bund_spread,0.001430087702652999,0.00017316220231722236,0.005191237404293195
f11_eurusd_5d_change,0.0013365967247859175,5.132440732883684e-05,0.0057978192698968055
f12_mra_energy_D3,0.0013279995768091333,0.0005594379932854387,0.0032894690430308516
f2_ret_skew_60,0.0013088681261942167,0.00034633681244503777,0.0059003929936935874
f4_pc3,0.0013062214585858407,0.0008072001867941913,0.00723124834163939
f6_macd_12_26,0.0012918474522748164,-0.00042679349774993775,0.008287346445027925
f6_ts_momentum_20,0.001242690971211432,0.000464715703918976,0.006604263978014867
f1_bb_bandwidth_20,0.0011853401595684156,0.0011581954584811392,0.004445572289683854
f2_vol_pctile_20,0.0011772019663089741,0.0005908137735723787,0.006128087302636862
f11_dxy_5d_change,0.0011499361932038172,-0.00035579151221358106,0.006173968071891142
f1_ret_reversal_20,0.0011351036380580811,0.00016045252839511464,0.004137498687867307
f1_mr_score_20,0.0011290253970561634,-0.00026247524446207696,0.004197054089819321
f11_skew_z,0.0011195164711618175,-0.0004939848601171927,0.004249502240304674
f10_oto_ret_mean_20,0.0010993498395884091,0.00044164213421795284,0.004479903905290469
f4_pc2,0.0010951269347282756,0.0007625083267112739,0.0027035087889042304
f11_dxy_z,0.0010867364524263492,-0.0002993892224618099,0.00472813427329214
f1_dist_ma_sigma_10,0.0010723264062055123,-0.0001529532232922558,0.003990128025614146
f11_vix_5d_change,0.0010719668547613873,-7.465596403492717e-05,0.004739146699789254
f8_month_cos,0.001066186591437181,0.00079786944031045,0.004793298799915849
f13_realized_semi_vol_ratio,0.0010644462893158945,-0.00021679966731520355,0.007286233355200361
f12_mra_energy_D4,0.0010460192034621354,0.0006653445768724565,0.005375919805451372
f13_path_tortuosity_20d,0.0009860921368410028,0.0005130613437968663,0.004319675650941557
f7_oi_price_div_20,0.000964836506601779,0.0003255582601863385,0.0024273247937371604
f1_hilo_pos_10,0.0009622380159933374,0.00041576305639870513,0.0026496907855963147
f11_ism_pmi_level,0.0009550085142267088,-0.0007840999749590443,0.004154825958167768
f12_mra_energy_D5,0.0008635352769841667,-9.000426429832072e-05,0.0037633727167879077
f10_oto_ret,0.0008006309736599419,-3.754410637651014e-06,0.003393656448334653
f4_pc4,0.0007616763890611766,-0.0003355224076587884,0.005374348602280213
f7_volume_z_20,0.0007419942296628266,-0.00024099876853575869,0.002352155472379342
