feature,mean_shap_mag,pc1_loading,cluster,pca_pc1_var_explained
f7_oi_z_20,0.02352924450622571,0.669734288078862,C9_f7,0.6902844985202577
f7_oi_level,0.010540610881104053,0.6514985129717743,C9_f7,0.6902844985202577
f7_oi_change,0.0033195849922592184,0.3563785500939504,C9_f7,0.6902844985202577
