feature,mean_shap_mag,cluster,pc1_loading,pca_pc1_var_explained,pc2_loading,pca_pc2_var_explained,pc3_loading,pca_pc3_var_explained
f1_ret_reversal_40,0.0011319381955347,C14_f6,-0.4741655855452771,0.6813696896708612,0.3622685572873182,0.18834624220068197,0.3973475141275551,0.06715275551658369
f2_ret_kurt_60,0.0053676147356046,C14_f6,0.318736812251962,0.6813696896708612,0.7665129742436914,0.18834624220068197,-0.5406934869925162,0.06715275551658369
f6_ma_cross_20_60,0.0010781710486147,C14_f6,0.46695602769059436,0.6813696896708612,-0.42141145586547385,0.18834624220068197,-0.20340312314215958,0.06715275551658369
f6_adx_14,0.0039134218501557,C14_f6,0.4950475202322206,0.6813696896708612,-0.04448867620522406,0.18834624220068197,0.3395812664795946,0.06715275551658369
f11_baltic_dry_z,0.0072119012143361,C14_f6,0.45875250725779315,0.6813696896708612,0.318829884533905,0.18834624220068197,0.6269587220006243,0.06715275551658369
