instrument,auc_mean,auc_std,logloss,brier,n_events
cl1s,0.6257650273224045,0.1269295741634683,0.7159188509562079,0.23119999310857223,1395
ho1s,0.6161666666666668,0.27049974371763774,0.6827602650819776,0.21157020335513804,170
