feature,cluster,mean_coef_abs,pc1_loading,pca_pc1_var_explained,pc2_loading,pca_pc2_var_explained
f7_volume_z_20,C14_f7,0.019004425359644785,0.7071067811865476,0.9743012054346425,-0.7071067811865475,0.025698794565357515
f7_volume_trend_20,C14_f7,0.023566329736111377,0.7071067811865475,0.9743012054346425,0.7071067811865476,0.025698794565357515
