feature,cluster,mean_coef_abs,pc1_loading,pca_pc1_var_explained,pc2_loading,pca_pc2_var_explained,pc3_loading,pca_pc3_var_explained
f2_vol_10,C4_f2,0.0028198825570700707,0.28133524199561083,0.5759829353279547,0.31686699335887064,0.12130538042008994,-0.06739471733806487,0.07020037376848849
f2_vol_20,C4_f2,0.038738726777468445,0.30278533882987513,0.5759829353279547,0.29267135950101275,0.12130538042008994,0.009597086447338051,0.07020037376848849
f2_vol_60,C4_f2,0.0035923712604265827,0.29578146254070986,0.5759829353279547,-0.02073003086106798,0.12130538042008994,0.2752363537280662,0.07020037376848849
f2_vol_pctile_20,C4_f2,0.0034232674637130964,0.2565231229024842,0.5759829353279547,0.007164083631775911,0.12130538042008994,-0.37917463647750416,0.07020037376848849
f2_vol_of_vol_20,C4_f2,0.05060642613746585,0.2590894220672423,0.5759829353279547,-0.08027583781598022,0.12130538042008994,0.41632045361519854,0.07020037376848849
f2_parkinson_20,C4_f2,0.005144221406020706,0.2986290443622574,0.5759829353279547,0.3053917631594665,0.12130538042008994,0.06685815940309192,0.07020037376848849
f2_garman_klass_20,C4_f2,0.007602927164886271,0.29647150659061255,0.5759829353279547,0.3020812935694364,0.12130538042008994,0.08002644705554501,0.07020037376848849
f10_hl_range,C4_f2,0.010133962118991409,0.21548194923337682,0.5759829353279547,0.2693204793199051,0.12130538042008994,-0.1423642997833757,0.07020037376848849
f11_move_vix_ratio,C4_f2,0.027225726038233557,-0.198420491731104,0.5759829353279547,0.3474900271040642,0.12130538042008994,-0.3193588924930854,0.07020037376848849
f11_us_2s10s_slope,C4_f2,0.06354511695236105,-0.21469151896989508,0.5759829353279547,0.3558487004419908,0.12130538042008994,0.2102296457659544,0.07020037376848849
f11_ust_bund_spread,C4_f2,0.0004887115388866864,-0.24494888441149254,0.5759829353279547,0.3704841401859583,0.12130538042008994,-0.29615840139717176,0.07020037376848849
f11_ism_pmi_level,C4_f2,0.10420906830680661,-0.27634395096897946,0.5759829353279547,0.23478498161083955,0.12130538042008994,0.0341776084217511,0.07020037376848849
hmm_vol_p0_calm,C4_f2,0.04384736348987241,-0.10329487015899677,0.5759829353279547,0.29421024076434166,0.12130538042008994,0.49294745814789,0.07020037376848849
hmm_vol_p2_turbulent,C4_f2,0.00755773490926545,0.27678841514219243,0.5759829353279547,-0.10795766757998715,0.12130538042008994,-0.21406718078809114,0.07020037376848849
hmm_vol_next_turbulent,C4_f2,0.02577670612679884,0.2759266978368042,0.5759829353279547,-0.10949032789734699,0.12130538042008994,-0.21791366362190817,0.07020037376848849
