instrument,auc_mean,auc_std,logloss,brier,n_events
cl1s,0.5450295992714026,0.10760260967150583,0.6736479937043455,0.24079969497954665,1395
ho1s,0.5095,0.27693161812742995,0.6594716578734231,0.23317628474860883,170
