instrument,auc_mean,auc_std,logloss,brier,n_events
cl1s,0.4893817527010805,0.060654982398250054,1.2678409386668819,0.3339929248080631,1435
ho1s,0.49233333333333335,0.18917896085263156,0.9549757959003677,0.3028383486610615,170
