feature,pfi_mean,pfi_std,mdi_mean,shap_signed,shap_magnitude
f1_mr_score_10,0.0004943873305178022,0.0013237877402895192,0.00308343873943116,0.0002595227920413244,0.0015228346935907344
f1_dist_ma_sigma_10,-0.0012737772345749977,0.0026620451887706207,0.00600279894278984,0.000964437180834936,0.0021742067160081618
f1_ret_reversal_10,0.0007707375208297047,0.0034167972057139355,0.007143323323503851,0.0014938021888545906,0.0036529987177291315
f1_hilo_pos_10,0.00029547116342956817,0.0019330111380173748,0.003066633592413113,0.0003380506248869579,0.0011555761510188547
f1_mr_score_20,-0.004222248782181669,0.007808666930630236,0.006958950409454721,0.0008463384675453964,0.0029388038226428256
f1_dist_ma_sigma_20,0.0021116415943796493,0.005133171407349349,0.010380175938587583,0.0012056619973028675,0.005293595417043567
f1_ret_reversal_20,-0.0019079828849403444,0.00463514535035238,0.0035719065043973886,0.0002665289813902817,0.0014973306630405511
f1_hilo_pos_20,-0.0011257847095243836,0.005388975337210367,0.007676987878554935,0.0009344775174730337,0.0034421146276809606
f1_mr_score_40,-0.005541787729252983,0.013420456932327421,0.017262591649382954,0.0018273385863854393,0.008764893938912542
f1_dist_ma_sigma_40,-0.002331296394197179,0.0050260886059400114,0.004025545215248692,0.0005818132625984953,0.001242943609795902
f1_ret_reversal_40,-0.004667399651834417,0.009075342808600655,0.007889714036074042,0.0013730925510430324,0.0035130126055694004
f1_hilo_pos_40,-0.003741311089565977,0.0071845871150255525,0.006571736971438579,0.0005719780609523185,0.002626786092516534
f1_rsi_14,0.0023775637298925627,0.007141201233665112,0.011019659227482399,0.001427834660068412,0.005744686793493649
f1_bb_pctb_20,0.0013191154807690722,0.00721141130897103,0.010975326985198068,0.0008308469605958058,0.005609673197158262
f1_bb_bandwidth_20,-0.0003319798124977558,0.007179865629340146,0.012152087946793387,0.002136577929628103,0.005709803355019622
f2_vol_10,0.005298639408116041,0.006572774008634266,0.015368834637747762,0.001560364439296902,0.005560890280014622
f2_vol_20,0.0013641660420052391,0.005000581822854653,0.016747835643303212,0.002424420088635499,0.005365826589717236
f2_vol_60,0.05132086670675549,0.025014604647019677,0.06210058370687903,0.0101945289615802,0.024860434126243603
f2_vol_ratio_20_60,0.0015947521997239846,0.002855311633237061,0.006539656607322706,0.00034766506911005,0.0022455184432103163
f2_vol_pctile_20,8.910685330280512e-05,0.004745351132341718,0.012065698961952488,0.0022483449712933385,0.0035745054947538993
f2_vol_of_vol_20,0.008385681120408325,0.007926502775884218,0.026262800970818578,-0.0017753447055731187,0.009954937524689482
f2_parkinson_20,-0.0015955533908034055,0.004370236686695611,0.010208846982304287,0.0002523016042415129,0.003825704467318512
f2_garman_klass_20,0.0016944611726870675,0.005675520773672495,0.011272451770563364,-4.9785630545026164e-05,0.004571496785257828
f2_atr_14,-0.0010961815369546792,0.0031491268029953507,0.004282840595706885,0.0005504512879102297,0.0017240988819653025
f2_ret_skew_60,0.0010651923302775364,0.009098442183258514,0.015567921721679966,-0.0015981335779412197,0.004754391721851171
f2_ret_kurt_60,0.007090705912188001,0.012555740782931687,0.024001369797757778,-0.001015419847629789,0.009003284282491588
f6_ts_momentum_20,-0.004318377203305848,0.015869351737354796,0.008548966205722043,0.0009259342503904825,0.0038783601459520646
f6_ts_momentum_60,-0.001299668823030565,0.005882275181874785,0.013421179993458683,0.004045736862096506,0.006744840605368814
f6_ma_cross_20_60,-0.00388218267172922,0.016267467788649157,0.014244680332923372,0.003113370973469511,0.006661669067718645
f6_macd_12_26,-0.0014623946200140738,0.005281765483850944,0.0045860714570116565,0.0005083070908926716,0.0021263267389707704
f6_macd_hist_12_26_9,-0.0029501021401223946,0.008080904540562494,0.012570180693637073,0.0023992943413074412,0.006028374354583518
f6_adx_14,0.0005164465986012676,0.0024173908537678044,0.005326124592651167,0.00040952284654112854,0.001996449243818853
f6_donchian_pos_20,-0.0031906722165460037,0.010188026465617457,0.007465846346244652,0.0008857674300984406,0.0033914882353415277
f7_volume_z_20,-0.0009589909715631169,0.002236511507584044,0.00481498850979732,0.00029638795328518826,0.00203904853736419
f7_volume_trend_20,5.95425899820625e-05,0.0016582630508177577,0.0029565843951061283,8.97371446646415e-05,0.0013618080552128713
