date,instrument,f4_pc1,f4_pc2,f4_pc3,f4_pc4,f4_cluster_id,f4_cluster_dist,f4_ae_code1,f4_ae_code2,f4_ae_code3,f4_ae_code4,f4_ae_recon_err
2020-02-14,es1s,2.748581154856264,0.06385352518695955,3.114074776766638,-0.8762249877798298,3.0,4.482127391768522,-1.5980747,-2.492721,2.5190578,2.4785285,0.2556079472246227
2020-02-18,es1s,2.028895196302615,1.0025240827884587,2.053485839005015,-1.1650045317610267,3.0,4.642795494641086,-1.639098,-1.9834664,1.6626754,2.439114,0.32817502852075375
2020-02-19,es1s,2.710590621518614,0.17442548472821848,2.7045388590264023,-1.3155446104307842,3.0,4.813061209899467,-1.556217,-2.3226786,2.3159056,2.405002,0.3341899561890552
2020-02-20,es1s,1.485154154266896,1.6253011686263994,1.8322351905308842,-1.0512885885445962,3.0,4.722656893655734,-1.8185956,-1.8350542,1.2400858,2.45415,0.29702526528222595
2020-02-21,es1s,-0.1266770746166792,3.1562354226485936,0.9123578399476421,-0.6690153399861922,0.0,5.689617262878855,-2.1887763,-1.2909648,0.07161775,2.1368637,0.32552761875822217
2020-02-24,es1s,-4.912287343236524,6.2439225574987995,-0.4219796455372418,-0.708236840994586,0.0,6.3723568635695305,-2.9197218,-0.9549628,-3.088428,-1.3727778,0.4541037131050894
2020-02-25,es1s,-6.66294592231449,6.995775718252104,-0.6971766463229199,-0.6678337374071844,0.0,7.319401452484959,-2.760276,-0.5572923,-3.803,-2.0477045,0.399442250570797
2020-02-26,es1s,-6.2955154656482275,6.081608059654739,0.1422930555086732,-0.741712446226743,0.0,6.1497158653506725,-1.8916132,-0.5180722,-3.4181266,-1.8090979,0.3056338454093353
2020-02-27,es1s,-8.785177468840516,6.546213005255142,0.19708168422450303,-2.0268181327562833,0.0,8.786328195585423,-1.0368638,0.07942361,-3.323915,-3.0296295,0.5560567403850968
2020-02-28,es1s,-8.620097505720466,6.008785341682201,0.6806606125922336,-2.8167384039277192,0.0,9.21958000588304,-0.8802906,0.022000134,-2.987896,-3.2113323,0.6805357540835424
2020-03-02,es1s,-6.575179496609779,2.8556152315354217,1.4043063708266934,-2.3864265347696225,0.0,6.480475957454784,2.0006673,0.6507527,-0.2311567,-2.5992775,0.4562084146714278
2020-03-03,es1s,-6.992747768121658,2.8512873825871647,1.3901034121816367,-1.4042051716334483,0.0,7.0775227112664165,2.4872012,0.85451716,0.12703335,-2.333221,0.6505729388658423
2020-03-04,es1s,-5.110617945828218,0.661268911153956,1.1428320616425551,-1.888392781944957,0.0,6.406860710147519,2.089457,0.30405444,1.3195217,-2.3390214,0.41784958782362464
2020-03-05,es1s,-6.205685119711942,1.2772209161688586,0.9801130193184303,-1.0771880022617721,0.0,6.599443341051765,2.3839908,0.58541137,1.1334661,-2.292784,0.47854557677683734
2020-03-06,es1s,-7.377230143083769,1.9254345359719733,0.8245164919613078,-1.4663459069341334,0.0,6.960128045652518,2.1815038,0.61000544,0.40720475,-2.975433,0.44571549398076066
2020-03-09,es1s,-10.529514504929459,2.9102277289189105,0.5730317141729387,-2.664152158121998,2.0,8.989440458450622,3.58317,1.6143205,0.46389735,-4.397283,0.4228089215600722
2020-03-10,es1s,-8.847127266293812,1.020625155726941,0.9366346338598787,-2.923289271140397,2.0,7.787313887756587,3.6900163,1.4159648,1.6423907,-4.07731,0.38836419474873146
2020-03-11,es1s,-9.879020322825488,1.1371530488350856,1.0186475797960541,-1.9947286623405989,2.0,7.707574041136631,4.511571,1.955404,2.2154446,-3.7971568,0.42445304893294244
2020-03-12,es1s,-13.864298589612627,2.1998092359063044,0.14369325271263264,-3.4432110726155436,2.0,8.813412622873969,5.640709,3.1805632,1.7457856,-5.931848,0.4829073925502797
2020-03-13,es1s,-11.761022248937687,-1.0535716418392298,0.5478127341412014,-3.3600165724705082,2.0,8.884415499762783,5.6570125,3.2400541,4.17954,-5.738947,1.2065241192011118
2020-03-16,es1s,-13.988646605353283,-1.343013659629803,0.7960570837652189,-1.6717229628553096,2.0,9.814621018269843,7.986968,4.31448,6.2815495,-5.5673413,1.3598371021518532
2020-03-17,es1s,-13.723064091267654,-1.125379791943906,1.0712707664577013,-3.271407626975789,2.0,8.558840864121887,6.4346714,3.4422615,4.628306,-6.925212,0.9702371130543028
2020-03-18,es1s,-14.36740869095245,-1.7534072210967515,1.5530195821111625,-2.9329054749550787,2.0,6.661069105403537,7.6980104,4.0184035,6.065721,-6.428775,0.5349380825514499
2020-03-19,es1s,-14.461656875254269,-2.0740277540040415,1.7582603764851041,-2.9497924257065846,2.0,5.902896501216013,7.615904,3.8718917,6.114694,-6.6684737,0.3806028259201191
2020-03-20,es1s,-15.575206565322116,-2.1444189052554,1.7699703839398637,-2.884919087984647,2.0,6.891017246040151,8.19197,4.2270274,6.532539,-7.0833306,0.45551910909693427
2020-03-23,es1s,-15.870934233302481,-2.3119538764506475,1.8435367273297003,-2.7975528537662906,2.0,7.083829650206493,8.301021,4.272184,6.687238,-7.449571,0.4773021504238302
2020-03-24,es1s,-12.9962653139811,-5.705040065261086,2.685523653061225,-2.231406348337864,2.0,5.580412017925682,8.443729,4.241265,9.694452,-6.854961,0.5110626026149105
2020-03-26,es1s,-9.776680053322817,-8.077887407483782,0.5734130421292767,-2.526694415407062,2.0,6.468593052466598,6.7699904,4.7267075,10.54856,-6.966315,0.5191526207379766
2020-03-30,es1s,-8.99669781864686,-7.838481832458608,0.23943088029967152,-2.3871054469455584,2.0,7.454162966412173,6.066512,4.293697,10.089179,-6.976048,0.7152311942103717
2020-04-01,es1s,-10.129943436286444,-6.435807653742903,0.2657711861500869,-1.8510649970436932,2.0,5.972458731441811,6.6586204,4.7275267,9.563125,-6.259457,0.4871540121624137
2020-04-02,es1s,-9.329886329584436,-6.902047087464906,0.517313011216375,-1.8879559413401807,2.0,6.690043621750254,6.3702364,4.5849032,9.718751,-6.0695925,0.5898554520497472
2020-04-03,es1s,-8.9155196054715,-7.007540425376832,0.5979606180304974,-1.115865666927101,2.0,7.238929472057224,6.5631704,4.6166725,10.04228,-5.5981016,0.5542199996186815
2020-04-06,es1s,-6.967284513841959,-8.608106509536968,-0.5612861869441667,-1.903686659209752,2.0,8.741793442329662,5.623176,5.0527205,10.776948,-6.0348887,0.6063837639867549
2020-04-07,es1s,-6.200021212016388,-8.153109673220632,-0.643649955181602,-1.42233217571449,2.0,9.257780397849666,5.5216427,4.9961095,10.689224,-5.277995,0.5666836260772297
2020-04-08,es1s,-5.140384076683967,-8.97098195452532,-0.40656037444347487,-2.034391505713045,2.0,9.596328512256742,5.165204,4.850343,11.15916,-5.0655565,0.4357369032564563
2020-04-09,es1s,-3.7939442416062774,-8.693921105691693,-0.876021217851851,-1.7089410175917998,1.0,9.975038172119815,4.626217,4.7645,10.653904,-4.1833105,0.40722324796725856
2020-04-14,es1s,-2.4134750415739354,-8.110355345857412,-1.4624473144535368,-1.9189700415112458,1.0,8.960244548967887,3.5752683,4.5266848,9.627551,-3.6192744,0.44827536911495325
2020-04-15,es1s,-2.891538477293693,-7.210471792090982,-2.027359558121245,-1.257511459654379,1.0,8.628908065302944,3.6286836,4.653574,8.980848,-3.4842668,0.39759759392564514
2020-04-16,es1s,-2.506917122455103,-6.687636698036339,-2.2228576155639614,-1.205901132627139,1.0,8.364020264092254,3.0027869,4.421647,8.030526,-3.2228532,0.49001085895671176
2020-04-17,es1s,-1.1495192409966992,-7.273509132372307,-2.1892444232975943,-0.8761805463990657,1.0,8.380014192595855,2.8149986,4.1139197,8.516725,-2.9875643,0.480425079378246
2020-04-20,es1s,-1.6490162552946963,-5.975567178795086,-2.7869749602059684,-0.3892859862162366,1.0,8.054356829872594,2.559455,4.298575,7.3903832,-2.8911874,0.5561086289074677
2020-04-21,es1s,-2.643385851567807,-3.9984564733350827,-3.3668787231002346,0.08250221192697967,1.0,7.967876179040435,2.398947,4.237071,5.868271,-2.4909163,0.6083113091964508
2020-04-22,es1s,-1.8303695320019489,-4.377519079125498,-2.51536040338327,-0.3693689974276267,1.0,7.200418036275998,2.2281382,3.6496346,6.270949,-1.9359006,0.48770532507688935
2020-04-23,es1s,-1.9667658812323907,-3.633939332632823,-2.57360791086336,-0.3275805467176769,1.0,6.346217477578638,2.1275892,3.5219865,5.448542,-1.7124048,0.3225386252471567
2020-04-24,es1s,-1.150582220024562,-4.2436662409700325,-2.4515728615331525,-0.7544611319596634,1.0,6.032939677542839,1.6467831,3.222759,5.463505,-1.9358801,0.3926028879199783
2020-04-29,es1s,0.4481932583404867,-4.7068924852554535,-2.462183273579663,-1.189165803880642,1.0,5.4803097187851355,0.9435271,2.9013972,5.7055545,-1.3038356,0.3081458621051159
2020-04-30,es1s,0.40021904238653594,-3.782900027112476,-2.922440410076513,-0.34806195412606444,1.0,5.914114105930562,0.68051183,2.8068578,4.987079,-0.767437,0.3917473011342057
2020-05-01,es1s,-1.321767392356691,-1.78077874436967,-3.5749400102502924,-0.24936805759395692,1.0,6.256024210136857,0.66027975,3.2920904,3.246461,-0.8325783,0.4117521377706921
2020-05-04,es1s,-1.1737278573631702,-1.650665187644432,-3.3998141929050973,-0.08326107292338014,1.0,6.063262819729999,0.5883441,3.0784507,3.1800623,-0.6183269,0.40364148697365354
2020-05-05,es1s,-0.25042834749930487,-1.8793515140883144,-3.005914224366356,0.011252113819759659,1.0,5.290486907676256,0.39669636,2.7305672,3.697803,0.15797672,0.31123949693197456
2020-05-06,es1s,-1.0206072069832801,-0.9928394347220537,-2.970238303584256,0.13002089016137555,1.0,5.652742563494972,0.47329572,2.6547077,2.7755523,0.09908858,0.3282888641167559
2020-05-07,es1s,-0.3137147475753566,-1.4674158888553475,-2.5482922946756172,-0.278995523546206,1.0,5.003301328702432,0.24656329,2.4693322,3.203878,0.36339876,0.2791385702511782
2020-05-11,es1s,0.8781568687212267,-2.3715376889263364,-2.298482486519208,-0.627100832840631,1.0,4.997514060205346,0.013135016,2.014827,3.8807917,0.36914656,0.35396633786770904
2020-05-12,es1s,-1.1967977046945333,0.05063397320099437,-3.432137531877957,-0.44750657438719993,1.0,5.906532370180383,-0.13344136,2.8234515,1.7732245,0.3646358,0.2808621539431215
2020-05-13,es1s,-2.3243671752009094,1.7325657375201866,-4.037983925209175,-0.5826608356439977,0.0,6.9808671439782355,-1.2092731,2.6502912,-0.09263587,0.3497367,0.39529514762829143
2020-05-14,es1s,-1.3129548238871165,0.560154596389429,-3.360744068916939,-0.6699883701056335,1.0,6.3226754800272715,-0.7610267,2.6308463,1.0632534,0.6659532,0.3145491611054793
2020-05-15,es1s,-1.0301064999949532,0.17637935504534916,-2.591237524851764,-0.5541630980641681,1.0,6.159154201761444,0.08479896,2.2915137,1.6672052,1.0165157,0.3605737415659586
2020-05-18,es1s,1.2029957136846414,-2.613736602641961,-1.2737274668088578,-0.6970646106562272,1.0,5.6826310308707,0.218568,1.7606204,4.5875998,0.8176428,0.46689856853360057
2020-05-20,es1s,1.9077976934583556,-2.6331130234930686,-2.3333177387277417,-1.5490148497758116,1.0,5.354494211434587,-0.6989368,2.0214133,4.108136,0.9615115,0.3502002228440526
2020-05-21,es1s,1.1860394228616469,-1.7249384411077637,-2.3825281326779493,-0.7811394815288212,1.0,5.146341020075456,-0.49179536,1.9229085,3.301476,1.1190937,0.3284919707178661
2020-05-22,es1s,1.1520694622108452,-1.8376084351001203,-2.219304036017216,-1.364359545702451,1.0,5.2514700616392105,-0.51804835,1.9883225,3.3116503,0.9436555,0.3688333751269412
2020-05-26,es1s,1.881484465056304,-2.4277439568530053,-2.2188851600731807,-1.6235873893473804,1.0,5.198023076839876,-0.6402739,1.8485229,3.8903847,0.9414091,0.3507264921865903
2020-05-27,es1s,2.3442487881950496,-2.7439722801702886,-2.168529521581404,-1.7906871199730763,1.0,5.50105543224773,-0.86941975,1.6692245,4.1543007,1.2167201,0.3535517242915208
2020-05-28,es1s,2.412025413418626,-2.620191686800854,-1.9813722708646597,-1.541242916557515,1.0,5.313257713187375,-0.9710423,1.4100268,4.042984,1.3500268,0.3269335643792986
2020-05-29,es1s,2.2793184532306086,-2.109378024163726,-2.446590765532827,-1.5012209910573602,1.0,5.9010936523994255,-1.438225,1.876502,3.2554903,1.3309364,0.43942307059397384
2020-06-01,es1s,2.8952061113799723,-2.790998458183664,-1.9982722428685729,-1.0659510817621214,1.0,5.707845039174766,-1.2421597,1.2424352,4.3160477,1.2543502,0.3927414611734028
2020-06-02,es1s,3.3146534784792676,-2.7366686305177774,-1.9804418817610576,-1.371918976937541,1.0,5.66148641502659,-1.5308498,0.97324556,4.336065,1.6596173,0.32417960604864604
2020-06-03,es1s,3.7202034579244336,-3.1510137993206713,-1.7088805185305713,-1.8113958338507694,1.0,5.9868764271322155,-1.74857,0.54240626,4.6798687,1.7553165,0.33040456755586883
2020-06-04,es1s,3.330803102445179,-2.3335847254872024,-2.178937973149207,-1.573089391446311,1.0,5.685985520873852,-2.043683,1.0018423,3.7832575,1.9047343,0.30156103753555324
2020-06-05,es1s,4.069981264332927,-3.291862968936941,-1.914687154170774,-2.0694238162295506,1.0,7.354140540502775,-2.6198583,0.3523174,4.5018253,1.8263245,0.5884788530678673
2020-06-08,es1s,4.635652171992436,-3.9936029002534372,-1.1263173248137996,-1.574224867213755,1.0,7.122632426562085,-2.1107411,-0.20940898,5.3601727,1.6340071,0.49006667533546316
2020-06-09,es1s,3.581204365146735,-2.8254388856238437,-1.6324177477692383,-1.4212884690304632,1.0,6.031400943878658,-1.9175804,0.29272753,4.1943035,1.567249,0.39383356986237744
2020-06-10,es1s,3.336461578668655,-1.4800939901543022,-2.400820132909841,-0.5632015070493785,1.0,6.232309892977261,-2.6433454,0.30710906,3.2304292,1.3468108,0.48671913845081705
2020-06-11,es1s,-1.8084260722712766,2.570245853228672,-5.374052867279847,-0.21572375565410107,0.0,7.958229614571783,-2.7007701,2.0805843,-0.44577873,0.3007659,0.49376946165790253
2020-06-12,es1s,-1.3082982775106335,2.0465540479101914,-4.6516716261638775,-0.06578342575164171,0.0,8.058909220131634,-2.1181152,1.804013,-0.22925252,-0.016944617,0.6556197529090528
2020-06-15,es1s,-0.676530077257493,0.5042003323723128,-3.808574420377837,0.21685369489100634,1.0,7.396452483489255,-1.1289879,1.9437566,0.6334548,-0.17025569,0.6577825671452923
2020-06-16,es1s,0.5755205055416052,0.21890196096322287,-3.198093003154838,-0.5759706922231428,1.0,6.354367452724095,-1.7752223,1.3961406,1.4707936,0.95082724,0.5299647683725246
2020-06-17,es1s,0.5286869204836362,0.12161203200815268,-2.574618318135634,-0.3588240272441679,1.0,5.515919528309364,-1.0207134,1.2123775,1.3265011,0.928393,0.4086677232355741
2020-06-18,es1s,0.013661469264194372,0.4404902329989122,-2.0956260057870426,-0.21804335100132588,1.0,4.960514784490237,-0.44316143,1.1961217,0.95756394,0.87881136,0.28573972372766676
2020-06-19,es1s,-1.1558995032534454,1.474970955261613,-2.3595606722078792,-0.03489950133657229,0.0,5.600560280852237,-0.54189056,1.1971967,0.021472126,0.70760584,0.3125805512796375
2020-06-22,es1s,-0.26728217577207425,0.13569265470138497,-1.29454954116418,0.016717877084036357,1.0,5.110042405656797,-0.22240007,0.87216336,1.0601119,0.53083766,0.3656503917917753
2020-06-23,es1s,0.046208009587772075,-0.15309664169083698,-0.9328557903955645,0.04373513038382503,1.0,4.883735746427547,-0.10318729,0.58366203,1.6153332,0.83767855,0.3533490113566156
2020-06-24,es1s,-2.144566979357353,1.8636439178273378,-1.6879134134366882,0.365197601377041,0.0,4.708457937392497,-0.34940973,1.0616596,-0.5855017,0.1807229,0.291652769526358
2020-06-25,es1s,-1.3931609824581082,1.306030597467895,-1.090957025547732,0.46543039094840727,0.0,5.017427083409371,-0.22536904,0.6804489,-0.25407726,0.46272728,0.28329283960144946
2020-06-26,es1s,-3.091629427448406,3.0502990873082436,-1.6742544506915111,0.8473301252388612,0.0,4.866227084720434,-0.7664079,1.0231996,-1.2704111,0.33542743,0.3861076654646213
2020-06-29,es1s,-2.142860785674795,1.7267841043390013,-0.6871360951219949,0.8489137204668862,0.0,5.087689074913926,-0.0748474,0.6265992,-0.52756524,-0.043035597,0.3707171851076991
2020-06-30,es1s,-0.8593272199966946,0.3791234583982026,0.15411917373396194,0.5204350926046326,1.0,5.263068591627865,0.34353885,0.19255385,1.062177,0.6396332,0.3142557054249983
2020-07-01,es1s,-0.554490994186487,0.05799132722656721,0.9025941940620705,0.22491566380373626,1.0,5.299639198541881,0.47095022,-0.15135492,1.7125276,1.078895,0.3067696846280125
2020-07-02,es1s,-0.07144480457823975,-0.4010246622438265,1.1761986273830038,0.3815172242081719,1.0,5.006173917032367,0.21217182,-0.48173532,2.171008,0.8960717,0.3055485587608768
2020-07-08,es1s,0.9988932222093462,-1.127576886316463,0.2106351957299517,-1.9678118269371312,1.0,4.93010682565392,-0.4441216,0.28109157,2.8041515,1.2807026,0.31614002922795453
2020-07-10,es1s,2.1096275204278436,-1.0502756737604986,0.40449353486727607,-1.6893758549466842,3.0,5.258366228881209,-1.0055381,0.06386343,3.2615223,2.261452,0.2834461086834819
2020-07-13,es1s,1.2373367349438131,0.37586078715415994,-0.42771596178888327,-1.4908820277369759,3.0,5.188871528448389,-1.005488,0.48917764,2.092053,2.9055598,0.1898274775492495
2020-07-16,es1s,1.8442453385711628,-0.027296359885553054,0.06893214130646459,-2.740962553145789,3.0,5.632946840484108,-0.93846667,0.52412146,2.837161,3.3734758,0.21077132001688179
2020-07-17,es1s,2.2797558034975935,-0.5958392987878811,0.5440022832148415,-2.8898928917749287,3.0,5.853795282868817,-0.9518275,0.26561883,3.349482,3.32708,0.28273688348390474
2020-07-20,es1s,3.044052118777289,-1.323243350619734,0.8864534476909856,-3.1082426382416872,3.0,5.746108216910175,-1.1022577,0.04741791,4.1584125,3.3177593,0.24863890143361794
2020-07-21,es1s,3.033722135612337,-1.0669660171396167,0.8167874720470563,-2.68799216469672,3.0,5.3111860939109174,-1.163655,-0.02910924,3.8836527,3.3424642,0.19446191930716084
2020-07-22,es1s,3.027782398337291,-1.2166222867645031,1.095325691629626,-2.8912447026217634,3.0,5.382235980068368,-1.130774,-0.15175514,3.9596038,3.2625458,0.20164925586998142
2020-07-23,es1s,1.824016205783643,0.6559413742308849,-1.1042639115889754,-2.9408601207039617,3.0,5.435901518656524,-2.3609097,0.65651995,2.412716,2.990989,0.20895366607229823
2020-07-24,es1s,0.7717573094997415,1.89359523999955,-1.172295777274627,-2.626875828890864,3.0,6.131095111963972,-2.2513542,0.35860997,1.2584538,3.2771685,0.20556706378160727
2020-07-28,es1s,1.1556791392661754,1.9554441904946585,-1.182230029508796,-2.674421868735826,3.0,6.555665929691674,-2.0962808,0.41490918,1.5647047,3.5603461,0.29824429215118786
2020-07-29,es1s,2.373104202975313,0.55758151045442,-0.10193603139431055,-3.8684659112897655,3.0,6.023449357077935,-2.055048,0.22388688,2.9179616,4.081936,0.2506809176420496
2020-07-30,es1s,1.9483129442067384,1.4370634483440565,-0.8039700417500443,-3.8006804122862605,3.0,6.076384691459972,-2.9432223,0.12769133,2.3134348,4.2597995,0.17104840600433596
2020-07-31,es1s,2.3633201599860665,1.2134469644515267,-0.42661258131203644,-3.809513435083966,3.0,6.033300384629561,-3.2085683,-0.17567976,2.5691485,4.294175,0.23818685059108405
2020-08-03,es1s,3.141866430499117,-0.40678366820842005,1.3472429074133496,-2.9202571314589916,3.0,5.2030584991511,-1.7526494,-0.62555474,3.2888398,3.7925606,0.2299332550989934
2020-08-04,es1s,3.4813862105089806,-0.7082450968011711,1.7068003404025576,-2.8561204753158576,3.0,5.102190598377518,-1.747825,-0.9405332,3.469397,3.755387,0.20194196748523086
2020-08-05,es1s,3.8155098510986822,-1.0401820317004011,1.9517566571936082,-3.0036408866536686,3.0,5.330178039553952,-1.7204309,-1.0374165,3.7276716,3.8158817,0.20525222790897085
2020-08-06,es1s,4.467724438150165,-1.3391634876756102,2.101304806884704,-3.2469997143898173,3.0,5.756676436728446,-2.3029969,-1.3681207,4.144897,4.0106683,0.23560657901175575
2020-08-07,es1s,4.263862394864083,-0.5995515290457691,1.7695778458941769,-3.1396044662925346,3.0,5.784369349142368,-2.751639,-1.4579067,3.9243946,4.361295,0.2864445881068406
2020-08-11,es1s,2.9653786703589833,1.0253243534182577,-0.014587456249247085,-3.4946666887551068,3.0,5.394727967268531,-3.5483418,-0.95766366,2.7345352,4.280988,0.23097484103835195
2020-08-12,es1s,4.033794126000045,-0.735877455741942,0.9059539940702673,-4.369352327090665,3.0,6.2132063492243645,-3.6661806,-1.3007207,3.9205632,3.7178254,0.39392002809868737
2020-08-13,es1s,3.969369685098981,-0.44325859182638067,0.7999845621092788,-4.087585626718492,3.0,6.2441239575407295,-3.7076693,-1.3610489,3.8257203,3.8079739,0.4160132808902384
2020-08-17,es1s,3.7741507422721963,-0.515413950989014,1.475581126325893,-3.8778219608698934,3.0,6.821059805862126,-2.7231145,-1.087785,3.7444687,4.044214,0.5276591806482874
2020-08-18,es1s,3.6728615203602595,-0.3299046685804475,1.4457863959774224,-4.122382931289995,3.0,6.56997095089091,-2.8881273,-1.0640645,3.647293,4.208437,0.45137739323002196
2020-08-19,es1s,2.8403141158141705,0.6612678114006963,0.3440154042775787,-3.9944681150716415,3.0,6.429365349022706,-3.545609,-0.9872061,2.793806,3.8772614,0.48470836920078325
2020-08-20,es1s,3.2191095391392635,0.41980315298935017,0.5503929395611569,-4.209314603823115,3.0,6.552749557118584,-3.6710448,-1.0950489,3.1255322,3.9019258,0.4966060750553156
2020-08-21,es1s,3.794449346084593,0.05563511817842232,0.5655008679682241,-4.112010026575058,3.0,6.784527934085491,-3.9200132,-1.1975273,3.5628786,3.9565535,0.5269156773344118
2020-08-25,es1s,5.342497581982597,-1.347719504699539,0.7900340808460088,-5.40964228236566,3.0,7.922303292020309,-4.660694,-1.5070808,4.869307,4.290938,0.5397543859517896
2020-08-26,es1s,5.854776474293322,-1.9165542671011309,1.066168933229671,-5.825578889000853,3.0,8.613036428778093,-4.865103,-1.6160195,5.2538505,4.3749766,0.610878192888918
