date,instrument,f13_mra_energy_d1,f13_mra_energy_d2,f13_mra_energy_d3,f13_mra_energy_d4,f13_mra_energy_d5
2020-04-01,es1s,0.700822516366401,0.112329527402526,0.09397953056590273,0.03971428671589439,0.01279071289032998
2020-04-02,es1s,0.6900971216771827,0.16842928972607374,0.043046840644880846,0.032190438143435085,0.03012041071001625
2020-04-03,es1s,0.7066437064950959,0.1120136031900388,0.04617496878429145,0.07470669172745929,0.05800753345427068
2020-04-06,es1s,0.6819508160409398,0.11000927115258037,0.07101144095505874,0.07540933506258213,0.08830852095324312
2020-04-07,es1s,0.7023578200565973,0.11604858900723056,0.0612613020700161,0.053642173987175766,0.0924987661116418
2020-04-08,es1s,0.678710689243653,0.17212155565939932,0.05744658315455933,0.011981613224452662,0.07536746637019842
2020-04-09,es1s,0.6970978650218985,0.11524962522941518,0.10555942855585095,0.009732764086471795,0.053023929665225185
2020-04-14,es1s,0.6993198006361655,0.10233741936023372,0.08833474839625213,0.05938507213349497,0.03700864090657951
2020-04-15,es1s,0.6808860592247501,0.1661838523486541,0.04233247475754232,0.05419603401077843,0.04223516217997401
2020-04-16,es1s,0.7012887410865002,0.11175185191282773,0.06537541864961609,0.056985970038493115,0.05531119912733681
2020-04-17,es1s,0.6804941926019407,0.1034143061251067,0.10478239793906605,0.03947462911090159,0.07684163636376272
2020-04-20,es1s,0.7062945654891368,0.10023117205813964,0.10028638032916264,0.02909700159473014,0.07579226294587683
2020-04-21,es1s,0.6761488752398704,0.17357888992420717,0.06525455018083363,0.02706657722848476,0.06357319325001665
2020-04-22,es1s,0.7083287348363501,0.11056920508523604,0.09572399754924088,0.026634352957722294,0.06043516711791052
2020-04-23,es1s,0.6766868387825308,0.11200662926698177,0.12319751279693614,0.027564633961549644,0.050360420513091406
2020-04-24,es1s,0.7057441312877359,0.10084464399572185,0.09520334898278852,0.033075684472582155,0.04923928881842228
2020-04-29,es1s,0.6752531489607452,0.11179459884006987,0.10213044240759465,0.036144251031253925,0.04623661206127088
2020-04-30,es1s,0.7068551930230026,0.09885801309775237,0.09558545213318456,0.02281468181012621,0.04658176151076858
2020-05-01,es1s,0.6718657636818988,0.17236638816523314,0.06724950342290524,0.014221881829366616,0.04585352756769122
2020-05-04,es1s,0.7044764123498795,0.1102359247448849,0.10438177554984722,0.00818681528971006,0.03966058343831488
2020-05-05,es1s,0.6712560016748476,0.11993641923234004,0.12589108700210896,0.014607959638306692,0.03286435421293719
2020-05-06,es1s,0.705159620699193,0.10207041356798834,0.09736632716464827,0.03374228219037984,0.026061967722384023
2020-05-07,es1s,0.6727855404032768,0.17229859071235512,0.049869146219842286,0.05050661487660904,0.01949492256796574
2020-05-11,es1s,0.671077295982693,0.12292043534499705,0.10124107492225581,0.04740819731413235,0.016275841680528105
2020-05-12,es1s,0.700901559980864,0.10633037045324584,0.10330347395220632,0.03319467259752421,0.017284734595245765
2020-05-13,es1s,0.6644436086286534,0.17594974711701186,0.079207970118744,0.024009233615040638,0.02208350102111118
2020-05-14,es1s,0.7015086072006687,0.11750970806734523,0.10264010746849907,0.02032020956269336,0.02308213160561668
2020-05-15,es1s,0.6652517670184735,0.12822450959670864,0.12282436448798739,0.02432930266992757,0.024123207210957565
2020-05-18,es1s,0.6971987322199416,0.10473614068223196,0.10557921864189332,0.03133557041294231,0.026374997660702056
2020-05-20,es1s,0.6983094280865756,0.12222762840871754,0.06625731289213788,0.04384679609804015,0.03978548069041217
2020-05-21,es1s,0.6676760724430022,0.12729894962577204,0.10042924103113045,0.033305566301578535,0.04691236087684366
2020-05-22,es1s,0.6995249407150516,0.10413773549412786,0.10502607804953758,0.019733145161666795,0.051730171255340844
2020-05-26,es1s,0.6669677991618936,0.17415506660910324,0.07900865431633948,0.008905771236849375,0.0509089222384807
2020-05-27,es1s,0.6968659564043616,0.12482915055930206,0.1004656129111625,0.007870370819636117,0.0468204625667192
2020-05-28,es1s,0.6657812139926744,0.13074766396789894,0.1199414510477935,0.014108140576313833,0.04636881615673191
2020-05-29,es1s,0.6960720094895202,0.1088858678864008,0.1003263468145232,0.028590649210787147,0.045125876622188366
2020-06-01,es1s,0.6660625638086858,0.17334504690203553,0.05619379794135438,0.038959802596742886,0.04389597420940765
2020-06-02,es1s,0.6958651556450355,0.12225958994490295,0.06377777442992513,0.05292241292545551,0.04374085890456542
2020-06-03,es1s,0.665396010331368,0.128475495518839,0.09793276370431934,0.04543916866622815,0.042655015140260995
2020-06-04,es1s,0.698351194737347,0.10683996206441315,0.10227492657947518,0.03253462581622796,0.04100849808199362
2020-06-05,es1s,0.6655097590075134,0.17261803977271395,0.07738154887110368,0.02271430135567916,0.04125736908872445
2020-06-08,es1s,0.6950696464949558,0.12234553776378879,0.10057283291356123,0.017828383874683777,0.04257398440961775
2020-06-09,es1s,0.6666030538794423,0.1282055388812017,0.11977655367336455,0.021775617276285554,0.04105531256161053
2020-06-10,es1s,0.6944359656517218,0.10915350424505887,0.10044766030355631,0.02913170292189514,0.04252288311112875
2020-06-11,es1s,0.6566496286767878,0.17243205833804853,0.07190185463387527,0.0334149622086163,0.0422127109081723
2020-06-12,es1s,0.6919098894636995,0.12532823905146967,0.07035987035665746,0.04441749229457543,0.041871572711962256
2020-06-15,es1s,0.6558810011182934,0.1427454096099984,0.09551169016364168,0.03710339811803899,0.04301303453583095
2020-06-16,es1s,0.6853690151158967,0.1127825564401057,0.11066780556730507,0.022092771153218227,0.04319333328096107
2020-06-17,es1s,0.6565586565767977,0.17717195991829235,0.08497112825822373,0.014421505183059435,0.039283923003540194
2020-06-18,es1s,0.6858511537905828,0.1387872580164771,0.09871184745494863,0.010312123447109627,0.03400565872274031
2020-06-19,es1s,0.6547556889906453,0.14429023610686298,0.11784733310532189,0.017172509939393375,0.03479124903401328
2020-06-22,es1s,0.6876328255694293,0.11469514905607357,0.10116951903241111,0.034197352566569944,0.03443208784406689
2020-06-23,es1s,0.654244906179719,0.1837114648377501,0.058051112267145655,0.043693466400239134,0.03143548951800077
2020-06-24,es1s,0.6877869283767577,0.1381766316660366,0.06163945930581895,0.05198412524316815,0.026913630330851566
2020-06-25,es1s,0.6550487011385684,0.14601494409473909,0.09789336397142454,0.042807558837420566,0.01981037761708945
2020-06-26,es1s,0.6885130469087843,0.11503217028252254,0.11018204519020457,0.03147808847410668,0.015895652294461323
2020-06-29,es1s,0.6566140519221182,0.18311294200850936,0.08317642907298356,0.022691980154924355,0.015671217184009385
2020-06-30,es1s,0.6874353832731482,0.13823362051753646,0.09881756565331566,0.019751011258547613,0.01776838502719692
2020-07-01,es1s,0.6559432208979253,0.14479598425662316,0.11783987772715884,0.02364231573552413,0.02122609652713123
2020-07-02,es1s,0.6873745596075842,0.11694808689010526,0.10350132424001578,0.03061525948781883,0.02687195858081643
2020-07-08,es1s,0.6562045803639307,0.1432655243383088,0.09796250007290641,0.03520322809145894,0.040575497759400184
2020-07-10,es1s,0.6566976304512755,0.18293767154620005,0.08223162666559264,0.009390338797391323,0.04364572300120664
2020-07-13,es1s,0.6888794301705505,0.1371288409450712,0.09785734706976892,0.009958962748650784,0.043952105135953434
2020-07-16,es1s,0.6578980241782171,0.18262891855323127,0.05958820018501217,0.03786535138222716,0.044295494012464263
2020-07-17,es1s,0.6886785608572217,0.13779196158124182,0.06392950718888268,0.049227893407150405,0.04317355830728137
2020-07-20,es1s,0.6575003266015869,0.141708082809625,0.10014533959308544,0.042840731310129256,0.04145794187458078
2020-07-21,es1s,0.6880904549467809,0.1148459806590372,0.10934364816815353,0.032295613087616214,0.03945749268426098
2020-07-22,es1s,0.6578051654827152,0.1819284467044992,0.08076360623273615,0.023674770459159666,0.03962031692088397
2020-07-23,es1s,0.6879585727718812,0.13814404311192982,0.09602101600134974,0.01982878517734134,0.041071882171935505
2020-07-24,es1s,0.6568377475912736,0.14344322179628707,0.11680911042391404,0.024093198998196137,0.04024329209882406
2020-07-28,es1s,0.6571811217899477,0.1830509842984186,0.059970414881263166,0.03481960720784783,0.042785352513871555
2020-07-29,es1s,0.6884737964834096,0.13825478064773397,0.06401010193834464,0.043048093324825246,0.0415958987862168
2020-07-30,es1s,0.6583166960768657,0.1445959508067303,0.09717014619208607,0.03184805782531604,0.04138053749740094
2020-07-31,es1s,0.6888097236886674,0.12093887156297321,0.10470324870823483,0.01601408150168366,0.04033456526573547
2020-08-03,es1s,0.6607993895087709,0.18535307876231366,0.0774131000786136,0.00815594853804061,0.0375883895063809
2020-08-04,es1s,0.6903885149266139,0.13497358966816034,0.09699998464139445,0.010633436817272007,0.03425313096229888
2020-08-05,es1s,0.6597997138121576,0.1370981689628055,0.1195454348969371,0.017149964141828344,0.03303970983180563
2020-08-06,es1s,0.6907139752575638,0.11393406928735068,0.10148509761067885,0.02907157916510537,0.029537231928194907
2020-08-07,es1s,0.6599797004959548,0.18324452529453747,0.056841612785555336,0.03737119444353468,0.02614154903406333
2020-08-11,es1s,0.6604242984042915,0.13670787984270247,0.10124874345584657,0.04336961846340221,0.018761936771015873
2020-08-12,es1s,0.6886282975065633,0.11613621187269435,0.10717403229922626,0.032628172479014485,0.01568372156424406
2020-08-13,es1s,0.656360263710112,0.18433517342407849,0.0783160650531762,0.023871146084945012,0.016284020143822634
2020-08-17,es1s,0.6572130537835128,0.1377682752996298,0.12043677611746156,0.025316990614912386,0.02129569696980119
2020-08-18,es1s,0.6914229107692336,0.11409476077466942,0.09983261989028812,0.03233493035267543,0.02589571829092993
2020-08-19,es1s,0.6567277874428153,0.18463102615249932,0.056840702675063005,0.035728498546648155,0.031106955806818763
2020-08-20,es1s,0.6905249611410643,0.1309668966475323,0.06535516103180802,0.04525815190018827,0.03518934924642869
2020-08-21,es1s,0.6567926865024536,0.13793744014878284,0.10159272386720618,0.03302522740232547,0.039430091891983814
2020-08-25,es1s,0.6553019903502815,0.1848440674730905,0.07797512674778687,0.008787702529776079,0.04455666550355699
2020-08-26,es1s,0.6886707945044527,0.12962487017977448,0.10042450656199094,0.009585569838916048,0.044344039887719254
2020-08-27,es1s,0.6545676268832548,0.1381684469289505,0.1208631964069917,0.015811070448440958,0.04508745589696619
2020-08-28,es1s,0.6902253543338397,0.11368084274945447,0.09981353894529715,0.028469128463919594,0.04423822242823582
2020-08-31,es1s,0.6546398846951801,0.18441866693208378,0.05707910936281257,0.038481719117059374,0.04314510441944232
2020-09-01,es1s,0.6898164497676673,0.1290777473654947,0.06464521273778027,0.0516819738758314,0.04308551008365112
2020-09-02,es1s,0.6529489814626758,0.13831149057470454,0.10176691152611252,0.044748827571568645,0.041401006240377757
2020-09-03,es1s,0.6938296844300291,0.1114041610044037,0.10527298596858965,0.03186381577710491,0.03843882656065771
2020-09-04,es1s,0.6493374728642569,0.18820044052356835,0.08193529970035243,0.023316128167779285,0.038047858844255385
2020-09-08,es1s,0.6867548813630795,0.13101292839035014,0.1020945108428335,0.021307282074845977,0.039222650640801805
2020-09-09,es1s,0.6494346785740266,0.14660467727772467,0.1190720666439044,0.026113505293423978,0.03816420006672232
2020-09-10,es1s,0.6911053343155485,0.11236102764178733,0.0978700961025322,0.03694855885818417,0.03998544767039045
2020-09-11,es1s,0.6505629076041342,0.18631370144520293,0.05639180659509958,0.04149169819784686,0.04091949587339871
2020-09-14,es1s,0.6915857110017652,0.12706249984498721,0.06777002886952546,0.0461903673407911,0.039638183897281055
2020-09-15,es1s,0.6491471803288227,0.14395268349290638,0.10381473724760486,0.03317355859246012,0.04070250254397115
2020-09-16,es1s,0.6914245459426035,0.11250889555169345,0.1032207644263528,0.02211176784154809,0.043558729950655004
2020-09-17,es1s,0.6485100133830786,0.1880206930362523,0.07768182865733611,0.016535111108291492,0.04344465902028723
2020-09-18,es1s,0.6896538072571055,0.12675792317646292,0.09982804520531406,0.016099474790062383,0.0413035431037815
2020-09-21,es1s,0.647313359421239,0.1449190335540418,0.1218110269419194,0.016879010010291545,0.0382394293869453
2020-09-22,es1s,0.6897681297498791,0.11462435691786871,0.10245704457922333,0.026440062335862397,0.03176403102315047
2020-09-23,es1s,0.6484410895140812,0.187641598058737,0.0630362833440763,0.03693912498570513,0.027445541136457918
2020-09-24,es1s,0.6895674400331611,0.12678541061026385,0.06968070236839653,0.052498962117314175,0.024126175616343552
2020-09-25,es1s,0.6481045960138797,0.1438929010167575,0.10262060432388984,0.047707746365193815,0.01919682458559768
2020-09-28,es1s,0.6848109584842995,0.11813105532212066,0.10593069873010477,0.034870034264153874,0.016359112705807363
2020-09-29,es1s,0.6452209231313937,0.19320785606275978,0.0803961318868475,0.024425929813937996,0.017332085967749152
2020-09-30,es1s,0.6864371478279163,0.13111289116490893,0.103983654754104,0.020652826899547755,0.01991650497767964
2020-10-01,es1s,0.6495938207533122,0.13917872090394748,0.12522946646903468,0.028223656288900754,0.02233533318492367
2020-10-02,es1s,0.6856403412504026,0.11497440182953268,0.1056340473345318,0.03293346979219309,0.026407604301290046
2020-10-05,es1s,0.6532949224908007,0.1819086347363434,0.06469101829432349,0.03473470265763758,0.030303464176105455
2020-10-06,es1s,0.6861015354354589,0.12976905186553608,0.07275484637956849,0.04344926365871567,0.034382917987156376
2020-10-07,es1s,0.653672010703102,0.13553380073006252,0.10478372699951832,0.0336632399016023,0.04017522472417191
2020-10-08,es1s,0.6855934872954061,0.112704633029868,0.10765816680910244,0.01960083740657022,0.04534582968402
2020-10-09,es1s,0.6532441602953396,0.1801416729526096,0.08191962703018557,0.010474777766800074,0.04641754623983881
2020-10-12,es1s,0.6845286671669562,0.12939658370261561,0.10425750036332718,0.009452581051792731,0.04564664126963493
2020-10-13,es1s,0.6537231779655174,0.13551697540479954,0.12583232388029786,0.014021360601066948,0.0458119890233901
2020-10-14,es1s,0.6837279809113396,0.1135753292497195,0.11014270834887462,0.02612224256179452,0.04366688940498215
2020-10-15,es1s,0.653346808298886,0.18004597693027138,0.0665776124881374,0.035532706279612754,0.043255984936887704
2020-10-16,es1s,0.6836816585416884,0.13199666262528967,0.07213738967702182,0.04942866061900984,0.04357111579647986
2020-10-19,es1s,0.653165584394039,0.13628613993795605,0.10503091507279708,0.04657565133653109,0.04245486982560569
2020-10-20,es1s,0.6833929531354784,0.11343150002757545,0.10830200902203647,0.03981084903248033,0.04144368532467694
2020-10-21,es1s,0.652871464914184,0.179429875567645,0.08238258183989064,0.031005030941037307,0.04007918726522653
2020-10-22,es1s,0.6832438558542497,0.13142313700187613,0.10429245197381977,0.024780490173639057,0.039607827710987274
2020-10-23,es1s,0.6528151253300631,0.136270829213632,0.12665414635003347,0.026450492331247532,0.03802129156870065
2020-10-26,es1s,0.6831764658533317,0.11446701824413372,0.10885385622219657,0.03257450226951176,0.039296310206549966
2020-10-27,es1s,0.6519347652609084,0.1799418125013717,0.06660805552495173,0.036688747046283374,0.0416783920400428
2020-10-28,es1s,0.6799500279847641,0.13106070233195127,0.07518036330262028,0.04574063134124492,0.04250921984366325
2020-10-29,es1s,0.6524117405339586,0.1384049096152559,0.10340674219248414,0.034475961648784186,0.0434422961509337
2020-10-30,es1s,0.6816386729150243,0.11573454805072399,0.10912181127675934,0.02062519646698033,0.04318150310945653
2020-11-02,es1s,0.6530555688157957,0.17698362477817473,0.08630397565414648,0.012053522266109187,0.040869557189892096
2020-11-03,es1s,0.680137650997539,0.13030434504033384,0.11036670249793278,0.010246833108870482,0.03737269339971569
2020-11-04,es1s,0.6479853921573074,0.13709191502311,0.13144876553230764,0.014632242307331194,0.03616794001502281
2020-11-05,es1s,0.6742173413271797,0.11718249057230777,0.11124750932334328,0.03222693661120453,0.03394479147044282
2020-11-06,es1s,0.646395745344692,0.17932506966471268,0.06671634116328803,0.04778124297787236,0.030928703526460537
2020-11-09,es1s,0.6749578991696666,0.12836982627393273,0.07398754960144739,0.06725704963289594,0.027218414253320545
2020-11-10,es1s,0.6462226421600188,0.1348571443485189,0.10597424493782981,0.05963784622566827,0.020291472680556658
2020-11-11,es1s,0.674817255413242,0.11625082899870158,0.1104630999753133,0.045120087218580664,0.01532226036564034
2020-11-12,es1s,0.6466270133980914,0.17752310742107325,0.08890005323806419,0.03346214295624067,0.015516126555266857
2020-11-13,es1s,0.6753792173565114,0.12804570334358834,0.10947594120477834,0.031589274115297473,0.021724355896399223
2020-11-16,es1s,0.6453847003936721,0.1352860032336322,0.12572810523730354,0.03657984724125838,0.02788422333763516
2020-11-17,es1s,0.6756127224499767,0.11628604885143559,0.10581411521211845,0.040658643307186264,0.03293281851709649
2020-11-18,es1s,0.6445777471049757,0.1797682410126027,0.06942567530071425,0.04049301551564198,0.03596497667122534
2020-11-19,es1s,0.6759121105131519,0.12781538379487306,0.0815413625696867,0.04576329123002171,0.038805598887805194
2020-11-20,es1s,0.6451318976511713,0.13654634693279344,0.11223401612786724,0.0347767269856222,0.04168332865894673
2020-11-23,es1s,0.6759547390248861,0.11645873580314443,0.11221652326593375,0.022106649266739494,0.0449337337966868
2020-11-24,es1s,0.644281516705072,0.1793124814791961,0.08875460203081398,0.015111551793596203,0.04600593250673258
2020-11-25,es1s,0.6760205570316795,0.12779819836873108,0.11002816811280008,0.016740474217766258,0.04438441372963405
2020-11-27,es1s,0.6447210023163026,0.13746570844541445,0.12725342438949297,0.022628736230751418,0.0441950198102817
2020-11-30,es1s,0.675991136438176,0.11637370757383725,0.10821890940226941,0.0350500292122316,0.042423377778558986
2020-12-01,es1s,0.6456531509848296,0.1796133571770472,0.06844341640775281,0.04479385103498633,0.04074187254712967
2020-12-02,es1s,0.6764522713577398,0.12720541506583868,0.08076930677733787,0.05538315180534424,0.03987413909246381
2020-12-03,es1s,0.6455222790995779,0.13589197400061057,0.11232393600257672,0.04922299249851425,0.03758422661813542
2020-12-04,es1s,0.6766158374394508,0.11550317353400515,0.11239839937169423,0.040561789402203,0.03511402817171139
2020-12-07,es1s,0.64556646782704,0.17960453545556446,0.08713045734581813,0.033638102117649685,0.03464744961708649
2020-12-08,es1s,0.6767256198540579,0.12711842524223538,0.10894552749113182,0.030613786875120112,0.035909615254588474
2020-12-09,es1s,0.6457244912014279,0.13587020454028428,0.12722579342490786,0.03327715622804528,0.03634318352599055
2020-12-10,es1s,0.6766905128459164,0.11600312755035781,0.1079470495774425,0.03744394157458471,0.03888531860326612
2020-12-11,es1s,0.6458051161259529,0.1797192398334887,0.06974911644243195,0.03920643746197633,0.041212488025120037
2020-12-14,es1s,0.6769869791743574,0.12734222740158135,0.08163869353192274,0.0462402307543891,0.041599033301679786
2020-12-15,es1s,0.6460979402184144,0.13545558442241745,0.11270746569244924,0.0351974744280105,0.04237606730997855
2020-12-16,es1s,0.6766376333757953,0.11547911561916038,0.11317203433409331,0.022158558070117927,0.04278048009820099
2020-12-17,es1s,0.6458182718469159,0.1792486059915835,0.08763177309505774,0.015318608950245928,0.040802954621907514
2020-12-18,es1s,0.6766071857963134,0.12791424924567435,0.10891799134707461,0.017198464144200797,0.03807473778723019
2020-12-21,es1s,0.6459195225280344,0.13545807537785243,0.12739775188218572,0.023119915027572387,0.036942830475167575
2020-12-22,es1s,0.6763010957072024,0.11587304466334888,0.10831541697812432,0.03445634753658327,0.03293551591503506
2020-12-23,es1s,0.6458828079103786,0.18005899998889047,0.0697244738058659,0.04230484516614789,0.027758089135323207
2020-12-24,es1s,0.6762631704192162,0.12854205165343924,0.08210048377753232,0.053416993733272945,0.02382744920997943
2020-12-28,es1s,0.6454177808678677,0.13549181983297784,0.11413591125814722,0.04882227583025019,0.018359894492675013
2020-12-29,es1s,0.676576271834547,0.11513284970094083,0.11388024149421125,0.04083035291400904,0.015243500524472669
2020-12-30,es1s,0.6453179168057972,0.18057132044327592,0.08687671111880234,0.033771745423695626,0.015148847759464424
2021-01-04,es1s,0.6455781577079579,0.13505353339881687,0.12913987209645067,0.03323803687825789,0.021955499255475436
2021-01-05,es1s,0.6769865893714241,0.1152872464479747,0.10905300669430255,0.03754328802638724,0.02699367911943246
2021-01-06,es1s,0.6453713432325485,0.18056737116913352,0.06974397204453578,0.038881391570618734,0.032151342937999115
2021-01-07,es1s,0.6751801445657989,0.12894633081385548,0.08250744296629504,0.045082142313783116,0.03658607362236346
2021-01-08,es1s,0.6448046379375189,0.13557204017376062,0.11444175612851004,0.033887328533334475,0.04098365970042914
2021-01-11,es1s,0.6752646686850413,0.11714339617579818,0.11310877766790384,0.021469845988595606,0.04411955156520163
2021-01-12,es1s,0.6444435925028885,0.18117211455624982,0.08699988801496808,0.01590952317206475,0.0446161170048583
2021-01-13,es1s,0.6751403606369348,0.1293524652869403,0.10882937304659797,0.01774896258534641,0.043683087152629266
2021-01-14,es1s,0.6446754382985043,0.1365816597473354,0.1280095424862936,0.022808074344256517,0.044080571799283395
2021-01-15,es1s,0.6751823263287926,0.11767331487942176,0.10838535231996377,0.03401966723041772,0.04232533109234504
2021-01-19,es1s,0.645044035271762,0.18112532230183928,0.06984101821781016,0.04277722657971406,0.04091194882487628
2021-01-20,es1s,0.6739350320422886,0.12957063443154784,0.08392902494178553,0.05355451243846737,0.04074038684392603
2021-01-21,es1s,0.644011699908525,0.13735593900866613,0.11407597867534858,0.048769096578013364,0.03815068898732811
2021-01-22,es1s,0.6737164888740661,0.11988339299719171,0.11247537880239192,0.040569816103772964,0.03523474220710879
