inst,variant,is_locked,auc,auc_ci_lo,auc_ci_hi,ap,logloss,brier,n_test
nq1s,full,False,0.5408050730631376,0.45119057608734053,0.6248158893642314,0.5965478632990059,0.6891256618818825,0.2480083554983139,171
nq1s,pruned,False,0.45947063688999173,0.3736424691211166,0.5528396610497655,0.5041804779798137,0.70331860195908,0.254973828792572,171
nq1s,reduced,True,0.521505376344086,0.43372032361795293,0.6119437739007775,0.5723925128490883,0.6961944868252687,0.25133588910102844,171
fesx1s,full,False,0.5268356075373619,0.44164660973084885,0.6090025007772727,0.5636554527847398,0.6955228671396718,0.2511711263914306,176
fesx1s,pruned,False,0.5148797920727746,0.42745971727406357,0.5980754101773319,0.5700991730485583,0.6966077850816449,0.25171845882539445,176
fesx1s,reduced,True,0.5247563352826511,0.4361496073031416,0.6087315965353048,0.5629812226483653,0.6926850060606191,0.2497613031108041,176
es1s,full,False,0.5097783572359844,0.4161054444766412,0.6051850996624704,0.42756968686590485,0.7193129044174358,0.26287070600732315,150
es1s,pruned,True,0.5043769789532502,0.41469882612012965,0.6009171760975741,0.4503459817037815,0.725033048901765,0.2656504003434398,150
es1s,reduced,False,0.5008381449059415,0.40311733635163177,0.6001643151638467,0.4722770089805081,0.7083958367523105,0.2576585047074393,150
