instrument,auc_mean,auc_std,logloss,brier,n_events
cl1s,0.5243057222889156,0.04771532538986938,1.6743030238192906,0.2964411424207266,1435
ho1s,0.4043333333333333,0.1373869760035277,1.287699959996294,0.2813895232053134,170
