instrument,auc_mean,auc_std,logloss,brier,n_events
cl1s,0.46280737704918035,0.10587095622273106,0.6881391917777017,0.2473245348573292,1395
ho1s,0.6178333333333333,0.36230851731252073,0.6094388495706352,0.20955452460875953,170
ng1s,0.4771929824561404,0.25914300700929754,0.66782443520846,0.23702929553444077,140
rb1s,0.4694901424501424,0.07243633771583796,0.7340724745243482,0.2689298783991377,2100
