instrument,auc_mean,auc_std,logloss,brier,n_events
cl1s,0.5743531428571429,0.11439398354197859,0.7846445827503219,0.2472828965834847,2025
ho1s,0.6375121951219512,0.20587327007001446,0.8018732920681095,0.2293534592894972,305
