date,instrument,weight
2022-03-31,hg1s,0.0772
2022-03-31,pl1s,0.0000
2022-04-01,es1s,0.1503
2022-04-01,nq1s,0.0656
2022-04-01,fesx1s,0.0592
2022-04-01,cl1s,0.0000
2022-04-01,ho1s,0.0000
2022-04-01,rb1s,0.0697
2022-04-01,ng1s,0.0000
2022-04-01,gc1s,0.0000
2022-04-01,si1s,0.1079
2022-04-01,hg1s,0.1134
2022-04-01,pl1s,0.0000
2022-04-04,es1s,0.1203
2022-04-04,nq1s,0.0597
2022-04-04,fesx1s,-0.0917
2022-04-04,cl1s,0.0000
2022-04-04,ho1s,0.0000
2022-04-04,rb1s,0.0748
2022-04-04,ng1s,0.0000
2022-04-04,gc1s,0.0000
2022-04-04,si1s,0.1111
2022-04-04,hg1s,0.1202
2022-04-04,pl1s,0.1300
2022-04-05,es1s,0.1369
2022-04-05,nq1s,0.0671
2022-04-05,fesx1s,0.0693
2022-04-05,cl1s,0.0000
2022-04-05,ho1s,0.0000
2022-04-05,rb1s,0.0749
2022-04-05,ng1s,0.0000
2022-04-05,gc1s,0.0000
2022-04-05,si1s,0.1111
2022-04-05,hg1s,0.1462
2022-04-05,pl1s,0.1869
2022-04-06,es1s,-0.1268
2022-04-06,nq1s,0.0628
2022-04-06,fesx1s,0.0405
2022-04-06,cl1s,0.0000
2022-04-06,ho1s,0.0000
2022-04-06,rb1s,0.0753
2022-04-06,ng1s,0.0000
2022-04-06,gc1s,0.0000
2022-04-06,si1s,0.1272
2022-04-06,hg1s,0.1437
2022-04-06,pl1s,0.0194
2022-04-07,es1s,0.1461
2022-04-07,nq1s,0.0740
2022-04-07,fesx1s,0.0850
2022-04-07,cl1s,0.0000
2022-04-07,ho1s,0.0000
2022-04-07,rb1s,0.0891
2022-04-07,ng1s,0.0000
2022-04-07,gc1s,0.0000
2022-04-07,si1s,0.1390
2022-04-07,hg1s,0.1628
2022-04-07,pl1s,0.2192
2022-04-08,es1s,0.1069
2022-04-08,nq1s,0.0686
2022-04-08,fesx1s,0.0918
2022-04-08,cl1s,0.0000
2022-04-08,ho1s,0.0000
2022-04-08,rb1s,0.0902
2022-04-08,ng1s,0.0000
2022-04-08,gc1s,0.0000
2022-04-08,si1s,0.0000
2022-04-08,hg1s,0.1700
2022-04-08,pl1s,0.1449
2022-04-11,es1s,0.1164
2022-04-11,nq1s,0.0588
2022-04-11,fesx1s,0.0717
2022-04-11,cl1s,0.0000
2022-04-11,ho1s,0.0000
2022-04-11,rb1s,0.0918
2022-04-11,ng1s,0.0000
2022-04-11,gc1s,0.0000
2022-04-11,si1s,-0.1420
2022-04-11,hg1s,0.1599
2022-04-11,pl1s,-0.1443
2022-04-12,es1s,0.1579
2022-04-12,nq1s,0.0634
2022-04-12,fesx1s,0.1085
2022-04-12,cl1s,0.0000
2022-04-12,ho1s,0.0000
2022-04-12,rb1s,0.0904
2022-04-12,ng1s,0.0000
2022-04-12,gc1s,0.0000
2022-04-12,si1s,0.1440
2022-04-12,hg1s,-0.1689
2022-04-12,pl1s,-0.1545
2022-04-13,es1s,-0.1417
2022-04-13,nq1s,-0.0879
2022-04-13,fesx1s,0.0830
2022-04-13,cl1s,-0.1202
2022-04-13,ho1s,0.0000
2022-04-13,rb1s,0.0934
