date,instrument,primary_signal,label,t1,barrier_hit,ret,uniqueness_weight,vol_5d,vol_21d,vol_63d,ewma_vol_50,vol_ratio_5_63,vol_of_vol_63,semivol_21d,mom_5d,mom_21d,mom_63d,ma_dist_21d,ma_dist_63d,ma21_slope,autocorr_21d,efficiency_ratio_21d,variance_ratio_5d_21w,parkinson_vol_21d,garman_klass_vol_21d,rogers_satchell_vol_21d,trend_tval_10d,trend_tval_21d,trend_tval_42d,hurst_100d,volume_z_63d,volume_trend_21d,oi_trend_21d,amihud_illiq_21d,hl_range_21d,z_vol_5d,z_vol_21d,z_vol_63d,z_ewma_vol_50,z_vol_of_vol_63,z_semivol_21d,z_mom_5d,z_mom_21d,z_mom_63d,z_ma_dist_21d,z_ma_dist_63d,z_ma21_slope,z_parkinson_vol_21d,z_garman_klass_vol_21d,z_rogers_satchell_vol_21d,z_volume_z_63d,z_volume_trend_21d,z_oi_trend_21d,z_amihud_illiq_21d,z_hl_range_21d,side_signal,signal_run_len,days_since_flip,net_signal_equity,net_signal_metals,net_signal_energy,month_sin,month_cos,dow_sin,dow_cos,cross_sec_mom_rank_21d,cross_sec_vol_rank_21d,corr_to_sector_63d,avg_cross_asset_corr_63d,signal_breadth_full,signal_consensus_pct,trend_persistence,vol_clustering_21d,recent_shock_z,hmm_state_lo,hmm_state_mid,hmm_state_hi,hmm_state_argmax,gmm_cluster_lo,gmm_cluster_mid,gmm_cluster_hi,gmm_cluster_argmax,period
2020-10-05,hg1s,1,1.000000,2020-10-19,vertical,0.040673,0.804314,0.554769,0.321701,0.261164,0.296273,2.124215,0.053592,0.222151,-0.009071,-0.004042,0.051031,-0.201615,-0.005685,-0.009339,-0.584859,0.013504,0.231399,0.284482,0.278972,0.274212,-1.520173,-3.452095,3.489911,0.529432,-0.957378,-0.015971,-0.000605,0.000000,0.000890,2.536614,0.853612,0.248969,0.624647,0.296937,1.245478,-0.287362,-0.101193,0.299905,-0.397416,-0.053823,-0.108540,0.569879,0.496484,0.439263,-0.949512,-0.419035,-0.041888,-0.156826,0.249949,1.000000,1.000000,0.000000,1.000000,0.250000,0.500000,-0.866025,0.500000,0.000000,1.000000,0.750000,0.500000,0.140151,0.316954,0.545455,0.600000,0.000000,0.340740,2.412544,0.000000,0.000919,0.999081,2.000000,0.343796,0.645441,0.010763,1.000000,train_2020_2021
2020-10-05,nq1s,1,1.000000,2020-10-19,vertical,0.015658,0.795682,0.317058,0.332528,0.271460,0.298325,1.167971,0.061030,0.204137,0.006517,-0.027231,0.086469,0.231600,0.197495,-0.064121,-0.175842,0.071077,0.509801,0.330480,0.334582,0.332889,3.134481,0.658030,-0.610418,0.571698,-0.974802,-0.040503,0.006890,0.000000,0.001202,0.552248,0.652551,0.245029,0.425227,0.155058,0.736012,0.146350,-0.446236,0.550480,0.170754,0.024655,-0.596237,0.728805,0.778694,0.778425,-0.970925,-1.195840,0.411546,-0.176685,0.360870,1.000000,20.000000,19.000000,1.000000,0.250000,0.500000,-0.866025,0.500000,0.000000,1.000000,0.333333,1.000000,0.591044,0.316954,0.545455,0.600000,19.000000,0.220041,1.671854,0.000000,0.778193,0.221807,1.000000,0.000011,0.916074,0.083916,1.000000,train_2020_2021
2020-10-05,pl1s,1,0.000000,2020-10-19,vertical,-0.046609,0.778792,0.204447,0.394531,0.403600,0.392814,0.506557,0.048252,0.274899,0.014810,0.008766,0.038892,-0.079043,-0.131426,0.016576,0.215632,0.022835,1.962621,0.385573,0.382589,0.368401,3.797456,-2.551552,-6.790888,0.605421,-1.107828,-0.038600,0.005125,0.000000,0.001636,0.144590,2.138777,2.465622,2.321307,0.337388,2.372386,0.451925,0.112090,0.300958,-0.174872,-0.270629,0.021479,2.100466,2.003672,1.805568,-1.105884,-1.064684,0.325705,-0.250852,1.481308,1.000000,4.000000,3.000000,1.000000,0.250000,0.500000,-0.866025,0.500000,0.000000,1.000000,1.000000,0.750000,0.743751,0.316954,0.545455,0.600000,3.000000,-0.242530,-0.242723,0.000000,0.000000,1.000000,2.000000,0.000245,0.027875,0.971880,2.000000,train_2020_2021
2020-10-05,rb1s,1,0.000000,2020-10-19,vertical,-0.026992,0.693594,0.628099,0.488444,0.372276,0.467647,1.687184,0.072728,0.299616,-0.015869,0.008760,0.027049,0.269429,0.166262,0.014024,0.111761,0.016785,0.721642,0.442065,0.437390,0.427120,0.071795,3.129007,-0.226555,0.581348,0.872040,0.019663,-0.004838,0.000000,0.002150,1.475621,0.870992,0.174239,0.773449,0.076321,0.750793,-0.316457,0.039006,0.066992,0.391805,0.207518,-0.046544,0.826184,0.815561,0.755139,0.778647,0.915754,-0.420531,-0.501024,0.313393,1.000000,20.000000,19.000000,1.000000,0.250000,0.500000,-0.866025,0.500000,0.000000,1.000000,1.000000,0.500000,0.736302,0.316954,0.545455,0.600000,19.000000,-0.066999,0.558878,0.000000,0.598467,0.401533,1.000000,0.107206,0.879947,0.012847,1.000000,train_2020_2021
2020-10-05,si1s,-1,0.000000,2020-10-19,vertical,-0.005603,0.861488,0.505942,0.507675,0.587376,0.544862,0.861360,0.175270,0.419380,0.039703,-0.090077,0.266842,-0.239035,-0.067817,-0.135227,-0.229379,0.214041,1.170581,0.488138,0.488209,0.485029,1.366330,-5.714629,-6.759588,0.663835,-1.181739,-0.043554,-0.002621,0.000000,0.002622,1.666773,1.947862,2.869019,2.461095,2.930669,2.710413,0.973719,-1.132506,2.015035,-0.436701,-0.109767,-0.630364,1.891584,1.817189,1.762428,-1.162698,-1.215806,-0.165964,-0.158570,1.576181,-1.000000,1.000000,0.000000,1.000000,0.250000,0.500000,-0.866025,0.500000,0.000000,1.000000,0.250000,1.000000,0.731988,0.316954,0.545455,0.000000,0.000000,-0.189446,-0.656971,0.000000,0.000000,1.000000,2.000000,0.000454,0.706325,0.293221,1.000000,train_2020_2021
2020-10-06,es1s,1,1.000000,2020-10-12,pt,0.052147,0.704532,0.179435,0.208350,0.167371,0.198925,1.072076,0.055430,0.122081,0.005832,-0.015944,0.061286,0.099257,0.107017,-0.058639,-0.288365,0.068238,0.686229,0.229751,0.238998,0.237421,4.649442,-0.202381,-1.969087,0.730636,0.085507,-0.027072,-0.003163,0.000000,0.000581,0.160613,0.364809,-0.061697,0.247437,0.264381,0.336466,0.188800,-0.401034,0.596887,-0.045048,-0.113200,-0.593724,0.653643,0.771084,0.759685,0.002951,-0.855132,-0.308082,-0.299358,0.247591,1.000000,21.000000,20.000000,0.333333,0.750000,0.250000,-0.866025,0.500000,0.951057,0.309017,1.000000,0.333333,0.892236,0.303607,0.454545,0.500000,20.000000,-0.001458,1.210267,0.000000,0.998296,0.001704,1.000000,0.142002,0.848106,0.009892,1.000000,train_2020_2021
2020-10-06,fesx1s,-1,1.000000,2020-10-20,vertical,0.000310,0.693594,0.102008,0.220088,0.202381,0.219605,0.504040,0.022229,0.151674,0.007465,-0.021471,-0.003480,-0.025332,-0.134250,-0.074385,-0.138520,0.117196,0.828384,0.196912,0.193626,0.187786,2.261015,-3.807014,-5.132157,0.575409,-0.405320,0.015674,0.000933,0.000000,0.000427,-0.725673,0.036064,-0.164888,-0.013509,-0.684922,0.340799,0.223558,-0.360057,-0.072001,-0.167267,-0.435664,-0.555899,0.001172,-0.058713,-0.112014,-0.439694,0.562145,-0.005104,-0.161060,-0.157322,-1.000000,1.000000,0.000000,0.333333,0.750000,0.250000,-0.866025,0.500000,0.951057,0.309017,0.666667,0.666667,0.274226,0.303607,0.454545,0.000000,0.000000,0.041851,0.233797,0.000278,0.999152,0.000570,1.000000,0.880161,0.094887,0.024952,0.000000,train_2020_2021
2020-10-06,hg1s,1,1.000000,2020-10-20,pt,0.060396,0.787425,0.554805,0.303960,0.260554,0.290405,2.129332,0.054268,0.222151,-0.008902,-0.032697,0.041592,-0.193739,-0.009362,-0.081204,-0.579914,0.120814,0.232769,0.275295,0.272470,0.270642,-0.755973,-3.524127,3.099997,0.519141,-1.465413,-0.030321,-0.002840,0.000000,0.000834,2.535671,0.679950,0.242238,0.560766,0.318130,1.245272,-0.282409,-0.491736,0.231773,-0.383535,-0.060155,-0.428693,0.478090,0.433062,0.405259,-1.433085,-0.770552,-0.141561,-0.157162,0.182937,1.000000,2.000000,1.000000,0.333333,0.750000,0.250000,-0.866025,0.500000,0.951057,0.309017,0.750000,0.500000,0.144776,0.303607,0.454545,0.500000,1.000000,0.374835,-0.693674,0.000000,0.008166,0.991834,2.000000,0.550428,0.443020,0.006553,0.000000,train_2020_2021
2020-10-06,nq1s,1,1.000000,2020-10-12,pt,0.070584,0.714183,0.343066,0.329501,0.273044,0.297982,1.256449,0.061728,0.201499,-0.005661,-0.022858,0.057009,0.064619,0.063915,-0.053342,-0.363597,0.060353,0.390651,0.310950,0.307364,0.297977,2.741046,1.453650,-0.777036,0.571023,0.188789,-0.032192,0.007528,0.000000,0.001064,0.697369,0.633270,0.255794,0.422840,0.169629,0.708395,-0.191471,-0.385644,0.323554,-0.125414,-0.216598,-0.549203,0.590358,0.580493,0.521562,0.082829,-0.956489,0.456484,-0.176606,0.240269,1.000000,21.000000,20.000000,0.333333,0.750000,0.250000,-0.866025,0.500000,0.951057,0.309017,0.333333,1.000000,0.599287,0.303607,0.454545,0.500000,20.000000,0.214411,0.696425,0.000000,0.872733,0.127267,1.000000,0.000008,0.915270,0.084722,1.000000,train_2020_2021
2020-10-06,pl1s,1,1.000000,2020-10-20,vertical,0.008011,0.761903,0.352142,0.415364,0.408361,0.403109,0.862332,0.047731,0.291337,-0.030998,-0.039620,-0.023684,-0.383063,-0.318007,-0.070187,0.149959,0.095925,1.707332,0.401678,0.395370,0.378478,2.255773,-3.161252,-6.691078,0.596618,0.345817,0.003427,0.007019,0.000000,0.001775,1.460217,2.367666,2.523356,2.446928,0.318767,2.623691,-0.981304,-0.634143,-0.248520,-0.705816,-0.605787,-0.362570,2.272223,2.136021,1.907438,0.308789,0.089057,0.449317,-0.248251,1.661491,1.000000,5.000000,4.000000,0.333333,0.750000,0.250000,-0.866025,0.500000,0.951057,0.309017,0.500000,0.750000,0.752160,0.303607,0.454545,0.500000,4.000000,-0.259842,-0.319317,0.000000,0.000000,1.000000,2.000000,0.000007,0.021115,0.978878,2.000000,train_2020_2021
2020-10-06,rb1s,1,0.000000,2020-10-20,vertical,-0.038965,0.693594,0.596007,0.493530,0.377483,0.469208,1.578897,0.072139,0.299650,0.053208,0.065777,0.048415,0.480786,0.338595,0.104590,0.129441,0.123549,0.563639,0.439208,0.432129,0.419998,0.538363,4.188217,0.006683,0.540579,0.725444,0.006145,-0.003229,0.000000,0.002122,1.322998,0.900013,0.206744,0.783197,0.068468,0.750974,0.979325,0.529491,0.170624,0.753168,0.498961,0.343218,0.807179,0.780446,0.707889,0.641696,0.278211,-0.285781,-0.498658,0.302402,1.000000,21.000000,20.000000,0.333333,0.750000,0.250000,-0.866025,0.500000,0.951057,0.309017,1.000000,0.500000,0.733933,0.303607,0.454545,0.500000,20.000000,0.006754,3.042102,0.000000,0.117260,0.882740,2.000000,0.107366,0.872169,0.020465,1.000000,train_2020_2021
2020-10-06,si1s,1,1.000000,2020-10-20,vertical,0.043319,0.854607,0.486302,0.513406,0.589064,0.540265,0.825551,0.171573,0.421553,-0.021669,-0.110356,0.216073,-0.378894,-0.167113,-0.161985,-0.250940,0.250172,1.133500,0.506192,0.510310,0.513477,3.246377,-5.756043,-6.845526,0.653093,-0.853011,-0.021981,-0.002215,0.000000,0.002819,1.542355,1.992183,2.882303,2.419664,2.837792,2.731580,-0.541537,-1.383696,1.625758,-0.683600,-0.295705,-0.750941,2.039788,1.994517,1.987239,-0.849649,-0.618725,-0.142716,-0.158338,1.756377,1.000000,1.000000,0.000000,0.333333,0.750000,0.250000,-0.866025,0.500000,0.951057,0.309017,0.250000,1.000000,0.737168,0.303607,0.454545,0.500000,0.000000,-0.203647,-0.184285,0.000000,0.000000,1.000000,2.000000,0.000160,0.668792,0.331049,1.000000,train_2020_2021
2020-10-07,cl1s,1,0.000000,2020-10-21,vertical,-0.005283,0.760652,0.721200,0.459854,0.365122,0.522325,1.975233,0.097637,0.256416,-0.006736,0.077013,-0.009870,0.099954,-0.168672,0.123694,-0.024217,0.161404,0.553277,0.431592,0.430993,0.416814,-0.743353,1.379805,-5.875806,0.594564,0.949304,-0.023977,0.000057,,0.002049,1.606008,0.564378,0.097700,0.873047,0.228221,0.343384,-0.115231,0.690486,-0.022068,0.150656,-0.272385,0.476390,0.536130,0.513459,0.444790,0.830125,-1.013692,-0.028732,,0.071471,1.000000,1.000000,0.000000,0.333333,0.250000,0.500000,-0.866025,0.500000,0.587785,-0.809017,0.750000,0.750000,0.724499,0.295558,0.363636,0.500000,0.000000,0.358242,1.226913,0.000000,0.007057,0.992943,2.000000,0.416028,0.579631,0.004341,1.000000,train_2020_2021
2020-10-07,es1s,1,1.000000,2020-10-21,vertical,0.007530,0.780758,0.207906,0.197324,0.169141,0.200782,1.229185,0.053654,0.103706,0.016202,0.024171,0.084252,0.362291,0.277527,0.093449,-0.218277,0.107332,0.772175,0.223856,0.233285,0.231963,4.395033,0.268817,-1.989776,0.678994,-0.505586,-0.031976,-0.002412,0.000000,0.000551,0.383388,0.265018,-0.043919,0.266082,0.222208,0.073524,0.592463,0.404905,0.875678,0.451246,0.220707,0.117202,0.593267,0.710974,0.702048,-0.536224,-1.004722,-0.252484,-0.299216,0.205469,1.000000,22.000000,21.000000,0.333333,0.250000,0.500000,-0.866025,0.500000,0.587785,-0.809017,0.666667,0.333333,0.888740,0.295558,0.363636,0.500000,21.000000,-0.176773,0.528321,0.000000,0.998750,0.001250,1.000000,0.251985,0.739810,0.008205,1.000000,train_2020_2021
2020-10-07,fesx1s,-1,1.000000,2020-10-21,vertical,0.016266,0.693594,0.098370,0.216132,0.201205,0.215285,0.488903,0.021731,0.149563,0.009039,-0.010243,-0.015432,-0.037837,-0.144946,-0.035917,-0.084534,0.059563,0.870961,0.190614,0.186918,0.181089,2.707739,-3.611892,-5.661323,0.545674,-0.949238,-0.026376,0.000951,0.000000,0.000400,-0.751079,0.003580,-0.175525,-0.052746,-0.697673,0.313534,0.272234,-0.179968,-0.185316,-0.191283,-0.456846,-0.367703,-0.059729,-0.122526,-0.174722,-0.932018,-1.077810,-0.002931,-0.161269,-0.193378,-1.000000,2.000000,1.000000,0.333333,0.250000,0.500000,-0.866025,0.500000,0.587785,-0.809017,0.333333,0.666667,0.262431,0.295558,0.363636,0.100000,1.000000,0.039512,-0.583116,0.000392,0.999087,0.000522,1.000000,0.803107,0.171032,0.025861,0.000000,train_2020_2021
2020-10-07,hg1s,-1,0.000000,2020-10-21,sl,-0.053130,0.777416,0.574554,0.312950,0.264287,0.293538,2.173972,0.055024,0.222739,0.000165,0.002641,0.059652,0.067025,0.159087,0.006410,-0.547519,0.009377,0.218608,0.283670,0.275923,0.271748,0.207069,-3.118903,2.674012,0.450029,0.618714,-0.015727,-0.000728,0.000000,0.000885,2.685434,0.767840,0.283267,0.594795,0.341804,1.253491,-0.017297,-0.010039,0.362094,0.075150,0.230104,-0.038313,0.561684,0.466691,0.415754,0.551674,-0.412923,-0.047365,-0.156977,0.243911,-1.000000,1.000000,0.000000,0.333333,0.250000,0.500000,-0.866025,0.500000,0.587785,-0.809017,1.000000,0.500000,0.138627,0.295558,0.363636,0.100000,0.000000,0.328942,-1.106408,0.000000,0.002136,0.997864,2.000000,0.437560,0.552796,0.009645,1.000000,train_2020_2021
2020-10-07,nq1s,1,1.000000,2020-10-21,vertical,0.019106,0.801187,0.366237,0.297115,0.274813,0.296702,1.332677,0.061932,0.162419,0.005486,0.037597,0.068166,0.251923,0.181292,0.096015,-0.272379,0.106565,0.451545,0.299416,0.300858,0.294139,2.101540,1.600607,-0.916809,0.551699,-0.725203,-0.039411,0.005773,0.000000,0.000986,0.826622,0.427783,0.267820,0.414043,0.173868,0.300695,0.117782,0.451615,0.409443,0.206824,-0.004569,0.101661,0.508566,0.533064,0.493266,-0.744861,-1.164006,0.332530,-0.176619,0.172479,1.000000,22.000000,21.000000,0.333333,0.250000,0.500000,-0.866025,0.500000,0.587785,-0.809017,1.000000,1.000000,0.601210,0.295558,0.363636,0.500000,21.000000,-0.028078,0.313412,0.000000,0.982384,0.017616,1.000000,0.000185,0.933388,0.066427,1.000000,train_2020_2021
2020-10-07,pl1s,1,1.000000,2020-10-21,vertical,0.030786,0.745013,0.313352,0.411662,0.399217,0.395181,0.784915,0.047650,0.289789,-0.047757,-0.057031,0.015160,-0.398016,-0.346595,-0.102654,0.126504,0.141279,1.641764,0.398769,0.390976,0.373784,0.904199,-3.632507,-6.842343,0.612889,-0.878232,-0.028988,0.008075,0.000000,0.001750,1.114467,2.325863,2.409097,2.348367,0.315861,2.598602,-1.505378,-0.902590,0.092600,-0.731861,-0.657090,-0.506262,2.240172,2.089537,1.859192,-0.882430,-0.800801,0.518230,-0.248645,1.627947,1.000000,6.000000,5.000000,0.333333,0.250000,0.500000,-0.866025,0.500000,0.587785,-0.809017,0.500000,0.750000,0.752651,0.295558,0.363636,0.500000,5.000000,-0.303883,1.176279,0.000000,0.000000,1.000000,2.000000,0.000005,0.027001,0.972995,2.000000,train_2020_2021
2020-10-07,rb1s,1,0.000000,2020-10-21,vertical,-0.051780,0.693594,0.657455,0.442759,0.376251,0.469873,1.747382,0.069949,0.235811,0.016202,0.102983,0.052130,0.278347,0.185997,0.173544,0.117843,0.207965,0.586922,0.414761,0.413171,0.405222,0.480674,3.901500,-0.093247,0.507316,0.792224,-0.005781,-0.003279,0.000000,0.001893,1.614395,0.609203,0.199038,0.787298,0.039319,0.271218,0.285049,0.849499,0.188636,0.406939,0.240829,0.639946,0.645254,0.654118,0.609938,0.703990,-0.284244,-0.289977,-0.513967,0.211443,1.000000,22.000000,21.000000,0.333333,0.250000,0.500000,-0.866025,0.500000,0.587785,-0.809017,1.000000,0.500000,0.723245,0.295558,0.363636,0.500000,21.000000,0.101535,1.049057,0.000000,0.175228,0.824772,2.000000,0.343391,0.643301,0.013309,1.000000,train_2020_2021
2020-10-07,si1s,1,1.000000,2020-10-21,vertical,0.054759,0.847727,0.373699,0.510535,0.588464,0.529566,0.635042,0.167759,0.421158,0.016966,-0.121792,0.225468,-0.348482,-0.181177,-0.181642,-0.262487,0.282073,1.137305,0.502548,0.500800,0.499106,2.154001,-5.513056,-7.117409,0.631544,-1.029580,-0.041057,-0.002167,0.000000,0.002779,0.830948,1.969041,2.875225,2.324791,2.742221,2.725970,0.412392,-1.525164,1.697281,-0.629839,-0.322023,-0.839487,2.009092,1.917364,1.872828,-1.017613,-1.146499,-0.139998,-0.158361,1.718955,1.000000,2.000000,1.000000,0.333333,0.250000,0.500000,-0.866025,0.500000,0.587785,-0.809017,0.250000,1.000000,0.737231,0.295558,0.363636,0.500000,1.000000,-0.228378,-0.011111,0.000000,0.000000,1.000000,2.000000,0.000124,0.649007,0.350869,1.000000,train_2020_2021
2020-10-08,cl1s,1,0.000000,2020-10-22,vertical,-0.020726,0.756148,0.663604,0.456730,0.367327,0.520847,1.806574,0.097216,0.256416,0.061839,0.073089,-0.002504,0.305924,-0.001014,0.121667,-0.015348,0.154451,0.585852,0.420051,0.416335,0.401776,0.250636,1.505593,-5.372857,0.524479,0.693212,-0.004726,-0.002520,,0.001941,1.377092,0.550138,0.108499,0.865614,0.224126,0.343359,1.141714,0.656079,0.012173,0.501421,0.001594,0.467650,0.481084,0.445605,0.376853,0.590620,-0.216035,-0.253673,,0.054093,1.000000,2.000000,1.000000,0.333333,0.250000,0.500000,-0.866025,0.500000,-0.587785,-0.809017,0.750000,0.750000,0.727538,0.301526,0.363636,0.500000,1.000000,0.358598,0.076270,0.000000,0.009442,0.990558,2.000000,0.447404,0.548557,0.004039,1.000000,train_2020_2021
2020-10-08,es1s,1,1.000000,2020-10-22,vertical,0.003412,0.780758,0.211990,0.188496,0.168509,0.198352,1.258034,0.051602,0.103706,0.020500,0.013930,0.081370,0.531929,0.370020,0.057127,-0.051858,0.064805,0.845488,0.210764,0.221626,0.222033,4.687446,1.357930,-1.845588,0.676214,-1.084144,-0.028662,-0.001403,0.000000,0.000489,0.415310,0.185115,-0.050265,0.241631,0.173489,0.073517,0.759713,0.199122,0.840547,0.771266,0.401818,-0.052595,0.459265,0.588405,0.597276,-1.063861,-0.903367,-0.177725,-0.299265,0.115849,1.000000,23.000000,22.000000,0.333333,0.250000,0.500000,-0.866025,0.500000,-0.587785,-0.809017,0.666667,0.333333,0.893736,0.301526,0.363636,0.500000,22.000000,-0.315595,1.142834,0.000000,0.999395,0.000604,1.000000,0.452949,0.543758,0.003293,1.000000,train_2020_2021
2020-10-08,fesx1s,-1,1.000000,2020-10-22,vertical,0.028065,0.693594,0.086580,0.207949,0.198854,0.212916,0.435398,0.021049,0.149563,0.023018,-0.019780,-0.023976,0.125852,-0.052714,-0.073134,-0.070989,0.121764,0.952734,0.180354,0.179364,0.175360,2.826051,-2.660120,-5.294385,0.616016,-0.586381,-0.017565,0.000769,0.000000,0.000358,-0.833611,-0.063616,-0.196803,-0.074264,-0.715132,0.313503,0.704864,-0.332894,-0.266317,0.123333,-0.273721,-0.549692,-0.158928,-0.194381,-0.228375,-0.603399,-0.734035,-0.024074,-0.161372,-0.249606,-1.000000,3.000000,2.000000,0.333333,0.250000,0.500000,-0.866025,0.500000,-0.587785,-0.809017,0.333333,0.666667,0.304897,0.301526,0.363636,0.100000,2.000000,0.053504,-0.878786,0.000899,0.998496,0.000606,1.000000,0.857441,0.121180,0.021379,0.000000,train_2020_2021
2020-10-08,hg1s,-1,0.000000,2020-10-22,vertical,-0.035998,0.772912,0.288976,0.311589,0.261302,0.287786,1.105906,0.055594,0.222739,0.059772,-0.003118,0.042043,0.101927,0.178462,-0.007646,-0.510256,0.011301,0.350113,0.281998,0.274497,0.270805,0.738149,-2.416804,2.427208,0.559857,-0.732768,-0.000041,-0.000345,0.000000,0.000875,0.499889,0.754451,0.250427,0.532165,0.359653,1.253283,1.725190,-0.088542,0.234973,0.136538,0.263474,-0.100939,0.544939,0.452759,0.406748,-0.735386,-0.028581,-0.030298,-0.157065,0.231572,-1.000000,2.000000,1.000000,0.333333,0.250000,0.500000,-0.866025,0.500000,-0.587785,-0.809017,1.000000,0.500000,0.123933,0.301526,0.363636,0.100000,1.000000,0.301550,0.977787,0.000000,0.003639,0.996361,2.000000,0.427646,0.561863,0.010491,1.000000,train_2020_2021
2020-10-08,nq1s,1,1.000000,2020-10-22,vertical,0.009552,0.801187,0.351095,0.280043,0.274378,0.291216,1.279607,0.061995,0.162419,-0.003093,0.013997,0.063985,0.333058,0.217906,0.038557,-0.183389,0.042518,0.471602,0.282584,0.286902,0.282754,1.569247,2.577508,-1.064956,0.543172,-0.925701,-0.027711,0.003406,0.000000,0.000879,0.741965,0.319440,0.264825,0.376512,0.175171,0.300665,-0.120259,0.124725,0.377196,0.350725,0.061569,-0.148740,0.389251,0.431417,0.409471,-0.926298,-0.827182,0.165398,-0.176754,0.078162,1.000000,23.000000,22.000000,0.333333,0.250000,0.500000,-0.866025,0.500000,-0.587785,-0.809017,1.000000,1.000000,0.618951,0.301526,0.363636,0.500000,22.000000,-0.077773,0.303322,0.000001,0.998757,0.001243,1.000000,0.002103,0.961068,0.036830,1.000000,train_2020_2021
2020-10-08,pl1s,1,1.000000,2020-10-22,vertical,0.022884,0.728124,0.313710,0.406051,0.399268,0.387373,0.785713,0.047484,0.288460,-0.047467,-0.076178,0.013106,-0.400492,-0.363721,-0.140349,0.098729,0.194827,1.520048,0.395507,0.389416,0.373575,-0.503435,-3.864664,-6.760386,0.525346,-0.975044,-0.017056,0.009641,0.000000,0.001721,1.117496,2.263078,2.408658,2.251437,0.309905,2.576907,-1.495983,-1.197731,0.074556,-0.736113,-0.687795,-0.673083,2.204381,2.072582,1.856531,-0.976531,-0.473169,0.620489,-0.249705,1.590688,1.000000,7.000000,6.000000,0.333333,0.250000,0.500000,-0.866025,0.500000,-0.587785,-0.809017,0.500000,0.750000,0.749648,0.301526,0.363636,0.500000,6.000000,-0.251293,-0.979202,0.000000,0.000000,1.000000,2.000000,0.000003,0.035596,0.964401,2.000000,train_2020_2021
2020-10-08,rb1s,1,0.000000,2020-10-22,vertical,-0.061533,0.693594,0.616916,0.447142,0.376120,0.466401,1.640211,0.067491,0.235811,0.066467,0.113375,0.051638,0.429273,0.315780,0.192045,0.086829,0.224244,0.600904,0.413337,0.409643,0.401202,0.960831,3.945629,0.075087,0.534818,0.139018,-0.001686,0.000549,0.000000,0.001880,1.421647,0.634248,0.198204,0.765365,0.006598,0.271200,1.227904,0.938792,0.186233,0.664994,0.460331,0.719509,0.635766,0.630563,0.583250,0.093972,-0.091095,0.030456,-0.509277,0.206292,1.000000,23.000000,22.000000,0.333333,0.250000,0.500000,-0.866025,0.500000,-0.587785,-0.809017,1.000000,0.500000,0.728055,0.301526,0.363636,0.500000,22.000000,0.093965,0.648864,0.000000,0.285183,0.714817,2.000000,0.266648,0.719183,0.014169,1.000000,train_2020_2021
2020-10-08,si1s,1,1.000000,2020-10-22,vertical,0.034294,0.840846,0.276331,0.509783,0.588525,0.519080,0.469532,0.163741,0.420838,-0.015708,-0.126032,0.219843,-0.313307,-0.194074,-0.189621,-0.269153,0.293638,1.111716,0.501623,0.499694,0.499071,1.218380,-5.118750,-6.996235,0.622768,-1.202262,-0.011960,-0.002365,0.000000,0.002768,0.215843,1.962524,2.874028,2.231913,2.641821,2.721148,-0.394391,-1.577376,1.653802,-0.567674,-0.346153,-0.875365,2.000814,1.907889,1.872005,-1.181828,-0.341189,-0.151266,-0.158372,1.709170,1.000000,3.000000,2.000000,0.333333,0.250000,0.500000,-0.866025,0.500000,-0.587785,-0.809017,0.250000,1.000000,0.732853,0.301526,0.363636,0.500000,2.000000,-0.211498,-0.980774,0.000000,0.000000,1.000000,2.000000,0.000110,0.646328,0.353562,1.000000,train_2020_2021
2020-10-09,cl1s,1,0.000000,2020-10-23,vertical,-0.025929,0.751644,0.523184,0.453578,0.367787,0.512794,1.422518,0.098442,0.254314,0.091500,0.078569,-0.005772,0.169714,-0.078976,0.128998,-0.051559,0.167977,0.661390,0.417993,0.412762,0.397879,0.870426,1.202351,-5.123092,0.546154,-0.139356,-0.004592,-0.005967,,0.001922,0.819570,0.535770,0.110746,0.825534,0.235989,0.330407,1.685020,0.703982,-0.003021,0.269400,-0.125807,0.499096,0.471233,0.429037,0.359227,-0.187875,-0.210478,-0.554649,,0.051040,1.000000,3.000000,2.000000,0.333333,-0.250000,0.250000,-0.866025,0.500000,-0.951057,0.309017,0.500000,0.750000,0.723474,0.303166,0.090909,0.400000,2.000000,0.348517,0.873133,0.000000,0.015948,0.984052,2.000000,0.446774,0.549321,0.003905,1.000000,train_2020_2021
2020-10-09,es1s,1,0.000000,2020-10-23,vertical,-0.006209,0.776255,0.181449,0.178821,0.168000,0.196427,1.080050,0.051469,0.093512,0.039345,0.042005,0.101279,0.721709,0.475353,0.180675,-0.056045,0.202360,1.063333,0.203183,0.213926,0.214798,4.572082,2.049113,-1.669391,0.689598,-0.894502,-0.032385,0.002689,0.000000,0.000454,0.176247,0.097557,-0.055370,0.222262,0.170332,-0.072371,1.493097,0.763170,1.082146,1.129193,0.608062,0.524972,0.381657,0.507452,0.520931,-0.890711,-1.016871,0.125459,-0.299196,0.066420,1.000000,24.000000,23.000000,0.333333,-0.250000,0.250000,-0.866025,0.500000,-0.951057,0.309017,0.666667,0.333333,0.907228,0.303166,0.090909,0.400000,23.000000,-0.237492,0.064133,0.000003,0.999471,0.000526,1.000000,0.428910,0.566320,0.004770,1.000000,train_2020_2021
