instrument,auc_mean,auc_std,logloss,brier,n_events
gc1s,0.47776573787409693,0.10066401662638241,0.7059762970024831,0.2558308893537295,635
pl1s,0.46664358108108106,0.07708552074875732,0.7063477039092373,0.25619473823076633,1885
si1s,0.48636688897157737,0.07720298753208085,0.6941643316902251,0.2502162485332252,1890
