date,instrument,weight
2022-05-31,gc1s,0.0000000000
2022-05-31,hg1s,0.0000000000
2022-05-31,ho1s,-0.1812957928
2022-05-31,ng1s,0.0000000000
2022-05-31,nq1s,0.2722288161
2022-05-31,pl1s,0.0000000000
2022-05-31,rb1s,0.0000000000
2022-05-31,si1s,0.0000000000
2022-06-01,cl1s,0.0771887423
2022-06-01,es1s,0.0000000000
2022-06-01,fesx1s,0.4178714733
2022-06-01,gc1s,0.0000000000
2022-06-01,hg1s,0.0000000000
2022-06-01,ho1s,0.0000000000
2022-06-01,ng1s,-0.0012480842
2022-06-01,nq1s,0.0000000000
2022-06-01,pl1s,0.0000000000
2022-06-01,rb1s,0.0000000000
2022-06-01,si1s,0.0000000000
2022-06-02,cl1s,0.0830363245
2022-06-02,es1s,0.0000000000
2022-06-02,fesx1s,-0.4213192434
2022-06-02,gc1s,0.0000000000
2022-06-02,hg1s,0.0000000000
2022-06-02,ho1s,-0.1827093445
2022-06-02,ng1s,-0.0012874332
2022-06-02,nq1s,0.2743519981
2022-06-02,pl1s,0.0000000000
2022-06-02,rb1s,0.0000000000
2022-06-02,si1s,0.0000000000
2022-06-03,cl1s,0.0580848953
2022-06-03,es1s,0.0000000000
2022-06-03,fesx1s,0.4276645911
2022-06-03,gc1s,0.6846015772
2022-06-03,hg1s,0.0000000000
2022-06-03,ho1s,0.0000000000
2022-06-03,ng1s,-0.0012169968
2022-06-03,nq1s,0.2733904721
2022-06-03,pl1s,0.0000000000
2022-06-03,rb1s,0.0000000000
2022-06-03,si1s,0.0000000000
2022-06-06,cl1s,0.0740356064
2022-06-06,es1s,0.0000000000
2022-06-06,fesx1s,-0.4269383136
2022-06-06,gc1s,0.0000000000
2022-06-06,hg1s,0.0000000000
2022-06-06,ho1s,0.0000000000
2022-06-06,ng1s,-0.0010594566
2022-06-06,nq1s,0.2776943911
2022-06-06,pl1s,0.0000000000
2022-06-06,rb1s,0.0000000000
2022-06-06,si1s,0.0000000000
2022-06-07,cl1s,0.0755447270
2022-06-07,es1s,0.0000000000
2022-06-07,fesx1s,0.4306802565
2022-06-07,gc1s,0.7029561761
2022-06-07,hg1s,0.0000000000
2022-06-07,ho1s,0.0000000000
2022-06-07,ng1s,0.0000000000
2022-06-07,nq1s,0.2815209602
2022-06-07,pl1s,0.0000000000
2022-06-07,rb1s,0.0000000000
2022-06-07,si1s,0.0000000000
2022-06-08,cl1s,0.0542931477
2022-06-08,es1s,0.0000000000
2022-06-08,fesx1s,0.4368569803
2022-06-08,gc1s,0.0000000000
2022-06-08,hg1s,0.0000000000
2022-06-08,ho1s,0.0000000000
2022-06-08,ng1s,-0.0010246012
2022-06-08,nq1s,0.2858769961
2022-06-08,pl1s,0.0000000000
2022-06-08,rb1s,0.0000000000
2022-06-08,si1s,0.0000000000
2022-06-09,cl1s,0.0641668428
2022-06-09,es1s,0.0000000000
2022-06-09,fesx1s,0.4355085150
2022-06-09,gc1s,0.0000000000
2022-06-09,hg1s,0.0000000000
2022-06-09,ho1s,0.0000000000
2022-06-09,ng1s,0.0000000000
2022-06-09,nq1s,0.2844453936
2022-06-09,pl1s,0.0000000000
2022-06-09,rb1s,0.0000000000
2022-06-09,si1s,0.0000000000
2022-06-10,cl1s,0.0681432460
2022-06-10,es1s,0.0000000000
2022-06-10,fesx1s,-0.4071830886
2022-06-10,gc1s,0.0000000000
2022-06-10,hg1s,0.0000000000
2022-06-10,ho1s,0.0000000000
2022-06-10,ng1s,0.0000000000
2022-06-10,nq1s,-0.2790453895
2022-06-10,pl1s,0.0000000000
2022-06-10,rb1s,0.0000000000
2022-06-10,si1s,0.0000000000
2022-06-13,cl1s,0.0742950636
2022-06-13,es1s,0.0000000000
2022-06-13,fesx1s,0.3991349612
2022-06-13,gc1s,0.0000000000
2022-06-13,hg1s,0.0000000000
2022-06-13,ho1s,0.0000000000
2022-06-13,ng1s,0.0000000000
2022-06-13,nq1s,0.2682465785
2022-06-13,pl1s,0.0000000000
2022-06-13,rb1s,0.0000000000
2022-06-13,si1s,0.0000000000
2022-06-14,cl1s,0.0821607638
2022-06-14,es1s,0.0000000000
2022-06-14,fesx1s,0.4049553545
