date,y_true,p_hat_oof,instrument,ret,side
2020-05-13,1,0.5370408922407267,es1s,0.0479914681851028,1.0
2020-05-14,1,0.5362489172944431,es1s,0.0354759395890336,1.0
2020-05-15,1,0.5350062174158394,es1s,0.0356578254006665,1.0
2020-05-18,0,0.5417021209941507,es1s,-0.009921981004334,1.0
2020-05-20,0,0.5282174258584185,es1s,-0.0087586323091835,-1.0
2020-05-21,0,0.49497730419829866,es1s,-0.0054477357825963,-1.0
2020-05-22,0,0.5219349457159492,es1s,-0.0140535049136725,-1.0
2020-05-26,0,0.5337919703761459,es1s,-0.0136917682395825,-1.0
2020-05-27,0,0.5343720812138782,es1s,-0.0060945478525087,-1.0
2020-05-28,0,0.5141919372960214,es1s,-0.0052666227798288,-1.0
2020-05-29,0,0.5335066244015008,es1s,-0.0039447731758439,-1.0
2020-06-01,0,0.5297592374190672,es1s,-0.0075311067426535,-1.0
2020-06-02,0,0.4798688963953602,es1s,-0.0132434189173009,-1.0
2020-06-03,0,0.49300759274869244,es1s,-0.022131344719567,-1.0
2020-06-04,0,0.4488391683343759,es1s,-0.0245137437731697,-1.0
2020-06-05,0,0.512988099221894,es1s,-0.0127873225062544,-1.0
2020-06-08,1,0.4685922705860482,es1s,0.0673121611153541,-1.0
2020-06-09,1,0.44100976580883017,es1s,0.0609109343299245,-1.0
2020-06-10,1,0.44274087274144475,es1s,0.0551632140619451,-1.0
2020-06-11,1,0.5335862698981193,es1s,0.020845444731306,1.0
2020-06-12,1,0.5310581040522173,es1s,0.0312058897157823,1.0
2020-06-15,1,0.5314311650608686,es1s,0.0183703461788047,1.0
2020-06-16,0,0.5253717141688234,es1s,-0.0064940270995161,1.0
2020-06-17,0,0.5195448774432799,es1s,-0.0152880592213451,1.0
2020-06-18,0,0.5195575236477135,es1s,-0.0124273724998185,1.0
2020-06-19,1,0.5268752195067523,es1s,0.0192841967657886,1.0
2020-06-22,0,0.5260772408644383,es1s,-0.0198505183632554,1.0
2020-06-23,0,0.5249549905952954,es1s,-0.022286355618589,1.0
2020-06-24,0,0.5209857722379316,es1s,-0.013775008199944,1.0
2020-06-25,0,0.5198527282524272,es1s,-0.020760400553685,1.0
2020-06-26,1,0.5242759195855978,es1s,0.0276854007315461,1.0
2020-06-29,1,0.5168092861998701,es1s,0.0266590107488555,1.0
2020-06-30,1,0.5074811628648124,es1s,0.0264541703721947,1.0
2020-07-01,1,0.5129475123240939,es1s,0.0222365452756228,1.0
2020-07-02,1,0.5213222308985554,es1s,0.0289229785846985,1.0
2020-07-08,0,0.4487919025153951,es1s,-0.0047415836857351,-1.0
2020-07-10,0,0.5103291602498704,es1s,-0.0095170677993484,1.0
2020-07-13,1,0.5044806679623145,es1s,0.0226316207420376,1.0
2020-07-16,1,0.4376641256472472,es1s,0.0158866802318471,1.0
2020-07-17,1,0.4250780140143589,es1s,0.0160236465476633,1.0
2020-07-20,0,0.4682774462330482,es1s,-0.0054695323920009,1.0
2020-07-21,0,0.42582618086032253,es1s,-0.0073048827375045,1.0
2020-07-22,0,0.4498299472465364,es1s,-0.0116368090639128,1.0
2020-07-23,0,0.4798699352331918,es1s,-0.0077459333845086,-1.0
2020-07-24,1,0.4598964779416221,es1s,0.0151373283400562,1.0
2020-07-28,1,0.4152666823296617,es1s,0.0122938064131217,1.0
2020-07-29,1,0.4578436547274721,es1s,0.0110684089151327,1.0
2020-07-30,1,0.4788185215208431,es1s,0.0122354751835911,1.0
2020-07-31,1,0.47871811041660406,es1s,0.0111843113230325,1.0
2020-08-03,1,0.4300734630193574,es1s,0.0169530180948662,1.0
2020-08-04,1,0.42792680033663366,es1s,0.0134090909093085,1.0
2020-08-05,1,0.4181832967678666,es1s,0.0085193003614025,1.0
2020-08-06,0,0.42571471944237543,es1s,-0.0042610450767354,1.0
2020-08-07,0,0.40416047535022404,es1s,-0.0044098961036066,1.0
2020-08-11,1,0.4592158565632968,es1s,0.0120120120119806,1.0
2020-08-12,0,0.4581775063746938,es1s,-0.0028931750741121,-1.0
2020-08-13,0,0.39216454120161687,es1s,-0.0035632098613112,-1.0
2020-08-17,0,0.3748123438949875,es1s,-0.0020711591111954,1.0
2020-08-18,0,0.3768229302124884,es1s,-0.0042072630640387,1.0
2020-08-19,0,0.3945009012717001,es1s,-0.0023719516701092,-1.0
2020-08-20,0,0.4031477901568957,es1s,-0.0034755601572218,-1.0
2020-08-21,0,0.3979089849451588,es1s,-0.0103168754627109,-1.0
2020-08-25,0,0.3810282609645457,es1s,-0.0108190531531424,-1.0
2020-08-26,0,0.34951126041794783,es1s,-0.0014366783974566,-1.0
2020-08-27,0,0.33842282767685694,es1s,-0.0055232766665904,-1.0
2020-08-28,0,0.3339653982007009,es1s,-0.0064203167362382,-1.0
2020-08-31,0,0.3712706761529034,es1s,-0.0080022863678534,-1.0
2020-09-01,0,0.38195464518412275,es1s,-0.014814289763559,-1.0
2020-09-02,1,0.40282958266193003,es1s,0.0328979534821168,-1.0
2020-09-03,1,0.45941481409551,es1s,0.0127112523482473,-1.0
2020-09-04,0,0.4892049784023039,es1s,-0.0239941477659713,1.0
2020-09-08,1,0.49970782729161856,es1s,0.0194123819520555,1.0
2020-09-09,0,0.49615244684461485,es1s,-0.0175722373379348,1.0
2020-09-10,1,0.5039174585832467,es1s,0.0194040260261483,1.0
2020-09-11,1,0.5095545810068489,es1s,0.0146231721031471,1.0
2020-09-14,0,0.48545052133149014,es1s,-0.0063014307957965,1.0
2020-09-15,0,0.47558479898429046,es1s,-0.0045655375557869,1.0
2020-09-16,0,0.48200094724650977,es1s,-0.0084332001780262,1.0
2020-09-17,0,0.4945169674787591,es1s,-0.01037003879478,1.0
2020-09-18,0,0.5000388686393809,es1s,-0.0124387485851251,1.0
2020-09-21,0,0.5164870788107048,es1s,-0.0133587786252005,1.0
2020-09-22,0,0.5085712345751301,es1s,-0.0206107448666116,1.0
2020-09-23,1,0.5171087268820647,es1s,0.0173307543491818,1.0
2020-09-24,1,0.5146132061902282,es1s,0.0152100061737852,1.0
2020-09-25,1,0.5167763598488705,es1s,0.0178720815303556,1.0
2020-09-28,1,0.5122113738640064,es1s,0.0181560071729407,1.0
2020-09-29,1,0.5067189129521742,es1s,0.0177727784025336,1.0
2020-09-30,0,0.5173107095164226,es1s,-0.0038036992821441,1.0
2020-10-01,0,0.5014580635665069,es1s,-0.0084626234103274,1.0
2020-10-02,1,0.5210395872543468,es1s,0.0160964288371932,1.0
2020-10-05,0,0.5179414994758911,es1s,-0.0117152961963101,1.0
2020-10-06,1,0.5065205228081787,es1s,0.0159546708417641,1.0
2020-10-07,1,0.5043891391435199,es1s,0.0195200704483318,1.0
2020-10-08,1,0.47534797441786864,es1s,0.0277090909079116,1.0
2020-10-09,1,0.4705529128532248,es1s,0.0171309292431569,1.0
2020-10-12,0,0.4839488738840093,es1s,-0.0079258368130222,1.0
2020-10-13,0,0.4710934563522728,es1s,-0.0067765175842208,1.0
2020-10-14,0,0.4854358511520571,es1s,-0.0053863832229171,1.0
