scope,instrument,date,t1,partition,side,sigma,pt,sl,h,ret,label,touch
global,cl1s,2020-01-07,2020-01-08,train,-1.0,0.009756523529109662,2.5,1.5,10,0.04928229671059314,1,pt
global,cl1s,2020-01-22,2020-01-24,train,-1.0,0.016239904694456127,2.5,1.5,10,0.0449418395624851,1,pt
global,cl1s,2020-01-23,2020-01-27,train,-1.0,0.016647881557833574,2.5,1.5,10,0.04407267483441035,1,pt
global,cl1s,2020-01-24,2020-01-31,train,-1.0,0.016951020367699493,2.5,1.5,10,0.04853294004430764,1,pt
global,cl1s,2020-01-27,2020-02-03,train,-1.0,0.016805740530172676,2.5,1.5,10,0.05701919460981464,1,pt
global,cl1s,2020-01-28,2020-02-03,train,-1.0,0.016999260252895568,2.5,1.5,10,0.06301421086524772,1,pt
global,cl1s,2020-01-29,2020-02-03,train,-1.0,0.01696232223016401,2.5,1.5,10,0.06037877364271449,1,pt
global,cl1s,2020-01-30,2020-02-04,train,-1.0,0.017296431222037056,2.5,1.5,10,0.04852320655327835,1,pt
global,cl1s,2020-01-31,2020-02-14,train,-1.0,0.017150194175581383,2.5,1.5,10,-0.010025869203521554,0,vert
global,cl1s,2020-02-05,2020-02-19,train,1.0,0.01661335686735026,2.5,1.5,10,0.04909356132513154,1,pt
global,cl1s,2020-02-06,2020-02-10,train,1.0,0.013976826750913846,2.5,1.5,10,-0.027085377664577193,0,sl
global,cl1s,2020-02-07,2020-02-14,train,1.0,0.013910074694196448,2.5,1.5,10,0.03491521865491287,1,pt
global,cl1s,2020-02-10,2020-02-13,train,1.0,0.013987442382664327,2.5,1.5,10,0.037320960234610956,1,pt
global,cl1s,2020-02-11,2020-02-14,train,1.0,0.014314738620807217,2.5,1.5,10,0.04279002393999387,1,pt
global,cl1s,2020-02-12,2020-02-19,train,1.0,0.015868851140288028,2.5,1.5,10,0.04048267044299747,1,pt
global,cl1s,2020-02-13,2020-02-20,train,1.0,0.016068589059082854,2.5,1.5,10,0.0429732869147581,1,pt
global,cl1s,2020-02-14,2020-02-25,train,1.0,0.01611818411788619,2.5,1.5,10,-0.04625382300633718,0,sl
global,cl1s,2020-02-18,2020-02-25,train,1.0,0.01609011482033813,2.5,1.5,10,-0.04570663648696982,0,sl
global,cl1s,2020-02-19,2020-02-24,train,1.0,0.01731551007296798,2.5,1.5,10,-0.03851187135017564,0,sl
global,cl1s,2020-02-20,2020-02-24,train,1.0,0.016548350188345835,2.5,1.5,10,-0.045471418285369825,0,sl
global,cl1s,2020-02-21,2020-02-24,train,1.0,0.01610396884768102,2.5,1.5,10,-0.036530535757081206,0,sl
global,cl1s,2020-02-24,2020-02-25,train,1.0,0.017170864353423822,2.5,1.5,10,-0.029749173754649583,0,sl
global,cl1s,2020-02-25,2020-02-27,train,1.0,0.017866420360961165,2.5,1.5,10,-0.056312625063443256,0,sl
global,cl1s,2020-02-26,2020-02-27,train,1.0,0.0182648824360148,2.5,1.5,10,-0.03365483286845916,0,sl
global,cl1s,2020-02-27,2020-02-28,train,1.0,0.019393833526767813,2.5,1.5,10,-0.049479719734585204,0,sl
global,cl1s,2020-02-28,2020-03-03,train,1.0,0.021531732851168415,2.5,1.5,10,0.05406613037286845,1,pt
global,cl1s,2020-03-18,2020-03-19,train,1.0,0.0904760346864588,2.5,1.5,10,0.2438790202528529,1,pt
global,cl1s,2020-03-20,2020-04-03,train,1.0,0.10980310290953234,2.5,1.5,10,0.252319929218606,1,vert
global,cl1s,2020-03-23,2020-04-06,train,1.0,0.1110838535291566,2.5,1.5,10,0.1164383568991878,1,vert
global,cl1s,2020-03-24,2020-04-07,train,1.0,0.11209422182912515,2.5,1.5,10,-0.01582673866709572,0,vert
global,cl1s,2020-03-26,2020-04-09,train,1.0,0.11324270672814253,2.5,1.5,10,0.0070796454073183135,1,vert
global,cl1s,2020-03-27,2020-04-03,train,1.0,0.11323483174562435,2.5,1.5,10,0.3175267318983763,1,pt
global,cl1s,2020-03-30,2020-04-03,train,1.0,0.11179376165345198,2.5,1.5,10,0.41065206542429444,1,pt
global,cl1s,2020-04-21,2020-04-23,train,1.0,0.1515305132831126,2.5,1.5,10,0.4261019894772964,1,pt
global,cl1s,2020-04-22,2020-05-01,train,1.0,0.15883189238628795,2.5,1.5,10,0.4354136440089418,1,pt
global,cl1s,2020-04-23,2020-04-28,train,1.0,0.16596403028545723,2.5,1.5,10,-0.252121212804005,0,sl
global,cl1s,2020-04-24,2020-04-28,train,1.0,0.1660857813337614,2.5,1.5,10,-0.27154663588571837,0,sl
global,cl1s,2020-04-27,2020-04-30,train,1.0,0.17552764328986356,2.5,1.5,10,0.47417840368347797,1,pt
global,cl1s,2020-04-28,2020-04-30,train,1.0,0.17539850335357576,2.5,1.5,10,0.5267423015363157,1,pt
global,cl1s,2020-04-29,2020-05-05,train,1.0,0.18293745727870922,2.5,1.5,10,0.6308100945659525,1,pt
global,cl1s,2020-04-30,2020-05-14,train,1.0,0.19148447526857246,2.5,1.5,10,0.45735609336639427,1,vert
global,cl1s,2020-05-01,2020-05-15,train,1.0,0.18396316335899773,2.5,1.5,10,0.46975137753757945,1,pt
global,cl1s,2020-05-04,2020-05-18,train,1.0,0.1816062097933004,2.5,1.5,10,0.5286578788469731,1,pt
global,cl1s,2020-05-05,2020-05-19,train,1.0,0.1873459011974307,2.5,1.5,10,0.28154015306717617,1,vert
global,cl1s,2020-05-06,2020-05-20,train,1.0,0.18636299191825068,2.5,1.5,10,0.37479742300962027,1,vert
global,cl1s,2020-05-07,2020-05-21,train,1.0,0.18557584641637723,2.5,1.5,10,0.41846538417510404,1,vert
global,cl1s,2020-05-08,2020-05-22,train,1.0,0.18511470250928058,2.5,1.5,10,0.32356649347105493,1,vert
global,cl1s,2020-05-11,2020-05-26,train,1.0,0.18514159446284742,2.5,1.5,10,0.4013392469730268,1,vert
global,cl1s,2020-05-12,2020-05-27,train,1.0,0.18435691974370352,2.5,1.5,10,0.25336374311867105,1,vert
global,cl1s,2020-05-13,2020-05-28,train,1.0,0.18438627864268883,2.5,1.5,10,0.3126947046673092,1,vert
global,cl1s,2020-05-14,2020-05-29,train,1.0,0.18526096670360465,2.5,1.5,10,0.2729555237848642,1,vert
global,cl1s,2020-05-19,2020-06-03,train,1.0,0.11369226266914255,2.5,1.5,10,0.16677096355705623,1,vert
global,cl1s,2020-05-27,2020-06-05,train,1.0,0.07640448099326073,2.5,1.5,10,0.20542517530039528,1,pt
global,cl1s,2020-05-28,2020-06-05,train,1.0,0.0676898292043402,2.5,1.5,10,0.17324236157772122,1,pt
global,cl1s,2020-06-04,2020-06-18,train,1.0,0.03608755921169253,2.5,1.5,10,0.03654653012797171,1,vert
global,cl1s,2020-06-05,2020-06-11,train,1.0,0.0355707785458785,2.5,1.5,10,-0.08116308454129961,0,sl
global,cl1s,2020-06-08,2020-06-22,train,1.0,0.03750109340034953,2.5,1.5,10,0.05905916739672712,1,vert
global,cl1s,2020-06-09,2020-06-11,train,1.0,0.03595031346014921,2.5,1.5,10,-0.06676938854376357,0,sl
global,cl1s,2020-06-10,2020-06-11,train,1.0,0.034536743946421276,2.5,1.5,10,-0.08232323206803405,0,sl
global,cl1s,2020-06-11,2020-06-22,train,1.0,0.04117637030456509,2.5,1.5,10,0.11297384659361165,1,pt
global,cl1s,2020-06-12,2020-06-22,train,1.0,0.03841405264161621,2.5,1.5,10,0.11542938796833302,1,pt
global,cl1s,2020-06-17,2020-07-01,train,1.0,0.03524122361209383,2.5,1.5,10,0.042135567413682296,1,vert
global,cl1s,2020-06-18,2020-07-02,train,1.0,0.03424457960562223,2.5,1.5,10,0.040973111046571864,1,vert
global,cl1s,2020-06-19,2020-07-06,train,1.0,0.03433898975105459,2.5,1.5,10,0.020085363047592786,1,vert
global,cl1s,2020-06-22,2020-06-24,train,1.0,0.03384665349736013,2.5,1.5,10,-0.06678124200462632,0,sl
global,cl1s,2020-06-23,2020-06-24,train,1.0,0.03364797289396241,2.5,1.5,10,-0.05845925164608212,0,sl
global,cl1s,2020-06-24,2020-07-09,train,1.0,0.03497955499459997,2.5,1.5,10,0.042357274295707015,1,vert
global,cl1s,2020-06-25,2020-07-10,train,1.0,0.034773104610858814,2.5,1.5,10,0.04726239633042839,1,vert
global,cl1s,2020-06-26,2020-07-13,train,1.0,0.03320780698489643,2.5,1.5,10,0.041829046416722804,1,vert
global,cl1s,2020-06-29,2020-07-14,train,1.0,0.03372973066889403,2.5,1.5,10,0.014861460891975264,1,vert
global,cl1s,2020-06-30,2020-07-15,train,1.0,0.03300477536870705,2.5,1.5,10,0.049146932040609714,1,vert
global,cl1s,2020-07-01,2020-07-16,train,1.0,0.03302076162327027,2.5,1.5,10,0.022909857560857727,1,vert
global,cl1s,2020-07-02,2020-07-17,train,1.0,0.03325737821818646,2.5,1.5,10,-0.0023827775233832282,0,vert
global,cl1s,2020-07-06,2020-07-20,train,1.0,0.030941490067233537,2.5,1.5,10,0.0022721837369445996,1,vert
global,cl1s,2020-07-07,2020-07-21,train,1.0,0.029767649943915352,2.5,1.5,10,0.027018413048789824,1,vert
global,cl1s,2020-07-08,2020-07-22,train,1.0,0.029527833168249553,2.5,1.5,10,0.01950084403903163,1,vert
global,cl1s,2020-07-09,2020-07-23,train,1.0,0.030245459538173695,2.5,1.5,10,0.031589959433840464,1,vert
global,cl1s,2020-07-10,2020-07-24,train,1.0,0.022958158442952945,2.5,1.5,10,0.013329997823680273,1,vert
global,cl1s,2020-07-13,2020-07-27,train,1.0,0.02319484964360845,2.5,1.5,10,0.032394858040765584,1,vert
global,cl1s,2020-07-14,2020-07-28,train,1.0,0.022771916135670252,2.5,1.5,10,0.013694195399671427,1,vert
global,cl1s,2020-07-15,2020-07-29,train,1.0,0.022140582661195427,2.5,1.5,10,-0.0031400965835072236,0,vert
global,cl1s,2020-07-16,2020-07-30,train,1.0,0.022139472484582076,2.5,1.5,10,-0.02467627686667928,0,vert
global,cl1s,2020-07-17,2020-07-31,train,1.0,0.021755220310172615,2.5,1.5,10,-0.011779140917529851,0,vert
global,cl1s,2020-07-20,2020-08-03,train,1.0,0.02135596721767525,2.5,1.5,10,0.002199414227979979,1,vert
global,cl1s,2020-07-21,2020-07-30,train,1.0,0.021453720183331332,2.5,1.5,10,-0.047709923822363165,0,sl
global,cl1s,2020-07-22,2020-07-30,train,1.0,0.021327935784584404,2.5,1.5,10,-0.04725536967851052,0,sl
global,cl1s,2020-07-23,2020-07-30,train,1.0,0.016548791142495828,2.5,1.5,10,-0.028000974021746616,0,sl
global,cl1s,2020-07-24,2020-07-30,train,1.0,0.016183668556991077,2.5,1.5,10,-0.03317994667597346,0,sl
global,cl1s,2020-07-27,2020-07-30,train,1.0,0.01607202069427879,2.5,1.5,10,-0.04038461514592828,0,sl
global,cl1s,2020-07-28,2020-07-30,train,1.0,0.015146174874847674,2.5,1.5,10,-0.027290448179582927,0,sl
global,cl1s,2020-07-29,2020-07-30,train,1.0,0.014887398917122922,2.5,1.5,10,-0.03271141297613134,0,sl
global,cl1s,2020-07-30,2020-08-04,train,1.0,0.01658147193822626,2.5,1.5,10,0.04458917865572509,1,pt
global,cl1s,2020-07-31,2020-08-05,train,1.0,0.01600118991602074,2.5,1.5,10,0.047678172409770125,1,pt
global,cl1s,2020-08-03,2020-08-17,train,1.0,0.016551655645469513,2.5,1.5,10,0.04520609966816247,1,pt
global,cl1s,2020-08-04,2020-08-18,train,1.0,0.016954471005881728,2.5,1.5,10,0.026720783451678942,1,vert
global,cl1s,2020-08-21,2020-09-03,train,1.0,0.014921825981435786,2.5,1.5,10,-0.022909777750347637,0,sl
global,cl1s,2020-08-24,2020-09-02,train,1.0,0.014902515829393004,2.5,1.5,10,-0.02604411123916439,0,sl
global,cl1s,2020-08-25,2020-09-02,train,1.0,0.014912894413427606,2.5,1.5,10,-0.04244521328343198,0,sl
global,cl1s,2020-08-26,2020-09-02,train,1.0,0.014896582343487496,2.5,1.5,10,-0.043327955961752096,0,sl
global,cl1s,2020-09-01,2020-09-02,train,1.0,0.011813279478375452,2.5,1.5,10,-0.029232928410432013,0,sl
global,cl1s,2020-09-02,2020-09-04,train,1.0,0.013345922887533097,2.5,1.5,10,-0.04191761049805298,0,sl
global,cl1s,2020-09-16,2020-09-30,train,1.0,0.026816658158421325,2.5,1.5,10,-0.004701806135887332,0,vert
global,cl1s,2020-09-21,2020-10-02,train,1.0,0.028840747183548534,2.5,1.5,10,-0.06297420401432641,0,sl
global,cl1s,2020-09-22,2020-10-02,train,1.0,0.028840046335398852,2.5,1.5,10,-0.06909547739449107,0,sl
global,cl1s,2020-09-23,2020-10-02,train,1.0,0.028482274565984875,2.5,1.5,10,-0.07212622096377042,0,sl
global,cl1s,2020-09-24,2020-10-02,train,1.0,0.028630430576727137,2.5,1.5,10,-0.08087323266425761,0,sl
global,cl1s,2020-09-25,2020-10-02,train,1.0,0.028618669019484275,2.5,1.5,10,-0.07950310619591883,0,sl
global,cl1s,2020-09-28,2020-10-01,train,1.0,0.02874925829419752,2.5,1.5,10,-0.04630541930678367,0,sl
global,cl1s,2020-09-29,2020-10-02,train,1.0,0.029491833835662413,2.5,1.5,10,-0.05701196294062205,0,sl
global,cl1s,2020-09-30,2020-10-02,train,1.0,0.0301001713742898,2.5,1.5,10,-0.07881650960954822,0,sl
global,cl1s,2020-10-01,2020-10-15,train,1.0,0.030538197165789493,2.5,1.5,10,0.05735345296882155,1,vert
global,cl1s,2020-10-02,2020-10-06,train,1.0,0.03183840997817039,2.5,1.5,10,0.09770580323554046,1,pt
global,cl1s,2020-10-05,2020-10-19,train,1.0,0.0337188268344302,2.5,1.5,10,0.039317489166091235,1,vert
global,cl1s,2020-10-07,2020-10-21,train,1.0,0.028823787808339243,2.5,1.5,10,-0.005268922559773737,0,vert
global,cl1s,2020-10-08,2020-10-22,train,1.0,0.02900218285716507,2.5,1.5,10,-0.02051275018968013,0,vert
global,cl1s,2020-10-09,2020-10-23,train,1.0,0.029306867436864396,2.5,1.5,10,-0.025595744778653562,0,vert
global,cl1s,2020-10-12,2020-10-26,train,1.0,0.030214875138082964,2.5,1.5,10,-0.0291611922165409,0,vert
global,cl1s,2020-10-13,2020-10-26,train,1.0,0.02993518189849519,2.5,1.5,10,-0.04775686128279666,0,sl
global,cl1s,2020-10-14,2020-10-26,train,1.0,0.028316428150068976,2.5,1.5,10,-0.06724721793944899,0,sl
global,cl1s,2020-10-15,2020-10-26,train,1.0,0.0279625945313127,2.5,1.5,10,-0.06498545066273997,0,sl
global,cl1s,2020-10-16,2020-10-26,train,1.0,0.02796030548421718,2.5,1.5,10,-0.06225680885606477,0,sl
global,cl1s,2020-10-19,2020-10-26,train,1.0,0.02603437845084371,2.5,1.5,10,-0.060886507003532264,0,sl
global,cl1s,2020-10-20,2020-10-21,train,1.0,0.026200794843127737,2.5,1.5,10,-0.040047961005057586,0,sl
global,cl1s,2020-10-21,2020-10-28,train,1.0,0.027890118032212415,2.5,1.5,10,-0.06595053752349589,0,sl
global,cl1s,2020-10-22,2020-10-26,train,1.0,0.028022014372097406,2.5,1.5,10,-0.051181102161966696,0,sl
global,cl1s,2020-10-23,2020-10-28,train,1.0,0.028365740775899557,2.5,1.5,10,-0.06173149333406047,0,sl
global,cl1s,2020-10-26,2020-10-29,train,1.0,0.02914340669381432,2.5,1.5,10,-0.061981327944709896,0,sl
global,cl1s,2020-10-27,2020-10-28,train,1.0,0.028931240962146575,2.5,1.5,10,-0.05509224152742498,0,sl
global,cl1s,2020-10-28,2020-11-09,train,1.0,0.03098838765214655,2.5,1.5,10,0.07756084503339444,1,pt
global,cl1s,2020-10-29,2020-11-04,train,1.0,0.030726979658724115,2.5,1.5,10,0.08238871989046181,1,pt
global,cl1s,2020-10-30,2020-11-04,train,1.0,0.029292733329935428,2.5,1.5,10,0.09388097282596597,1,pt
global,cl1s,2020-11-02,2020-11-09,train,1.0,0.02684355922177076,2.5,1.5,10,0.09453952695837087,1,pt
global,cl1s,2020-11-03,2020-11-09,train,1.0,0.02594508225810365,2.5,1.5,10,0.06983536862696971,1,pt
global,cl1s,2020-11-04,2020-11-06,train,1.0,0.027427190649100996,2.5,1.5,10,-0.051340995877967366,0,sl
global,cl1s,2020-11-05,2020-11-06,train,1.0,0.026412758753385283,2.5,1.5,10,-0.04253673557233062,0,sl
global,cl1s,2020-11-06,2020-11-09,train,1.0,0.027813944419902065,2.5,1.5,10,0.08481421569523584,1,pt
global,cl1s,2020-11-09,2020-11-23,train,1.0,0.033186120000890953,2.5,1.5,10,0.06283832406699963,1,vert
global,cl1s,2020-11-10,2020-11-24,train,1.0,0.03342379164555544,2.5,1.5,10,0.07982399271396434,1,vert
global,cl1s,2020-11-11,2020-11-25,train,1.0,0.033106640617603995,2.5,1.5,10,0.09667295676834353,1,pt
global,cl1s,2020-11-12,2020-11-24,train,1.0,0.03315267595536369,2.5,1.5,10,0.08612646767001464,1,pt
global,cl1s,2020-11-13,2020-11-24,train,1.0,0.03359123770169317,2.5,1.5,10,0.11292101481884109,1,pt
global,cl1s,2020-11-16,2020-11-25,train,1.0,0.0342949869526854,2.5,1.5,10,0.09959105136857316,1,pt
global,cl1s,2020-11-17,2020-11-25,train,1.0,0.03411380814200585,2.5,1.5,10,0.09747899201878929,1,pt
global,cl1s,2020-11-18,2020-11-25,train,1.0,0.0327878515269993,2.5,1.5,10,0.08807426839631494,1,pt
global,cl1s,2020-11-19,2020-11-25,train,1.0,0.03265775704501943,2.5,1.5,10,0.09093078789652398,1,pt
global,cl1s,2020-11-20,2020-12-04,train,1.0,0.032362975545423035,2.5,1.5,10,0.09052333771196963,1,pt
global,cl1s,2020-11-23,2020-12-08,train,1.0,0.03133346822974377,2.5,1.5,10,0.05898745983320608,1,vert
global,cl1s,2020-11-24,2020-12-09,train,1.0,0.03209516544245604,2.5,1.5,10,0.013582720361202893,1,vert
global,cl1s,2020-12-01,2020-12-15,train,1.0,0.027172531377394043,2.5,1.5,10,0.06891133561570317,1,pt
global,cl1s,2020-12-02,2020-12-16,train,1.0,0.02703922268592902,2.5,1.5,10,0.05609540681694947,1,vert
global,cl1s,2020-12-03,2020-12-17,train,1.0,0.026109730494214462,2.5,1.5,10,0.05955247634718264,1,vert
global,cl1s,2020-12-04,2020-12-18,train,1.0,0.025841099039012966,2.5,1.5,10,0.0604269348349733,1,vert
global,cl1s,2020-12-07,2020-12-18,train,1.0,0.023290979385804315,2.5,1.5,10,0.0720137678030055,1,pt
global,cl1s,2020-12-08,2020-12-15,train,1.0,0.016313437459256085,2.5,1.5,10,0.04429824572298857,1,pt
global,cl1s,2020-12-09,2020-12-15,train,1.0,0.015667810088699375,2.5,1.5,10,0.04613356831223281,1,pt
global,cl1s,2020-12-11,2020-12-18,train,1.0,0.016322155599704655,2.5,1.5,10,0.05336804772055248,1,pt
global,cl1s,2021-01-04,2021-01-05,train,1.0,0.014300671172649507,2.5,1.5,10,0.04850903011426966,1,pt
global,cl1s,2021-01-05,2021-01-08,train,1.0,0.017409815510931386,2.5,1.5,10,0.0462647702507577,1,pt
global,cl1s,2021-01-06,2021-01-12,train,1.0,0.01720464409242697,2.5,1.5,10,0.0509579300250933,1,pt
global,cl1s,2021-01-07,2021-01-12,train,1.0,0.017094167917650952,2.5,1.5,10,0.0468227422461287,1,pt
global,cl1s,2021-01-08,2021-01-25,train,1.0,0.01769622914600373,2.5,1.5,10,0.009191795555552051,1,vert
global,cl1s,2021-01-11,2021-01-26,train,1.0,0.017061643553932526,2.5,1.5,10,0.005939338434129748,1,vert
global,cl1s,2021-01-15,2021-02-01,train,1.0,0.018432162192489603,2.5,1.5,10,0.021556658201443257,1,vert
global,cl1s,2021-01-19,2021-02-02,train,1.0,0.01842164678702996,2.5,1.5,10,0.03359758404752666,1,vert
global,cl1s,2021-01-20,2021-02-03,train,1.0,0.01827890957479551,2.5,1.5,10,0.04464453188440198,1,vert
global,cl1s,2021-01-21,2021-02-03,train,1.0,0.016971341156297746,2.5,1.5,10,0.04818370048769238,1,pt
global,cl1s,2021-02-04,2021-02-08,train,-1.0,0.013439762952376429,2.5,1.5,10,-0.030944335490505015,0,sl
global,cl1s,2021-02-05,2021-02-09,train,-1.0,0.013496863041973792,2.5,1.5,10,-0.026561125509714234,0,sl
global,cl1s,2021-02-08,2021-02-12,train,-1.0,0.01293131415345419,2.5,1.5,10,-0.025875453095605794,0,sl
global,cl1s,2021-02-09,2021-02-16,train,-1.0,0.012881610118733063,2.5,1.5,10,-0.028958190494562164,0,sl
global,cl1s,2021-02-10,2021-02-16,train,-1.0,0.012529470414042232,2.5,1.5,10,-0.023346966460327412,0,sl
global,cl1s,2021-02-11,2021-02-12,train,-1.0,0.012618736133269495,2.5,1.5,10,-0.021119505461772548,0,sl
global,cl1s,2021-02-12,2021-02-17,train,-1.0,0.013026844582180636,2.5,1.5,10,-0.027904165524240243,0,sl
global,cl1s,2021-02-16,2021-02-17,train,-1.0,0.011283454752090749,2.5,1.5,10,-0.017976032318958834,0,sl
global,cl1s,2021-02-17,2021-02-19,train,-1.0,0.011523946215482223,2.5,1.5,10,0.03106605662777906,1,pt
global,cl1s,2021-02-18,2021-02-22,train,-1.0,0.01217234573883187,2.5,1.5,10,-0.01932925822514764,0,sl
global,cl1s,2021-02-19,2021-02-22,train,-1.0,0.013500385426169976,2.5,1.5,10,-0.041174485321709975,0,sl
global,cl1s,2021-02-22,2021-02-24,train,-1.0,0.014596666699441875,2.5,1.5,10,-0.02463533279104846,0,sl
global,cl1s,2021-02-23,2021-02-24,train,-1.0,0.014722443545369585,2.5,1.5,10,-0.025133776972510624,0,sl
global,cl1s,2021-02-24,2021-03-01,train,-1.0,0.014962406196929996,2.5,1.5,10,0.040809870483097255,1,pt
global,cl1s,2021-02-25,2021-03-01,train,-1.0,0.014957085349007646,2.5,1.5,10,0.04549031948403781,1,pt
global,cl1s,2021-03-05,2021-03-18,train,-1.0,0.020510049800797115,2.5,1.5,10,0.09207988614281082,1,pt
global,cl1s,2021-03-08,2021-03-18,train,-1.0,0.021175983431806367,2.5,1.5,10,0.07756433002447716,1,pt
global,cl1s,2021-04-15,2021-04-29,train,1.0,0.03552517589983759,2.5,1.5,10,0.023618327550672502,1,vert
global,cl1s,2021-04-16,2021-04-30,train,1.0,0.031220837883444076,2.5,1.5,10,0.0061718623776583215,1,vert
global,cl1s,2021-04-19,2021-05-03,train,1.0,0.030860060208676793,2.5,1.5,10,0.01671133549462933,1,vert
global,cl1s,2021-04-20,2021-05-04,train,1.0,0.031008742775000226,2.5,1.5,10,0.048188926074842264,1,vert
global,cl1s,2021-04-21,2021-05-04,train,1.0,0.027626868143928885,2.5,1.5,10,0.07074164603710664,1,pt
global,cl1s,2021-04-22,2021-05-04,train,1.0,0.024461651143095963,2.5,1.5,10,0.06934722392873671,1,pt
global,cl1s,2021-04-23,2021-05-04,train,1.0,0.022262023753551807,2.5,1.5,10,0.05712906315156441,1,pt
global,cl1s,2021-04-26,2021-05-04,train,1.0,0.020472137109463925,2.5,1.5,10,0.061056371626664774,1,pt
global,cl1s,2021-04-27,2021-05-11,train,1.0,0.02068620440723618,2.5,1.5,10,0.037178265126866394,1,vert
global,cl1s,2021-04-28,2021-05-12,train,1.0,0.020460167799650028,2.5,1.5,10,0.03476354523094649,1,vert
global,cl1s,2021-04-29,2021-05-13,train,1.0,0.019781117016779152,2.5,1.5,10,-0.018304875892024675,0,vert
global,cl1s,2021-04-30,2021-05-14,train,1.0,0.019010777239918314,2.5,1.5,10,0.028153507217902662,1,vert
global,cl1s,2021-05-03,2021-05-17,train,1.0,0.01540349072556872,2.5,1.5,10,0.027913486486876415,1,vert
global,cl1s,2021-05-04,2021-05-13,train,1.0,0.015640537397010934,2.5,1.5,10,-0.028467041735478094,0,sl
global,cl1s,2021-05-05,2021-05-13,train,1.0,0.015684928719288813,2.5,1.5,10,-0.027578850898445473,0,sl
global,cl1s,2021-05-12,2021-05-13,train,1.0,0.012427990197187296,2.5,1.5,10,-0.03420096836670106,0,sl
global,cl1s,2021-05-14,2021-05-19,train,1.0,0.015753694029361442,2.5,1.5,10,-0.030752753857918425,0,sl
global,cl1s,2021-05-17,2021-05-19,train,1.0,0.015987931935601104,2.5,1.5,10,-0.04420639705316709,0,sl
global,cl1s,2021-05-19,2021-05-25,train,1.0,0.017102718260569468,2.5,1.5,10,0.04293606947974715,1,pt
global,cl1s,2021-05-20,2021-05-24,train,1.0,0.017933947786950524,2.5,1.5,10,0.0663545362518072,1,pt
global,cl1s,2021-05-21,2021-05-27,train,1.0,0.018692415364696558,2.5,1.5,10,0.051431267641771194,1,pt
global,cl1s,2021-05-24,2021-06-04,train,1.0,0.02038275596290684,2.5,1.5,10,0.05404996244841098,1,pt
global,cl1s,2021-05-25,2021-06-04,train,1.0,0.02014877608388011,2.5,1.5,10,0.053730891678776205,1,pt
global,cl1s,2021-05-26,2021-06-04,train,1.0,0.019947372846489123,2.5,1.5,10,0.0515027942079016,1,pt
global,cl1s,2021-05-27,2021-06-10,train,1.0,0.019682378079540555,2.5,1.5,10,0.05145848936981956,1,pt
global,cl1s,2021-05-28,2021-06-04,train,1.0,0.019027527318929212,2.5,1.5,10,0.04975874555992177,1,pt
global,cl1s,2021-06-01,2021-06-15,train,1.0,0.01930750094301636,2.5,1.5,10,0.06497341988939942,1,pt
global,cl1s,2021-06-02,2021-06-16,train,1.0,0.019218515945675512,2.5,1.5,10,0.04823478100409706,1,pt
global,cl1s,2021-06-03,2021-06-15,train,1.0,0.019213463465089477,2.5,1.5,10,0.04810347345755117,1,pt
global,cl1s,2021-06-04,2021-06-18,train,1.0,0.018912191851459172,2.5,1.5,10,0.02683374601329125,1,vert
global,cl1s,2021-06-07,2021-06-21,train,1.0,0.01902590202677492,2.5,1.5,10,0.059125412007075884,1,pt
global,cl1s,2021-06-08,2021-06-22,train,1.0,0.01910560497895376,2.5,1.5,10,0.0428622662982987,1,vert
global,cl1s,2021-06-09,2021-06-21,train,1.0,0.019134080366902628,2.5,1.5,10,0.04807393162773299,1,pt
global,cl1s,2021-06-10,2021-06-24,train,1.0,0.019027685402715124,2.5,1.5,10,0.04572133446766791,1,vert
global,cl1s,2021-06-15,2021-06-29,train,1.0,0.01639962545045782,2.5,1.5,10,0.01473742480952378,1,vert
global,cl1s,2021-06-16,2021-06-30,train,1.0,0.015991866361913742,2.5,1.5,10,0.021125782210657418,1,vert
global,cl1s,2021-06-17,2021-06-24,train,1.0,0.014207732079830171,2.5,1.5,10,0.03560327776082972,1,pt
global,cl1s,2021-06-18,2021-06-25,train,1.0,0.012562848023595006,2.5,1.5,10,0.03871510715997273,1,pt
global,cl1s,2021-06-21,2021-07-06,train,1.0,0.012501408568181384,2.5,1.5,10,0.0034190372156528426,1,vert
global,cl1s,2021-06-22,2021-07-01,train,1.0,0.010359946286004064,2.5,1.5,10,0.03266986934680305,1,pt
global,cl1s,2021-06-24,2021-07-01,train,1.0,0.01029887420808746,2.5,1.5,10,0.02633015008427142,1,pt
global,cl1s,2021-06-25,2021-07-07,train,1.0,0.01031220675708901,2.5,1.5,10,-0.024983119729879544,0,sl
global,cl1s,2021-06-28,2021-07-01,train,1.0,0.010940897546023879,2.5,1.5,10,0.03182005190641424,1,pt
global,cl1s,2021-06-29,2021-07-01,train,1.0,0.010294017448878366,2.5,1.5,10,0.030830364639799157,1,pt
global,cl1s,2021-06-30,2021-07-07,train,1.0,0.00990337900185144,2.5,1.5,10,-0.01728596744597588,0,sl
global,cl1s,2021-07-01,2021-07-06,train,1.0,0.010838741180457209,2.5,1.5,10,-0.02472417908351321,0,sl
global,cl1s,2021-07-02,2021-07-06,val,1.0,0.010770865592366431,2.5,1.5,10,-0.023815859286396623,0,sl
