instrument,date,t1,partition,side,sigma,pt,sl,h,ret,label,touch
nq1s,2021-04-15,2021-04-16,train,1.0,0.010590326394480666,0.25,0.25,1,0.001106036820889278,1,vert
nq1s,2021-04-16,2021-04-19,train,1.0,0.010618377393885886,0.25,0.25,1,-0.009426565451967295,0,sl
nq1s,2021-04-19,2021-04-20,train,1.0,0.010578661237640487,0.25,0.25,1,-0.0074115382536089625,0,sl
nq1s,2021-04-20,2021-04-21,train,1.0,0.010689053035082288,0.25,0.25,1,0.00906174674219229,1,pt
nq1s,2021-04-21,2021-04-22,train,1.0,0.009731176038301773,0.25,0.25,1,-0.012141458771529834,0,sl
nq1s,2021-04-22,2021-04-23,train,1.0,0.010329205719829537,0.25,0.25,1,0.012854311740006175,1,pt
nq1s,2021-04-23,2021-04-26,train,1.0,0.010197324342601703,0.25,0.25,1,0.006067351189018577,1,pt
nq1s,2021-04-26,2021-04-27,train,1.0,0.010132969269743141,0.25,0.25,1,-0.004175141847795438,0,sl
nq1s,2021-04-27,2021-04-28,train,1.0,0.010090361673453207,0.25,0.25,1,-0.004353902386831754,0,sl
nq1s,2021-04-28,2021-04-29,train,1.0,0.009820483469387069,0.25,0.25,1,0.004408933037548968,1,pt
nq1s,2021-04-29,2021-04-30,train,1.0,0.009250196567879036,0.25,0.25,1,-0.007417493818444698,0,sl
nq1s,2021-04-30,2021-05-03,train,1.0,0.009495793237341357,0.25,0.25,1,-0.004332129964077613,0,sl
nq1s,2021-05-03,2021-05-04,train,1.0,0.008573975047800799,0.25,0.25,1,-0.018419144306691337,0,sl
nq1s,2021-05-04,2021-05-05,train,1.0,0.009602391003191393,0.25,0.25,1,-0.0033244680857318354,0,sl
nq1s,2021-05-05,2021-05-06,train,1.0,0.009606056834025451,0.25,0.25,1,0.007912682529099824,1,pt
nq1s,2021-05-06,2021-05-07,train,1.0,0.009468907888052098,0.25,0.25,1,0.00823665680037311,1,pt
nq1s,2021-05-07,2021-05-10,train,1.0,0.009563960453278699,0.25,0.25,1,-0.025748098981022483,0,sl
nq1s,2021-05-10,2021-05-11,train,1.0,0.011155626103605052,0.25,0.25,1,-0.0008048365059941665,0,vert
nq1s,2021-05-11,2021-05-12,train,1.0,0.010686285488211508,0.25,0.25,1,-0.02603776412391101,0,sl
nq1s,2021-05-12,2021-05-13,train,1.0,0.011767840874367939,0.25,0.25,1,0.007827826287126971,1,pt
nq1s,2021-05-13,2021-05-14,train,1.0,0.011247272725271689,0.25,0.25,1,0.02188889525067017,1,pt
nq1s,2021-05-14,2021-05-17,train,1.0,0.012541665739129255,0.25,0.25,1,-0.006237394487791703,0,sl
nq1s,2021-05-17,2021-05-18,train,1.0,0.012465890207627742,0.25,0.25,1,-0.006877889276695526,0,sl
nq1s,2021-05-18,2021-05-19,train,1.0,0.012454537057121674,0.25,0.25,1,0.001627308507634817,1,vert
nq1s,2021-05-19,2021-05-20,train,1.0,0.012212665896108503,0.25,0.25,1,0.019118147126687912,1,pt
nq1s,2021-05-21,2021-05-24,train,-1.0,0.012505797634599353,0.25,0.25,1,-0.017176426706193126,0,sl
nq1s,2021-05-24,2021-05-25,train,1.0,0.013100574807250196,0.25,0.25,1,0.0015401257770994992,1,vert
nq1s,2021-05-25,2021-05-26,train,1.0,0.013098171114854151,0.25,0.25,1,0.0032219679639082788,1,vert
nq1s,2021-05-26,2021-05-27,train,-1.0,0.013107672338542943,0.25,0.25,1,0.0025364500653434208,1,vert
nq1s,2021-05-27,2021-05-28,train,-1.0,0.013057449303141759,0.25,0.25,1,-0.0015367165491342316,0,vert
nq1s,2021-05-28,2021-06-01,train,-1.0,0.012979878891999847,0.25,0.25,1,0.0027581923792470153,1,vert
nq1s,2021-06-01,2021-06-02,train,-1.0,0.012960666302740885,0.25,0.25,1,-0.001831669566398908,0,vert
nq1s,2021-06-02,2021-06-03,train,-1.0,0.012246375365737827,0.25,0.25,1,0.010567693573356185,1,pt
nq1s,2021-06-03,2021-06-04,train,1.0,0.012473138545053889,0.25,0.25,1,0.017554557718017394,1,pt
nq1s,2021-06-04,2021-06-07,train,1.0,0.012956397789310032,0.25,0.25,1,0.0027239544553514516,1,vert
nq1s,2021-06-07,2021-06-08,train,1.0,0.012844981938375697,0.25,0.25,1,0.0005252005720446373,1,vert
nq1s,2021-06-08,2021-06-09,train,1.0,0.01124141994461274,0.25,0.25,1,0.00019910943805978576,1,vert
nq1s,2021-06-09,2021-06-10,train,1.0,0.01123200233463963,0.25,0.25,1,0.010532602204244235,1,pt
nq1s,2021-06-10,2021-06-11,train,1.0,0.009221502143956756,0.25,0.25,1,0.002471390962883291,1,pt
nq1s,2021-06-11,2021-06-14,train,1.0,0.009169685398484555,0.25,0.25,1,0.009325258588781526,1,pt
nq1s,2021-06-14,2021-06-15,train,1.0,0.008236335322381027,0.25,0.25,1,-0.006764773593096796,0,sl
nq1s,2021-06-15,2021-06-16,train,1.0,0.008267454280954007,0.25,0.25,1,-0.003494570934402197,0,sl
nq1s,2021-06-16,2021-06-17,train,1.0,0.008093679111180679,0.25,0.25,1,0.01313270472880701,1,pt
nq1s,2021-06-17,2021-06-18,train,1.0,0.00840163636121114,0.25,0.25,1,-0.00856512141206267,0,sl
nq1s,2021-06-18,2021-06-21,train,1.0,0.007966021267215819,0.25,0.25,1,0.00676879230425409,1,pt
nq1s,2021-06-21,2021-06-22,train,1.0,0.007795145481245964,0.25,0.25,1,0.009076433121075533,1,pt
nq1s,2021-06-22,2021-06-23,train,1.0,0.0072018332660860815,0.25,0.25,1,0.00033314046264454333,1,vert
nq1s,2021-06-23,2021-06-24,train,1.0,0.007213229937409033,0.25,0.25,1,0.006397672298678714,1,pt
nq1s,2021-06-24,2021-06-25,train,1.0,0.0072710626919394354,0.25,0.25,1,-0.0010624031209254259,0,vert
nq1s,2021-06-25,2021-06-28,train,1.0,0.007226067708583437,0.25,0.25,1,0.012099867494668182,1,pt
nq1s,2021-06-28,2021-06-29,train,1.0,0.007531920122555983,0.25,0.25,1,0.003479758828397017,1,pt
nq1s,2021-06-29,2021-06-30,train,1.0,0.007410830153113097,0.25,0.25,1,-0.000961340382891418,0,vert
nq1s,2021-06-30,2021-07-01,train,1.0,0.007465440921284881,0.25,0.25,1,-3.436662338651697e-05,0,vert
nq1s,2021-07-01,2021-07-02,train,1.0,0.006783048109708319,0.25,0.25,1,0.011358559302023785,1,pt
nq1s,2021-07-02,2021-07-06,val,1.0,0.006248094568532367,0.25,0.25,1,0.004196754735738661,1,pt
nq1s,2021-07-06,2021-07-07,val,1.0,0.006248892639403783,0.25,0.25,1,0.0018104294272869303,1,pt
nq1s,2021-07-07,2021-07-08,val,1.0,0.006224067912936877,0.25,0.25,1,-0.0060801567333895745,0,sl
nq1s,2021-07-08,2021-07-09,val,1.0,0.006550119243979335,0.25,0.25,1,0.006678108379573278,1,pt
nq1s,2021-07-09,2021-07-12,val,1.0,0.006379411944057498,0.25,0.25,1,0.003966780324609509,1,pt
nq1s,2021-07-12,2021-07-13,val,1.0,0.0063817715220832105,0.25,0.25,1,-0.0002858247724567553,0,vert
nq1s,2021-07-13,2021-07-14,val,1.0,0.006247937062962042,0.25,0.25,1,0.0017995290953833898,1,pt
nq1s,2021-07-14,2021-07-15,val,1.0,0.005852837396315271,0.25,0.25,1,-0.007000520422249523,0,sl
nq1s,2021-07-15,2021-07-16,val,1.0,0.006106732327288116,0.25,0.25,1,-0.007912087912415156,0,sl
nq1s,2021-07-16,2021-07-19,val,1.0,0.0060626224065755295,0.25,0.25,1,-0.00884427933597609,0,sl
nq1s,2021-07-19,2021-07-20,val,1.0,0.006088286513200632,0.25,0.25,1,0.012516548321212628,1,pt
nq1s,2021-07-20,2021-07-21,val,-1.0,0.006455192563520175,0.25,0.25,1,-0.007131819802473904,0,sl
nq1s,2021-07-21,2021-07-22,val,-1.0,0.006359096057319272,0.25,0.25,1,-0.006794692384147316,0,sl
nq1s,2021-07-22,2021-07-23,val,-1.0,0.0064350176159620595,0.25,0.25,1,-0.011354121311808685,0,sl
nq1s,2021-07-27,2021-07-28,val,1.0,0.006949863662831959,0.25,0.25,1,0.0042648559143898535,1,pt
nq1s,2021-07-28,2021-07-29,val,1.0,0.006963872445293488,0.25,0.25,1,0.0017486593611053536,1,pt
nq1s,2021-07-29,2021-07-30,val,1.0,0.0069394314945710285,0.25,0.25,1,-0.005452943424930967,0,sl
nq1s,2021-07-30,2021-08-02,val,1.0,0.0071131152492124785,0.25,0.25,1,-0.00020059174622677478,0,vert
nq1s,2021-08-02,2021-08-03,val,1.0,0.00672362019103902,0.25,0.25,1,0.006253030379418156,1,pt
nq1s,2021-08-03,2021-08-04,val,-1.0,0.006792981026705755,0.25,0.25,1,-0.0018110824951897975,0,sl
nq1s,2021-08-04,2021-08-05,val,-1.0,0.006792985578382682,0.25,0.25,1,-0.006252695127521246,0,sl
nq1s,2021-08-05,2021-08-06,val,-1.0,0.006682300795081382,0.25,0.25,1,0.004763396021380428,1,pt
nq1s,2021-08-06,2021-08-09,val,-1.0,0.006709095820715137,0.25,0.25,1,-0.0019707859957098783,0,sl
nq1s,2021-08-09,2021-08-10,val,-1.0,0.006676848111738207,0.25,0.25,1,0.0053387547312622186,1,pt
nq1s,2021-08-10,2021-08-11,val,1.0,0.0068170266408774695,0.25,0.25,1,-0.0016617368471358862,0,vert
nq1s,2021-08-11,2021-08-12,val,1.0,0.00682894002532964,0.25,0.25,1,0.0039282266382250075,1,pt
nq1s,2021-08-12,2021-08-13,val,1.0,0.006636152336736563,0.25,0.25,1,0.003133600822799787,1,pt
nq1s,2021-08-13,2021-08-16,val,1.0,0.006306694749691911,0.25,0.25,1,0.000545427499496709,1,vert
nq1s,2021-08-16,2021-08-17,val,1.0,0.005821160637658153,0.25,0.25,1,-0.009019426457068214,0,sl
nq1s,2021-08-17,2021-08-18,val,1.0,0.005776808782021353,0.25,0.25,1,-0.009884980830192291,0,sl
nq1s,2021-08-18,2021-08-19,val,1.0,0.0060664403799478754,0.25,0.25,1,0.005303298146214885,1,pt
nq1s,2021-08-19,2021-08-20,val,1.0,0.005988838920681596,0.25,0.25,1,0.010634378349268392,1,pt
nq1s,2021-08-20,2021-08-23,val,-1.0,0.0059199105014086165,0.25,0.25,1,-0.014433194690971707,0,sl
nq1s,2021-08-23,2021-08-24,val,1.0,0.006735582372796668,0.25,0.25,1,0.0033323532294931013,1,pt
nq1s,2021-08-24,2021-08-25,val,1.0,0.0061408651379833284,0.25,0.25,1,0.0005698284005186682,1,vert
nq1s,2021-08-25,2021-08-26,val,1.0,0.006104131992309698,0.25,0.25,1,-0.005825211123429486,0,sl
nq1s,2021-08-26,2021-08-27,val,1.0,0.006298601469794742,0.25,0.25,1,0.00993469614886111,1,pt
nq1s,2021-08-27,2021-08-30,val,1.0,0.006431045751662685,0.25,0.25,1,0.011084821573333015,1,pt
nq1s,2021-08-30,2021-08-31,val,1.0,0.006752030018663802,0.25,0.25,1,-0.0009616925791536834,0,vert
nq1s,2021-08-31,2021-09-01,val,1.0,0.0067123798988204825,0.25,0.25,1,0.001716669340791288,1,pt
nq1s,2021-09-01,2021-09-02,val,1.0,0.006712369780428745,0.25,0.25,1,-0.000528532761056133,0,vert
nq1s,2021-09-02,2021-09-03,val,1.0,0.006644422645428359,0.25,0.25,1,0.0032369719887903603,1,pt
nq1s,2021-09-03,2021-09-07,val,1.0,0.006491735396449049,0.25,0.25,1,0.0014854806251074493,1,vert
nq1s,2021-09-07,2021-09-08,val,1.0,0.0064920094713961695,0.25,0.25,1,-0.003492878673980071,0,sl
nq1s,2021-09-08,2021-09-09,val,1.0,0.006397273560312667,0.25,0.25,1,-0.003921254801702356,0,sl
nq1s,2021-09-09,2021-09-10,val,1.0,0.006482758744417486,0.25,0.25,1,-0.007535952438342042,0,sl
nq1s,2021-09-10,2021-09-13,val,1.0,0.006783357338687341,0.25,0.25,1,-0.00030761260249989597,0,vert
nq1s,2021-09-13,2021-09-14,val,1.0,0.006775167289998842,0.25,0.25,1,-0.0032566429033130673,0,sl
nq1s,2021-09-14,2021-09-15,val,1.0,0.006842290641493534,0.25,0.25,1,0.007591150700811289,1,pt
nq1s,2021-09-15,2021-09-16,val,1.0,0.006582690186106187,0.25,0.25,1,0.0008388991063126294,1,vert
nq1s,2021-09-16,2021-09-17,val,1.0,0.00599906336507693,0.25,0.25,1,-0.01183145813865416,0,sl
nq1s,2021-09-17,2021-09-20,val,1.0,0.0067208649350239714,0.25,0.25,1,-0.020651180999621266,0,sl
nq1s,2021-09-20,2021-09-21,val,1.0,0.008001492594720524,0.25,0.25,1,0.00096605483208001,1,vert
nq1s,2021-09-21,2021-09-22,val,1.0,0.007243254105995358,0.25,0.25,1,0.009285143769913962,1,pt
nq1s,2021-09-22,2021-09-23,val,1.0,0.00753977667577524,0.25,0.25,1,0.009232696937278018,1,pt
nq1s,2021-09-23,2021-09-24,val,-1.0,0.007850606041623813,0.25,0.25,1,-0.0009965040678707737,0,vert
nq1s,2021-09-24,2021-09-27,val,-1.0,0.007738966803327124,0.25,0.25,1,0.008094655243090387,1,pt
nq1s,2021-09-27,2021-09-28,val,-1.0,0.007595071707385544,0.25,0.25,1,0.02829924809537887,1,pt
nq1s,2021-09-28,2021-09-29,val,1.0,0.00935069704066976,0.25,0.25,1,-0.0016932220319850755,0,vert
nq1s,2021-09-29,2021-09-30,val,1.0,0.009344875885995847,0.25,0.25,1,-0.0038840550218152137,0,sl
nq1s,2021-09-30,2021-10-01,val,1.0,0.009287539418962577,0.25,0.25,1,0.005397582155785896,1,pt
nq1s,2021-10-01,2021-10-04,val,1.0,0.009464019174366983,0.25,0.25,1,-0.02028892238419544,0,sl
nq1s,2021-10-04,2021-10-05,val,1.0,0.01013893684518752,0.25,0.25,1,0.013345088074414146,1,pt
nq1s,2021-10-05,2021-10-06,val,1.0,0.01079056641932335,0.25,0.25,1,0.007079374285878348,1,pt
nq1s,2021-10-06,2021-10-07,val,1.0,0.011037630250803067,0.25,0.25,1,0.008283081509544488,1,pt
nq1s,2021-10-07,2021-10-08,val,1.0,0.011305483154642653,0.25,0.25,1,-0.004905501890394515,0,sl
nq1s,2021-10-08,2021-10-11,val,1.0,0.01125481030687964,0.25,0.25,1,-0.007276349332117182,0,sl
nq1s,2021-10-11,2021-10-12,val,1.0,0.011305680418748312,0.25,0.25,1,-0.0032141763882768126,0,sl
nq1s,2021-10-12,2021-10-13,val,1.0,0.011305517758982496,0.25,0.25,1,0.0075751113228041955,1,pt
nq1s,2021-10-13,2021-10-14,val,1.0,0.01130477855631453,0.25,0.25,1,0.018490610766353832,1,pt
nq1s,2021-10-14,2021-10-15,val,1.0,0.012209768264733219,0.25,0.25,1,0.006467272939043367,1,pt
nq1s,2021-10-15,2021-10-18,val,1.0,0.012079329132824331,0.25,0.25,1,0.010307575407069614,1,pt
nq1s,2021-10-18,2021-10-19,val,1.0,0.011315358626590125,0.25,0.25,1,0.007063209182295527,1,pt
nq1s,2021-10-19,2021-10-20,val,1.0,0.01139761733610033,0.25,0.25,1,-0.001363769198465703,0,vert
nq1s,2021-10-20,2021-10-21,val,1.0,0.0112510595205095,0.25,0.25,1,0.006584295236339077,1,pt
nq1s,2021-10-21,2021-10-22,val,1.0,0.011161693356466813,0.25,0.25,1,-0.008899297423462627,0,sl
nq1s,2021-10-22,2021-10-25,val,1.0,0.01136100900404454,0.25,0.25,1,0.010087347629782917,1,pt
nq1s,2021-10-25,2021-10-26,val,1.0,0.011396961860629606,0.25,0.25,1,0.0031782908220792105,1,pt
nq1s,2021-10-26,2021-10-27,val,1.0,0.00900445521476915,0.25,0.25,1,0.0027179157283054867,1,pt
nq1s,2021-10-27,2021-10-28,val,1.0,0.008948222757480896,0.25,0.25,1,0.011387512230199626,1,pt
nq1s,2021-10-28,2021-10-29,val,1.0,0.008996429734114365,0.25,0.25,1,0.004678158549531242,1,pt
nq1s,2021-10-29,2021-11-01,val,1.0,0.008990200225356588,0.25,0.25,1,0.0035199040309012997,1,pt
nq1s,2021-11-01,2021-11-02,val,1.0,0.006996123879909821,0.25,0.25,1,0.004215360901077103,1,pt
nq1s,2021-11-02,2021-11-03,val,1.0,0.006701430359670429,0.25,0.25,1,0.010556817292091347,1,pt
nq1s,2021-11-03,2021-11-04,val,1.0,0.006820134219925064,0.25,0.25,1,0.012461445466035004,1,pt
nq1s,2021-11-04,2021-11-05,val,1.0,0.007001939967012544,0.25,0.25,1,0.0012859176699975272,1,vert
nq1s,2021-11-05,2021-11-08,val,1.0,0.0066862347802029085,0.25,0.25,1,-0.0014677328109585774,0,vert
nq1s,2021-11-08,2021-11-09,val,1.0,0.006235237956532999,0.25,0.25,1,-0.00704322395910828,0,sl
nq1s,2021-11-09,2021-11-10,val,1.0,0.006561233102392847,0.25,0.25,1,-0.01432514533304563,0,sl
nq1s,2021-11-10,2021-11-11,val,1.0,0.007838122369779061,0.25,0.25,1,0.002643847188541937,1,pt
nq1s,2021-11-11,2021-11-12,val,1.0,0.007072600253760848,0.25,0.25,1,0.010609914028768541,1,pt
nq1s,2021-11-12,2021-11-15,val,1.0,0.007230506954258882,0.25,0.25,1,-0.00030878016474111813,0,vert
nq1s,2021-11-15,2021-11-16,val,1.0,0.00708621786679364,0.25,0.25,1,0.006980587172479291,1,pt
nq1s,2021-11-16,2021-11-17,val,1.0,0.007083689547971311,0.25,0.25,1,0.0006594788582900968,1,vert
nq1s,2021-11-17,2021-11-18,val,1.0,0.0070346407937692335,0.25,0.25,1,0.010406768230998065,1,pt
nq1s,2021-11-18,2021-11-19,val,1.0,0.00718655464738158,0.25,0.25,1,0.005688282139064249,1,pt
nq1s,2021-11-19,2021-11-22,val,1.0,0.0066141080304374525,0.25,0.25,1,-0.011644042232528573,0,sl
nq1s,2021-11-22,2021-11-23,val,1.0,0.007299021401909549,0.25,0.25,1,-0.004272982541261294,0,sl
nq1s,2021-11-23,2021-11-24,val,1.0,0.00746638612939188,0.25,0.25,1,0.0033104462972621818,1,pt
nq1s,2021-11-24,2021-11-26,val,1.0,0.0074688290596144685,0.25,0.25,1,-0.019247219845951458,0,sl
nq1s,2021-11-26,2021-11-29,val,1.0,0.008620768896971179,0.25,0.25,1,0.021166905488191334,1,pt
nq1s,2021-11-29,2021-11-30,val,1.0,0.009696564953529382,0.25,0.25,1,-0.014657657520250944,0,sl
nq1s,2021-11-30,2021-12-01,val,1.0,0.01035699746941269,0.25,0.25,1,-0.017383362743619846,0,sl
nq1s,2021-12-01,2021-12-02,val,1.0,0.011095381441851576,0.25,0.25,1,0.007482789583192373,1,pt
nq1s,2021-12-02,2021-12-03,val,1.0,0.01095954664475749,0.25,0.25,1,-0.016934046345321585,0,sl
nq1s,2021-12-03,2021-12-06,val,1.0,0.011123994153363743,0.25,0.25,1,0.007952792225161653,1,pt
nq1s,2021-12-06,2021-12-07,val,1.0,0.011321626975319176,0.25,0.25,1,0.0299979485882238,1,pt
nq1s,2021-12-07,2021-12-08,val,-1.0,0.013291936300711012,0.25,0.25,1,-0.004550189974444896,0,sl
nq1s,2021-12-08,2021-12-09,val,1.0,0.013221680080189598,0.25,0.25,1,-0.014854580670356166,0,sl
nq1s,2021-12-09,2021-12-10,val,-1.0,0.013254222450497961,0.25,0.25,1,-0.011208297855564098,0,sl
nq1s,2021-12-10,2021-12-13,val,1.0,0.013460564315053292,0.25,0.25,1,-0.015171695831575738,0,sl
nq1s,2021-12-13,2021-12-14,val,-1.0,0.01372768729070833,0.25,0.25,1,0.009902683207421603,1,pt
nq1s,2021-12-14,2021-12-15,val,-1.0,0.013894752169329434,0.25,0.25,1,-0.02286109061221553,0,sl
nq1s,2021-12-15,2021-12-16,val,-1.0,0.01476899439970116,0.25,0.25,1,0.025757924629230877,1,pt
nq1s,2021-12-16,2021-12-17,val,1.0,0.015872503563731783,0.25,0.25,1,-0.004963209226844789,0,sl
nq1s,2021-12-17,2021-12-20,val,1.0,0.015644550126316506,0.25,0.25,1,-0.010561819103601322,0,sl
nq1s,2021-12-20,2021-12-21,val,1.0,0.015640085906422206,0.25,0.25,1,0.022965511722835785,1,pt
nq1s,2021-12-21,2021-12-22,val,1.0,0.016496637896824453,0.25,0.25,1,0.011874217772937845,1,pt
nq1s,2021-12-22,2021-12-23,val,-1.0,0.01673103754912179,0.25,0.25,1,-0.007993320861252595,0,sl
nq1s,2021-12-23,2021-12-27,val,1.0,0.016818016601270233,0.25,0.25,1,0.016013252347009788,1,pt
nq1s,2021-12-27,2021-12-28,val,-1.0,0.016544568213180608,0.25,0.25,1,0.004347826087186313,1,pt
nq1s,2021-12-28,2021-12-29,val,1.0,0.015940751249010232,0.25,0.25,1,0.0001516254244362525,1,vert
nq1s,2021-12-29,2021-12-30,val,1.0,0.015542859663951594,0.25,0.25,1,-0.003653618750076748,0,vert
nq1s,2021-12-30,2021-12-31,val,1.0,0.01496896669605622,0.25,0.25,1,-0.006664536449655034,0,sl
nq1s,2021-12-31,2022-01-03,test,1.0,0.015018579478776753,0.25,0.25,1,0.010094511588246924,1,pt
nq1s,2022-01-03,2022-01-04,test,-1.0,0.014513387282676897,0.25,0.25,1,0.012723302296535954,1,pt
nq1s,2022-01-04,2022-01-05,test,-1.0,0.01483377887862642,0.25,0.25,1,0.03128888069677127,1,pt
nq1s,2022-01-05,2022-01-06,test,-1.0,0.015035299383283567,0.25,0.25,1,0.00047569213169196267,1,vert
nq1s,2022-01-06,2022-01-07,test,-1.0,0.014967110394065775,0.25,0.25,1,0.011295132940274843,1,pt
nq1s,2022-01-07,2022-01-10,test,1.0,0.014823302035545048,0.25,0.25,1,0.0017328797902185222,1,vert
nq1s,2022-01-10,2022-01-11,test,1.0,0.014537688348890104,0.25,0.25,1,0.014287544848677669,1,pt
nq1s,2022-01-11,2022-01-12,test,-1.0,0.01464094272765889,0.25,0.25,1,-0.0035531552012220136,0,vert
nq1s,2022-01-12,2022-01-13,test,-1.0,0.014506632854907529,0.25,0.25,1,0.024988591480375133,1,pt
nq1s,2022-01-13,2022-01-14,test,-1.0,0.014514180448475002,0.25,0.25,1,-0.00681073578590774,0,sl
nq1s,2022-01-14,2022-01-18,test,-1.0,0.013530432665069541,0.25,0.25,1,0.024990782745669793,1,pt
nq1s,2022-01-18,2022-01-19,test,-1.0,0.01457907135638198,0.25,0.25,1,0.01134420623451271,1,pt
nq1s,2022-01-19,2022-01-20,test,-1.0,0.014605080490753108,0.25,0.25,1,0.01280473608941013,1,pt
nq1s,2022-01-20,2022-01-21,test,1.0,0.013579289546591843,0.25,0.25,1,-0.02792938481211016,0,sl
nq1s,2022-01-21,2022-01-24,test,1.0,0.014122288027762234,0.25,0.25,1,0.0051641077185689,1,pt
nq1s,2022-01-24,2022-01-25,test,1.0,0.013992531219468037,0.25,0.25,1,-0.024843114267729893,0,sl
nq1s,2022-01-25,2022-01-26,test,1.0,0.013643107819984637,0.25,0.25,1,0.001255237522092445,1,vert
nq1s,2022-01-26,2022-01-27,test,1.0,0.013776777797987994,0.25,0.25,1,-0.012130522300431879,0,sl
nq1s,2022-01-27,2022-01-28,test,1.0,0.01368687764020951,0.25,0.25,1,0.031905195989065493,1,pt
nq1s,2022-01-28,2022-01-31,test,-1.0,0.016300225868785732,0.25,0.25,1,-0.03270283378316918,0,sl
nq1s,2022-01-31,2022-02-01,test,-1.0,0.01844944650446265,0.25,0.25,1,-0.006021469306114469,0,sl
nq1s,2022-02-01,2022-02-02,test,-1.0,0.018302919708256177,0.25,0.25,1,-0.00798612847817548,0,sl
nq1s,2022-02-02,2022-02-03,test,-1.0,0.018409749272282835,0.25,0.25,1,0.04116907605293274,1,pt
nq1s,2022-02-03,2022-02-04,test,-1.0,0.019351587134663586,0.25,0.25,1,-0.013334713381164542,0,sl
nq1s,2022-02-04,2022-02-07,test,-1.0,0.019730644585151627,0.25,0.25,1,0.00856286813498175,1,pt
nq1s,2022-02-08,2022-02-09,test,-1.0,0.019952529424633773,0.25,0.25,1,-0.020614883436971043,0,sl
nq1s,2022-02-09,2022-02-10,test,-1.0,0.02027828370700643,0.25,0.25,1,0.02242614665973852,1,pt
nq1s,2022-02-10,2022-02-11,test,1.0,0.020705574338493703,0.25,0.25,1,-0.031324399700080496,0,sl
nq1s,2022-02-11,2022-02-14,test,1.0,0.021108045736242153,0.25,0.25,1,0.0008777781672364426,1,vert
nq1s,2022-02-14,2022-02-15,test,1.0,0.020987058528450238,0.25,0.25,1,0.02501227811730633,1,pt
nq1s,2022-02-15,2022-02-16,test,1.0,0.021353770620528633,0.25,0.25,1,-0.0006502618158122919,0,vert
nq1s,2022-02-16,2022-02-17,test,1.0,0.02123949911575795,0.25,0.25,1,-0.029811643836013535,0,sl
nq1s,2022-02-17,2022-02-18,test,1.0,0.022070642823603537,0.25,0.25,1,-0.011913376515520269,0,sl
nq1s,2022-02-18,2022-02-22,test,1.0,0.021348292443093216,0.25,0.25,1,-0.009520577308078204,0,sl
nq1s,2022-02-22,2022-02-23,test,1.0,0.021360081080088862,0.25,0.25,1,-0.025626228562175002,0,sl
nq1s,2022-02-23,2022-02-24,test,1.0,0.021406131249005894,0.25,0.25,1,0.033981121599701236,1,pt
nq1s,2022-02-24,2022-02-25,test,1.0,0.022846109020627815,0.25,0.25,1,0.015322378548267013,1,pt
nq1s,2022-02-25,2022-02-28,test,1.0,0.02294051824464053,0.25,0.25,1,0.003349670322190468,1,vert
nq1s,2022-02-28,2022-03-01,test,1.0,0.021792208874424363,0.25,0.25,1,-0.0156381782403624,0,sl
nq1s,2022-03-01,2022-03-02,test,1.0,0.020586813695642095,0.25,0.25,1,0.016689871836210957,1,pt
nq1s,2022-03-02,2022-03-03,test,-1.0,0.020964319810601734,0.25,0.25,1,0.014660182242353104,1,pt
nq1s,2022-03-03,2022-03-04,test,-1.0,0.02097881475685702,0.25,0.25,1,0.013595381490326464,1,pt
nq1s,2022-03-04,2022-03-07,test,1.0,0.019129588744722776,0.25,0.25,1,-0.03750067739677143,0,sl
nq1s,2022-03-07,2022-03-08,test,1.0,0.020350563976057612,0.25,0.25,1,-0.004035058086496401,0,vert
nq1s,2022-03-08,2022-03-09,test,1.0,0.02033218974243296,0.25,0.25,1,0.0352566518435149,1,pt
nq1s,2022-03-09,2022-03-10,test,1.0,0.02188273584602928,0.25,0.25,1,-0.010830193487323836,0,sl
nq1s,2022-03-10,2022-03-11,test,1.0,0.021190338597738737,0.25,0.25,1,-0.02163992345061405,0,sl
nq1s,2022-03-11,2022-03-14,test,1.0,0.021155922681658022,0.25,0.25,1,-0.018544989468064155,0,sl
nq1s,2022-03-14,2022-03-15,test,1.0,0.020474493480701343,0.25,0.25,1,0.03108708985004438,1,pt
nq1s,2022-03-15,2022-03-16,test,1.0,0.02190618332917998,0.25,0.25,1,0.03719469125261243,1,pt
nq1s,2022-03-16,2022-03-17,test,1.0,0.022829513217136915,0.25,0.25,1,0.011326367855709618,1,pt
nq1s,2022-03-17,2022-03-18,test,1.0,0.02302948946677562,0.25,0.25,1,0.021672484981846374,1,pt
nq1s,2022-03-18,2022-03-21,test,1.0,0.02255239512961334,0.25,0.25,1,-0.0029833142542045055,0,vert
nq1s,2022-03-21,2022-03-22,test,1.0,0.022371357309111394,0.25,0.25,1,0.019727914826204396,1,pt
nq1s,2022-03-22,2022-03-23,test,1.0,0.02257115585437343,0.25,0.25,1,-0.01412583594971617,0,sl
nq1s,2022-03-23,2022-03-24,test,1.0,0.021928102103505674,0.25,0.25,1,0.02192496712130576,1,pt
nq1s,2022-03-24,2022-03-25,test,-1.0,0.021227863301358743,0.25,0.25,1,0.0005418677500219626,1,vert
nq1s,2022-03-25,2022-03-28,test,-1.0,0.021033921898027396,0.25,0.25,1,-0.015553258898711286,0,sl
