instrument,date,t1,partition,side,sigma,pt,sl,h,ret,label,touch
es1s,2020-09-14,2020-09-17,train,1.0,0.013366948143854149,1.0,0.25,10,-0.006301430795796592,0,sl
es1s,2020-09-15,2020-09-16,train,1.0,0.013396425634143515,1.0,0.25,10,-0.004565537555786925,0,sl
es1s,2020-09-16,2020-09-17,train,1.0,0.01343400034858572,1.0,0.25,10,-0.00843320017802629,0,sl
es1s,2020-09-17,2020-09-18,train,1.0,0.013538183842812846,1.0,0.25,10,-0.010370038794780045,0,sl
es1s,2020-09-18,2020-09-21,train,1.0,0.013712919647133816,1.0,0.25,10,-0.01243874858512517,0,sl
es1s,2020-09-21,2020-09-23,train,1.0,0.01391468360921928,1.0,0.25,10,-0.013358778625200518,0,sl
es1s,2020-09-22,2020-09-23,train,1.0,0.013799520231472481,1.0,0.25,10,-0.02061074486661163,0,sl
es1s,2020-09-23,2020-09-25,train,1.0,0.014346163852419205,1.0,0.25,10,0.017330754349181854,1,pt
es1s,2020-09-24,2020-09-25,train,1.0,0.014035302778600893,1.0,0.25,10,0.015210006173785207,1,pt
es1s,2020-09-25,2020-09-28,train,1.0,0.0146065879845115,1.0,0.25,10,0.017872081530355688,1,pt
es1s,2020-09-28,2020-10-07,train,1.0,0.015213203554204455,1.0,0.25,10,0.018156007172940747,1,pt
es1s,2020-09-29,2020-10-05,train,1.0,0.015216137535713742,1.0,0.25,10,0.017772778402533662,1,pt
es1s,2020-09-30,2020-10-02,train,1.0,0.015137373571835143,1.0,0.25,10,-0.0038036992821441906,0,sl
es1s,2020-10-01,2020-10-02,train,1.0,0.014701272586719447,1.0,0.25,10,-0.008462623410327441,0,sl
es1s,2020-10-02,2020-10-05,train,1.0,0.012922723390595511,1.0,0.25,10,0.0160964288371932,1,pt
es1s,2020-10-05,2020-10-06,train,1.0,0.01321401569012759,1.0,0.25,10,-0.011715296196310176,0,sl
es1s,2020-10-06,2020-10-07,train,1.0,0.012277513484455868,1.0,0.25,10,0.015954670841764163,1,pt
es1s,2020-10-07,2020-10-09,train,1.0,0.012024453810908872,1.0,0.25,10,0.019520070448331817,1,pt
es1s,2020-10-08,2020-10-12,train,1.0,0.011389550007123822,1.0,0.25,10,0.027709090907911627,1,pt
es1s,2020-10-09,2020-10-12,train,1.0,0.011518546036909256,1.0,0.25,10,0.017130929243156956,1,pt
es1s,2020-10-12,2020-10-13,train,1.0,0.011669698569745927,1.0,0.25,10,-0.00792583681302228,0,sl
es1s,2020-10-13,2020-10-14,train,1.0,0.01183895017598214,1.0,0.25,10,-0.00677651758422082,0,sl
es1s,2020-10-14,2020-10-16,train,1.0,0.011910137080437021,1.0,0.25,10,-0.005386383222917179,0,sl
es1s,2020-10-15,2020-10-16,train,1.0,0.011705147314582859,1.0,0.25,10,-0.003812401095012463,0,sl
es1s,2020-10-16,2020-10-19,train,1.0,0.011431377786120205,1.0,0.25,10,-0.011408765975789437,0,sl
es1s,2020-10-19,2020-10-26,train,1.0,0.011363138656396822,1.0,0.25,10,-0.008545759987303003,0,sl
es1s,2020-10-20,2020-10-26,train,1.0,0.01129931889516392,1.0,0.25,10,-0.01128997013757782,0,sl
es1s,2020-10-21,2020-10-26,train,1.0,0.009967481986276018,1.0,0.25,10,-0.01136198106313413,0,sl
es1s,2020-10-22,2020-10-26,train,1.0,0.009973161546140892,1.0,0.25,10,-0.01616293397012969,0,sl
es1s,2020-10-23,2020-10-26,train,1.0,0.00957784097887067,1.0,0.25,10,-0.01687549793542542,0,sl
es1s,2020-10-26,2020-10-27,train,1.0,0.009809012955525146,1.0,0.25,10,-0.0030941505812771553,0,sl
es1s,2020-10-27,2020-10-28,train,1.0,0.009796483217076664,1.0,0.25,10,-0.035323677209482374,0,sl
es1s,2020-10-28,2020-11-03,train,1.0,0.012694620661080647,1.0,0.25,10,0.03002910984911189,1,pt
es1s,2020-10-29,2020-10-30,train,1.0,0.012969151234322601,1.0,0.25,10,-0.011355893708212328,0,sl
es1s,2020-10-30,2020-11-03,train,1.0,0.013074325324363442,1.0,0.25,10,0.029634734664953255,1,pt
es1s,2020-11-02,2020-11-03,train,1.0,0.012770649490047952,1.0,0.25,10,0.018482048173062093,1,pt
es1s,2020-11-03,2020-11-04,train,1.0,0.013244865602368368,1.0,0.25,10,0.02186523873453572,1,pt
es1s,2020-11-04,2020-11-05,train,1.0,0.013663795173276245,1.0,0.25,10,0.020305676855017385,1,pt
es1s,2020-11-05,2020-11-11,train,1.0,0.014244640203015612,1.0,0.25,10,0.018046936301576055,1,pt
es1s,2020-11-06,2020-11-11,train,1.0,0.014077236586961419,1.0,0.25,10,0.019210169251300035,1,pt
es1s,2020-11-09,2020-11-16,train,1.0,0.013822288409932873,1.0,0.25,10,0.022291196388031898,1,pt
es1s,2020-11-10,2020-11-16,train,1.0,0.013693381956766865,1.0,0.25,10,0.0231573001982055,1,pt
es1s,2020-11-11,2020-11-12,train,1.0,0.013667010289415221,1.0,0.25,10,-0.00994955156842725,0,sl
es1s,2020-11-12,2020-11-13,train,1.0,0.013886155274944426,1.0,0.25,10,0.014012738852566375,1,pt
es1s,2020-11-13,2020-11-18,train,1.0,0.014138699569460313,1.0,0.25,10,-0.004745951983024854,0,sl
es1s,2020-11-16,2020-11-17,train,1.0,0.01394007769382374,1.0,0.25,10,-0.004485233234422847,0,sl
es1s,2020-11-17,2020-11-18,train,1.0,0.014036406749423455,1.0,0.25,10,-0.011575518124592787,0,sl
es1s,2020-11-18,2020-11-24,train,1.0,0.014382346144698127,1.0,0.25,10,0.019004207575553655,1,pt
es1s,2020-11-19,2020-11-20,train,1.0,0.01437583947562142,1.0,0.25,10,-0.007192737431570118,0,sl
es1s,2020-11-20,2020-11-24,train,1.0,0.014517891837467175,1.0,0.25,10,0.022086234792286774,1,pt
es1s,2020-11-23,2020-11-24,train,1.0,0.013874980533405003,1.0,0.25,10,0.015869686803377858,1,pt
es1s,2020-11-24,2020-12-04,train,1.0,0.014104170909115777,1.0,0.25,10,0.01796159933741892,1,pt
es1s,2020-11-25,2020-12-02,train,1.0,0.010721148971464884,1.0,0.25,10,0.011027638017798047,1,pt
es1s,2020-11-27,2020-11-30,train,1.0,0.010624232096958605,1.0,0.25,10,-0.0036436133660697756,0,sl
es1s,2020-11-30,2020-12-01,train,1.0,0.010129578370625681,1.0,0.25,10,0.010280825226932189,1,pt
es1s,2020-12-01,2020-12-04,train,1.0,0.010111089537750384,1.0,0.25,10,0.010244502116620424,1,pt
es1s,2020-12-02,2020-12-14,train,1.0,0.009644789455969282,1.0,0.25,10,-0.005658190742567237,0,sl
es1s,2020-12-03,2020-12-04,train,1.0,0.008795702933083524,1.0,0.25,10,0.009141765587225459,1,pt
es1s,2020-12-04,2020-12-09,train,1.0,0.00799256215725067,1.0,0.25,10,-0.0068956192533914384,0,sl
es1s,2020-12-07,2020-12-09,train,1.0,0.008015305016388747,1.0,0.25,10,-0.004944794418078824,0,sl
es1s,2020-12-08,2020-12-09,train,-1.0,0.007690381700690617,1.0,0.25,10,0.007968665586841284,1,pt
es1s,2020-12-09,2020-12-11,train,1.0,0.007998793917698498,1.0,0.25,10,-0.003063308374129048,0,sl
es1s,2020-12-10,2020-12-11,train,1.0,0.007904097650173612,1.0,0.25,10,-0.0019762845851233335,0,sl
es1s,2020-12-11,2020-12-14,train,1.0,0.007488406882918615,1.0,0.25,10,-0.00402867872871171,0,sl
es1s,2020-12-14,2020-12-15,train,1.0,0.007019735009769647,1.0,0.25,10,0.012912087912943182,1,pt
es1s,2020-12-15,2020-12-22,train,1.0,0.007140072653392836,1.0,0.25,10,-0.0026444263629697984,0,sl
es1s,2020-12-16,2020-12-21,train,1.0,0.007024644587103556,1.0,0.25,10,-0.00216582064352,0,sl
es1s,2020-12-17,2020-12-18,train,1.0,0.006371356523478439,1.0,0.25,10,-0.0017507238570311223,0,sl
es1s,2020-12-18,2020-12-21,train,1.0,0.006408003831250367,1.0,0.25,10,-0.0055311973013013604,0,sl
es1s,2020-12-21,2020-12-22,train,1.0,0.006293724395411016,1.0,0.25,10,-0.002306179202313574,0,sl
es1s,2020-12-22,2020-12-28,train,1.0,0.0062796076041946505,1.0,0.25,10,0.013665102995890965,1,pt
es1s,2020-12-23,2020-12-28,train,1.0,0.005308176564605958,1.0,0.25,10,0.012494906965697217,1,pt
es1s,2020-12-24,2020-12-28,train,1.0,0.00531778711037497,1.0,0.25,10,0.00879566982120572,1,pt
es1s,2020-12-28,2020-12-29,train,1.0,0.0055865033507366815,1.0,0.25,10,-0.002012072433954404,0,sl
es1s,2020-12-29,2020-12-31,train,-1.0,0.005521411840663554,1.0,0.25,10,-0.007741935483954965,0,sl
es1s,2020-12-30,2020-12-31,train,-1.0,0.005116313375374161,1.0,0.25,10,-0.006591931262097006,0,sl
es1s,2021-01-04,2021-01-05,train,1.0,0.00641296110296553,1.0,0.25,10,0.00704177669463224,1,pt
es1s,2021-01-05,2021-01-07,train,1.0,0.006280910956361239,1.0,0.25,10,0.02077590264273299,1,pt
es1s,2021-01-06,2021-01-07,train,1.0,0.0063759557967903975,1.0,0.25,10,0.014703916590078636,1,pt
es1s,2021-01-07,2021-01-15,train,1.0,0.007078522294085211,1.0,0.25,10,-0.008760374127739334,0,sl
es1s,2021-01-08,2021-01-11,train,1.0,0.0067864937846869545,1.0,0.25,10,-0.0066797642426443815,0,sl
es1s,2021-01-11,2021-01-15,train,1.0,0.007033619810442283,1.0,0.25,10,-0.007845464136406743,0,sl
es1s,2021-01-12,2021-01-15,train,1.0,0.00698470009424886,1.0,0.25,10,-0.008499143498337913,0,sl
es1s,2021-01-13,2021-01-14,train,1.0,0.006844835057698706,1.0,0.25,10,-0.0032862306923241436,0,sl
es1s,2021-01-14,2021-01-15,train,1.0,0.0064659770793823795,1.0,0.25,10,-0.007649192220073542,0,sl
es1s,2021-01-15,2021-01-19,train,1.0,0.006774463614837153,1.0,0.25,10,0.007508804572657013,1,pt
es1s,2021-01-19,2021-01-20,train,1.0,0.006871058754834882,1.0,0.25,10,0.01437805038930029,1,pt
es1s,2021-01-20,2021-01-27,train,-1.0,0.00743986070840369,1.0,0.25,10,0.026202860858988486,1,pt
es1s,2021-01-21,2021-01-27,train,-1.0,0.007247342876762373,1.0,0.25,10,0.026456058242394387,1,pt
es1s,2021-01-22,2021-01-25,train,-1.0,0.007273437809641892,1.0,0.25,10,-0.0037165025739538393,0,sl
es1s,2021-01-25,2021-01-27,train,-1.0,0.007278575802206325,1.0,0.25,10,0.02708847602948039,1,pt
es1s,2021-01-26,2021-01-27,train,-1.0,0.00731764175661796,1.0,0.25,10,0.0255692908272237,1,pt
es1s,2021-01-27,2021-01-29,train,1.0,0.009423458544256873,1.0,0.25,10,-0.010415971156070625,0,sl
es1s,2021-01-28,2021-01-29,train,1.0,0.00961977779187469,1.0,0.25,10,-0.019580604617643993,0,sl
es1s,2021-01-29,2021-02-01,train,1.0,0.010660255911244684,1.0,0.25,10,0.01632818298264138,1,pt
es1s,2021-02-01,2021-02-02,train,1.0,0.011188862436104683,1.0,0.25,10,0.013941445928700169,1,pt
es1s,2021-02-02,2021-02-04,train,1.0,0.010964043190888922,1.0,0.25,10,0.012112878937261096,1,pt
es1s,2021-02-03,2021-02-05,train,1.0,0.010891780256860757,1.0,0.25,10,0.01484242186568796,1,pt
es1s,2021-02-04,2021-02-08,train,1.0,0.011045202138666955,1.0,0.25,10,0.011256307412343514,1,pt
es1s,2021-02-05,2021-02-12,train,1.0,0.010638075154598846,1.0,0.25,10,0.013079054183658734,1,pt
es1s,2021-02-11,2021-02-22,train,1.0,0.010531749775066743,1.0,0.25,10,-0.009841513291583559,0,sl
es1s,2021-02-12,2021-02-18,train,1.0,0.010497955325952412,1.0,0.25,10,-0.005469346221144811,0,sl
es1s,2021-02-16,2021-02-18,train,1.0,0.01028158616397142,1.0,0.25,10,-0.004646426069689569,0,sl
es1s,2021-02-17,2021-02-18,train,1.0,0.010212817753146213,1.0,0.25,10,-0.004709775968221419,0,sl
es1s,2021-02-18,2021-02-22,train,1.0,0.009867195782152775,1.0,0.25,10,-0.009208338661588988,0,sl
es1s,2021-02-19,2021-02-22,train,1.0,0.009882431234395837,1.0,0.25,10,-0.007558288495336241,0,sl
es1s,2021-02-22,2021-02-24,train,1.0,0.010024764647807395,1.0,0.25,10,0.012650058086439042,1,pt
es1s,2021-02-23,2021-02-24,train,1.0,0.00999810484764641,1.0,0.25,10,0.01147498710778061,1,pt
es1s,2021-02-24,2021-02-25,train,1.0,0.010282101679644166,1.0,0.25,10,-0.02409177820245889,0,sl
es1s,2021-02-25,2021-02-26,train,1.0,0.010076757581731387,1.0,0.25,10,-0.004898119122163758,0,sl
es1s,2021-02-26,2021-03-01,train,1.0,0.00996879827226728,1.0,0.25,10,0.023495438734855156,1,pt
es1s,2021-03-01,2021-03-02,train,1.0,0.010026320026627516,1.0,0.25,10,-0.00801538954974823,0,sl
es1s,2021-03-02,2021-03-03,train,1.0,0.009750804604557118,1.0,0.25,10,-0.013122171944716987,0,sl
es1s,2021-03-03,2021-03-04,train,1.0,0.009800131758932268,1.0,0.25,10,-0.01342765441818028,0,sl
es1s,2021-03-04,2021-03-05,train,1.0,0.0102443809561129,1.0,0.25,10,0.01951932014255986,1,pt
es1s,2021-03-08,2021-03-09,train,1.0,0.010913827767397351,1.0,0.25,10,0.014138901615826871,1,pt
es1s,2021-03-09,2021-03-11,train,1.0,0.011281149821585694,1.0,0.25,10,0.01639450074230453,1,pt
es1s,2021-03-10,2021-03-12,train,1.0,0.011372064393445224,1.0,0.25,10,0.011741306299952514,1,pt
es1s,2021-03-11,2021-03-18,train,1.0,0.011605160243816378,1.0,0.25,10,-0.005492373800837003,0,sl
es1s,2021-03-12,2021-03-18,train,1.0,0.011599226761517813,1.0,0.25,10,-0.006879853526095658,0,sl
es1s,2021-03-15,2021-03-18,train,1.0,0.011635432171071715,1.0,0.25,10,-0.013200277898702928,0,sl
es1s,2021-03-16,2021-03-18,train,1.0,0.011639929137904173,1.0,0.25,10,-0.011764705881634141,0,sl
es1s,2021-03-17,2021-03-18,train,1.0,0.011651253672364179,1.0,0.25,10,-0.01450737984084205,0,sl
es1s,2021-03-18,2021-03-24,train,1.0,0.012089296065546616,1.0,0.25,10,-0.006464413722205187,0,sl
es1s,2021-03-19,2021-03-24,train,1.0,0.012088830942606876,1.0,0.25,10,-0.004872107184321517,0,sl
es1s,2021-03-22,2021-03-23,train,1.0,0.01206293972523032,1.0,0.25,10,-0.007697201017790145,0,sl
es1s,2021-03-23,2021-03-24,train,1.0,0.01221330024519938,1.0,0.25,10,-0.004872107184321517,0,sl
es1s,2021-03-25,2021-03-26,train,1.0,0.01061217789216047,1.0,0.25,10,0.01647224714643869,1,pt
es1s,2021-03-26,2021-04-01,train,-1.0,0.011038616226052959,1.0,0.25,10,-0.011413077748336109,0,sl
es1s,2021-03-29,2021-04-01,train,-1.0,0.009872823133124983,1.0,0.25,10,-0.012882040918914095,0,sl
es1s,2021-03-30,2021-04-01,train,1.0,0.009692014839955822,1.0,0.25,10,0.015768475715520536,1,pt
es1s,2021-03-31,2021-04-01,train,1.0,0.009110454782757004,1.0,0.25,10,0.010712035285793009,1,pt
es1s,2021-04-01,2021-04-05,train,1.0,0.008520200269378235,1.0,0.25,10,0.014401496257734347,1,pt
es1s,2021-04-02,2021-04-05,train,1.0,0.0076537786418193424,1.0,0.25,10,0.014401496257734347,1,pt
es1s,2021-04-08,2021-04-09,train,-1.0,0.00725958823161935,1.0,0.25,10,-0.007459036437799327,0,sl
es1s,2021-04-09,2021-04-13,train,-1.0,0.007357331122734724,1.0,0.25,10,-0.003216409757671679,0,sl
es1s,2021-04-12,2021-04-13,train,-1.0,0.007307349326295698,1.0,0.25,10,-0.0030337964907032333,0,sl
es1s,2021-04-14,2021-04-15,train,-1.0,0.007377080270039946,1.0,0.25,10,-0.010806216609234198,0,sl
es1s,2021-04-15,2021-04-16,train,-1.0,0.006516480295184026,1.0,0.25,10,-0.0033033033053051497,0,sl
es1s,2021-04-19,2021-04-20,train,-1.0,0.006596877489248201,1.0,0.25,10,0.006978702925129809,1,pt
es1s,2021-04-20,2021-04-21,train,1.0,0.0065378681259845,1.0,0.25,10,0.00926935659793826,1,pt
es1s,2021-04-21,2021-04-22,train,-1.0,0.006422424818061201,1.0,0.25,10,0.008884086678767389,1,pt
es1s,2021-04-23,2021-04-26,train,-1.0,0.006497007822113893,1.0,0.25,10,-0.0019177753809178633,0,sl
es1s,2021-04-26,2021-04-29,train,-1.0,0.006431386095023204,1.0,0.25,10,-0.00574231367495881,0,sl
es1s,2021-04-27,2021-04-29,train,-1.0,0.006335620173028012,1.0,0.25,10,-0.005862646567261098,0,sl
es1s,2021-04-28,2021-04-29,train,-1.0,0.0063608641342026645,1.0,0.25,10,-0.006524992517046302,0,sl
es1s,2021-04-29,2021-04-30,train,-1.0,0.0061470797722887,1.0,0.25,10,0.006899012728772469,1,pt
es1s,2021-05-03,2021-05-04,train,1.0,0.005798448680862945,1.0,0.25,10,-0.006569909814274633,0,sl
es1s,2021-05-04,2021-05-06,train,1.0,0.006052495138268182,1.0,0.25,10,0.00865748812486511,1,pt
es1s,2021-05-05,2021-05-06,train,1.0,0.0060540716390073,1.0,0.25,10,0.008233173077088596,1,pt
es1s,2021-05-06,2021-05-07,train,1.0,0.006213520552647197,1.0,0.25,10,0.0073910711106448534,1,pt
es1s,2021-05-07,2021-05-10,train,-1.0,0.006210017332791007,1.0,0.25,10,0.00988107212639111,1,pt
es1s,2021-05-11,2021-05-12,train,1.0,0.00701016617847266,1.0,0.25,10,-0.02110340669119848,0,sl
es1s,2021-05-12,2021-05-13,train,1.0,0.008478735376863982,1.0,0.25,10,0.011887896517820629,1,pt
es1s,2021-05-13,2021-05-14,train,1.0,0.008557909026941025,1.0,0.25,10,0.015096177258371535,1,pt
es1s,2021-05-14,2021-05-17,train,1.0,0.009216694164191132,1.0,0.25,10,-0.002698488845372937,0,sl
es1s,2021-05-17,2021-05-18,train,1.0,0.009166958641186967,1.0,0.25,10,-0.008357885875951654,0,sl
es1s,2021-05-18,2021-05-19,train,1.0,0.009228121693013406,1.0,0.25,10,-0.0027892311428933114,0,sl
es1s,2021-05-19,2021-05-20,train,1.0,0.008980777709609835,1.0,0.25,10,0.010397665086285146,1,pt
es1s,2021-05-20,2021-05-24,train,-1.0,0.009078688294712194,1.0,0.25,10,-0.009508334836825227,0,sl
es1s,2021-05-21,2021-05-24,train,-1.0,0.008754407861296085,1.0,0.25,10,-0.010116216052592941,0,sl
es1s,2021-05-24,2021-06-02,train,-1.0,0.00904474717931628,1.0,0.25,10,-0.0029806259320053208,0,sl
es1s,2021-05-25,2021-05-27,train,-1.0,0.009057312554648318,1.0,0.25,10,-0.003225421097245773,0,sl
es1s,2021-05-28,2021-06-03,train,1.0,0.008801417839912675,1.0,0.25,10,-0.0026769779911582914,0,sl
es1s,2021-06-01,2021-06-10,train,1.0,0.008787759973821392,1.0,0.25,10,0.009408121947328096,1,pt
es1s,2021-06-02,2021-06-03,train,1.0,0.008648389045695896,1.0,0.25,10,-0.0035661218431640718,0,sl
es1s,2021-06-03,2021-06-04,train,1.0,0.008698062548669254,1.0,0.25,10,0.008827915301390599,1,pt
es1s,2021-06-04,2021-06-09,train,1.0,0.00872693720270668,1.0,0.25,10,-0.00230591852328188,0,sl
es1s,2021-06-07,2021-06-18,train,1.0,0.008573166937550374,1.0,0.25,10,-0.014955756357259986,0,sl
es1s,2021-06-08,2021-06-18,train,1.0,0.008248861170644866,1.0,0.25,10,-0.015014032655342069,0,sl
es1s,2021-06-09,2021-06-14,train,1.0,0.00796674832911304,1.0,0.25,10,0.008593101810944637,1,pt
es1s,2021-06-10,2021-06-16,train,1.0,0.0060427549894579114,1.0,0.25,10,-0.0037917466645164266,0,sl
es1s,2021-06-11,2021-06-16,train,1.0,0.005599090402542115,1.0,0.25,10,-0.005610180149886679,0,sl
es1s,2021-06-14,2021-06-15,train,1.0,0.004645882499302794,1.0,0.25,10,-0.002178649234993668,0,sl
es1s,2021-06-15,2021-06-16,train,1.0,0.004625336657354721,1.0,0.25,10,-0.005547031749925213,0,sl
es1s,2021-06-16,2021-06-18,train,1.0,0.0043568974165768435,1.0,0.25,10,-0.014122952765148633,0,sl
es1s,2021-06-17,2021-06-18,train,1.0,0.004269573993970899,1.0,0.25,10,-0.013947415276533426,0,sl
es1s,2021-06-18,2021-06-21,train,1.0,0.004979449935113452,1.0,0.25,10,0.014505838449638153,1,pt
es1s,2021-06-21,2021-06-24,train,1.0,0.005911570584026883,1.0,0.25,10,0.010026698308952309,1,pt
es1s,2021-06-22,2021-06-25,train,1.0,0.0056098665838181455,1.0,0.25,10,0.008262024193462114,1,pt
es1s,2021-06-23,2021-06-24,train,1.0,0.0055925372526865365,1.0,0.25,10,0.005789909015352146,1,pt
es1s,2021-06-24,2021-06-28,train,1.0,0.005704973604714187,1.0,0.25,10,0.0057565789470093165,1,pt
es1s,2021-06-25,2021-07-01,train,1.0,0.0057365387418699945,1.0,0.25,10,0.009247878257456321,1,pt
es1s,2021-06-28,2021-07-01,train,1.0,0.0057427117262587755,1.0,0.25,10,0.007066931434692947,1,pt
es1s,2021-06-29,2021-07-01,train,1.0,0.005726465396282861,1.0,0.25,10,0.006714152266271478,1,pt
es1s,2021-06-30,2021-07-02,train,1.0,0.005724665323981339,1.0,0.25,10,0.012650110762276068,1,pt
es1s,2021-07-01,2021-07-02,train,1.0,0.005684988980861086,1.0,0.25,10,0.007423302208903637,1,pt
es1s,2021-07-02,2021-07-06,val,1.0,0.005599000345822705,1.0,0.25,10,-0.002014852340169293,0,sl
es1s,2021-07-06,2021-07-08,val,1.0,0.005634099546070264,1.0,0.25,10,-0.004845408397269213,0,sl
es1s,2021-07-07,2021-07-08,val,1.0,0.005646771011182344,1.0,0.25,10,-0.008448761421224749,0,sl
es1s,2021-07-08,2021-07-09,val,1.0,0.006041919412418189,1.0,0.25,10,0.010897287269690192,1,pt
es1s,2021-07-09,2021-07-15,val,1.0,0.006377346124019042,1.0,0.25,10,-0.0018348623851521806,0,sl
es1s,2021-07-12,2021-07-13,val,1.0,0.006397088088722736,1.0,0.25,10,-0.0034845195927161177,0,sl
es1s,2021-07-13,2021-07-15,val,1.0,0.006496384825748672,1.0,0.25,10,-0.002120951562267104,0,sl
es1s,2021-07-14,2021-07-15,val,1.0,0.006443248760466268,1.0,0.25,10,-0.0036059756163229206,0,sl
es1s,2021-07-15,2021-07-16,val,1.0,0.006344342731056155,1.0,0.25,10,-0.007697610293901591,0,sl
es1s,2021-07-16,2021-07-19,val,1.0,0.006673197875158355,1.0,0.25,10,-0.015572536760088185,0,sl
es1s,2021-07-19,2021-07-20,val,1.0,0.00687914112307162,1.0,0.25,10,0.015113201998092629,1,pt
es1s,2021-07-20,2021-07-21,val,1.0,0.006940786803608587,1.0,0.25,10,0.008110300081357602,1,pt
es1s,2021-07-21,2021-07-23,val,1.0,0.007053395974372251,1.0,0.25,10,0.012067578439635351,1,pt
es1s,2021-07-22,2021-07-23,val,1.0,0.007031043853995208,1.0,0.25,10,0.009978208510384112,1,pt
es1s,2021-07-23,2021-07-27,val,1.0,0.0072230584101582755,1.0,0.25,10,-0.0019305019304868276,0,sl
es1s,2021-07-26,2021-08-02,val,-1.0,0.007212654097111798,1.0,0.25,10,0.007815597213655101,1,pt
es1s,2021-07-27,2021-07-29,val,-1.0,0.007339636128339345,1.0,0.25,10,-0.0039253612470593335,0,sl
es1s,2021-07-28,2021-07-29,val,-1.0,0.007344160700039581,1.0,0.25,10,-0.004096728307530606,0,sl
es1s,2021-07-29,2021-08-05,val,-1.0,0.0073708369201816075,1.0,0.25,10,-0.0022100073670563436,0,sl
es1s,2021-07-30,2021-08-03,val,-1.0,0.00745087637597805,1.0,0.25,10,-0.0058093176898899035,0,sl
es1s,2021-08-02,2021-08-03,val,1.0,0.007319149928181567,1.0,0.25,10,0.008048404589619418,1,pt
es1s,2021-08-04,2021-08-06,val,1.0,0.007554359018998655,1.0,0.25,10,0.00790716195477259,1,pt
es1s,2021-08-06,2021-08-11,val,-1.0,0.006987672038041482,1.0,0.25,10,-0.002483350266008877,0,sl
es1s,2021-08-09,2021-08-11,val,-1.0,0.006960101149892089,1.0,0.25,10,-0.0033327684592070472,0,sl
es1s,2021-08-10,2021-08-11,val,-1.0,0.006894633897041103,1.0,0.25,10,-0.0023702031608610064,0,sl
es1s,2021-08-12,2021-08-17,val,1.0,0.0068386073402431575,1.0,0.25,10,-0.00246941295393166,0,sl
es1s,2021-08-13,2021-08-17,val,1.0,0.006510608576016924,1.0,0.25,10,-0.004257703081804842,0,sl
es1s,2021-08-16,2021-08-17,val,-1.0,0.0050734116191739455,1.0,0.25,10,0.006817165848566842,1,pt
es1s,2021-08-17,2021-08-18,val,1.0,0.004579865338810925,1.0,0.25,10,-0.011027343309766957,0,sl
es1s,2021-08-18,2021-08-20,val,1.0,0.005098460506402035,1.0,0.25,10,0.009671179883870007,1,pt
es1s,2021-08-19,2021-08-20,val,1.0,0.005091896857591864,1.0,0.25,10,0.008065432239410253,1,pt
es1s,2021-08-20,2021-08-23,val,1.0,0.004921536795983995,1.0,0.25,10,0.008677034033305553,1,pt
es1s,2021-08-23,2021-08-26,val,1.0,0.005240550247709787,1.0,0.25,10,-0.002010948497507159,0,sl
es1s,2021-08-24,2021-08-26,val,1.0,0.005098902497109458,1.0,0.25,10,-0.003569436697939299,0,sl
es1s,2021-08-26,2021-08-27,val,1.0,0.005280306163716493,1.0,0.25,10,0.008731669090994432,1,pt
es1s,2021-08-30,2021-09-02,val,-1.0,0.005371259183172209,1.0,0.25,10,-0.002209822662159855,0,sl
es1s,2021-08-31,2021-09-02,val,-1.0,0.005183586687262425,1.0,0.25,10,-0.0032629133963790746,0,sl
es1s,2021-09-01,2021-09-02,val,-1.0,0.005010688436954602,1.0,0.25,10,-0.003096488804494868,0,sl
es1s,2021-09-02,2021-09-08,val,-1.0,0.004908482025616316,1.0,0.25,10,0.005016261508750008,1,pt
es1s,2021-09-03,2021-09-09,val,-1.0,0.0049169283609382065,1.0,0.25,10,0.009317455066554459,1,pt
es1s,2021-09-07,2021-09-08,val,1.0,0.005002993678323853,1.0,0.25,10,-0.0014936106649536818,0,sl
es1s,2021-09-08,2021-09-09,val,1.0,0.0050352036090987925,1.0,0.25,10,-0.0044875346244350744,0,sl
es1s,2021-09-09,2021-09-10,val,1.0,0.005163878140921863,1.0,0.25,10,-0.007568590349979587,0,sl
es1s,2021-09-10,2021-09-14,val,1.0,0.005434468709058487,1.0,0.25,10,-0.0031520718953003124,0,sl
es1s,2021-09-13,2021-09-14,val,1.0,0.005446609817941069,1.0,0.25,10,-0.005549949545476607,0,sl
es1s,2021-09-14,2021-09-15,val,1.0,0.005552940247269605,1.0,0.25,10,0.00839957156708171,1,pt
es1s,2021-09-15,2021-09-16,val,1.0,0.005655191987213971,1.0,0.25,10,-0.0017330053678279445,0,sl
es1s,2021-09-16,2021-09-17,val,1.0,0.0050018332018590935,1.0,0.25,10,-0.00952007616187256,0,sl
es1s,2021-09-17,2021-09-20,val,-1.0,0.005515706296805892,1.0,0.25,10,0.016622378015744954,1,pt
es1s,2021-09-22,2021-09-23,val,-1.0,0.006439991742697211,1.0,0.25,10,-0.01231751824623295,0,sl
es1s,2021-09-23,2021-09-28,val,1.0,0.007061340359464435,1.0,0.25,10,-0.021293375393585223,0,sl
es1s,2021-09-24,2021-09-27,val,1.0,0.006959694740322494,1.0,0.25,10,-0.0028679075535669174,0,sl
es1s,2021-09-27,2021-09-28,val,1.0,0.006662399609108794,1.0,0.25,10,-0.020189487930389438,0,sl
