instrument,auc_mean,auc_std,logloss,brier,n_events
cl1s,0.6284742857142858,0.10239103766399356,0.6542182739802356,0.2297620513578106,2025
ho1s,0.5160243902439025,0.22288505418727114,0.7376788998589101,0.2693797791287854,305
