feature,coef_abs,coef_signed
f11_crude_stock_surprise,0.1433099671245888,-0.1433099671245888
f2_vol_10,0.13771817723230914,0.13771817723230914
f2_ret_skew_60,0.1368840197685793,0.1368840197685793
f11_china_pmi_level,0.13229653969137092,-0.13229653969137092
f1_mr_score_10,0.12509118329178537,0.12509118329178537
f8_dow_cos,0.12223555210615591,0.12223555210615591
f11_dxy_5d_change,0.11822746409505139,0.11822746409505139
hmm_macro_entropy,0.11090152047992743,0.11090152047992743
f11_move_z,0.10872556827182552,-0.10872556827182552
f11_baltic_5d_change,0.10219156899094961,0.10219156899094961
f1_ret_reversal_10,0.10157728408754223,0.10157728408754223
f7_oi_change,0.08596267121345823,-0.08596267121345823
f12_mra_energy_D3,0.08439378858719822,-0.08439378858719822
f1_dist_ma_sigma_40,0.0827877948301095,-0.0827877948301095
f12_mra_energy_D1,0.08149155444809408,0.08149155444809408
f11_bund_10y_5d_change,0.07894656898644294,-0.07894656898644294
f15_ewma_implied_corr_z,0.0788238531913142,-0.0788238531913142
f11_ism_pmi_3m_change,0.07807248034107057,0.07807248034107057
f11_dist_stock_surprise,0.07739978095865609,0.07739978095865609
f10_oto_ret,0.07685029758867472,-0.07685029758867472
f11_ig_oas_z,0.07378698860942288,-0.07378698860942288
f5_trailing_run_length,0.07081655990739992,-0.07081655990739992
f2_vol_of_vol_20,0.06994835077524948,-0.06994835077524948
f11_ust_10y_5d_change,0.06892697020032426,0.06892697020032426
f12_mra_energy_D2,0.06881585910706196,-0.06881585910706196
f11_be_5d_change,0.06431305845849039,-0.06431305845849039
f2_vol_60,0.06096165557429999,0.06096165557429999
f13_realized_semi_vol_ratio,0.06021839729929322,0.06021839729929322
f11_copper_stock_z,0.05797491501193405,0.05797491501193405
f13_expected_hit_time,0.05647804798344557,-0.05647804798344557
f11_eurusd_5d_change,0.054489917922050074,-0.054489917922050074
f12_mra_energy_D5,0.05136899309180272,0.05136899309180272
f5_sign_agree_mr,0.05085113564501251,0.05085113564501251
f11_skew_z,0.05041202998019672,0.05041202998019672
f13_path_tortuosity_20d,0.0500629701006308,-0.0500629701006308
f11_ism_pmi_level,0.049154852974908576,0.049154852974908576
f11_real_yield_10y,0.04857078348103243,0.04857078348103243
f11_vix_level_z,0.04845156575682815,-0.04845156575682815
f2_atr_14,0.04759780268945975,0.04759780268945975
f11_vix_5d_change,0.04626948177148064,0.04626948177148064
f11_baltic_dry_z,0.04487504362373196,0.04487504362373196
f11_dxy_z,0.04424143125974319,-0.04424143125974319
f6_macd_hist_12_26_9,0.042556240229718933,-0.042556240229718933
f7_oi_price_div_20,0.0416968954030514,-0.0416968954030514
f11_gasoline_stock_surprise,0.041639727765969844,0.041639727765969844
f7_volume_trend_20,0.040709944368450324,0.040709944368450324
f11_hy_oas_z,0.03876558393585688,-0.03876558393585688
f2_ret_kurt_60,0.03574904045977683,-0.03574904045977683
f1_mr_score_40,0.03504477941071828,-0.03504477941071828
f1_dist_ma_sigma_10,0.030546546508446713,0.030546546508446713
f12_mra_energy_D4,0.03001849804635196,0.03001849804635196
hmm_vol_p0_calm,0.028646243051907074,0.028646243051907074
f1_mr_score_20,0.027394857894076398,0.027394857894076398
hmm_vol_entropy,0.02719956912660081,0.02719956912660081
f11_ng_stock_surprise,0.02704487986166675,0.02704487986166675
f1_bb_bandwidth_20,0.026935073408367555,0.026935073408367555
f1_dist_ma_sigma_20,0.025664285444503058,-0.025664285444503058
f11_global_pmi_breadth,0.025029565889182103,-0.025029565889182103
hmm_macro_p0,0.024605084206864355,-0.024605084206864355
f4_pc3,0.023225769422229925,0.023225769422229925
f1_bb_pctb_20,0.02153213990771705,-0.02153213990771705
hmm_vol_p2_turbulent,0.02152663267742903,0.02152663267742903
f2_vol_pctile_20,0.021345507005408104,0.021345507005408104
f6_donchian_pos_20,0.020955383599572684,-0.020955383599572684
f1_rsi_14,0.02030871000969668,-0.02030871000969668
f1_hilo_pos_40,0.01974659163853278,0.01974659163853278
f8_month_cos,0.019333112914994798,0.019333112914994798
f8_month_sin,0.018113068444721072,0.018113068444721072
f7_volume_z_20,0.01789380093255132,0.01789380093255132
f6_ts_momentum_60,0.016566610196481136,-0.016566610196481136
f2_vol_ratio_20_60,0.016563485336802308,-0.016563485336802308
f7_oi_z_20,0.015420702040452492,0.015420702040452492
f4_pc1,0.01429687162502133,-0.01429687162502133
f6_ts_momentum_20,0.01273731996012773,-0.01273731996012773
f11_vix_term_slope,0.011813484853510869,-0.011813484853510869
f1_hilo_pos_20,0.011470849236624484,-0.011470849236624484
f11_hy_oas_5d_change,0.010851197625463122,-0.010851197625463122
f6_adx_14,0.010776064507942912,-0.010776064507942912
f6_macd_12_26,0.0106986818866374,-0.0106986818866374
f11_ust_bund_spread,0.009449647221192119,-0.009449647221192119
f10_hl_range,0.009328319113383042,-0.009328319113383042
f11_breakeven_10y,0.009207147189467305,-0.009207147189467305
f13_prob_timeout,0.009179935837434757,-0.009179935837434757
f1_ret_reversal_20,0.008950928747318029,0.008950928747318029
f8_dow_sin,0.00858722500682701,-0.00858722500682701
f2_vol_20,0.008290760501064465,-0.008290760501064465
f10_oto_ret_mean_20,0.008237775680195712,-0.008237775680195712
f5_long_bias_20,0.008019582687437523,-0.008019582687437523
f11_hy_ig_ratio,0.007896767467604366,-0.007896767467604366
f5_participation_20,0.007795474518818217,0.007795474518818217
f4_pc4,0.006301399917784095,-0.006301399917784095
f6_ma_cross_20_60,0.006112119272215068,-0.006112119272215068
f11_move_vix_ratio,0.005573064093727883,-0.005573064093727883
f1_hilo_pos_10,0.004929002715613409,0.004929002715613409
f1_ret_reversal_40,0.0033989727385920444,-0.0033989727385920444
f2_garman_klass_20,0.001747917982288903,0.001747917982288903
f4_pc2,0.0016197598785545274,0.0016197598785545274
f7_oi_level,0.0015714609542374493,-0.0015714609542374493
f5_signal,0.0012461580317114185,-0.0012461580317114185
f11_us_2s10s_slope,0.0002898906999852796,0.0002898906999852796
f2_parkinson_20,0.0002464712501775061,0.0002464712501775061
