feature,mean_shap_mag,pc1_loading,cluster,pca_pc1_var_explained
f13_prob_timeout,0.014243690673219463,0.4482361934331629,C3_f6,0.6652606057477695
f6_ts_momentum_60,0.007650731158627186,-0.3507673790268243,C3_f6,0.6652606057477695
f13_expected_hit_time,0.006820653324296844,0.37455654235736785,C3_f6,0.6652606057477695
f1_ret_reversal_40,0.0026049782099685846,0.41570928140462204,C3_f6,0.6652606057477695
f6_ma_cross_20_60,0.0024738778245827295,-0.4367367817165465,C3_f6,0.6652606057477695
f2_vol_ratio_20_60,0.002333894093669345,0.41497076298748975,C3_f6,0.6652606057477695
