feature,cluster,mean_coef_abs,pc1_loading,pca_pc1_var_explained,pc2_loading,pca_pc2_var_explained
f12_mra_energy_D1,C14_f12,0.08149155444809408,-0.7071067811865474,0.8887010494349862,0.7071067811865477,0.11129895056501381
f12_mra_energy_D2,C14_f12,0.06881585910706196,0.7071067811865477,0.8887010494349862,0.7071067811865474,0.11129895056501381
