feature,cluster,mean_coef_abs,pc1_loading,pca_pc1_var_explained,pc2_loading,pca_pc2_var_explained,pc3_loading,pca_pc3_var_explained
f2_vol_10,C3_f2,0.02517291626197392,0.30222766935803813,0.6639795265672555,0.15738275236743976,0.14167514189762373,-0.06262621283340913,0.06573828871002042
f2_vol_20,C3_f2,0.037585738551546864,0.34698445700026936,0.6639795265672555,0.1369532390465806,0.14167514189762373,0.1730883782971586,0.06573828871002042
f2_vol_60,C3_f2,0.09928021591031198,0.31308919623138665,0.6639795265672555,-0.278045593091627,0.14167514189762373,0.32309587983657334,0.06573828871002042
f2_vol_of_vol_20,C3_f2,0.04858920866353085,0.28331792126526034,0.6639795265672555,-0.1925120049893756,0.14167514189762373,0.6306192859643333,0.06573828871002042
f2_parkinson_20,C3_f2,0.017263603138746256,0.3397304695988158,0.6639795265672555,0.2697818515650864,0.14167514189762373,0.0008339305515691748,0.06573828871002042
f2_garman_klass_20,C3_f2,0.01304253100456979,0.33253889637222495,0.6639795265672555,0.2923503074817776,0.14167514189762373,-0.023665248616243577,0.06573828871002042
f2_atr_14,C3_f2,0.04495771531960693,0.25810298980447677,0.6639795265672555,0.35465665066426344,0.14167514189762373,-0.35885165302653976,0.06573828871002042
f7_oi_level,C3_f2,0.038772726328702364,-0.2224066819792137,0.6639795265672555,0.4365270410045058,0.14167514189762373,0.31031812963671973,0.06573828871002042
f10_hl_range_mean_20,C3_f2,0.025433006457218476,0.35002937635267856,0.6639795265672555,0.21997859886754131,0.14167514189762373,-0.009799105738652652,0.06573828871002042
f11_move_vix_ratio,C3_f2,0.041240243967135,-0.2648033559745016,0.6639795265672555,0.34050011682075476,0.14167514189762373,0.48238821808140414,0.06573828871002042
f11_ust_bund_spread,C3_f2,0.04373529995292846,-0.27430668313631396,0.6639795265672555,0.450760684895435,0.14167514189762373,0.07496488549110436,0.06573828871002042
