feature,cluster,mean_shap_mag,pc1_loading,pca_pc1_var_explained,pc2_loading,pca_pc2_var_explained
f7_oi_change,C14_f7,0.006692130986898198,0.707106781186548,0.6185621273648145,-0.707106781186547,0.3814378726351854
f7_oi_z_20,C14_f7,0.020280957427261596,0.707106781186547,0.6185621273648145,0.707106781186548,0.3814378726351854
