feature,cluster,mean_shap_mag,pc1_loading,pca_pc1_var_explained,pc2_loading,pca_pc2_var_explained,pc3_loading,pca_pc3_var_explained
f1_ret_reversal_20,C2_f1,0.0017891333622972383,-0.30276388416117245,0.6526063211730809,-0.2673694105632352,0.10812952809365947,-0.03435786568641736,0.08436114487998361
f1_dist_ma_sigma_40,C2_f1,0.0035282723538710885,0.31998689912563794,0.6526063211730809,0.05026491743886073,0.10812952809365947,-0.009499141768064125,0.08436114487998361
f1_ret_reversal_40,C2_f1,0.004960133661241661,-0.29428745224683106,0.6526063211730809,0.17819638577410662,0.10812952809365947,-0.31356920454231907,0.08436114487998361
f1_hilo_pos_40,C2_f1,0.0046022454095805375,0.3008846349532862,0.6526063211730809,0.05811800562037883,0.10812952809365947,-0.09043184815364769,0.08436114487998361
f1_rsi_14,C2_f1,0.00292090357768846,0.3170450090098632,0.6526063211730809,0.15251819556835167,0.10812952809365947,-0.09358485817056424,0.08436114487998361
f2_ret_skew_60,C2_f1,0.01417450350078811,0.22881457028136268,0.6526063211730809,-0.3901635018332327,0.10812952809365947,-0.4642010360978204,0.08436114487998361
f2_ret_kurt_60,C2_f1,0.02067897327470371,-0.18528478376099422,0.6526063211730809,0.47042288069922206,0.10812952809365947,0.4936207249864422,0.08436114487998361
f6_ts_momentum_20,C2_f1,0.003520294487202788,0.309668151144714,0.6526063211730809,0.3021818911102893,0.10812952809365947,-0.09392677080664251,0.08436114487998361
f6_ts_momentum_60,C2_f1,0.01488033096907244,0.27545179093714267,0.6526063211730809,-0.315742559776569,0.10812952809365947,0.21711651502552268,0.08436114487998361
f6_ma_cross_20_60,C2_f1,0.009188352311408627,0.24095092855768868,0.6526063211730809,-0.37078864476648515,0.10812952809365947,0.4427733257681052,0.08436114487998361
f6_macd_12_26,C2_f1,0.0026176480588717354,0.23532563927003317,0.6526063211730809,-0.028322279214980053,0.10812952809365947,0.2870251396998558,0.08436114487998361
f10_oto_ret_mean_20,C2_f1,0.0018493558488868159,0.2945872965034505,0.6526063211730809,0.2248200898369142,0.10812952809365947,0.08715033873360083,0.08436114487998361
f13_realized_semi_vol_ratio,C2_f1,0.005385280275417337,0.26384922898218033,0.6526063211730809,0.337980227692258,0.10812952809365947,-0.28694065710574895,0.08436114487998361
