date,instrument,f9_xsect_rank,f9_xsection_universe_size,f9_pair_corr_mean,f9_dist_lead_lag_centroid,f9_asset_class_dispersion_z,f9_ewma_implied_corr_z
2020-03-30,es1s,-0.4,11.0,0.853007829021538,,-0.1547297158404644,2.2054949541446294
2020-04-01,es1s,0.19999999999999996,11.0,0.85453620180747,,-0.6470239795137104,2.169227907656738
2020-04-02,es1s,0.19999999999999996,11.0,0.8545578712153192,,0.2266670689128224,2.253089624595504
2020-04-03,es1s,-0.19999999999999996,11.0,0.8543229835352988,,-0.4254023696664127,2.1190101279401032
2020-04-06,es1s,-0.6,11.0,0.8612455538744521,,-0.17192208921671354,2.2165996374668233
2020-04-07,es1s,-0.4,11.0,0.8597361322129237,,0.19149956137850868,2.1296192345904363
2020-04-08,es1s,-0.6,11.0,0.8556193505769145,,0.9099362621521431,2.0028851158827425
2020-04-09,es1s,-0.6,11.0,0.8557066867224594,,-0.3468097464350063,1.9558968393029326
2020-04-14,es1s,-0.19999999999999996,11.0,0.8544476921597555,,0.5342380762850847,1.8043936538780492
2020-04-15,es1s,0.0,11.0,0.8550064966766194,,0.3780838268215779,1.8388867820670214
2020-04-16,es1s,-0.19999999999999996,11.0,0.8547467127388344,,-0.4392405865847764,1.8054426339652347
2020-04-17,es1s,-0.19999999999999996,11.0,0.8545326084602572,,-0.07219013156816793,1.758755372496668
2020-04-20,es1s,-0.4,11.0,0.851555419178337,,0.43444623562009865,1.6592776359352244
2020-04-21,es1s,-1.0,11.0,0.8528701413494959,,-0.47318337256521326,1.729962421138539
2020-04-22,es1s,-0.6,11.0,0.8536937795203412,,-0.6915781883597645,1.7854779158101428
2020-04-23,es1s,-0.8,11.0,0.8532784008626358,,-0.39992859662495256,1.731512387276236
2020-04-24,es1s,-0.6,11.0,0.849878149109236,,0.9355319664633648,1.6517623101631984
2020-04-29,es1s,-0.6,11.0,0.8493681890674654,,-0.5393029144139047,1.5688595502075786
2020-04-30,es1s,-0.6,11.0,0.8493741878829402,,-0.07247736647958712,1.4645203621063618
2020-05-01,es1s,-0.5555555555555556,10.0,0.9680356731370511,,-0.9887883140640636,1.4837446335895732
2020-05-04,es1s,-0.6,11.0,0.8459497295954002,,1.1328628187475585,1.4479372199205833
2020-05-05,es1s,-0.4,11.0,0.8460976788328776,,-0.5600398908788919,1.4637941044391425
2020-05-06,es1s,-0.6,11.0,0.8460184119643626,,-0.4234372274238584,1.4635616017698934
2020-05-07,es1s,-0.19999999999999996,11.0,0.846605912451473,,-1.022861172324901,1.486873165928743
2020-05-11,es1s,-0.6,11.0,0.8467160911722516,,-0.4373168317602901,1.4717441419210386
2020-05-12,es1s,-0.19999999999999996,11.0,0.8450504435783877,,0.21097331589897175,1.4536574846616122
2020-05-13,es1s,-0.4,11.0,0.8451747243499552,,-0.23119236240323465,1.4626210560268793
2020-05-14,es1s,0.0,11.0,0.8427070531812972,,0.5081247765967987,1.478007830469577
2020-05-15,es1s,0.3999999999999999,11.0,0.8425483048165165,,-0.9337031501260463,1.4158791378292452
2020-05-18,es1s,0.19999999999999996,11.0,0.8443354633719888,,0.159576257999394,1.5630240950922147
2020-05-20,es1s,0.6000000000000001,11.0,0.8446907726462323,,-0.9912608646858613,1.5022649224920475
2020-05-21,es1s,0.19999999999999996,11.0,0.8448764202445356,,-1.0678766815549858,1.5047305443621868
2020-05-22,es1s,0.19999999999999996,11.0,0.844948897261022,,-1.0655640120144445,1.4773956797716152
2020-05-26,es1s,0.3999999999999999,11.0,0.8446758296795811,,-0.5128147867975706,1.4351808360745055
2020-05-27,es1s,0.19999999999999996,11.0,0.8445371902628227,,-0.6107258701187425,1.3637308856369137
2020-05-28,es1s,0.3999999999999999,11.0,0.8437401441608149,,-0.33242993818833766,1.337753016627874
2020-05-29,es1s,0.3999999999999999,11.0,0.8430146444470177,,0.05365260084693309,1.2996098235293623
2020-06-01,es1s,0.3999999999999999,11.0,0.8426717203047827,,-0.48641529738430844,1.2712679669450166
2020-06-02,es1s,0.3999999999999999,11.0,0.8425941171290142,,-0.6917168335597562,1.2248607034466121
2020-06-03,es1s,0.19999999999999996,11.0,0.8415446788239478,,0.44294594780323426,1.1620830364819077
2020-06-04,es1s,0.19999999999999996,11.0,0.8415055170722961,,-0.9862467146310208,1.1408664471585355
2020-06-05,es1s,0.0,11.0,0.8423662712365896,,-0.18355267753056084,1.0293673466542013
2020-06-08,es1s,0.0,11.0,0.8415445520095761,,-0.29473113535283296,1.0182747531155873
2020-06-09,es1s,0.19999999999999996,11.0,0.8411537219995515,,-0.10015404369584108,0.9767570917524522
2020-06-10,es1s,0.19999999999999996,11.0,0.8402857890894351,,-0.007098556474557384,0.9303748111050182
2020-06-11,es1s,0.3999999999999999,11.0,0.8447280818003207,,-0.614183543482054,1.0407337401335728
2020-06-12,es1s,0.19999999999999996,11.0,0.8442533879123442,,-0.5859799611529629,1.0046818647995739
2020-06-15,es1s,-0.19999999999999996,11.0,0.8440289820325872,,-0.16036854634174544,0.9611605657194332
2020-06-16,es1s,0.19999999999999996,11.0,0.8443121312706301,,-0.18435418705348758,0.9763546561624241
2020-06-17,es1s,0.19999999999999996,11.0,0.8439682407438651,,-0.6786258171515138,0.9584587961131318
2020-06-18,es1s,0.19999999999999996,11.0,0.8439733337323019,,-1.187197924047318,0.9485972561675218
2020-06-19,es1s,0.19999999999999996,11.0,0.8427751086581217,,0.25846206817610967,0.8459431966264384
2020-06-22,es1s,0.19999999999999996,11.0,0.8413625639934446,,1.221204464287285,0.8517169678761604
2020-06-23,es1s,0.19999999999999996,11.0,0.8405883252899303,,0.053463585871897076,0.8380308970273559
2020-06-24,es1s,0.3999999999999999,11.0,0.8416514171802376,,-0.35278453509071367,0.9757435956320397
2020-06-25,es1s,0.3999999999999999,11.0,0.8417747032093919,,-1.459319319397806,0.9476737636744405
2020-06-26,es1s,0.3999999999999999,11.0,0.8416295217988969,,-0.19764893117706422,0.9022675865141188
2020-06-29,es1s,0.3999999999999999,11.0,0.8418548921910163,,-1.3915663578680084,0.9428701905149964
2020-06-30,es1s,0.6000000000000001,11.0,0.8416960908479114,,0.037744463792326,0.9825044599263673
2020-07-01,es1s,0.3999999999999999,11.0,0.8415304497469622,,0.011881954696916676,0.9486439423645723
2020-07-02,es1s,0.3999999999999999,11.0,0.8407566364255334,,0.6462489433030929,0.9542264540174331
2020-07-08,es1s,0.8,11.0,0.8404926008081589,,0.8456662005701628,0.8656354810619102
2020-07-10,es1s,0.0,11.0,0.8404378428991763,,-1.3928816426345385,0.9016965141404945
2020-07-13,es1s,0.8,11.0,0.8380733457560219,,2.264328912526937,0.7926054939687607
2020-07-16,es1s,0.3999999999999999,11.0,0.8365814509113234,,-0.43184462451560846,0.6993468032458137
2020-07-17,es1s,0.19999999999999996,11.0,0.8367654083258789,,-0.5582616473801076,0.6916574518909079
2020-07-20,es1s,-0.4,11.0,0.8370871917003535,,0.8544070233945338,0.6697365212877399
2020-07-21,es1s,-0.19999999999999996,11.0,0.8361953466875912,,-0.20330094642276936,0.5832546073578859
2020-07-22,es1s,0.0,11.0,0.8353467350544221,,-0.08516337554495759,0.5447583540626363
2020-07-23,es1s,0.3999999999999999,11.0,0.8346597142827579,,0.9037557273202942,0.4789022452560788
2020-07-24,es1s,0.6000000000000001,11.0,0.8354240531926456,,-0.2699389933784741,0.4795565065433768
2020-07-28,es1s,0.6000000000000001,11.0,0.8348469488677073,,-0.2449769214931741,0.44747218779781056
2020-07-29,es1s,0.19999999999999996,11.0,0.8341686833442702,,-0.05834678496249042,0.40486405198152725
2020-07-30,es1s,0.19999999999999996,11.0,0.8317538787243985,,3.0218387582329638,0.3800326837653849
2020-07-31,es1s,0.0,11.0,0.83170121371389,,-0.42294161579171236,0.3562102178705535
2020-08-03,es1s,0.19999999999999996,11.0,0.8315488699701385,,-0.3422404988773125,0.3840539307861999
2020-08-04,es1s,0.0,11.0,0.8316478707152783,,-1.1418582639298893,0.3739413253195155
2020-08-05,es1s,-0.19999999999999996,11.0,0.8317906893512376,,-1.1413123493734565,0.37967741620935425
2020-08-06,es1s,-0.19999999999999996,11.0,0.8311874791609668,,0.7334647821696549,0.3704996932186945
2020-08-07,es1s,-0.19999999999999996,11.0,0.8307032806919158,,-0.051569228062234365,0.3212420215558718
2020-08-11,es1s,-0.19999999999999996,11.0,0.8281578573812496,,2.5917025620711023,0.3305571557148075
2020-08-12,es1s,-0.19999999999999996,11.0,0.8283762357378333,,-0.298822631229543,0.3252910173175772
2020-08-13,es1s,0.0,11.0,0.8280287344561243,,-0.5958394378199215,0.2912943341102032
2020-08-17,es1s,0.19999999999999996,11.0,0.8252572638368751,,-0.2616560220853781,0.28307712261539475
2020-08-18,es1s,0.0,11.0,0.8233421685216736,,0.3936380313130367,0.26296608618585493
2020-08-19,es1s,0.0,11.0,0.8230844639823204,,0.28260405845604,0.26740223623091136
2020-08-20,es1s,-0.19999999999999996,11.0,0.8196504342355468,,0.954908136622577,0.23711613999777684
2020-08-21,es1s,-0.4,11.0,0.8222691690170446,,-0.2529069842650624,0.2021203790168299
2020-08-25,es1s,-0.19999999999999996,11.0,0.8242983102050371,,-0.9777271463499712,0.2006766780068492
2020-08-26,es1s,-0.19999999999999996,11.0,0.8237141403630919,,-0.023194711454789844,0.21061143833645388
2020-08-27,es1s,-0.19999999999999996,11.0,0.8218573738492383,,-0.6956904398763678,0.19294035507287763
2020-08-28,es1s,-0.19999999999999996,11.0,0.8208296274537401,,-0.764043419082999,0.19570695436878002
2020-08-31,es1s,-0.4,11.0,0.8068619400125365,,0.9633010064742752,0.18141720444900256
2020-09-01,es1s,-0.4,11.0,0.8117470534185391,,-0.19781849883153058,0.15311166410867555
2020-09-02,es1s,-0.6,11.0,0.8099620032953774,,-0.7279314931079636,-0.16864042916853134
2020-09-03,es1s,-0.4,11.0,0.7679768902585209,,2.514590365885448,-0.06268487031745448
2020-09-04,es1s,-0.19999999999999996,11.0,0.7936533981471547,,-0.7162308198827223,-0.11139044702008001
2020-09-08,es1s,-0.4,11.0,0.7856185177813598,,1.5187111425398971,0.18387429232280678
2020-09-09,es1s,-0.19999999999999996,11.0,0.7847993200586432,,-0.38361284533573164,0.28893811381745327
2020-09-10,es1s,0.19999999999999996,11.0,0.7763604802529549,,0.026231698307578863,0.32035104417909993
2020-09-11,es1s,-0.6,11.0,0.785788395346851,,-0.3539354188539101,0.3102305085701029
2020-09-14,es1s,-0.19999999999999996,11.0,0.8047357241045155,,0.49134288624458716,0.3613751692159741
2020-09-15,es1s,-0.19999999999999996,11.0,0.8056448418967374,,-0.43089816462647357,0.37798880012811625
2020-09-16,es1s,-0.6,11.0,0.7709855357221023,,0.1100755817258939,0.31363954733868876
2020-09-17,es1s,-0.4,11.0,0.769612472901152,,-0.38537096124568876,0.29931896464478963
2020-09-18,es1s,0.19999999999999996,11.0,0.771702294416668,,-1.122619339097337,0.22798292985582158
2020-09-21,es1s,-0.4,11.0,0.7619224267360707,,3.184157888357307,0.49397437302214126
2020-09-22,es1s,-0.6,11.0,0.7548525832013756,,-0.7670675955969064,0.46959701012847194
2020-09-23,es1s,-0.4,11.0,0.7572779830745717,,1.506537394314493,0.4376087916445876
2020-09-24,es1s,-0.19999999999999996,11.0,0.7446139108082632,,-0.3238490246459064,0.4307779123606707
2020-09-25,es1s,-0.4,11.0,0.7349732026871649,,1.4760471334719798,0.3457232275313934
2020-09-28,es1s,-0.4,11.0,0.7379323413466488,,-0.31646687495736375,0.48728050470561846
2020-09-29,es1s,-0.19999999999999996,11.0,0.7218845811409154,,-1.4227269151767135,0.469992684790124
2020-09-30,es1s,-0.19999999999999996,11.0,0.7255863162642764,,-0.6494492657001769,0.45453080721950045
2020-10-01,es1s,0.0,11.0,0.7378049022777577,,0.25268660399255005,0.3164760713977291
2020-10-02,es1s,-0.19999999999999996,11.0,0.7310199144843292,,1.2829041127455958,0.304995861329212
2020-10-05,es1s,-0.6,11.0,0.7344482670467352,,-0.7196095191599349,0.49535493670627223
2020-10-06,es1s,-0.19999999999999996,11.0,0.7259652666134997,,0.46096415706235777,0.37659686719633534
2020-10-07,es1s,-0.19999999999999996,11.0,0.7288910824262149,,0.2971840506894987,0.2506404985236422
2020-10-08,es1s,-0.19999999999999996,11.0,0.7263298666033833,,-1.3365166219998674,0.2822714970834048
2020-10-09,es1s,-0.19999999999999996,11.0,0.7319759245387218,,-0.4100043138364518,0.3233242249374732
2020-10-12,es1s,-0.4,11.0,0.722290457508336,,0.5394302888455335,0.165884687870479
2020-10-13,es1s,-0.19999999999999996,11.0,0.7205379556998535,,-0.7737055834270822,0.17846735765816973
2020-10-14,es1s,-0.6,11.0,0.7209255275047028,,-0.6523374697127733,0.12261235036138923
2020-10-15,es1s,-0.8,11.0,0.7293386331001221,,0.9057348589980181,0.08113595223036238
2020-10-16,es1s,-0.8,11.0,0.7244283497344961,,1.040250660743816,0.04166681427557446
2020-10-19,es1s,-0.6,11.0,0.7243842667889987,,-0.46710574293629703,-0.0033121917316126124
2020-10-20,es1s,-0.4,11.0,0.7197760119767691,,-1.0378001467218625,-0.001737319160307259
2020-10-21,es1s,-0.19999999999999996,11.0,0.71266107677592,,0.46555662307144013,-0.04715499018153216
2020-10-22,es1s,-0.8,11.0,0.7181175216641313,,-0.7036269111287444,-0.09984067173666268
2020-10-23,es1s,-0.4,11.0,0.7158957746938638,,-0.9232037317043708,-0.11801887028082493
2020-10-26,es1s,-0.4,11.0,0.7215850023630519,,-0.25593432655874465,0.06779896350531443
2020-10-27,es1s,-0.19999999999999996,11.0,0.7183651611450057,,0.1982717860617071,-0.00538650575497683
2020-10-28,es1s,0.0,11.0,0.734950164965527,,-1.1092748951685667,0.6205143974998926
2020-10-29,es1s,-0.6,11.0,0.7351602339183073,,0.18550061429404757,0.4096159680830518
2020-10-30,es1s,0.19999999999999996,11.0,0.7376755677986957,,1.3719384196147006,0.31525661296252305
2020-11-02,es1s,0.0,11.0,0.7347153702027117,,0.0012457306384897272,0.38585487622726966
2020-11-03,es1s,-0.19999999999999996,11.0,0.7464356181618117,,-0.6600465089814217,0.4568340586139121
2020-11-04,es1s,-0.4,11.0,0.749956951506985,,1.028448982298542,0.461481210915418
2020-11-05,es1s,0.19999999999999996,11.0,0.7410887383308187,,-0.8011643945487159,0.5485498297498581
2020-11-06,es1s,-0.19999999999999996,11.0,0.7419430810899823,,-1.263431981428109,0.5251934389999426
2020-11-09,es1s,-0.19999999999999996,11.0,0.7230431381178302,,5.319482400570757,0.11697842728375495
2020-11-10,es1s,0.3999999999999999,11.0,0.7179972779341673,,1.0130429260537166,0.025087381357145253
2020-11-11,es1s,-0.19999999999999996,11.0,0.7174968637648484,,0.13343722055215915,-0.040444089113250835
2020-11-12,es1s,-0.19999999999999996,11.0,0.7196502835694834,,-0.9368603233831685,-0.0707639106727941
2020-11-13,es1s,-0.6,11.0,0.7184490242628001,,-0.38781765554552233,-0.13853786045180977
2020-11-16,es1s,-0.6,11.0,0.7202116632778527,,-0.8996659446830368,-0.13844879217357095
2020-11-17,es1s,-0.6,11.0,0.7218378604893739,,-1.0079191009832567,-0.15599325636558803
2020-11-18,es1s,-0.19999999999999996,11.0,0.7199468363199348,,-0.08605175448080558,-0.2646144253722031
2020-11-19,es1s,-0.4,11.0,0.7183521026173322,,0.05097134856194378,-0.2984729909015437
2020-11-20,es1s,0.19999999999999996,11.0,0.7168337478787994,,-0.3140061545332807,-0.45362347738537856
2020-11-23,es1s,0.19999999999999996,11.0,0.7162156049828183,,-0.8013736542503754,-0.5205559207404824
2020-11-24,es1s,0.0,11.0,0.7097761135713962,,-0.819612817412397,-0.40846947610703216
2020-11-25,es1s,-0.19999999999999996,11.0,0.7119616158566014,,-0.6718253734215262,-0.45520964827848254
2020-11-27,es1s,0.19999999999999996,11.0,0.7125519809732253,,-0.7542346454491538,-0.4939489765796671
2020-11-30,es1s,0.3999999999999999,11.0,0.7154388695899657,,-0.5122684636876259,-0.4948547938919359
2020-12-01,es1s,0.3999999999999999,11.0,0.6883925144667165,,-0.6125789097078909,-0.45816993242648485
2020-12-02,es1s,0.3999999999999999,11.0,0.6900832593549869,,-0.8035540142059269,-0.4721482444691515
2020-12-03,es1s,0.19999999999999996,11.0,0.6913280940181943,,-1.086467961337753,-0.492586566782175
2020-12-04,es1s,0.19999999999999996,11.0,0.684579813466,,-0.8003155732099743,-0.4495971267982591
2020-12-07,es1s,0.0,11.0,0.6857901796811222,,-0.4907817376028883,-0.4485661808469824
2020-12-08,es1s,0.19999999999999996,11.0,0.6855062308191109,,-0.8604459648194989,-0.4653522196641429
2020-12-09,es1s,0.19999999999999996,11.0,0.690255988683,,0.6450632272689328,-0.42560520334072194
2020-12-10,es1s,0.19999999999999996,11.0,0.6962808256481179,,-0.7051777433442308,-0.5140445453385969
2020-12-11,es1s,0.19999999999999996,11.0,0.6983066483739577,,-0.37600378301559456,-0.5103920526057497
2020-12-14,es1s,0.19999999999999996,11.0,0.6852291882521442,,-0.17040545749799818,-0.5636831797589538
2020-12-15,es1s,0.19999999999999996,11.0,0.6845929652601143,,-0.5324248098042728,-0.4744214279624577
2020-12-16,es1s,0.19999999999999996,11.0,0.6825886735172626,,-0.7974873933684754,-0.48683306737755816
2020-12-17,es1s,0.3999999999999999,11.0,0.6811454240767243,,-1.0086277256335758,-0.4562187895878846
2020-12-18,es1s,0.3999999999999999,11.0,0.6824750677761093,,-0.8049541661670906,-0.48068642193044797
2020-12-21,es1s,0.3999999999999999,11.0,0.6839567701092182,,1.1190658128152822,-0.38204171760813194
2020-12-22,es1s,0.3999999999999999,11.0,0.6802744768112214,,0.29620537042612355,-0.37956531140325145
2020-12-23,es1s,0.6000000000000001,11.0,0.6745279388672678,,0.3794045878264478,-0.42361847572770533
2020-12-24,es1s,0.7777777777777777,10.0,0.8457689735461471,,-1.0268580214332814,-0.446920711701891
2020-12-28,es1s,0.6000000000000001,11.0,0.6747920768586094,,-0.9546139098444498,-0.5458639158928598
2020-12-29,es1s,0.6000000000000001,11.0,0.680846098654981,,-0.7940978882557275,-0.5938923263599987
2020-12-30,es1s,0.3999999999999999,11.0,0.6797866112332048,,-0.5406772038321795,-0.6212836085848701
2021-01-04,es1s,1.0,11.0,0.6764635184027927,,0.4472182890937183,-0.9328416201220087
2021-01-05,es1s,0.8,11.0,0.6843392551000638,,0.3489944153072221,-0.8247218686133315
2021-01-06,es1s,0.8,11.0,0.6852769270788198,,1.867141350845979,-0.970560641535226
2021-01-07,es1s,0.6000000000000001,11.0,0.6826206868065228,,0.7046310863087397,-0.9585231572760213
2021-01-08,es1s,0.3999999999999999,11.0,0.68317146358328,,-0.15025722696641083,-1.230921132593161
2021-01-11,es1s,0.19999999999999996,11.0,0.6850765453092644,,-0.07495153787964025,-1.1881310416262882
2021-01-12,es1s,0.3999999999999999,11.0,0.6851936900806055,,-0.7993523527667449,-1.2513226414500551
2021-01-13,es1s,0.0,11.0,0.6841506889015904,,-0.6209604284101857,-1.299058284142217
2021-01-14,es1s,0.3999999999999999,11.0,0.6846743388551515,,0.004357285554587977,-1.400026727181083
2021-01-15,es1s,0.19999999999999996,11.0,0.6884346306414114,,-0.569866385565759,-1.11882060232816
2021-01-19,es1s,-0.19999999999999996,11.0,0.6855629948141243,,0.25920874118273207,-1.162414403931777
2021-01-20,es1s,0.0,11.0,0.6878285571608648,,0.36605735109493454,-1.0736292797422955
2021-01-21,es1s,0.0,11.0,0.6893173797117254,,-0.33873695860725767,-1.0906757015018382
2021-01-22,es1s,0.19999999999999996,11.0,0.6915763606711127,,-0.48437004316360527,-0.9983636384207936
2021-01-25,es1s,0.0,11.0,0.6935304175458694,,0.8799358436144138,-1.0273544375415624
2021-01-26,es1s,0.19999999999999996,11.0,0.6916460081092366,,0.35001330175106193,-1.0870293956949775
2021-01-27,es1s,0.19999999999999996,11.0,0.6978942377929678,,0.07625400929746062,-0.994838702783803
2021-01-28,es1s,0.0,11.0,0.6976724692927225,,-0.5845877131894908,-1.1010682245110655
2021-01-29,es1s,0.6000000000000001,11.0,0.7054384684149118,,-0.8380421297398548,-1.0951278642909197
2021-02-01,es1s,0.6000000000000001,11.0,0.7122931917729627,,0.03120767052236784,-0.3525334911472639
2021-02-02,es1s,0.0,11.0,0.7152490455276433,,-0.7451036645821041,-0.7925259906598383
2021-02-03,es1s,0.0,11.0,0.7143259545342424,,-0.20796611699671144,-0.8315682128327752
2021-02-04,es1s,0.0,11.0,0.7246412540462681,,-0.7913234998648562,-0.9863187663717875
2021-02-05,es1s,0.0,11.0,0.7234088014130797,,-0.8710556172473248,-0.9809220332605563
2021-02-11,es1s,0.6000000000000001,11.0,0.7260714079553688,,-0.6312449341272881,-1.0512789315974733
2021-02-12,es1s,0.3999999999999999,11.0,0.7289654835765151,,-0.8370690066704984,-1.0364391616148907
2021-02-16,es1s,0.6000000000000001,11.0,0.7311576813111806,,-0.8246790963932479,-1.2131688392453943
2021-02-17,es1s,0.6000000000000001,11.0,0.7317574544474877,,-0.25915599242586657,-1.2310332403880089
2021-02-18,es1s,0.6000000000000001,11.0,0.7305525951421521,,-0.9354470996690794,-1.2113385377107202
2021-02-19,es1s,0.6000000000000001,11.0,0.729331736518987,,0.9919287320000768,-1.3536398722543554
2021-02-22,es1s,0.6000000000000001,11.0,0.7281679303462287,,1.9962671779433183,-1.777965666085157
2021-02-23,es1s,0.6000000000000001,11.0,0.7298471286896173,,-0.26713047271490764,-1.794690001978861
2021-02-24,es1s,0.6000000000000001,11.0,0.7307527896224916,,-0.40742287750445255,-1.6075456230375895
2021-02-25,es1s,0.6000000000000001,11.0,0.7319056495925604,,2.8604701145087312,-1.2079078533459335
2021-02-26,es1s,0.6000000000000001,11.0,0.7252099762874695,,1.6043981071645388,-1.0181740414771234
2021-03-01,es1s,0.19999999999999996,11.0,0.7283168407564979,,-0.15988888659491712,-1.413488112644497
