date,instrument,f3_gmm_prob_highvol,f3_markov_prob_highvol,f3_markov_switch_prob,f3_regime_dwell
2021-12-14,nq1s,0.07216421096298536,0.21241342991185627,0.09101419346049064,5.0
2021-12-15,nq1s,0.34233762736895246,0.4637703377359992,0.2513569078241429,6.0
2021-12-16,nq1s,0.8972727173056544,0.9223621908233237,0.45859185308732453,1.0
2021-12-17,nq1s,0.08632967501148209,0.794261784200039,0.1281004066232847,2.0
2021-12-20,nq1s,0.15539205829695762,0.7050511506100526,0.08921063358998638,3.0
2021-12-21,nq1s,0.5339917091710461,0.8802463967734195,0.1751952461633669,4.0
2021-12-22,nq1s,0.16542603903678937,0.7850664445678505,0.09517995220556907,5.0
2021-12-23,nq1s,0.12991115571912112,0.5819218655903844,0.20314457897746607,6.0
2021-12-27,nq1s,0.23584340677132598,0.5620536327188677,0.019868232871516733,7.0
2021-12-28,nq1s,0.0941645378722661,0.32522163269588666,0.236832000022981,1.0
2021-12-29,nq1s,0.06336904981320961,0.137265493688909,0.18795613900697766,2.0
2021-12-30,nq1s,0.058758923698905764,0.05774644701303685,0.07951904667587215,3.0
2021-12-31,nq1s,0.07666254692392564,0.02998127467503485,0.027765172338002,4.0
2022-01-03,nq1s,0.05660090178033854,0.018094463395673492,0.011886811279361358,5.0
2022-01-04,nq1s,0.15266361990690808,0.022541470784492104,0.004447007388818612,6.0
2022-01-05,nq1s,0.9784782348163211,0.7042155299187463,0.6816740591342542,1.0
2022-01-06,nq1s,0.0503987798962339,0.4307394605885679,0.2734760693301784,1.0
2022-01-07,nq1s,0.123444601634672,0.35354150708692134,0.07719795350164654,2.0
2022-01-10,nq1s,0.040762048727191386,0.151781398292647,0.20176010879427433,3.0
2022-01-11,nq1s,0.09224879855352643,0.12178655786309829,0.02999484042954871,4.0
2022-01-12,nq1s,0.04061476208975555,0.046500775179690874,0.07528578268340741,5.0
2022-01-13,nq1s,0.776801669246912,0.3871454479749802,0.3406446727952893,6.0
2022-01-14,nq1s,0.03208447141251197,0.19294462356581005,0.19420082440917014,7.0
2022-01-18,nq1s,0.7819041539270831,0.7332934717280776,0.5403488481622676,1.0
2022-01-19,nq1s,0.11431270315849001,0.6569383665679162,0.07635510516016142,2.0
2022-01-20,nq1s,0.09898315609248057,0.6230981171116277,0.033840249456288496,3.0
2022-01-21,nq1s,0.8907529142602683,0.9767874213302316,0.3536893042186039,4.0
2022-01-24,nq1s,0.03493886339155647,0.892149169579289,0.08463825175094253,5.0
2022-01-25,nq1s,0.6977822584857625,0.9871978851039704,0.09504871552468142,6.0
2022-01-26,nq1s,0.030930085354184123,0.9115852578890777,0.0756126272148927,7.0
2022-01-27,nq1s,0.09233286789866826,0.87521643024438,0.03636882764469773,8.0
2022-01-28,nq1s,0.926490051894837,0.9946576214545293,0.11944119121014929,9.0
2022-01-31,nq1s,0.9812204238852208,0.9993679631302208,0.0047103416756915095,10.0
2022-02-01,nq1s,0.24461371985594463,0.9497077576635556,0.049660205466665164,11.0
2022-02-02,nq1s,0.2763746674749477,0.8501637073265539,0.09954405033700175,12.0
2022-02-03,nq1s,0.9999871063755241,0.9999496301274826,0.14978592280092873,13.0
2022-02-04,nq1s,0.602053886363043,0.9726271175591559,0.02732251256832674,14.0
2022-02-08,nq1s,0.6050208122531944,0.8430242320490335,0.07613768698143386,16.0
2022-02-09,nq1s,0.8777978917384316,0.9076763110444972,0.06465207899546366,17.0
2022-02-10,nq1s,0.9876808431138938,0.9795562316571337,0.07187992061263648,18.0
2022-02-11,nq1s,0.9996496403559753,0.9994951802016515,0.01993894854451783,19.0
2022-02-14,nq1s,0.6873033360930343,0.944581834883549,0.05491334531810255,20.0
2022-02-15,nq1s,0.9776612961993785,0.9848019274431696,0.04022009255962067,21.0
2022-02-16,nq1s,0.7404431173728628,0.9069690972836135,0.07783283015955611,22.0
2022-02-17,nq1s,0.9997258895259368,0.9974419366616933,0.09047283937807982,23.0
2022-02-18,nq1s,0.9156174739117454,0.97378499615669,0.023656940505003332,24.0
2022-02-22,nq1s,0.8811098082931151,0.9280939483461741,0.04569104781051592,25.0
2022-02-23,nq1s,0.9976029078054571,0.9928482525873841,0.06475430424120998,26.0
2022-02-24,nq1s,0.9995294981639252,0.9995388268031293,0.00669057421574526,27.0
2022-02-25,nq1s,0.9640545337877277,0.9781490120239442,0.021389814779185112,28.0
