date,instrument,f5_signal,f5_abs_signal,f5_trailing_run_length,f5_days_since_flip,f5_days_since_nonzero,f5_participation_20,f5_participation_60,f5_long_bias_20,f5_sign_agree_mr,f5_signal_entropy_20,f5_flip_rate_60
2022-01-07,rb1s,1.0,1.0,6.0,5.0,0.0,1.0,0.9833333333333333,0.9,-1.0,0.1985152433458726,0.1
2022-01-10,rb1s,1.0,1.0,7.0,6.0,0.0,1.0,0.9833333333333333,0.9,1.0,0.1985152433458726,0.1
2022-01-11,rb1s,1.0,1.0,8.0,7.0,0.0,1.0,0.9833333333333333,0.9,-1.0,0.1985152433458726,0.1
2022-01-12,rb1s,1.0,1.0,9.0,8.0,0.0,1.0,0.9833333333333333,0.9,-1.0,0.1985152433458726,0.1
2022-01-13,rb1s,1.0,1.0,10.0,9.0,0.0,1.0,0.9833333333333333,0.9,-1.0,0.1985152433458726,0.1
2022-01-14,rb1s,-1.0,1.0,1.0,0.0,0.0,1.0,0.9833333333333333,0.8,1.0,0.3250829733914482,0.11666666666666667
2022-01-18,rb1s,-1.0,1.0,1.0,0.0,0.0,0.95,0.9666666666666667,0.65,1.0,0.6128694524619496,0.15
2022-01-19,rb1s,1.0,1.0,1.0,0.0,0.0,0.95,0.9666666666666667,0.65,-1.0,0.6128694524619496,0.16666666666666666
2022-01-20,rb1s,1.0,1.0,2.0,1.0,0.0,0.95,0.9666666666666667,0.65,-1.0,0.6128694524619496,0.16666666666666666
2022-01-21,rb1s,-1.0,1.0,1.0,0.0,0.0,0.95,0.9666666666666667,0.55,-1.0,0.6874357505033554,0.18333333333333332
2022-01-24,rb1s,1.0,1.0,1.0,0.0,0.0,0.95,0.9666666666666667,0.55,1.0,0.6874357505033554,0.2
2022-01-25,rb1s,1.0,1.0,2.0,1.0,0.0,0.95,0.9666666666666667,0.55,1.0,0.6874357505033554,0.2
2022-01-26,rb1s,1.0,1.0,3.0,2.0,0.0,0.95,0.9666666666666667,0.55,-1.0,0.6874357505033554,0.2
2022-01-27,rb1s,1.0,1.0,4.0,3.0,0.0,0.95,0.9666666666666667,0.65,-1.0,0.6128694524619496,0.2
2022-01-28,rb1s,1.0,1.0,5.0,4.0,0.0,0.95,0.9666666666666667,0.65,-1.0,0.6128694524619496,0.2
2022-01-31,rb1s,1.0,1.0,6.0,5.0,0.0,0.95,0.9666666666666667,0.65,-1.0,0.6128694524619496,0.2
2022-02-01,rb1s,1.0,1.0,7.0,6.0,0.0,0.95,0.9666666666666667,0.65,-1.0,0.6128694524619496,0.2
2022-02-02,rb1s,1.0,1.0,8.0,7.0,0.0,0.95,0.9666666666666667,0.65,-1.0,0.6128694524619496,0.18333333333333332
2022-02-03,rb1s,1.0,1.0,9.0,8.0,0.0,0.95,0.9666666666666667,0.65,-1.0,0.6128694524619496,0.18333333333333332
2022-02-04,rb1s,1.0,1.0,10.0,9.0,0.0,0.95,0.9666666666666667,0.65,-1.0,0.6128694524619496,0.18333333333333332
2022-02-07,rb1s,1.0,1.0,11.0,10.0,0.0,0.95,0.9666666666666667,0.65,-1.0,0.6128694524619496,0.18333333333333332
2022-02-08,rb1s,-1.0,1.0,1.0,0.0,0.0,0.95,0.9666666666666667,0.55,-1.0,0.6874357505033554,0.18333333333333332
2022-02-09,rb1s,1.0,1.0,1.0,0.0,0.0,0.95,0.9666666666666667,0.55,1.0,0.6874357505033554,0.2
2022-02-10,rb1s,1.0,1.0,2.0,1.0,0.0,0.95,0.9666666666666667,0.55,1.0,0.6874357505033554,0.2
2022-02-11,rb1s,1.0,1.0,3.0,2.0,0.0,0.95,0.9666666666666667,0.65,-1.0,0.6128694524619496,0.2
2022-02-14,rb1s,-1.0,1.0,1.0,0.0,0.0,1.0,0.9666666666666667,0.6,1.0,0.5004024235381879,0.21666666666666667
2022-02-15,rb1s,1.0,1.0,1.0,0.0,0.0,1.0,0.9666666666666667,0.7,1.0,0.42270908780599087,0.23333333333333334
2022-02-16,rb1s,1.0,1.0,2.0,1.0,0.0,1.0,0.9666666666666667,0.7,1.0,0.42270908780599087,0.23333333333333334
2022-02-17,rb1s,1.0,1.0,3.0,2.0,0.0,1.0,0.9666666666666667,0.7,1.0,0.42270908780599087,0.23333333333333334
2022-02-18,rb1s,1.0,1.0,4.0,3.0,0.0,1.0,0.9833333333333333,0.8,1.0,0.3250829733914482,0.21666666666666667
2022-02-22,rb1s,1.0,1.0,1.0,0.0,0.0,0.95,0.9666666666666667,0.75,1.0,0.5181862130502128,0.23333333333333334
2022-02-23,rb1s,1.0,1.0,2.0,1.0,0.0,0.95,0.9666666666666667,0.75,1.0,0.5181862130502128,0.23333333333333334
2022-02-24,rb1s,1.0,1.0,3.0,2.0,0.0,0.95,0.9666666666666667,0.75,1.0,0.5181862130502128,0.23333333333333334
2022-02-25,rb1s,1.0,1.0,4.0,3.0,0.0,0.95,0.9666666666666667,0.75,1.0,0.5181862130502128,0.23333333333333334
2022-02-28,rb1s,1.0,1.0,5.0,4.0,0.0,0.95,0.9666666666666667,0.75,1.0,0.5181862130502128,0.23333333333333334
2022-03-01,rb1s,1.0,1.0,6.0,5.0,0.0,0.95,0.9666666666666667,0.75,-1.0,0.5181862130502128,0.23333333333333334
2022-03-02,rb1s,-1.0,1.0,1.0,0.0,0.0,0.95,0.9666666666666667,0.65,1.0,0.6128694524619496,0.25
2022-03-03,rb1s,-1.0,1.0,2.0,1.0,0.0,0.95,0.9666666666666667,0.55,1.0,0.6874357505033554,0.25
2022-03-04,rb1s,-1.0,1.0,3.0,2.0,0.0,0.95,0.9666666666666667,0.45,1.0,0.7460326647147849,0.25
2022-03-07,rb1s,-1.0,1.0,4.0,3.0,0.0,0.95,0.9666666666666667,0.35,1.0,0.7909873504355756,0.25
2022-03-08,rb1s,-1.0,1.0,5.0,4.0,0.0,0.95,0.9666666666666667,0.35,1.0,0.7909873504355756,0.25
2022-03-09,rb1s,-1.0,1.0,6.0,5.0,0.0,0.95,0.9666666666666667,0.25,1.0,0.8237197315118312,0.25
2022-03-10,rb1s,-1.0,1.0,7.0,6.0,0.0,0.95,0.9666666666666667,0.15,-1.0,0.8451132568429528,0.25
2022-03-11,rb1s,-1.0,1.0,8.0,7.0,0.0,0.95,0.9666666666666667,0.05,-1.0,0.8556886672556694,0.25
2022-03-14,rb1s,-1.0,1.0,9.0,8.0,0.0,0.95,0.9666666666666667,0.05,-1.0,0.8556886672556694,0.25
2022-03-15,rb1s,1.0,1.0,1.0,0.0,0.0,0.95,0.9666666666666667,0.05,1.0,0.8556886672556694,0.26666666666666666
2022-03-16,rb1s,1.0,1.0,2.0,1.0,0.0,0.95,0.9666666666666667,0.05,1.0,0.8556886672556694,0.26666666666666666
2022-03-17,rb1s,-1.0,1.0,1.0,0.0,0.0,0.95,0.9666666666666667,-0.05,-1.0,0.8556886672556694,0.2833333333333333
2022-03-18,rb1s,-1.0,1.0,2.0,1.0,0.0,0.95,0.9666666666666667,-0.15,-1.0,0.8451132568429528,0.2833333333333333
2022-03-21,rb1s,-1.0,1.0,3.0,2.0,0.0,1.0,0.9666666666666667,-0.2,-1.0,0.6730116670092565,0.2833333333333333
2022-03-22,rb1s,-1.0,1.0,4.0,3.0,0.0,1.0,0.9666666666666667,-0.3,-1.0,0.6474466390346325,0.2833333333333333
2022-03-23,rb1s,-1.0,1.0,5.0,4.0,0.0,1.0,0.9666666666666667,-0.4,-1.0,0.6108643020548935,0.2833333333333333
2022-03-24,rb1s,-1.0,1.0,6.0,5.0,0.0,1.0,0.9666666666666667,-0.5,-1.0,0.5623351446188083,0.26666666666666666
2022-03-25,rb1s,-1.0,1.0,7.0,6.0,0.0,1.0,0.9666666666666667,-0.6,-1.0,0.5004024235381879,0.25
2022-03-28,rb1s,-1.0,1.0,8.0,7.0,0.0,1.0,0.9666666666666667,-0.7,-1.0,0.42270908780599087,0.25
2022-03-29,rb1s,-1.0,1.0,9.0,8.0,0.0,1.0,0.9666666666666667,-0.8,-1.0,0.3250829733914482,0.25
2022-03-30,rb1s,-1.0,1.0,10.0,9.0,0.0,1.0,0.9666666666666667,-0.8,-1.0,0.3250829733914482,0.25
2022-03-31,rb1s,1.0,1.0,1.0,0.0,0.0,1.0,0.9666666666666667,-0.7,1.0,0.42270908780599087,0.26666666666666666
2022-04-01,rb1s,1.0,1.0,2.0,1.0,0.0,1.0,0.9666666666666667,-0.6,1.0,0.5004024235381879,0.26666666666666666
2022-04-04,rb1s,1.0,1.0,3.0,2.0,0.0,1.0,0.9666666666666667,-0.5,1.0,0.5623351446188083,0.26666666666666666
2022-04-05,rb1s,1.0,1.0,4.0,3.0,0.0,1.0,0.9666666666666667,-0.4,1.0,0.6108643020548935,0.26666666666666666
2022-04-06,rb1s,1.0,1.0,5.0,4.0,0.0,1.0,0.9666666666666667,-0.3,1.0,0.6474466390346325,0.26666666666666666
2022-04-07,rb1s,1.0,1.0,6.0,5.0,0.0,1.0,0.9666666666666667,-0.2,1.0,0.6730116670092565,0.26666666666666666
2022-04-08,rb1s,1.0,1.0,7.0,6.0,0.0,1.0,0.9666666666666667,-0.1,1.0,0.6881388137135884,0.25
2022-04-11,rb1s,1.0,1.0,8.0,7.0,0.0,1.0,0.9833333333333333,0.0,1.0,0.6931471805599453,0.23333333333333334
2022-04-12,rb1s,1.0,1.0,9.0,8.0,0.0,1.0,0.9833333333333333,0.0,1.0,0.6931471805599453,0.21666666666666667
2022-04-13,rb1s,1.0,1.0,10.0,9.0,0.0,1.0,0.9833333333333333,0.0,-1.0,0.6931471805599453,0.2
2022-04-14,rb1s,-1.0,1.0,1.0,0.0,0.0,1.0,0.9833333333333333,0.0,1.0,0.6931471805599453,0.21666666666666667
2022-04-18,rb1s,-1.0,1.0,2.0,1.0,0.0,1.0,0.9833333333333333,0.0,1.0,0.6931471805599453,0.2
2022-04-19,rb1s,-1.0,1.0,3.0,2.0,0.0,1.0,0.9833333333333333,0.0,1.0,0.6931471805599453,0.18333333333333332
2022-04-20,rb1s,-1.0,1.0,4.0,3.0,0.0,1.0,0.9833333333333333,0.0,1.0,0.6931471805599453,0.18333333333333332
2022-04-21,rb1s,-1.0,1.0,5.0,4.0,0.0,1.0,0.9833333333333333,0.0,1.0,0.6931471805599453,0.18333333333333332
2022-04-22,rb1s,-1.0,1.0,6.0,5.0,0.0,1.0,0.9833333333333333,0.0,1.0,0.6931471805599453,0.18333333333333332
2022-04-25,rb1s,1.0,1.0,1.0,0.0,0.0,1.0,0.9833333333333333,0.1,-1.0,0.6881388137135884,0.2
2022-04-26,rb1s,-1.0,1.0,1.0,0.0,0.0,1.0,0.9833333333333333,0.1,1.0,0.6881388137135884,0.21666666666666667
2022-04-27,rb1s,-1.0,1.0,2.0,1.0,0.0,1.0,0.9833333333333333,0.1,1.0,0.6881388137135884,0.21666666666666667
2022-04-28,rb1s,-1.0,1.0,3.0,2.0,0.0,1.0,0.9833333333333333,0.1,1.0,0.6881388137135884,0.21666666666666667
2022-04-29,rb1s,-1.0,1.0,4.0,3.0,0.0,1.0,0.9833333333333333,0.0,1.0,0.6931471805599453,0.21666666666666667
2022-05-02,rb1s,-1.0,1.0,5.0,4.0,0.0,1.0,0.9833333333333333,-0.1,1.0,0.6881388137135884,0.21666666666666667
2022-05-03,rb1s,-1.0,1.0,6.0,5.0,0.0,1.0,0.9833333333333333,-0.2,1.0,0.6730116670092565,0.21666666666666667
2022-05-04,rb1s,-1.0,1.0,7.0,6.0,0.0,1.0,0.9833333333333333,-0.3,1.0,0.6474466390346325,0.2
2022-05-05,rb1s,-1.0,1.0,8.0,7.0,0.0,1.0,0.9833333333333333,-0.4,1.0,0.6108643020548935,0.18333333333333332
2022-05-06,rb1s,-1.0,1.0,9.0,8.0,0.0,1.0,0.9833333333333333,-0.5,1.0,0.5623351446188083,0.18333333333333332
2022-05-09,rb1s,-1.0,1.0,10.0,9.0,0.0,1.0,0.9833333333333333,-0.6,1.0,0.5004024235381879,0.18333333333333332
2022-05-10,rb1s,1.0,1.0,1.0,0.0,0.0,1.0,0.9833333333333333,-0.6,1.0,0.5004024235381879,0.18333333333333332
2022-05-11,rb1s,1.0,1.0,2.0,1.0,0.0,1.0,0.9833333333333333,-0.6,-1.0,0.5004024235381879,0.16666666666666666
2022-05-12,rb1s,-1.0,1.0,1.0,0.0,0.0,1.0,0.9833333333333333,-0.7,1.0,0.42270908780599087,0.18333333333333332
2022-05-13,rb1s,-1.0,1.0,2.0,1.0,0.0,1.0,0.9833333333333333,-0.7,1.0,0.42270908780599087,0.18333333333333332
2022-05-16,rb1s,-1.0,1.0,3.0,2.0,0.0,1.0,0.9833333333333333,-0.7,1.0,0.42270908780599087,0.18333333333333332
2022-05-17,rb1s,-1.0,1.0,4.0,3.0,0.0,1.0,1.0,-0.7,1.0,0.42270908780599087,0.16666666666666666
2022-05-18,rb1s,-1.0,1.0,5.0,4.0,0.0,1.0,1.0,-0.7,-1.0,0.42270908780599087,0.15
2022-05-19,rb1s,-1.0,1.0,6.0,5.0,0.0,1.0,1.0,-0.7,-1.0,0.42270908780599087,0.15
2022-05-20,rb1s,-1.0,1.0,7.0,6.0,0.0,1.0,1.0,-0.7,-1.0,0.42270908780599087,0.15
2022-05-23,rb1s,-1.0,1.0,8.0,7.0,0.0,1.0,1.0,-0.8,-1.0,0.3250829733914482,0.15
2022-05-24,rb1s,-1.0,1.0,9.0,8.0,0.0,1.0,1.0,-0.8,-1.0,0.3250829733914482,0.15
2022-05-25,rb1s,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.7,1.0,0.42270908780599087,0.16666666666666666
2022-05-26,rb1s,1.0,1.0,2.0,1.0,0.0,1.0,1.0,-0.6,1.0,0.5004024235381879,0.15
2022-05-27,rb1s,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.6,1.0,0.5004024235381879,0.16666666666666666
2022-05-31,rb1s,-1.0,1.0,1.0,0.0,0.0,0.95,0.9833333333333333,-0.55,-1.0,0.6874357505033553,0.2
2022-06-01,rb1s,-1.0,1.0,2.0,1.0,0.0,0.95,0.9833333333333333,-0.55,1.0,0.6874357505033553,0.2
2022-06-02,rb1s,-1.0,1.0,3.0,2.0,0.0,0.95,0.9833333333333333,-0.55,1.0,0.6874357505033553,0.2
2022-06-03,rb1s,-1.0,1.0,4.0,3.0,0.0,0.95,0.9833333333333333,-0.55,1.0,0.6874357505033553,0.2
2022-06-06,rb1s,-1.0,1.0,5.0,4.0,0.0,0.95,0.9833333333333333,-0.55,1.0,0.6874357505033553,0.2
2022-06-07,rb1s,-1.0,1.0,6.0,5.0,0.0,0.95,0.9833333333333333,-0.65,1.0,0.6128694524619496,0.2
2022-06-08,rb1s,-1.0,1.0,7.0,6.0,0.0,0.95,0.9833333333333333,-0.75,1.0,0.5181862130502128,0.18333333333333332
2022-06-09,rb1s,-1.0,1.0,8.0,7.0,0.0,0.95,0.9833333333333333,-0.75,1.0,0.5181862130502128,0.18333333333333332
2022-06-10,rb1s,-1.0,1.0,9.0,8.0,0.0,0.95,0.9833333333333333,-0.75,-1.0,0.5181862130502128,0.16666666666666666
2022-06-13,rb1s,1.0,1.0,1.0,0.0,0.0,0.95,0.9833333333333333,-0.65,1.0,0.6128694524619496,0.18333333333333332
2022-06-14,rb1s,1.0,1.0,2.0,1.0,0.0,0.95,0.9833333333333333,-0.55,1.0,0.6874357505033553,0.18333333333333332
2022-06-15,rb1s,1.0,1.0,3.0,2.0,0.0,0.95,0.9833333333333333,-0.45,1.0,0.7460326647147848,0.18333333333333332
2022-06-16,rb1s,1.0,1.0,4.0,3.0,0.0,0.95,0.9833333333333333,-0.35,1.0,0.7909873504355757,0.18333333333333332
2022-06-17,rb1s,1.0,1.0,5.0,4.0,0.0,0.95,0.9833333333333333,-0.25,1.0,0.8237197315118312,0.18333333333333332
2022-06-21,rb1s,1.0,1.0,1.0,0.0,0.0,0.9,0.9666666666666667,-0.1,1.0,0.9433483923290392,0.21666666666666667
2022-06-22,rb1s,1.0,1.0,2.0,1.0,0.0,0.9,0.9666666666666667,-0.1,1.0,0.9433483923290392,0.21666666666666667
2022-06-23,rb1s,1.0,1.0,3.0,2.0,0.0,0.9,0.9666666666666667,-0.1,1.0,0.9433483923290392,0.21666666666666667
2022-06-24,rb1s,1.0,1.0,4.0,3.0,0.0,0.9,0.9666666666666667,0.0,1.0,0.9489154358953991,0.2
2022-06-27,rb1s,1.0,1.0,5.0,4.0,0.0,0.95,0.9666666666666667,0.05,1.0,0.8556886672556694,0.2
2022-06-28,rb1s,-1.0,1.0,1.0,0.0,0.0,0.95,0.9666666666666667,0.05,-1.0,0.8556886672556694,0.21666666666666667
2022-06-29,rb1s,-1.0,1.0,2.0,1.0,0.0,0.95,0.9666666666666667,0.05,-1.0,0.8556886672556694,0.21666666666666667
2022-06-30,rb1s,1.0,1.0,1.0,0.0,0.0,0.95,0.9666666666666667,0.15,1.0,0.8451132568429528,0.23333333333333334
2020-05-05,ng1s,-1.0,1.0,1.0,0.0,0.0,0.05,0.016666666666666666,-0.05,1.0,0.1985152433458726,0.016666666666666666
2020-05-06,ng1s,-1.0,1.0,2.0,1.0,0.0,0.1,0.03333333333333333,-0.1,-1.0,0.3250829733914482,0.016666666666666666
2020-05-07,ng1s,-1.0,1.0,3.0,2.0,0.0,0.15,0.05,-0.15,-1.0,0.42270908780599087,0.016666666666666666
2020-05-08,ng1s,-1.0,1.0,4.0,3.0,0.0,0.2,0.06666666666666667,-0.2,-1.0,0.5004024235381879,0.016666666666666666
2020-05-11,ng1s,-1.0,1.0,5.0,4.0,0.0,0.25,0.08333333333333333,-0.25,-1.0,0.5623351446188083,0.016666666666666666
2020-05-12,ng1s,-1.0,1.0,6.0,5.0,0.0,0.3,0.1,-0.3,-1.0,0.6108643020548935,0.016666666666666666
2020-05-14,ng1s,-1.0,1.0,1.0,0.0,0.0,0.35,0.11666666666666667,-0.35,-1.0,0.6474466390346325,0.05
2020-05-15,ng1s,-1.0,1.0,2.0,1.0,0.0,0.4,0.13333333333333333,-0.4,-1.0,0.6730116670092565,0.05
2020-05-18,ng1s,-1.0,1.0,3.0,2.0,0.0,0.45,0.15,-0.45,-1.0,0.6881388137135884,0.05
2020-05-19,ng1s,-1.0,1.0,4.0,3.0,0.0,0.5,0.16666666666666666,-0.5,-1.0,0.6931471805599453,0.05
2020-05-20,ng1s,-1.0,1.0,5.0,4.0,0.0,0.55,0.18333333333333332,-0.55,-1.0,0.6881388137135884,0.05
2020-05-21,ng1s,-1.0,1.0,6.0,5.0,0.0,0.6,0.2,-0.6,-1.0,0.6730116670092565,0.05
2020-05-27,ng1s,-1.0,1.0,1.0,0.0,0.0,0.65,0.21666666666666667,-0.65,-1.0,0.6474466390346325,0.08333333333333333
2020-05-28,ng1s,-1.0,1.0,2.0,1.0,0.0,0.7,0.23333333333333334,-0.7,-1.0,0.6108643020548935,0.08333333333333333
2020-05-29,ng1s,-1.0,1.0,3.0,2.0,0.0,0.75,0.25,-0.75,-1.0,0.5623351446188083,0.08333333333333333
2020-06-01,ng1s,-1.0,1.0,4.0,3.0,0.0,0.8,0.26666666666666666,-0.8,-1.0,0.5004024235381879,0.08333333333333333
2020-06-02,ng1s,-1.0,1.0,5.0,4.0,0.0,0.8,0.2833333333333333,-0.8,-1.0,0.5004024235381879,0.08333333333333333
2020-08-03,ng1s,-1.0,1.0,1.0,0.0,0.0,0.05,0.21666666666666667,-0.05,1.0,0.1985152433458726,0.1
2020-08-06,ng1s,-1.0,1.0,1.0,0.0,0.0,0.1,0.2,-0.1,1.0,0.3250829733914482,0.1
2020-08-10,ng1s,-1.0,1.0,1.0,0.0,0.0,0.15,0.18333333333333332,-0.15,1.0,0.42270908780599087,0.13333333333333333
2020-09-24,ng1s,-1.0,1.0,1.0,0.0,0.0,0.05,0.06666666666666667,-0.05,-1.0,0.1985152433458726,0.11666666666666667
2020-10-09,ng1s,-1.0,1.0,1.0,0.0,0.0,0.1,0.08333333333333333,-0.1,1.0,0.3250829733914482,0.15
2020-10-12,ng1s,-1.0,1.0,2.0,1.0,0.0,0.15,0.1,-0.15,1.0,0.42270908780599087,0.15
2020-10-13,ng1s,-1.0,1.0,3.0,2.0,0.0,0.2,0.11666666666666667,-0.2,1.0,0.5004024235381879,0.15
2020-10-14,ng1s,-1.0,1.0,4.0,3.0,0.0,0.25,0.13333333333333333,-0.25,1.0,0.5623351446188083,0.15
2020-10-26,ng1s,-1.0,1.0,1.0,0.0,0.0,0.25,0.13333333333333333,-0.25,1.0,0.5623351446188083,0.16666666666666666
2020-10-27,ng1s,-1.0,1.0,2.0,1.0,0.0,0.3,0.15,-0.3,1.0,0.6108643020548935,0.15
2021-02-16,ng1s,-1.0,1.0,1.0,0.0,0.0,0.05,0.016666666666666666,-0.05,1.0,0.1985152433458726,0.016666666666666666
2021-10-05,ng1s,-1.0,1.0,1.0,0.0,0.0,0.05,0.016666666666666666,-0.05,1.0,0.1985152433458726,0.016666666666666666
2021-10-06,ng1s,-1.0,1.0,2.0,1.0,0.0,0.1,0.03333333333333333,-0.1,-1.0,0.3250829733914482,0.016666666666666666
2021-10-07,ng1s,-1.0,1.0,3.0,2.0,0.0,0.15,0.05,-0.15,-1.0,0.42270908780599087,0.016666666666666666
2021-10-08,ng1s,-1.0,1.0,4.0,3.0,0.0,0.2,0.06666666666666667,-0.2,-1.0,0.5004024235381879,0.016666666666666666
2021-10-11,ng1s,-1.0,1.0,5.0,4.0,0.0,0.25,0.08333333333333333,-0.25,-1.0,0.5623351446188083,0.016666666666666666
2021-10-12,ng1s,-1.0,1.0,6.0,5.0,0.0,0.3,0.1,-0.3,-1.0,0.6108643020548935,0.016666666666666666
2021-10-13,ng1s,-1.0,1.0,7.0,6.0,0.0,0.35,0.11666666666666667,-0.35,-1.0,0.6474466390346325,0.016666666666666666
2021-10-14,ng1s,-1.0,1.0,8.0,7.0,0.0,0.4,0.13333333333333333,-0.4,-1.0,0.6730116670092565,0.016666666666666666
2021-10-15,ng1s,-1.0,1.0,9.0,8.0,0.0,0.45,0.15,-0.45,-1.0,0.6881388137135884,0.016666666666666666
2021-10-18,ng1s,-1.0,1.0,10.0,9.0,0.0,0.5,0.16666666666666666,-0.5,-1.0,0.6931471805599453,0.016666666666666666
2021-10-19,ng1s,-1.0,1.0,11.0,10.0,0.0,0.55,0.18333333333333332,-0.55,-1.0,0.6881388137135884,0.016666666666666666
2021-10-20,ng1s,-1.0,1.0,12.0,11.0,0.0,0.6,0.2,-0.6,-1.0,0.6730116670092565,0.016666666666666666
2021-10-21,ng1s,-1.0,1.0,13.0,12.0,0.0,0.65,0.21666666666666667,-0.65,-1.0,0.6474466390346325,0.016666666666666666
2021-10-22,ng1s,-1.0,1.0,14.0,13.0,0.0,0.7,0.23333333333333334,-0.7,-1.0,0.6108643020548935,0.016666666666666666
2021-10-25,ng1s,-1.0,1.0,15.0,14.0,0.0,0.75,0.25,-0.75,1.0,0.5623351446188083,0.016666666666666666
2021-10-26,ng1s,-1.0,1.0,16.0,15.0,0.0,0.8,0.26666666666666666,-0.8,1.0,0.5004024235381879,0.016666666666666666
2021-10-27,ng1s,-1.0,1.0,17.0,16.0,0.0,0.85,0.2833333333333333,-0.85,1.0,0.42270908780599087,0.016666666666666666
2021-10-28,ng1s,-1.0,1.0,18.0,17.0,0.0,0.9,0.3,-0.9,-1.0,0.3250829733914482,0.016666666666666666
2021-10-29,ng1s,-1.0,1.0,19.0,18.0,0.0,0.95,0.31666666666666665,-0.95,-1.0,0.1985152433458726,0.016666666666666666
2021-11-01,ng1s,-1.0,1.0,20.0,19.0,0.0,1.0,0.3333333333333333,-1.0,-1.0,-0.0,0.016666666666666666
2021-11-02,ng1s,-1.0,1.0,21.0,20.0,0.0,1.0,0.35,-1.0,-1.0,-0.0,0.016666666666666666
2021-11-03,ng1s,-1.0,1.0,22.0,21.0,0.0,1.0,0.36666666666666664,-1.0,1.0,-0.0,0.016666666666666666
2021-11-04,ng1s,-1.0,1.0,23.0,22.0,0.0,1.0,0.38333333333333336,-1.0,1.0,-0.0,0.016666666666666666
2021-11-05,ng1s,-1.0,1.0,24.0,23.0,0.0,1.0,0.4,-1.0,-1.0,-0.0,0.016666666666666666
2021-11-08,ng1s,-1.0,1.0,25.0,24.0,0.0,1.0,0.4166666666666667,-1.0,-1.0,-0.0,0.016666666666666666
2021-11-09,ng1s,-1.0,1.0,26.0,25.0,0.0,1.0,0.43333333333333335,-1.0,-1.0,-0.0,0.016666666666666666
2021-11-10,ng1s,-1.0,1.0,27.0,26.0,0.0,1.0,0.45,-1.0,-1.0,-0.0,0.016666666666666666
2021-11-11,ng1s,-1.0,1.0,28.0,27.0,0.0,1.0,0.4666666666666667,-1.0,-1.0,-0.0,0.016666666666666666
2021-11-12,ng1s,-1.0,1.0,29.0,28.0,0.0,1.0,0.48333333333333334,-1.0,-1.0,-0.0,0.016666666666666666
2021-11-15,ng1s,-1.0,1.0,30.0,29.0,0.0,1.0,0.5,-1.0,-1.0,-0.0,0.016666666666666666
2021-11-16,ng1s,-1.0,1.0,31.0,30.0,0.0,1.0,0.5166666666666667,-1.0,-1.0,-0.0,0.016666666666666666
2021-11-17,ng1s,-1.0,1.0,32.0,31.0,0.0,1.0,0.5333333333333333,-1.0,-1.0,-0.0,0.016666666666666666
2021-11-18,ng1s,-1.0,1.0,33.0,32.0,0.0,1.0,0.55,-1.0,-1.0,-0.0,0.016666666666666666
2021-11-19,ng1s,-1.0,1.0,34.0,33.0,0.0,1.0,0.5666666666666667,-1.0,-1.0,-0.0,0.016666666666666666
2021-11-22,ng1s,-1.0,1.0,35.0,34.0,0.0,1.0,0.5833333333333334,-1.0,-1.0,-0.0,0.016666666666666666
2021-11-23,ng1s,-1.0,1.0,36.0,35.0,0.0,1.0,0.6,-1.0,1.0,-0.0,0.016666666666666666
2021-11-24,ng1s,-1.0,1.0,37.0,36.0,0.0,1.0,0.6166666666666667,-1.0,1.0,-0.0,0.016666666666666666
2021-11-26,ng1s,-1.0,1.0,1.0,0.0,0.0,0.95,0.6333333333333333,-0.95,1.0,0.1985152433458726,0.05
2021-11-29,ng1s,-1.0,1.0,2.0,1.0,0.0,0.95,0.65,-0.95,-1.0,0.1985152433458726,0.05
2021-11-30,ng1s,-1.0,1.0,3.0,2.0,0.0,0.95,0.6666666666666666,-0.95,-1.0,0.1985152433458726,0.05
2022-01-13,ng1s,-1.0,1.0,1.0,0.0,0.0,0.05,0.48333333333333334,-0.05,1.0,0.1985152433458726,0.06666666666666667
2022-01-14,ng1s,-1.0,1.0,2.0,1.0,0.0,0.1,0.48333333333333334,-0.1,1.0,0.3250829733914482,0.06666666666666667
2022-01-18,ng1s,-1.0,1.0,1.0,0.0,0.0,0.15,0.4666666666666667,-0.15,1.0,0.42270908780599087,0.1
2022-01-25,ng1s,-1.0,1.0,1.0,0.0,0.0,0.2,0.4,-0.2,-1.0,0.5004024235381879,0.13333333333333333
2022-01-26,ng1s,-1.0,1.0,2.0,1.0,0.0,0.25,0.4,-0.25,1.0,0.5623351446188083,0.13333333333333333
2022-01-27,ng1s,-1.0,1.0,3.0,2.0,0.0,0.3,0.4,-0.3,1.0,0.6108643020548935,0.13333333333333333
2022-01-28,ng1s,-1.0,1.0,4.0,3.0,0.0,0.35,0.4,-0.35,1.0,0.6474466390346325,0.13333333333333333
2022-01-31,ng1s,-1.0,1.0,5.0,4.0,0.0,0.4,0.4,-0.4,1.0,0.6730116670092565,0.13333333333333333
2022-02-01,ng1s,-1.0,1.0,6.0,5.0,0.0,0.45,0.4,-0.45,1.0,0.6881388137135884,0.13333333333333333
2022-02-02,ng1s,-1.0,1.0,7.0,6.0,0.0,0.5,0.4,-0.5,1.0,0.6931471805599453,0.13333333333333333
