date,instrument,f5_signal,f5_abs_signal,f5_trailing_run_length,f5_days_since_flip,f5_days_since_nonzero,f5_participation_20,f5_participation_60,f5_long_bias_20,f5_sign_agree_mr,f5_signal_entropy_20,f5_flip_rate_60
2021-04-14,fesx1s,-1.0,1.0,7.0,6.0,0.0,0.9,0.9666666666666667,-0.3,-1.0,0.8979457248567798,0.15
2021-04-15,fesx1s,-1.0,1.0,8.0,7.0,0.0,0.9,0.9666666666666667,-0.4,-1.0,0.8568409950394724,0.15
2021-04-16,fesx1s,-1.0,1.0,9.0,8.0,0.0,0.9,0.9666666666666667,-0.5,1.0,0.8018185525433373,0.15
2021-04-19,fesx1s,-1.0,1.0,10.0,9.0,0.0,0.9,0.9666666666666667,-0.6,1.0,0.7305880613711224,0.15
2021-04-20,fesx1s,1.0,1.0,1.0,0.0,0.0,0.9,0.9666666666666667,-0.6,1.0,0.7305880613711224,0.16666666666666666
2021-04-21,fesx1s,1.0,1.0,2.0,1.0,0.0,0.9,0.9666666666666667,-0.6,1.0,0.7305880613711224,0.16666666666666666
2021-04-22,fesx1s,-1.0,1.0,1.0,0.0,0.0,0.9,0.9666666666666667,-0.7,-1.0,0.639031859650177,0.16666666666666666
2021-04-23,fesx1s,-1.0,1.0,2.0,1.0,0.0,0.9,0.9666666666666667,-0.7,-1.0,0.639031859650177,0.15
2021-04-26,fesx1s,-1.0,1.0,3.0,2.0,0.0,0.9,0.9666666666666667,-0.7,-1.0,0.639031859650177,0.15
2021-04-27,fesx1s,-1.0,1.0,4.0,3.0,0.0,0.9,0.9666666666666667,-0.7,-1.0,0.639031859650177,0.15
2021-04-28,fesx1s,-1.0,1.0,5.0,4.0,0.0,0.9,0.9666666666666667,-0.7,-1.0,0.639031859650177,0.13333333333333333
2021-04-29,fesx1s,1.0,1.0,1.0,0.0,0.0,0.9,0.9666666666666667,-0.6,1.0,0.7305880613711224,0.15
2021-04-30,fesx1s,1.0,1.0,2.0,1.0,0.0,0.95,0.9666666666666667,-0.55,1.0,0.6874357505033553,0.15
2021-05-03,fesx1s,1.0,1.0,3.0,2.0,0.0,1.0,0.9666666666666667,-0.5,1.0,0.5623351446188083,0.15
2021-05-04,fesx1s,1.0,1.0,4.0,3.0,0.0,1.0,0.9666666666666667,-0.4,1.0,0.6108643020548935,0.15
2021-05-05,fesx1s,-1.0,1.0,1.0,0.0,0.0,1.0,0.9666666666666667,-0.4,-1.0,0.6108643020548935,0.16666666666666666
2021-05-06,fesx1s,-1.0,1.0,2.0,1.0,0.0,1.0,0.9666666666666667,-0.4,-1.0,0.6108643020548935,0.16666666666666666
2021-05-07,fesx1s,-1.0,1.0,3.0,2.0,0.0,1.0,0.9666666666666667,-0.4,1.0,0.6108643020548935,0.16666666666666666
2021-05-10,fesx1s,-1.0,1.0,4.0,3.0,0.0,1.0,0.9666666666666667,-0.4,1.0,0.6108643020548935,0.16666666666666666
2021-05-11,fesx1s,1.0,1.0,1.0,0.0,0.0,1.0,0.9666666666666667,-0.3,1.0,0.6474466390346325,0.18333333333333332
2021-05-12,fesx1s,1.0,1.0,2.0,1.0,0.0,1.0,0.9666666666666667,-0.2,1.0,0.6730116670092565,0.18333333333333332
2021-05-13,fesx1s,1.0,1.0,3.0,2.0,0.0,1.0,0.9666666666666667,-0.1,1.0,0.6881388137135884,0.16666666666666666
2021-05-14,fesx1s,-1.0,1.0,1.0,0.0,0.0,1.0,0.9666666666666667,-0.1,1.0,0.6881388137135884,0.18333333333333332
2021-05-17,fesx1s,-1.0,1.0,2.0,1.0,0.0,1.0,0.9666666666666667,-0.1,1.0,0.6881388137135884,0.18333333333333332
2021-05-18,fesx1s,-1.0,1.0,3.0,2.0,0.0,1.0,0.9666666666666667,-0.2,1.0,0.6730116670092565,0.18333333333333332
2021-05-19,fesx1s,1.0,1.0,1.0,0.0,0.0,1.0,0.9666666666666667,-0.2,1.0,0.6730116670092565,0.18333333333333332
2021-05-20,fesx1s,-1.0,1.0,1.0,0.0,0.0,1.0,0.9666666666666667,-0.2,1.0,0.6730116670092565,0.18333333333333332
2021-05-21,fesx1s,-1.0,1.0,2.0,1.0,0.0,1.0,0.9666666666666667,-0.2,1.0,0.6730116670092565,0.18333333333333332
2021-05-24,fesx1s,-1.0,1.0,3.0,2.0,0.0,1.0,0.9666666666666667,-0.2,1.0,0.6730116670092565,0.18333333333333332
2021-05-25,fesx1s,-1.0,1.0,4.0,3.0,0.0,1.0,0.9666666666666667,-0.2,1.0,0.6730116670092565,0.18333333333333332
2021-05-26,fesx1s,1.0,1.0,1.0,0.0,0.0,1.0,0.9666666666666667,-0.1,-1.0,0.6881388137135884,0.2
2021-05-27,fesx1s,1.0,1.0,2.0,1.0,0.0,1.0,0.9666666666666667,-0.1,-1.0,0.6881388137135884,0.2
2021-05-28,fesx1s,-1.0,1.0,1.0,0.0,0.0,1.0,0.9666666666666667,-0.2,1.0,0.6730116670092565,0.21666666666666667
2021-05-31,fesx1s,-1.0,1.0,2.0,1.0,0.0,1.0,0.9666666666666667,-0.3,1.0,0.6474466390346325,0.21666666666666667
2021-06-01,fesx1s,-1.0,1.0,3.0,2.0,0.0,1.0,0.9666666666666667,-0.4,1.0,0.6108643020548935,0.21666666666666667
2021-06-02,fesx1s,-1.0,1.0,4.0,3.0,0.0,1.0,0.9666666666666667,-0.4,1.0,0.6108643020548935,0.21666666666666667
2021-06-03,fesx1s,-1.0,1.0,5.0,4.0,0.0,1.0,0.9666666666666667,-0.4,1.0,0.6108643020548935,0.21666666666666667
2021-06-04,fesx1s,-1.0,1.0,6.0,5.0,0.0,1.0,0.9666666666666667,-0.4,1.0,0.6108643020548935,0.21666666666666667
2021-06-07,fesx1s,-1.0,1.0,7.0,6.0,0.0,1.0,0.9666666666666667,-0.4,1.0,0.6108643020548935,0.21666666666666667
2021-06-08,fesx1s,-1.0,1.0,8.0,7.0,0.0,1.0,0.9666666666666667,-0.5,1.0,0.5623351446188083,0.21666666666666667
2021-06-09,fesx1s,-1.0,1.0,9.0,8.0,0.0,1.0,0.9666666666666667,-0.6,1.0,0.5004024235381879,0.21666666666666667
2021-06-10,fesx1s,-1.0,1.0,10.0,9.0,0.0,1.0,0.9666666666666667,-0.7,-1.0,0.42270908780599087,0.21666666666666667
2021-06-11,fesx1s,-1.0,1.0,11.0,10.0,0.0,1.0,0.9666666666666667,-0.7,1.0,0.42270908780599087,0.21666666666666667
2021-06-14,fesx1s,-1.0,1.0,12.0,11.0,0.0,1.0,0.9666666666666667,-0.7,1.0,0.42270908780599087,0.21666666666666667
2021-06-15,fesx1s,-1.0,1.0,13.0,12.0,0.0,1.0,0.9666666666666667,-0.7,1.0,0.42270908780599087,0.21666666666666667
2021-06-16,fesx1s,-1.0,1.0,14.0,13.0,0.0,1.0,0.9666666666666667,-0.8,1.0,0.3250829733914482,0.21666666666666667
2021-06-17,fesx1s,-1.0,1.0,15.0,14.0,0.0,1.0,0.9666666666666667,-0.8,1.0,0.3250829733914482,0.21666666666666667
2021-06-18,fesx1s,1.0,1.0,1.0,0.0,0.0,1.0,0.9666666666666667,-0.7,1.0,0.42270908780599087,0.21666666666666667
2021-06-21,fesx1s,-1.0,1.0,1.0,0.0,0.0,1.0,0.9666666666666667,-0.7,-1.0,0.42270908780599087,0.23333333333333334
2021-06-22,fesx1s,-1.0,1.0,2.0,1.0,0.0,1.0,0.9666666666666667,-0.7,-1.0,0.42270908780599087,0.23333333333333334
2021-06-23,fesx1s,-1.0,1.0,3.0,2.0,0.0,1.0,0.9666666666666667,-0.8,-1.0,0.3250829733914482,0.23333333333333334
2021-06-24,fesx1s,-1.0,1.0,4.0,3.0,0.0,1.0,0.9666666666666667,-0.9,-1.0,0.1985152433458726,0.23333333333333334
2021-06-25,fesx1s,-1.0,1.0,5.0,4.0,0.0,1.0,0.9833333333333333,-0.9,-1.0,0.1985152433458726,0.21666666666666667
2021-06-28,fesx1s,-1.0,1.0,6.0,5.0,0.0,1.0,1.0,-0.9,-1.0,0.1985152433458726,0.21666666666666667
2021-06-29,fesx1s,-1.0,1.0,7.0,6.0,0.0,1.0,1.0,-0.9,-1.0,0.1985152433458726,0.2
2021-06-30,fesx1s,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.8,1.0,0.3250829733914482,0.21666666666666667
2021-07-01,fesx1s,1.0,1.0,2.0,1.0,0.0,1.0,1.0,-0.7,1.0,0.42270908780599087,0.21666666666666667
2021-07-02,fesx1s,1.0,1.0,3.0,2.0,0.0,1.0,1.0,-0.6,1.0,0.5004024235381879,0.21666666666666667
2021-07-05,fesx1s,1.0,1.0,4.0,3.0,0.0,1.0,1.0,-0.5,1.0,0.5623351446188083,0.21666666666666667
2021-07-06,fesx1s,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.5,-1.0,0.5623351446188083,0.23333333333333334
2021-07-07,fesx1s,-1.0,1.0,2.0,1.0,0.0,1.0,1.0,-0.5,-1.0,0.5623351446188083,0.23333333333333334
2021-07-08,fesx1s,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.4,1.0,0.6108643020548935,0.25
2021-07-09,fesx1s,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.4,-1.0,0.6108643020548935,0.26666666666666666
2021-07-12,fesx1s,-1.0,1.0,2.0,1.0,0.0,1.0,1.0,-0.4,1.0,0.6108643020548935,0.26666666666666666
2021-07-13,fesx1s,-1.0,1.0,3.0,2.0,0.0,1.0,1.0,-0.4,1.0,0.6108643020548935,0.25
2021-07-14,fesx1s,-1.0,1.0,4.0,3.0,0.0,1.0,1.0,-0.4,1.0,0.6108643020548935,0.25
2021-07-15,fesx1s,-1.0,1.0,5.0,4.0,0.0,1.0,1.0,-0.4,-1.0,0.6108643020548935,0.23333333333333334
2021-07-16,fesx1s,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.4,1.0,0.6108643020548935,0.25
2021-07-19,fesx1s,1.0,1.0,2.0,1.0,0.0,1.0,1.0,-0.3,1.0,0.6474466390346325,0.25
2021-07-20,fesx1s,1.0,1.0,3.0,2.0,0.0,1.0,1.0,-0.2,1.0,0.6730116670092565,0.25
2021-07-21,fesx1s,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.2,1.0,0.6730116670092565,0.26666666666666666
2021-07-22,fesx1s,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.1,-1.0,0.6881388137135884,0.26666666666666666
2021-07-23,fesx1s,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.1,1.0,0.6881388137135884,0.2833333333333333
2021-07-26,fesx1s,-1.0,1.0,2.0,1.0,0.0,1.0,1.0,-0.1,1.0,0.6881388137135884,0.2833333333333333
2021-07-27,fesx1s,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.6931471805599453,0.3
2021-07-28,fesx1s,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.1,1.0,0.6881388137135884,0.3
2021-07-29,fesx1s,-1.0,1.0,2.0,1.0,0.0,1.0,1.0,-0.2,1.0,0.6730116670092565,0.3
2021-07-30,fesx1s,-1.0,1.0,3.0,2.0,0.0,1.0,1.0,-0.3,1.0,0.6474466390346325,0.3
2021-08-02,fesx1s,-1.0,1.0,4.0,3.0,0.0,1.0,1.0,-0.4,1.0,0.6108643020548935,0.3
2021-08-03,fesx1s,-1.0,1.0,5.0,4.0,0.0,1.0,1.0,-0.4,1.0,0.6108643020548935,0.2833333333333333
2021-08-04,fesx1s,-1.0,1.0,6.0,5.0,0.0,1.0,1.0,-0.4,1.0,0.6108643020548935,0.2833333333333333
2021-08-05,fesx1s,-1.0,1.0,7.0,6.0,0.0,1.0,1.0,-0.5,1.0,0.5623351446188083,0.2833333333333333
2021-08-06,fesx1s,-1.0,1.0,8.0,7.0,0.0,1.0,1.0,-0.5,1.0,0.5623351446188083,0.26666666666666666
2021-08-09,fesx1s,-1.0,1.0,9.0,8.0,0.0,1.0,1.0,-0.5,1.0,0.5623351446188083,0.26666666666666666
2021-08-10,fesx1s,-1.0,1.0,10.0,9.0,0.0,1.0,1.0,-0.5,1.0,0.5623351446188083,0.26666666666666666
2021-08-11,fesx1s,-1.0,1.0,11.0,10.0,0.0,1.0,1.0,-0.5,1.0,0.5623351446188083,0.25
2021-08-12,fesx1s,-1.0,1.0,12.0,11.0,0.0,1.0,1.0,-0.5,1.0,0.5623351446188083,0.23333333333333334
2021-08-13,fesx1s,-1.0,1.0,13.0,12.0,0.0,1.0,1.0,-0.6,1.0,0.5004024235381879,0.23333333333333334
2021-08-16,fesx1s,-1.0,1.0,14.0,13.0,0.0,1.0,1.0,-0.7,1.0,0.42270908780599087,0.23333333333333334
2021-08-17,fesx1s,-1.0,1.0,15.0,14.0,0.0,1.0,1.0,-0.8,-1.0,0.3250829733914482,0.23333333333333334
2021-08-18,fesx1s,-1.0,1.0,16.0,15.0,0.0,1.0,1.0,-0.8,-1.0,0.3250829733914482,0.21666666666666667
2021-08-19,fesx1s,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.8,1.0,0.3250829733914482,0.23333333333333334
2021-08-20,fesx1s,1.0,1.0,2.0,1.0,0.0,1.0,1.0,-0.7,1.0,0.42270908780599087,0.21666666666666667
2021-08-23,fesx1s,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.7,-1.0,0.42270908780599087,0.23333333333333334
2021-08-24,fesx1s,-1.0,1.0,2.0,1.0,0.0,1.0,1.0,-0.8,-1.0,0.3250829733914482,0.23333333333333334
2021-08-25,fesx1s,-1.0,1.0,3.0,2.0,0.0,1.0,1.0,-0.8,-1.0,0.3250829733914482,0.23333333333333334
2021-08-26,fesx1s,-1.0,1.0,4.0,3.0,0.0,1.0,1.0,-0.8,-1.0,0.3250829733914482,0.23333333333333334
2021-08-27,fesx1s,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.7,1.0,0.42270908780599087,0.25
2021-08-30,fesx1s,1.0,1.0,2.0,1.0,0.0,1.0,1.0,-0.6,1.0,0.5004024235381879,0.25
2021-08-31,fesx1s,1.0,1.0,3.0,2.0,0.0,1.0,1.0,-0.5,1.0,0.5623351446188083,0.25
2021-09-01,fesx1s,1.0,1.0,4.0,3.0,0.0,1.0,1.0,-0.4,1.0,0.6108643020548935,0.25
2021-09-02,fesx1s,1.0,1.0,5.0,4.0,0.0,1.0,1.0,-0.3,1.0,0.6474466390346325,0.25
2021-09-03,fesx1s,1.0,1.0,6.0,5.0,0.0,1.0,1.0,-0.2,1.0,0.6730116670092565,0.25
2021-09-06,fesx1s,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.2,1.0,0.6730116670092565,0.26666666666666666
2021-09-07,fesx1s,-1.0,1.0,2.0,1.0,0.0,1.0,1.0,-0.2,-1.0,0.6730116670092565,0.26666666666666666
2021-09-08,fesx1s,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.1,1.0,0.6881388137135884,0.2833333333333333
2021-09-09,fesx1s,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6931471805599453,0.2833333333333333
2021-09-10,fesx1s,1.0,1.0,3.0,2.0,0.0,1.0,1.0,0.1,1.0,0.6881388137135884,0.26666666666666666
2021-09-13,fesx1s,1.0,1.0,4.0,3.0,0.0,1.0,1.0,0.2,1.0,0.6730116670092565,0.25
2021-09-14,fesx1s,1.0,1.0,5.0,4.0,0.0,1.0,1.0,0.3,1.0,0.6474466390346325,0.25
2021-09-15,fesx1s,1.0,1.0,6.0,5.0,0.0,1.0,1.0,0.4,1.0,0.6108643020548935,0.25
2021-09-16,fesx1s,1.0,1.0,7.0,6.0,0.0,1.0,1.0,0.4,1.0,0.6108643020548935,0.25
2021-09-17,fesx1s,1.0,1.0,8.0,7.0,0.0,1.0,1.0,0.4,1.0,0.6108643020548935,0.25
2021-09-20,fesx1s,1.0,1.0,9.0,8.0,0.0,1.0,1.0,0.5,1.0,0.5623351446188083,0.25
2021-09-21,fesx1s,1.0,1.0,10.0,9.0,0.0,1.0,1.0,0.6,1.0,0.5004024235381879,0.25
2021-09-22,fesx1s,1.0,1.0,11.0,10.0,0.0,1.0,1.0,0.7,1.0,0.42270908780599087,0.23333333333333334
2021-09-23,fesx1s,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.7,1.0,0.42270908780599087,0.25
2021-09-24,fesx1s,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.7,-1.0,0.42270908780599087,0.26666666666666666
2021-09-27,fesx1s,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.7,-1.0,0.42270908780599087,0.26666666666666666
2021-09-28,fesx1s,1.0,1.0,3.0,2.0,0.0,1.0,1.0,0.7,1.0,0.42270908780599087,0.25
2021-09-29,fesx1s,1.0,1.0,4.0,3.0,0.0,1.0,1.0,0.7,1.0,0.42270908780599087,0.25
2021-09-30,fesx1s,1.0,1.0,5.0,4.0,0.0,1.0,1.0,0.7,1.0,0.42270908780599087,0.23333333333333334
2021-10-01,fesx1s,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.6,-1.0,0.5004024235381879,0.23333333333333334
2021-10-04,fesx1s,-1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.6,-1.0,0.5004024235381879,0.23333333333333334
2021-10-05,fesx1s,-1.0,1.0,3.0,2.0,0.0,1.0,1.0,0.6,-1.0,0.5004024235381879,0.23333333333333334
2021-10-06,fesx1s,-1.0,1.0,4.0,3.0,0.0,1.0,1.0,0.5,-1.0,0.5623351446188083,0.23333333333333334
2021-10-07,fesx1s,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,-1.0,0.5623351446188083,0.25
2021-10-08,fesx1s,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.5,-1.0,0.5623351446188083,0.23333333333333334
2021-10-11,fesx1s,1.0,1.0,3.0,2.0,0.0,1.0,1.0,0.5,-1.0,0.5623351446188083,0.23333333333333334
2021-10-12,fesx1s,1.0,1.0,4.0,3.0,0.0,1.0,1.0,0.5,-1.0,0.5623351446188083,0.23333333333333334
2021-10-13,fesx1s,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.4,1.0,0.6108643020548935,0.23333333333333334
2021-10-14,fesx1s,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.4,-1.0,0.6108643020548935,0.23333333333333334
2021-10-15,fesx1s,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.4,-1.0,0.6108643020548935,0.21666666666666667
2021-10-18,fesx1s,1.0,1.0,3.0,2.0,0.0,1.0,1.0,0.4,-1.0,0.6108643020548935,0.21666666666666667
2021-10-19,fesx1s,1.0,1.0,4.0,3.0,0.0,1.0,1.0,0.4,-1.0,0.6108643020548935,0.2
2021-10-20,fesx1s,1.0,1.0,5.0,4.0,0.0,1.0,1.0,0.4,-1.0,0.6108643020548935,0.18333333333333332
2021-10-21,fesx1s,1.0,1.0,6.0,5.0,0.0,1.0,1.0,0.5,-1.0,0.5623351446188083,0.18333333333333332
2021-10-22,fesx1s,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.4,1.0,0.6108643020548935,0.2
2021-10-25,fesx1s,-1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.3,1.0,0.6474466390346325,0.2
2021-10-26,fesx1s,-1.0,1.0,3.0,2.0,0.0,1.0,1.0,0.2,1.0,0.6730116670092565,0.2
2021-10-27,fesx1s,-1.0,1.0,4.0,3.0,0.0,1.0,1.0,0.1,1.0,0.6881388137135884,0.2
2021-10-28,fesx1s,-1.0,1.0,5.0,4.0,0.0,1.0,1.0,0.0,1.0,0.6931471805599453,0.2
2021-10-29,fesx1s,-1.0,1.0,6.0,5.0,0.0,1.0,1.0,0.0,1.0,0.6931471805599453,0.2
2021-11-01,fesx1s,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.1,-1.0,0.6881388137135884,0.21666666666666667
2021-11-02,fesx1s,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.2,-1.0,0.6730116670092565,0.21666666666666667
2021-11-03,fesx1s,1.0,1.0,3.0,2.0,0.0,1.0,1.0,0.3,-1.0,0.6474466390346325,0.21666666666666667
2021-11-04,fesx1s,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.2,1.0,0.6730116670092565,0.23333333333333334
2021-11-05,fesx1s,-1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.1,1.0,0.6881388137135884,0.23333333333333334
2021-11-08,fesx1s,-1.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.6931471805599453,0.23333333333333334
2021-11-09,fesx1s,-1.0,1.0,4.0,3.0,0.0,1.0,1.0,-0.1,1.0,0.6881388137135884,0.23333333333333334
2021-11-10,fesx1s,-1.0,1.0,5.0,4.0,0.0,1.0,1.0,-0.1,-1.0,0.6881388137135884,0.23333333333333334
2021-11-11,fesx1s,-1.0,1.0,6.0,5.0,0.0,1.0,1.0,-0.2,-1.0,0.6730116670092565,0.21666666666666667
2021-11-12,fesx1s,-1.0,1.0,7.0,6.0,0.0,1.0,1.0,-0.3,1.0,0.6474466390346325,0.21666666666666667
2021-11-15,fesx1s,-1.0,1.0,8.0,7.0,0.0,1.0,1.0,-0.4,-1.0,0.6108643020548935,0.2
2021-11-16,fesx1s,-1.0,1.0,9.0,8.0,0.0,1.0,1.0,-0.5,1.0,0.5623351446188083,0.2
2021-11-17,fesx1s,-1.0,1.0,10.0,9.0,0.0,1.0,1.0,-0.6,-1.0,0.5004024235381879,0.2
2021-11-18,fesx1s,-1.0,1.0,11.0,10.0,0.0,1.0,1.0,-0.7,-1.0,0.42270908780599087,0.2
2021-11-19,fesx1s,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.6,1.0,0.5004024235381879,0.2
2021-11-22,fesx1s,1.0,1.0,2.0,1.0,0.0,1.0,1.0,-0.5,1.0,0.5623351446188083,0.2
2021-11-23,fesx1s,1.0,1.0,3.0,2.0,0.0,1.0,1.0,-0.4,1.0,0.6108643020548935,0.2
2021-11-24,fesx1s,1.0,1.0,4.0,3.0,0.0,1.0,1.0,-0.3,1.0,0.6474466390346325,0.2
2021-11-25,fesx1s,1.0,1.0,5.0,4.0,0.0,1.0,1.0,-0.2,1.0,0.6730116670092565,0.2
2021-11-26,fesx1s,1.0,1.0,6.0,5.0,0.0,1.0,1.0,-0.1,1.0,0.6881388137135884,0.2
2021-11-29,fesx1s,1.0,1.0,7.0,6.0,0.0,1.0,1.0,-0.1,1.0,0.6881388137135884,0.18333333333333332
2021-11-30,fesx1s,1.0,1.0,8.0,7.0,0.0,1.0,1.0,-0.1,1.0,0.6881388137135884,0.18333333333333332
2021-12-01,fesx1s,1.0,1.0,9.0,8.0,0.0,1.0,1.0,-0.1,1.0,0.6881388137135884,0.16666666666666666
2021-12-02,fesx1s,1.0,1.0,10.0,9.0,0.0,1.0,1.0,0.0,1.0,0.6931471805599453,0.16666666666666666
2021-12-03,fesx1s,1.0,1.0,11.0,10.0,0.0,1.0,1.0,0.1,1.0,0.6881388137135884,0.16666666666666666
2021-12-06,fesx1s,1.0,1.0,12.0,11.0,0.0,1.0,1.0,0.2,1.0,0.6730116670092565,0.16666666666666666
2021-12-07,fesx1s,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.2,1.0,0.6730116670092565,0.18333333333333332
2021-12-08,fesx1s,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.3,-1.0,0.6474466390346325,0.2
2021-12-09,fesx1s,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.4,-1.0,0.6108643020548935,0.2
2021-12-10,fesx1s,1.0,1.0,3.0,2.0,0.0,1.0,1.0,0.5,-1.0,0.5623351446188083,0.2
2021-12-13,fesx1s,1.0,1.0,4.0,3.0,0.0,1.0,1.0,0.6,-1.0,0.5004024235381879,0.2
2021-12-14,fesx1s,1.0,1.0,5.0,4.0,0.0,1.0,1.0,0.7,-1.0,0.42270908780599087,0.2
2021-12-15,fesx1s,1.0,1.0,6.0,5.0,0.0,1.0,1.0,0.8,-1.0,0.3250829733914482,0.2
2021-12-16,fesx1s,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8,1.0,0.3250829733914482,0.2
2021-12-17,fesx1s,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8,-1.0,0.3250829733914482,0.2
2021-12-20,fesx1s,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.8,-1.0,0.3250829733914482,0.2
2021-12-21,fesx1s,1.0,1.0,3.0,2.0,0.0,1.0,1.0,0.8,-1.0,0.3250829733914482,0.2
2021-12-22,fesx1s,1.0,1.0,4.0,3.0,0.0,1.0,1.0,0.8,-1.0,0.3250829733914482,0.2
2021-12-23,fesx1s,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.7,1.0,0.42270908780599087,0.21666666666666667
2021-12-27,fesx1s,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.7,-1.0,0.42270908780599087,0.21666666666666667
2021-12-28,fesx1s,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.6,1.0,0.5004024235381879,0.23333333333333334
2021-12-29,fesx1s,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.6,-1.0,0.5004024235381879,0.25
2021-12-30,fesx1s,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.5623351446188083,0.26666666666666666
2022-01-03,fesx1s,1.0,1.0,1.0,0.0,0.0,0.95,0.9833333333333333,0.45,-1.0,0.7460326647147849,0.2833333333333333
2022-01-04,fesx1s,1.0,1.0,2.0,1.0,0.0,0.95,0.9833333333333333,0.45,-1.0,0.7460326647147849,0.2833333333333333
2022-01-05,fesx1s,-1.0,1.0,1.0,0.0,0.0,0.95,0.9833333333333333,0.45,1.0,0.7460326647147849,0.3
2022-01-06,fesx1s,-1.0,1.0,2.0,1.0,0.0,0.95,0.9833333333333333,0.35,1.0,0.7909873504355756,0.2833333333333333
2022-01-07,fesx1s,-1.0,1.0,3.0,2.0,0.0,0.95,0.9833333333333333,0.25,1.0,0.8237197315118312,0.26666666666666666
2022-01-10,fesx1s,-1.0,1.0,4.0,3.0,0.0,0.95,0.9833333333333333,0.15,-1.0,0.8451132568429528,0.26666666666666666
2022-01-11,fesx1s,-1.0,1.0,5.0,4.0,0.0,0.95,0.9833333333333333,0.05,-1.0,0.8556886672556694,0.26666666666666666
2022-01-12,fesx1s,-1.0,1.0,6.0,5.0,0.0,0.95,0.9833333333333333,-0.05,1.0,0.8556886672556694,0.26666666666666666
2022-01-13,fesx1s,-1.0,1.0,7.0,6.0,0.0,0.95,0.9833333333333333,-0.15,-1.0,0.8451132568429528,0.26666666666666666
2022-01-14,fesx1s,1.0,1.0,1.0,0.0,0.0,0.95,0.9833333333333333,-0.05,1.0,0.8556886672556694,0.2833333333333333
2022-01-17,fesx1s,-1.0,1.0,1.0,0.0,0.0,0.95,0.9833333333333333,-0.15,-1.0,0.8451132568429528,0.2833333333333333
2022-01-18,fesx1s,-1.0,1.0,2.0,1.0,0.0,0.95,0.9833333333333333,-0.25,-1.0,0.8237197315118312,0.2833333333333333
2022-01-19,fesx1s,-1.0,1.0,3.0,2.0,0.0,0.95,0.9833333333333333,-0.35,-1.0,0.7909873504355757,0.2833333333333333
2022-01-20,fesx1s,-1.0,1.0,4.0,3.0,0.0,0.95,0.9833333333333333,-0.45,-1.0,0.7460326647147848,0.2833333333333333
2022-01-21,fesx1s,-1.0,1.0,5.0,4.0,0.0,0.95,0.9833333333333333,-0.45,-1.0,0.7460326647147848,0.2833333333333333
2022-01-24,fesx1s,1.0,1.0,1.0,0.0,0.0,0.95,0.9833333333333333,-0.45,1.0,0.7460326647147848,0.3
