date,instrument,f11_vix_level,f11_vix_chg5,f11_vix_chg20,f11_move_level,f11_move_chg5,f11_move_chg20,f11_dxy_level,f11_dxy_chg5,f11_dxy_chg20,f11_10y_ust_level,f11_10y_ust_chg5,f11_10y_ust_chg20,f11_2y_ust_level,f11_2y_ust_chg5,f11_2y_ust_chg20,f11_hy_oas_level,f11_hy_oas_chg5,f11_hy_oas_chg20,f11_be10y_level,f11_be10y_chg5,f11_be10y_chg20,f11_tips10y_level,f11_tips10y_chg5,f11_tips10y_chg20,f11_eia_crude_stock_level,f11_eia_crude_stock_chg5,f11_eia_crude_stock_chg20,f11_eia_ng_stock_level,f11_eia_ng_stock_chg5,f11_eia_ng_stock_chg20,f11_us_ism_mfg_pmi_level,f11_us_ism_mfg_pmi_chg21,f11_us_ism_mfg_pmi_chg63,f11_china_pmi_mfg_level,f11_china_pmi_mfg_chg21,f11_china_pmi_mfg_chg63,f11_spread_vix_term_level,f11_spread_vix_term_chg5,f11_spread_vix_term_chg20,f11_spread_curve_slope_level,f11_spread_curve_slope_chg5,f11_spread_curve_slope_chg20,f11_spread_credit_diff_level,f11_spread_credit_diff_chg5,f11_spread_credit_diff_chg20
2022-07-01,es1s,0.03936985452462994,-0.09505034037686486,0.13706446990763724,4.741251290772848,1.7393361543607884,2.3750666176946873,3.1383184585681363,0.9978810575873215,2.057178356791554,4.373992475835865,-2.3444575771972778,-0.15508216840299266,6.3394856656590886,-2.8921912360179878,1.2267479268100727,0.685034572490933,1.3325859421041322,1.3064713592789086,1.3083435092203028,-2.1620932572995284,-2.0486919969408213,3.5876143663978692,-0.20607858077206206,2.1354793713109563,-2.4664148456134143,-0.4378855805686102,-0.013179785058989714,-0.7628916364699877,0.9261656943147828,1.0759812636655122,-0.18559254899573047,-0.975291903068537,-1.2194245672422541,-0.01726978505680675,0.1196960888759141,0.09205981225651996,-0.09843112093078998,0.035845069003425926,-0.2174019044428537,-1.6999586816786003,-0.4143459418274899,-2.062945858043573,0.7133666287262744,1.7156758557973595,1.6720424956631212
2022-07-04,es1s,0.11467050339837288,0.09097533147921,0.18139066590538952,4.741251290772848,1.1110327147389518,2.143635017284337,3.1383184585681363,1.2413734784446468,1.872199598131301,4.373992475835865,-3.012615075118944,-0.6499388973008103,6.3394856656590886,-3.678620987515718,0.8682004143755484,0.685034572490933,1.425961057004423,1.3216049115930992,1.3068120173373041,-1.8757269522224553,-2.151076306206203,3.5876143663978692,-0.9664022679567505,1.6753754102985752,-2.4664148456134143,-0.4378855805686102,-0.013179785058989714,-0.7628916364699877,0.9261656943147828,1.0759812636655122,-0.18559254899573047,-0.975291903068537,-1.2194245672422541,-0.01726978505680675,0.1196960888759141,0.09205981225651996,-0.34295594965607334,-0.11131543581625429,-0.3438724599022821,-1.6999586816786003,-0.5698269758188289,-2.301312744866061,0.7133666287262744,1.8555525213812452,1.6835804027975763
2022-07-05,es1s,0.1155777401317913,-0.14365164203295622,0.2668193345556028,5.402084957364376,2.120156727893639,2.7383069441665624,3.5399603836216422,2.0629129471908607,2.816400938632799,4.1927528441674236,-3.460933396281902,-0.6898242568933239,6.30308624866652,-3.717942475090603,0.7961990143208536,0.7143840963986903,1.1645107352836113,1.2762042546505283,1.1722595161881442,-1.789719324759034,-2.311022300865025,3.5498075938207068,-1.406756403451217,1.8164883760144759,-2.4664148456134143,-0.4378855805686102,-0.013179785058989714,-0.7628916364699877,0.9261656943147828,1.0759812636655122,-0.18559254899573047,-0.975291903068537,-1.2194245672422541,-0.01726978505680675,0.1196960888759141,0.09205981225651996,-0.23395090552552528,0.23927282566592256,-0.33812379829049005,-1.8430099992969853,-1.1569019145102624,-2.2565286630994104,0.7382156733092691,1.491873190863147,1.602815052856393
2022-07-06,es1s,0.0420915647248858,-0.2458819662061141,0.2063745218313952,5.125405640743068,2.096923642505691,2.3449243121224783,3.701249660611636,2.0243104902256888,3.026292661422383,4.489414777979852,-1.4929407659091776,-0.34337816833974616,6.763476116007019,-0.26714296205314164,1.4578335013099346,0.6145957151123151,0.32413470118100496,1.124868731508626,1.1665711177655789,-1.0097865211702717,-2.3681121691650753,3.922263376787908,-0.4017035294539564,2.2965968570708735,-2.4664148456134143,-0.4378855805686102,-0.013179785058989714,-0.7628916364699877,0.9261656943147828,1.0759812636655122,-0.18559254899573047,-0.975291903068537,-1.2194245672422541,-0.01726978505680675,0.1196960888759141,0.09205981225651996,-0.14556843731156743,0.347479079209804,-0.27488852056077534,-1.987008676634697,-1.8203770164560606,-2.6993132134696736,0.6222534652552946,0.37285986619207784,1.3951327244362055
2022-07-07,es1s,-0.016878822947322594,-0.44699080064511393,-0.0176742506663343,5.046590616287199,1.4403364467594018,2.2718675376000066,3.711024768307997,2.474672488152823,2.623325466630511,4.650328469648095,-0.12302589588874636,-0.12911030634275183,6.794352862835199,1.0548725684818423,1.3357230187847435,0.45610828601042497,-0.5535913788817179,0.8600315660102971,1.2844959927564683,-0.02558560235588053,-2.1557944771400908,3.958593322311275,-0.05797386253921086,2.299840833294228,-2.1918612121932233,1.1774150101087455,0.30929047186145925,-0.6780207140480314,0.7022257101788048,0.9628768287374645,-0.18559254899573047,-0.975291903068537,-1.2194245672422541,-0.01726978505680675,0.1196960888759141,0.09205981225651996,-0.06013205137140758,0.4037463310526234,-0.0018270940006468019,-1.858641434665882,-1.2145371253863644,-2.184296273153203,0.4483101531743336,-0.7181781253622151,1.0836092318059267
2022-07-08,es1s,-0.147520912559599,-0.3514641042865886,-0.26751280992639215,4.800775924627631,0.11403031135189257,1.5872795805362763,3.675661878700568,1.9045438929747234,1.9706058064421446,4.857943428221556,1.9736062527620033,-0.2585058333928853,7.021786461423253,3.915849767896007,0.5510050573778403,0.3797995238502558,-0.9644418844429914,0.6859957143971102,1.3405048387632725,0.0760597755554342,-2.0732264857970413,4.127542337265469,1.5474179227976257,2.0343754456830885,-2.1918612121932233,1.1774150101087455,0.30929047186145925,-0.6780207140480314,0.7022257101788048,0.9628768287374645,-0.18559254899573047,-0.975291903068537,-1.2194245672422541,-0.01726978505680675,0.1196960888759141,0.09205981225651996,0.14903979006829138,0.3561355794933143,0.18787873918849532,-1.8700097512978064,-1.11535094852982,-1.2207161912707791,0.37376301942535045,-1.1378081221138643,0.9105406247891056
2022-07-11,es1s,-0.008713692346554993,-0.23415061753050576,-0.6495240263433842,4.936910966869589,0.3635334457354834,0.43727398997623423,3.9671900905862203,2.9082077740695103,2.022923031113725,4.646214886552816,1.1336093983346203,-1.6118253600319021,6.939197439419424,3.469754270925745,-1.024268816791747,0.4091490477580131,-0.8710667695427022,0.4060249965845913,1.2328628378439452,-0.3979595348963795,-1.8259943288612814,4.017075673641572,1.2512084863319242,0.1653044783272696,-2.1918612121932233,1.1774150101087455,0.30929047186145925,-0.6780207140480314,0.7022257101788048,0.9628768287374645,-0.18559254899573047,-0.975291903068537,-1.2194245672422541,-0.01726978505680675,0.1196960888759141,0.09205981225651996,-0.021832981812027273,0.46434183303719573,0.5241754434783376,-1.9993243529859495,-1.8471840912821567,-0.9895725434429142,0.39032904914734634,-1.081857455880312,0.5067138750831874
2022-07-12,es1s,0.0928968217963266,-0.0481249456744315,-0.4520709714443058,4.958405973539373,-0.8082221651348218,0.20788593570637343,3.9818527521307656,1.575928105476238,1.78064445495602,4.58789879679034,1.6212875721050346,-2.2499911135121238,6.882213524541402,3.3585693750243415,-1.4878994536304186,0.41501895253956494,-0.9457668614629322,0.4362921012129724,1.2171103499045313,0.13274662092905587,-1.734933629837233,3.9659774575802516,1.2155683134951423,-0.6705600618902878,-2.1918612121932233,1.1774150101087455,0.30929047186145925,-0.6780207140480314,0.7022257101788048,0.9628768287374645,-0.18559254899573047,-0.975291903068537,-1.2194245672422541,-0.01726978505680675,0.1196960888759141,0.09205981225651996,-0.18386750687094877,0.06614281999571285,0.2597370093358966,-2.002640112003594,-1.0563753839124164,-1.295115552915377,0.3903290491473471,-1.1657834552306403,0.5528655036210076
2022-07-13,es1s,0.05025669532565308,0.008855890749951611,-0.24252895400038643,4.296469998913496,-1.514305934098912,0.011194619684330468,3.9487898878636525,0.9068188514130279,1.9332363602481435,4.502965404646652,0.10737324132562627,-1.5343735571022523,7.147301692432114,2.30366877732566,0.1734842030370147,0.4208888573211163,-0.6096164478218904,0.44385887737006735,1.2696186430359107,0.39272422212530694,-1.7321027272769003,3.797028442626057,-0.23617472672312287,0.16746712914283873,-2.1918612121932233,1.1774150101087455,0.30929047186145925,-0.6780207140480314,0.7022257101788048,0.9628768287374645,-0.18559254899573047,-0.975291903068537,-1.2194245672422541,-0.01726978505680675,0.1196960888759141,0.09205981225651996,-0.12199977912117922,0.02718856871991406,0.15626110032363746,-2.335873893276884,-2.1273180232148223,-2.647305892708403,0.3986120640083451,-0.7461534584789888,0.5413275964865526
2022-07-14,es1s,0.01215275252207224,0.04740175068409322,-0.5447530176214246,4.387961565764367,-1.2021744825826004,-0.01486059360690058,4.1175542472096875,1.4541818950475751,3.2498865144830917,4.565637052980598,-0.2823852991286839,-1.002877951369452,7.0905688080161084,1.830455013062364,0.5378696668273222,0.46197819079197683,0.025334333500079794,0.2622562495997847,1.2908407448431765,-0.03926863399779145,-1.1980057775607174,3.8487173895088964,-0.19499052700061903,0.20044755408027204,-2.0833601770767185,0.4458583584560326,0.3767033231229736,-0.5959788223734739,0.6818675298028067,0.8713160957004735,-0.18559254899573047,-0.975291903068537,-1.2194245672422541,-0.01726978505680675,0.1196960888759141,0.09205981225651996,0.016466087747355126,0.10509707127150857,0.46956315816631244,-2.2210065273084796,-2.2037181864691875,-2.360543304621952,0.4400271383133356,-0.01879479744279514,0.28749363952854656
