date,instrument,f7_volume_z_20,f7_volume_trend_20,f7_oi_level,f7_oi_change,f7_oi_z_20,f7_oi_price_div_20,f7_amihud_20,f7_rolls_spread_20,f7_kyles_lambda_20,f7_overnight_gap,z_f7_amihud_20,z_f7_oi_level,z_f7_oi_change,z_f7_kyles_lambda_20,z_f7_rolls_spread_20,z_f7_overnight_gap
2020-05-11,pl1s,-0.5938241263988276,-0.27142783690711136,42772.02716172,-458.31595858999935,-1.0325100664145015,-1.0,1.9416601691558293e-06,22.07758738269617,0.00019919733618231817,-0.0003801558695963475,-0.2943577680570069,0.7502908430481334,-0.18213423516139032,0.0037146241702264984,2.5603220038924457,-0.05444419151029416
2020-05-12,pl1s,-0.7993573295816834,-0.2734989671403406,42465.45094619,-306.57621552999626,-1.3128397914956795,1.0,1.7975221720067643e-06,21.74329231260639,0.00017380291014764378,-0.0014089019210473132,-0.3030546042952322,0.736732096401376,-0.12232967767281673,-0.17924185801924747,2.510223751769986,-0.26185146015839783
2020-05-13,pl1s,-0.42576894878856597,-0.14639578404220588,42313.71120314,-151.73974304999865,-1.3813103639547384,1.0,1.7849722851993829e-06,17.187533340297584,0.00017096826466621453,-0.007100010469755993,-0.3037920162334409,0.7299845499577692,-0.0613049498204557,-0.19965251286298394,1.8436100598329765,-1.4091414161687814
2020-05-14,pl1s,-0.25939495580523175,-0.08945065056064483,42619.25517553,305.5439723899981,-1.0388985850410215,1.0,1.765162506762619e-06,18.08364535540247,0.00016811469167493626,0.007119310369376751,-0.30496856124379523,0.7433486193561608,0.11891337183555323,-0.22019930549907785,1.9739713680193527,1.4575851410395073
2020-05-18,pl1s,2.6176923288911578,1.1327928068398117,42972.28233282,-1003.3403417599984,-0.5803945797860592,-1.0,1.8953453670817357e-06,0.0,0.0001955862099945986,0.0073162135967601745,-0.2970501203964435,0.7587115222143475,-0.39704027490440474,-0.022207941916699628,-0.669124988333846,1.496388158025097
2020-05-19,pl1s,1.6251846646222674,0.673767370425669,42704.93135698,-267.35097584000323,-0.9690279303102869,-1.0,1.8367945373170272e-06,0.0,0.00018693779157250538,-0.009593785649594913,-0.3005712954385971,0.7468746654568164,-0.10691419375757258,-0.08453613624864231,-0.6690613867778183,-1.911337393288024
2020-05-22,pl1s,0.6912663050080937,0.297234863360045,40422.64175242,-175.48133548999613,-2.299913708424576,-1.0,1.9134927292401577e-06,15.866523686134729,0.00021131215541054173,-0.001848215836681103,-0.295867592427647,0.6462804054166703,-0.07059152629519201,0.09114698320105102,1.649407814459046,-0.35053862360751004
2020-05-26,pl1s,0.6667688431619662,0.26449089396635017,40037.61505748,-385.0266949400029,-2.1676049608838843,-1.0,1.921320852470589e-06,17.616048315646918,0.00021444247496948428,-0.0003385431402611283,-0.29537281621291234,0.6292834250265766,-0.15320125314530866,0.11370722999034612,1.9044974205067609,-0.04625161555766143
2020-05-27,pl1s,-0.4483919117538861,-0.1750736619904233,39862.13372199,-175.48133548999613,-1.9764553999886165,-1.0,1.806271069282014e-06,17.495606896631518,0.00020420613601253635,-0.0018338113956957868,-0.3023144273552671,0.6215063287939809,-0.07057134017008461,0.03989928876098451,1.8863351556981431,-0.3476264736078223
2020-05-28,pl1s,0.21092561576206864,0.08219490381074102,38687.44101733,-1174.692704660003,-2.321753043076494,-1.0,1.8303530294153757e-06,17.53699657532639,0.00020699227135181122,0.003751070041184648,-0.30083535136714873,0.5697715049504565,-0.46455641090199556,0.05998479770138189,1.8918129803705437,0.7780978817200762
