date,instrument,f17_hmm_state_lo,f17_hmm_state_mid,f17_hmm_state_hi,f17_hmm_state_argmax
2020-08-18,es1s,0.9992204923319465,0.0007793833862888444,1.242800747494053e-07,0.0
2020-08-19,es1s,0.9987199311456689,0.0012798999803949127,1.6887508917428205e-07,0.0
2020-08-20,es1s,0.999688475206875,0.0003114115241859042,1.132675613393388e-07,0.0
2020-08-21,es1s,0.9998251825155692,0.00017476131878570132,5.6165991552113335e-08,0.0
2020-08-25,es1s,0.9998696775417855,0.00013025604068327243,6.641923562882379e-08,0.0
2020-08-26,es1s,0.9997692391328376,0.0002306094267498776,1.5144161519601946e-07,0.0
2020-08-27,es1s,0.9999044579805225,9.549212080921361e-05,4.989693044677657e-08,0.0
2020-08-28,es1s,0.9998879831389137,0.00011196126630991549,5.559576218631418e-08,0.0
2020-08-31,es1s,0.999891848269586,0.00010810723446747256,4.4496388662957105e-08,0.0
2020-09-01,es1s,0.9998347361403503,0.00016518456321705974,7.929696670301779e-08,0.0
2020-09-02,es1s,0.9989018510145283,0.0010976579396740653,4.910468378785848e-07,0.0
2020-09-03,es1s,8.930853705377054e-06,0.9989452449429086,0.0010458242051431129,1.0
2020-09-04,es1s,1.133546866705308e-05,0.999317189370762,0.000671475158787251,1.0
2020-09-08,es1s,1.7153847199593216e-09,0.9967364698420236,0.003263528442217824,1.0
