date,instrument,f16_regime_alignment_score
2021-10-13,nq1s,0.02041886212716442
2021-10-14,nq1s,0.00848942177195935
2021-10-15,nq1s,0.009292722410675837
2021-10-18,nq1s,0.009680658752670565
2021-10-19,nq1s,0.003778050669339092
2021-10-20,nq1s,0.003945219846550867
2021-10-21,nq1s,0.006069071224072091
2021-10-22,nq1s,0.009431167331411024
2021-10-25,nq1s,0.005670771701154078
2021-10-26,nq1s,0.005672788657359666
2021-10-27,nq1s,0.004027995181889572
2021-10-28,nq1s,0.7681488334288342
2021-10-29,nq1s,0.6633086092403639
2021-11-01,nq1s,0.463237920888842
2021-11-02,nq1s,0.4731719382153955
2021-11-03,nq1s,0.40740836478369397
2021-11-04,nq1s,0.3067832240893665
2021-11-05,nq1s,0.36735028035256145
2021-11-08,nq1s,0.41455269083773927
2021-11-09,nq1s,0.3326340074330627
2021-11-10,nq1s,0.24612215988678918
2021-11-11,nq1s,0.5405597050617861
2021-11-12,nq1s,0.48177846544836844
2021-11-15,nq1s,0.6223124739510777
2021-11-16,nq1s,0.6307706207741868
2021-11-17,nq1s,0.6828169939497825
2021-11-18,nq1s,0.5707934493069858
2021-11-19,nq1s,0.5979584951784892
2021-11-22,nq1s,0.5300340541736337
2021-11-23,nq1s,0.6183324072991346
2021-11-24,nq1s,0.7010981389355949
2021-11-26,nq1s,0.8812775288516026
2021-11-29,nq1s,0.5782711704841298
2021-11-30,nq1s,0.8109979470654343
2021-12-01,nq1s,0.4478404131084878
2021-12-02,nq1s,0.5043541935283653
2021-12-03,nq1s,0.39503224144608345
2021-12-06,nq1s,0.45684546571371865
2021-12-07,nq1s,0.025510775381585412
2021-12-08,nq1s,0.05849800689727929
2021-12-09,nq1s,0.02610785052197014
2021-12-10,nq1s,0.03698791050326293
2021-12-13,nq1s,0.06426338345677475
2021-12-14,nq1s,0.09249745317816292
2021-12-15,nq1s,0.01093642297763312
2021-12-16,nq1s,0.01621640335086253
2021-12-17,nq1s,0.027467970494016346
2021-12-20,nq1s,0.03003282100441372
2021-12-21,nq1s,0.01772865339761642
2021-12-22,nq1s,0.006648083490003202
2021-12-23,nq1s,0.020449866408009085
2021-12-27,nq1s,0.0024932764090218407
2021-12-28,nq1s,0.6625384106165559
2021-12-29,nq1s,0.7097822285135682
2021-12-30,nq1s,0.7607153111572825
2021-12-31,nq1s,0.7605256370547028
2022-01-03,nq1s,0.7403143521527789
2022-01-04,nq1s,0.4554675629368253
2022-01-05,nq1s,0.6576688523621227
2022-01-06,nq1s,0.7265215073201938
2022-01-07,nq1s,0.6228686620081308
2022-01-10,nq1s,0.5561730036400077
2022-01-11,nq1s,0.5566319969264462
2022-01-12,nq1s,0.5972290561957625
2022-01-13,nq1s,0.39441948719338976
2022-01-14,nq1s,0.43390240671225105
2022-01-18,nq1s,0.23442323058986714
2022-01-19,nq1s,0.24460446659780397
2022-01-20,nq1s,0.11954649950349143
2022-01-21,nq1s,0.14932721336172505
2022-01-24,nq1s,0.06109919542471057
2022-01-25,nq1s,0.08219507820239147
2022-01-26,nq1s,0.9490670273425685
2022-01-27,nq1s,0.9615052330761024
2022-01-28,nq1s,0.9728976064241427
2022-01-31,nq1s,0.9568930460872099
2022-02-01,nq1s,0.8773074432314341
2022-02-02,nq1s,0.8296085958508548
2022-02-03,nq1s,0.8676198211723808
2022-02-04,nq1s,0.8517129014943907
2022-02-08,nq1s,0.613570055996147
2022-02-09,nq1s,0.444352367274237
2022-02-10,nq1s,0.35939844280840955
2022-02-11,nq1s,0.49422549182330294
2022-02-14,nq1s,0.6955953411110939
2022-02-15,nq1s,0.5971976204647006
2022-02-16,nq1s,0.5616190564561568
2022-02-17,nq1s,0.7413030857072331
2022-02-18,nq1s,0.8966476042623833
2022-02-22,nq1s,0.8422806548020855
2022-02-23,nq1s,0.9025905214247857
2022-02-24,nq1s,0.9797028814327647
2022-02-25,nq1s,0.9762347702197005
2022-02-28,nq1s,0.97814202182286
2022-03-01,nq1s,0.9571667985161891
2022-03-02,nq1s,0.9805809305639892
2022-03-03,nq1s,0.9851897536210581
2022-03-04,nq1s,0.9873911875002791
2022-03-07,nq1s,0.995744282492926
2022-03-08,nq1s,0.9950443520530804
2022-03-09,nq1s,0.9864715042926178
2022-03-10,nq1s,0.9898651776716948
2022-03-11,nq1s,0.994131109245031
2022-03-14,nq1s,0.994127261835162
2022-03-15,nq1s,0.9832403604815104
2022-03-16,nq1s,0.8906008106235581
2022-03-17,nq1s,0.804196960631588
2022-03-18,nq1s,0.5621390491494234
2022-03-21,nq1s,0.5774122037671644
2022-03-22,nq1s,0.25078385196896696
2022-03-23,nq1s,0.19372172722359504
2022-03-24,nq1s,0.5091333976550456
2022-03-25,nq1s,0.9243823861269118
2022-03-28,nq1s,0.887913699178696
2022-03-29,nq1s,0.8770259490523734
2022-03-30,nq1s,0.9007040522079959
2022-03-31,nq1s,0.9010763129909787
2022-04-01,nq1s,0.6963430367066898
2022-04-04,nq1s,0.3896566094247281
2022-04-05,nq1s,0.5576522142871758
2022-04-06,nq1s,0.5867791450010856
2022-04-07,nq1s,0.27803734987526535
2022-04-08,nq1s,0.2550180944215477
2022-04-11,nq1s,0.3999736176548064
2022-04-12,nq1s,0.50015303852632
2022-04-13,nq1s,0.7349351744238732
2022-04-14,nq1s,0.9289027676420956
2022-04-18,nq1s,0.9012579897082487
2022-04-19,nq1s,0.8366385030541287
2022-04-20,nq1s,0.8973630022576556
2022-04-21,nq1s,0.9201840870928871
2022-04-22,nq1s,0.9405217730518546
2022-04-25,nq1s,0.9622096428748919
2022-04-26,nq1s,0.9935474697184578
2022-04-27,nq1s,0.9935320883844228
2022-04-28,nq1s,0.9939238829827647
2022-04-29,nq1s,0.996522892798601
2022-05-02,nq1s,0.9958062507674469
2022-05-03,nq1s,0.9918938217860229
2022-05-04,nq1s,0.9713481731203093
2022-05-05,nq1s,0.9968160674166613
2022-05-06,nq1s,0.9974432746513847
2022-05-09,nq1s,0.9986490251709581
2022-05-10,nq1s,0.9965024853333425
2022-05-11,nq1s,0.9986705916576228
2022-05-12,nq1s,0.9989760819711526
2022-05-13,nq1s,0.9974108127034318
2022-05-16,nq1s,0.9974967063764544
2022-05-17,nq1s,0.9940159321769769
2022-05-18,nq1s,0.9980620688911245
2022-05-19,nq1s,0.9969038507699572
2022-05-20,nq1s,0.9974193116735344
2022-05-23,nq1s,0.9939310796882234
2022-05-24,nq1s,0.9980468422567929
2022-05-25,nq1s,0.9916393658912641
2022-05-26,nq1s,0.9793541850839135
2022-05-27,nq1s,0.9665854302212432
2022-05-31,nq1s,0.9839574009826365
2022-06-02,nq1s,0.8661155930522645
2022-06-03,nq1s,0.9375357131815728
2022-06-06,nq1s,0.8981096881918061
2022-06-07,nq1s,0.7956008379122839
2022-06-08,nq1s,0.6800060865350549
2022-06-09,nq1s,0.9120118211756754
2022-06-10,nq1s,0.9673742496911899
2022-06-13,nq1s,0.9547400769977978
2022-06-14,nq1s,0.9733174296448978
2022-06-15,nq1s,0.9840779287300776
2022-06-16,nq1s,0.9943589248480652
2022-06-17,nq1s,0.9937293109017016
2022-06-21,nq1s,0.9886657334301437
2022-06-22,nq1s,0.9885856947132114
2022-06-23,nq1s,0.9876906437097667
2022-06-24,nq1s,0.9854580487687009
2022-06-27,nq1s,0.9860029867845483
2022-06-28,nq1s,0.9916090345892498
2022-06-29,nq1s,0.9899854603013615
2022-06-30,nq1s,0.9978297431260528
2020-01-03,fesx1s,
2020-01-06,fesx1s,
2020-01-07,fesx1s,
2020-01-08,fesx1s,
2020-01-09,fesx1s,
2020-01-10,fesx1s,
2020-01-13,fesx1s,
2020-01-14,fesx1s,
2020-01-15,fesx1s,
2020-01-16,fesx1s,
2020-01-17,fesx1s,
2020-01-20,fesx1s,
2020-01-21,fesx1s,
2020-01-22,fesx1s,
2020-01-23,fesx1s,
2020-01-24,fesx1s,
2020-01-27,fesx1s,
2020-01-28,fesx1s,
2020-01-29,fesx1s,
2020-01-30,fesx1s,
2020-01-31,fesx1s,
2020-02-03,fesx1s,
2020-02-04,fesx1s,
2020-02-05,fesx1s,
2020-02-06,fesx1s,
2020-02-07,fesx1s,
2020-02-10,fesx1s,
2020-02-11,fesx1s,
2020-02-12,fesx1s,
2020-02-13,fesx1s,
2020-02-14,fesx1s,
2020-02-17,fesx1s,
2020-02-18,fesx1s,
2020-02-19,fesx1s,
2020-02-20,fesx1s,
2020-02-21,fesx1s,
2020-02-24,fesx1s,
2020-02-25,fesx1s,
2020-02-26,fesx1s,
2020-02-27,fesx1s,
2020-02-28,fesx1s,
2020-03-02,fesx1s,
2020-03-03,fesx1s,
2020-03-04,fesx1s,
2020-03-05,fesx1s,
2020-03-06,fesx1s,
2020-03-09,fesx1s,
2020-03-10,fesx1s,
2020-03-11,fesx1s,
2020-03-12,fesx1s,
2020-03-13,fesx1s,
2020-03-16,fesx1s,
2020-03-17,fesx1s,
2020-03-18,fesx1s,
2020-03-19,fesx1s,
2020-03-20,fesx1s,
2020-03-23,fesx1s,
2020-03-24,fesx1s,
2020-03-25,fesx1s,
2020-03-26,fesx1s,
2020-03-27,fesx1s,
2020-03-30,fesx1s,
2020-03-31,fesx1s,
2020-04-01,fesx1s,
2020-04-02,fesx1s,
2020-04-03,fesx1s,
2020-04-06,fesx1s,
2020-04-07,fesx1s,
2020-04-08,fesx1s,
2020-04-09,fesx1s,
2020-04-14,fesx1s,
2020-04-15,fesx1s,
2020-04-16,fesx1s,
2020-04-17,fesx1s,
2020-04-20,fesx1s,
2020-04-21,fesx1s,
2020-04-22,fesx1s,
2020-04-23,fesx1s,
2020-04-24,fesx1s,
2020-04-27,fesx1s,
2020-04-28,fesx1s,
2020-04-29,fesx1s,
2020-04-30,fesx1s,
2020-05-04,fesx1s,
2020-05-05,fesx1s,
2020-05-06,fesx1s,
2020-05-07,fesx1s,
2020-05-08,fesx1s,
2020-05-11,fesx1s,
2020-05-12,fesx1s,
2020-05-13,fesx1s,
2020-05-14,fesx1s,
2020-05-15,fesx1s,
2020-05-18,fesx1s,
2020-05-19,fesx1s,
2020-05-20,fesx1s,
2020-05-21,fesx1s,
2020-05-22,fesx1s,
2020-05-25,fesx1s,
2020-05-26,fesx1s,
2020-05-27,fesx1s,
2020-05-28,fesx1s,
2020-05-29,fesx1s,
2020-06-01,fesx1s,
2020-06-02,fesx1s,
2020-06-03,fesx1s,
2020-06-04,fesx1s,
2020-06-05,fesx1s,
2020-06-08,fesx1s,
2020-06-09,fesx1s,
2020-06-10,fesx1s,
2020-06-11,fesx1s,
2020-06-12,fesx1s,
2020-06-15,fesx1s,
2020-06-16,fesx1s,
2020-06-17,fesx1s,
2020-06-18,fesx1s,
2020-06-19,fesx1s,
2020-06-22,fesx1s,
2020-06-23,fesx1s,
2020-06-24,fesx1s,
2020-06-25,fesx1s,
2020-06-26,fesx1s,
2020-06-29,fesx1s,
2020-06-30,fesx1s,
2020-07-01,fesx1s,
2020-07-02,fesx1s,
2020-07-03,fesx1s,
2020-07-06,fesx1s,
2020-07-07,fesx1s,
2020-07-08,fesx1s,
2020-07-09,fesx1s,
2020-07-10,fesx1s,
2020-07-13,fesx1s,
2020-07-14,fesx1s,
2020-07-15,fesx1s,
2020-07-16,fesx1s,
2020-07-17,fesx1s,
2020-07-20,fesx1s,
2020-07-21,fesx1s,
2020-07-22,fesx1s,
2020-07-23,fesx1s,
2020-07-24,fesx1s,
2020-07-27,fesx1s,
2020-07-28,fesx1s,
2020-07-29,fesx1s,
2020-07-30,fesx1s,
2020-07-31,fesx1s,
2020-08-03,fesx1s,
2020-08-04,fesx1s,
2020-08-05,fesx1s,
2020-08-06,fesx1s,
2020-08-07,fesx1s,
2020-08-10,fesx1s,
2020-08-11,fesx1s,
2020-08-12,fesx1s,
2020-08-13,fesx1s,
2020-08-14,fesx1s,
2020-08-17,fesx1s,
2020-08-18,fesx1s,
2020-08-19,fesx1s,
2020-08-20,fesx1s,
2020-08-21,fesx1s,
2020-08-24,fesx1s,
2020-08-25,fesx1s,
2020-08-26,fesx1s,
2020-08-27,fesx1s,
2020-08-28,fesx1s,
2020-08-31,fesx1s,
2020-09-01,fesx1s,
2020-09-02,fesx1s,
2020-09-03,fesx1s,
2020-09-04,fesx1s,
2020-09-07,fesx1s,
2020-09-08,fesx1s,
2020-09-09,fesx1s,
2020-09-10,fesx1s,
2020-09-11,fesx1s,
2020-09-14,fesx1s,
2020-09-15,fesx1s,
2020-09-16,fesx1s,
2020-09-17,fesx1s,
2020-09-18,fesx1s,
2020-09-21,fesx1s,
2020-09-22,fesx1s,
2020-09-23,fesx1s,
2020-09-24,fesx1s,
2020-09-25,fesx1s,
2020-09-28,fesx1s,
2020-09-29,fesx1s,
2020-09-30,fesx1s,
2020-10-01,fesx1s,
2020-10-02,fesx1s,
2020-10-05,fesx1s,
2020-10-06,fesx1s,
2020-10-07,fesx1s,
2020-10-08,fesx1s,
2020-10-09,fesx1s,
2020-10-12,fesx1s,
2020-10-13,fesx1s,
2020-10-14,fesx1s,
2020-10-15,fesx1s,
2020-10-16,fesx1s,
2020-10-19,fesx1s,
2020-10-20,fesx1s,
2020-10-21,fesx1s,
2020-10-22,fesx1s,
2020-10-23,fesx1s,
2020-10-26,fesx1s,
2020-10-27,fesx1s,
2020-10-28,fesx1s,
2020-10-29,fesx1s,
2020-10-30,fesx1s,
2020-11-02,fesx1s,
2020-11-03,fesx1s,
2020-11-04,fesx1s,
2020-11-05,fesx1s,
2020-11-06,fesx1s,
2020-11-09,fesx1s,
2020-11-10,fesx1s,
2020-11-11,fesx1s,
2020-11-12,fesx1s,
2020-11-13,fesx1s,
2020-11-16,fesx1s,
2020-11-17,fesx1s,
2020-11-18,fesx1s,
2020-11-19,fesx1s,
2020-11-20,fesx1s,
2020-11-23,fesx1s,
2020-11-24,fesx1s,
2020-11-25,fesx1s,
2020-11-26,fesx1s,
2020-11-27,fesx1s,
2020-11-30,fesx1s,
2020-12-01,fesx1s,
2020-12-02,fesx1s,
2020-12-03,fesx1s,
2020-12-04,fesx1s,
2020-12-07,fesx1s,
2020-12-08,fesx1s,
2020-12-09,fesx1s,
2020-12-10,fesx1s,
2020-12-11,fesx1s,
2020-12-14,fesx1s,
2020-12-15,fesx1s,
2020-12-16,fesx1s,
2020-12-17,fesx1s,
2020-12-18,fesx1s,
2020-12-21,fesx1s,
2020-12-22,fesx1s,
2020-12-23,fesx1s,
2020-12-28,fesx1s,
2020-12-29,fesx1s,
2020-12-30,fesx1s,
2021-01-04,fesx1s,
2021-01-05,fesx1s,
2021-01-06,fesx1s,
2021-01-07,fesx1s,
2021-01-08,fesx1s,
2021-01-11,fesx1s,
2021-01-12,fesx1s,
2021-01-13,fesx1s,
2021-01-14,fesx1s,
2021-01-15,fesx1s,
2021-01-18,fesx1s,
2021-01-19,fesx1s,
2021-01-20,fesx1s,
2021-01-21,fesx1s,
2021-01-22,fesx1s,
2021-01-25,fesx1s,
2021-01-26,fesx1s,
2021-01-27,fesx1s,
2021-01-28,fesx1s,
2021-01-29,fesx1s,
2021-02-01,fesx1s,
2021-02-02,fesx1s,
2021-02-03,fesx1s,
2021-02-04,fesx1s,
2021-02-05,fesx1s,
2021-02-08,fesx1s,
2021-02-09,fesx1s,
2021-02-10,fesx1s,
2021-02-11,fesx1s,
2021-02-12,fesx1s,
2021-02-15,fesx1s,
2021-02-16,fesx1s,
2021-02-17,fesx1s,
2021-02-18,fesx1s,
2021-02-19,fesx1s,
2021-02-22,fesx1s,
2021-02-23,fesx1s,
2021-02-24,fesx1s,
2021-02-25,fesx1s,
2021-02-26,fesx1s,
2021-03-01,fesx1s,
2021-03-02,fesx1s,
2021-03-03,fesx1s,
2021-03-04,fesx1s,
2021-03-05,fesx1s,
2021-03-08,fesx1s,
2021-03-09,fesx1s,
2021-03-10,fesx1s,
2021-03-11,fesx1s,
2021-03-12,fesx1s,
2021-03-15,fesx1s,
2021-03-16,fesx1s,
2021-03-17,fesx1s,
2021-03-18,fesx1s,
2021-03-19,fesx1s,
2021-03-22,fesx1s,
2021-03-23,fesx1s,
2021-03-24,fesx1s,
2021-03-25,fesx1s,
2021-03-26,fesx1s,
2021-03-29,fesx1s,
2021-03-30,fesx1s,
2021-03-31,fesx1s,
2021-04-01,fesx1s,
2021-04-06,fesx1s,
2021-04-07,fesx1s,
2021-04-08,fesx1s,
2021-04-09,fesx1s,
2021-04-12,fesx1s,
2021-04-13,fesx1s,
2021-04-14,fesx1s,
2021-04-15,fesx1s,
2021-04-16,fesx1s,
2021-04-19,fesx1s,
2021-04-20,fesx1s,
2021-04-21,fesx1s,
2021-04-22,fesx1s,
2021-04-23,fesx1s,
2021-04-26,fesx1s,
2021-04-27,fesx1s,
2021-04-28,fesx1s,
2021-04-29,fesx1s,
2021-04-30,fesx1s,
2021-05-03,fesx1s,
2021-05-04,fesx1s,
2021-05-05,fesx1s,
2021-05-06,fesx1s,
2021-05-07,fesx1s,
2021-05-10,fesx1s,
2021-05-11,fesx1s,
2021-05-12,fesx1s,
2021-05-13,fesx1s,
2021-05-14,fesx1s,
2021-05-17,fesx1s,
2021-05-18,fesx1s,
2021-05-19,fesx1s,
2021-05-20,fesx1s,
2021-05-21,fesx1s,
2021-05-24,fesx1s,
2021-05-25,fesx1s,
2021-05-26,fesx1s,
2021-05-27,fesx1s,
2021-05-28,fesx1s,
2021-05-31,fesx1s,
2021-06-01,fesx1s,
2021-06-02,fesx1s,
2021-06-03,fesx1s,
2021-06-04,fesx1s,
2021-06-07,fesx1s,
2021-06-08,fesx1s,
2021-06-09,fesx1s,
2021-06-10,fesx1s,
2021-06-11,fesx1s,
2021-06-14,fesx1s,
2021-06-15,fesx1s,
2021-06-16,fesx1s,
2021-06-17,fesx1s,
2021-06-18,fesx1s,
2021-06-21,fesx1s,
2021-06-22,fesx1s,
2021-06-23,fesx1s,
2021-06-24,fesx1s,
2021-06-25,fesx1s,
2021-06-28,fesx1s,
2021-06-29,fesx1s,
2021-06-30,fesx1s,
2021-07-01,fesx1s,
2021-07-02,fesx1s,
2021-07-05,fesx1s,
2021-07-06,fesx1s,
2021-07-07,fesx1s,
2021-07-08,fesx1s,
2021-07-09,fesx1s,
2021-07-12,fesx1s,
2021-07-13,fesx1s,
2021-07-14,fesx1s,
2021-07-15,fesx1s,
2021-07-16,fesx1s,
2021-07-19,fesx1s,
2021-07-20,fesx1s,
2021-07-21,fesx1s,
2021-07-22,fesx1s,
2021-07-23,fesx1s,
2021-07-26,fesx1s,
2021-07-27,fesx1s,
2021-07-28,fesx1s,
2021-07-29,fesx1s,
2021-07-30,fesx1s,
2021-08-02,fesx1s,
2021-08-03,fesx1s,
2021-08-04,fesx1s,
2021-08-05,fesx1s,
2021-08-06,fesx1s,
2021-08-09,fesx1s,
2021-08-10,fesx1s,
2021-08-11,fesx1s,
2021-08-12,fesx1s,
2021-08-13,fesx1s,
2021-08-16,fesx1s,
2021-08-17,fesx1s,
2021-08-18,fesx1s,
2021-08-19,fesx1s,
2021-08-20,fesx1s,
2021-08-23,fesx1s,
2021-08-24,fesx1s,
2021-08-25,fesx1s,
2021-08-26,fesx1s,
2021-08-27,fesx1s,
2021-08-30,fesx1s,
2021-08-31,fesx1s,
2021-09-01,fesx1s,
2021-09-02,fesx1s,
2021-09-03,fesx1s,
2021-09-06,fesx1s,
2021-09-07,fesx1s,
2021-09-08,fesx1s,
2021-09-09,fesx1s,
2021-09-10,fesx1s,
2021-09-13,fesx1s,
2021-09-14,fesx1s,
2021-09-15,fesx1s,
2021-09-16,fesx1s,
2021-09-17,fesx1s,
2021-09-20,fesx1s,
2021-09-21,fesx1s,
2021-09-22,fesx1s,
2021-09-23,fesx1s,
2021-09-24,fesx1s,
2021-09-27,fesx1s,
2021-09-28,fesx1s,
2021-09-29,fesx1s,0.9200638298150695
2021-09-30,fesx1s,0.8871931786434455
2021-10-01,fesx1s,0.7985038724191612
2021-10-04,fesx1s,0.9055125554362599
2021-10-05,fesx1s,0.782905361377067
2021-10-06,fesx1s,0.715076946959703
2021-10-07,fesx1s,0.7473658815863671
2021-10-08,fesx1s,0.8677046867307063
2021-10-11,fesx1s,0.8123119232701738
2021-10-12,fesx1s,0.8057178433177332
2021-10-13,fesx1s,0.6799390995841896
2021-10-14,fesx1s,0.7154798651929767
2021-10-15,fesx1s,0.9525993182527744
2021-10-18,fesx1s,0.8438355604028155
2021-10-19,fesx1s,0.8235048786808943
2021-10-20,fesx1s,0.8055228814218734
2021-10-21,fesx1s,0.9225065452228052
2021-10-22,fesx1s,0.7754807520010787
2021-10-25,fesx1s,0.8063437366007079
2021-10-26,fesx1s,0.7039042730924338
2021-10-27,fesx1s,0.6276029841293662
2021-10-28,fesx1s,0.9116863825305155
2021-10-29,fesx1s,0.8770940095250017
2021-11-01,fesx1s,0.9589568906184774
2021-11-02,fesx1s,0.9561425416637959
2021-11-03,fesx1s,0.9631936769735646
2021-11-04,fesx1s,0.9331210661295966
2021-11-05,fesx1s,0.8936499295048858
2021-11-08,fesx1s,0.9308370584001201
2021-11-09,fesx1s,0.9602082043835264
2021-11-10,fesx1s,0.8801245438683118
2021-11-11,fesx1s,0.8091117798284105
2021-11-12,fesx1s,0.7820677126103431
2021-11-15,fesx1s,0.8211130362997496
2021-11-16,fesx1s,0.6890972025535277
2021-11-17,fesx1s,0.7840912145692109
2021-11-18,fesx1s,0.9082666381606117
2021-11-19,fesx1s,0.9620894345228959
2021-11-22,fesx1s,0.9665383437055741
2021-11-23,fesx1s,0.9286578296697975
2021-11-24,fesx1s,0.7572792311788131
2021-11-25,fesx1s,0.9156027462458275
2021-11-26,fesx1s,0.6365398430141461
2021-11-29,fesx1s,0.8876461224334768
2021-11-30,fesx1s,0.7293110431571478
2021-12-01,fesx1s,0.24673698349059373
2021-12-02,fesx1s,0.42995234602769367
2021-12-03,fesx1s,0.33292682750510993
2021-12-06,fesx1s,0.49784925947063136
2021-12-07,fesx1s,0.14590785689571129
2021-12-08,fesx1s,0.49006252527446564
2021-12-09,fesx1s,0.49965789359979734
2021-12-10,fesx1s,0.7788176907589469
2021-12-13,fesx1s,0.8229601374847706
2021-12-14,fesx1s,0.9011068625228074
2021-12-15,fesx1s,0.8980713402917204
2021-12-16,fesx1s,0.7691781731590869
2021-12-17,fesx1s,0.8585207247051478
2021-12-20,fesx1s,0.755359095330907
2021-12-21,fesx1s,0.7981548827649488
2021-12-22,fesx1s,0.8253171221607881
2021-12-23,fesx1s,0.754127451979656
2021-12-27,fesx1s,0.9143811349366912
2021-12-28,fesx1s,0.992257861016547
2021-12-29,fesx1s,0.9953775922627768
2021-12-30,fesx1s,0.9904647609132999
2022-01-03,fesx1s,0.9156783086120689
2022-01-04,fesx1s,0.9428255947806476
2022-01-05,fesx1s,0.9485546458403429
2022-01-06,fesx1s,0.8619725268062134
2022-01-07,fesx1s,0.7650828340110417
2022-01-10,fesx1s,0.5447822115536815
2022-01-11,fesx1s,0.5640689859029275
2022-01-12,fesx1s,0.7051992635267077
2022-01-13,fesx1s,0.49731220714315094
2022-01-14,fesx1s,0.8468012932947712
2022-01-17,fesx1s,0.6605928067569347
2022-01-18,fesx1s,0.5287497514911025
2022-01-19,fesx1s,0.3746217025470185
2022-01-20,fesx1s,0.2450510871696635
2022-01-21,fesx1s,0.26994435487814117
2022-01-24,fesx1s,0.25299912286588794
2022-01-25,fesx1s,0.4811482914315013
2022-01-26,fesx1s,0.7910143611499671
2022-01-27,fesx1s,0.6222721032492982
2022-01-28,fesx1s,0.5494714503682443
2022-01-31,fesx1s,0.6662481593201303
2022-02-01,fesx1s,0.3737570660372907
2022-02-02,fesx1s,0.31585926939419523
2022-02-03,fesx1s,0.1789437336299616
2022-02-04,fesx1s,0.38651380873471053
2022-02-07,fesx1s,0.5178860339755802
2022-02-08,fesx1s,0.502371071132351
2022-02-09,fesx1s,0.3538335234263011
2022-02-10,fesx1s,0.2664438929810562
2022-02-11,fesx1s,0.1629060080902263
2022-02-14,fesx1s,0.11267630156711504
2022-02-15,fesx1s,0.10559186829955848
2022-02-16,fesx1s,0.11083371667541347
2022-02-17,fesx1s,0.09098073258214391
2022-02-18,fesx1s,0.0967732897233998
2022-02-21,fesx1s,0.030918557317007767
2022-02-22,fesx1s,0.012625166421371703
2022-02-23,fesx1s,0.006997695480498766
2022-02-24,fesx1s,0.9201227001335163
2022-02-25,fesx1s,0.7251158852633763
2022-02-28,fesx1s,0.9043488919267223
2022-03-01,fesx1s,0.940020243226207
2022-03-02,fesx1s,0.8435764034600328
2022-03-03,fesx1s,0.8909912050005673
2022-03-04,fesx1s,0.8823079589494119
2022-03-07,fesx1s,0.8036127076122714
2022-03-08,fesx1s,0.7920171031943365
2022-03-09,fesx1s,0.42830357652473205
2022-03-10,fesx1s,0.7142277647382146
2022-03-11,fesx1s,0.3940161607053192
2022-03-14,fesx1s,0.4231194140142501
2022-03-15,fesx1s,0.8791636228260956
2022-03-16,fesx1s,0.47354365058494546
2022-03-17,fesx1s,0.1887813178853453
2022-03-18,fesx1s,0.0583162258279593
2022-03-21,fesx1s,0.035324018274375674
2022-03-22,fesx1s,0.027085717897616553
2022-03-23,fesx1s,0.04106164708254482
2022-03-24,fesx1s,0.02429497333068579
2022-03-25,fesx1s,0.7127974042543628
2022-03-28,fesx1s,0.4995468730421946
2022-03-29,fesx1s,0.38230209153271444
2022-03-30,fesx1s,0.5665708395695502
2022-03-31,fesx1s,0.341127615513809
2022-04-01,fesx1s,0.08055025217939302
2022-04-04,fesx1s,0.14891594334596286
2022-04-05,fesx1s,0.13802114023801748
2022-04-06,fesx1s,0.15193308398094593
2022-04-07,fesx1s,0.11219542616560893
2022-04-08,fesx1s,0.051187357917628726
2022-04-11,fesx1s,0.04909283211591609
2022-04-12,fesx1s,0.04918499277154585
2022-04-13,fesx1s,0.020239385908451576
2022-04-14,fesx1s,0.01589274000459308
2022-04-19,fesx1s,0.06637174154907345
2022-04-20,fesx1s,0.03685831811892262
2022-04-21,fesx1s,0.023763493009279473
2022-04-22,fesx1s,0.10940004088002694
2022-04-25,fesx1s,0.13495215840593028
2022-04-26,fesx1s,0.9648421910545832
2022-04-27,fesx1s,0.9636692954485298
2022-04-28,fesx1s,0.9543024597736016
2022-04-29,fesx1s,0.8768759445062831
2022-05-02,fesx1s,0.7914384029850191
2022-05-03,fesx1s,0.6733525743277501
2022-05-04,fesx1s,0.8636893567151067
2022-05-05,fesx1s,0.8948804827877787
2022-05-06,fesx1s,0.8904536251897957
2022-05-09,fesx1s,0.8673501294261136
2022-05-10,fesx1s,0.813427660976387
2022-05-11,fesx1s,0.7133434960312934
2022-05-12,fesx1s,0.8434662617665544
2022-05-13,fesx1s,0.7651189420273988
2022-05-16,fesx1s,0.7942826134112432
2022-05-17,fesx1s,0.6762684914460878
2022-05-18,fesx1s,0.712818517084613
2022-05-19,fesx1s,0.7563362862945414
2022-05-20,fesx1s,0.6002381482686957
2022-05-23,fesx1s,0.5489934307003118
2022-05-24,fesx1s,0.5603484216789605
2022-05-25,fesx1s,0.9350776664615204
2022-05-26,fesx1s,0.882112895785815
2022-05-27,fesx1s,0.8345528150322787
2022-05-30,fesx1s,0.6404367002821972
2022-05-31,fesx1s,0.7868101484824271
2022-06-01,fesx1s,0.622738923514802
2022-06-02,fesx1s,0.5969889252332192
2022-06-03,fesx1s,0.24476653375625712
2022-06-06,fesx1s,0.12929805685438617
2022-06-07,fesx1s,0.10750497893605156
2022-06-08,fesx1s,0.11303017038889536
2022-06-09,fesx1s,0.11105370590900829
2022-06-10,fesx1s,0.13173612978583701
2022-06-13,fesx1s,0.24750298059138767
2022-06-14,fesx1s,0.38699397261693447
2022-06-15,fesx1s,0.6416749319452362
2022-06-16,fesx1s,0.837353982993448
2022-06-17,fesx1s,0.8696712798211623
