date,instrument,f16_regime_alignment_score
2022-06-20,fesx1s,0.9040132899814426
2022-06-21,fesx1s,0.8496564617325663
2022-06-22,fesx1s,0.8926004614421178
2022-06-23,fesx1s,0.9873397400604301
2022-06-24,fesx1s,0.9736168222416396
2022-06-27,fesx1s,0.9745024754229631
2022-06-28,fesx1s,0.9729221146157683
2022-06-29,fesx1s,0.9862927963496931
2022-06-30,fesx1s,0.9822451393089988
2020-01-07,cl1s,
2020-01-22,cl1s,
2020-01-23,cl1s,
2020-01-24,cl1s,
2020-01-27,cl1s,
2020-01-28,cl1s,
2020-01-29,cl1s,
2020-01-30,cl1s,
2020-01-31,cl1s,
2020-02-05,cl1s,
2020-02-06,cl1s,
2020-02-07,cl1s,
2020-02-10,cl1s,
2020-02-11,cl1s,
2020-02-12,cl1s,
2020-02-13,cl1s,
2020-02-14,cl1s,
2020-02-18,cl1s,
2020-02-19,cl1s,
2020-02-20,cl1s,
2020-02-21,cl1s,
2020-02-24,cl1s,
2020-02-25,cl1s,
2020-02-26,cl1s,
2020-02-27,cl1s,
2020-02-28,cl1s,
2020-03-18,cl1s,
2020-03-20,cl1s,
2020-03-23,cl1s,
2020-03-24,cl1s,
2020-03-26,cl1s,
2020-03-27,cl1s,
2020-03-30,cl1s,
2020-04-21,cl1s,
2020-04-22,cl1s,
2020-04-23,cl1s,
2020-04-24,cl1s,
2020-04-27,cl1s,
2020-04-28,cl1s,
2020-04-29,cl1s,
2020-04-30,cl1s,
2020-05-01,cl1s,
2020-05-04,cl1s,
2020-05-05,cl1s,
2020-05-06,cl1s,
2020-05-07,cl1s,
2020-05-08,cl1s,
2020-05-11,cl1s,
2020-05-12,cl1s,
2020-05-13,cl1s,
2020-05-14,cl1s,
2020-05-19,cl1s,
2020-05-27,cl1s,
2020-05-28,cl1s,
2020-06-04,cl1s,
2020-06-05,cl1s,
2020-06-08,cl1s,
2020-06-09,cl1s,
2020-06-10,cl1s,
2020-06-11,cl1s,
2020-06-12,cl1s,
2020-06-17,cl1s,
2020-06-18,cl1s,
2020-06-19,cl1s,
2020-06-22,cl1s,
2020-06-23,cl1s,
2020-06-24,cl1s,
2020-06-25,cl1s,
2020-06-26,cl1s,
2020-06-29,cl1s,
2020-06-30,cl1s,
2020-07-01,cl1s,
2020-07-02,cl1s,
2020-07-06,cl1s,
2020-07-07,cl1s,
2020-07-08,cl1s,
2020-07-09,cl1s,
2020-07-10,cl1s,
2020-07-13,cl1s,
2020-07-14,cl1s,
2020-07-15,cl1s,
2020-07-16,cl1s,
2020-07-17,cl1s,
2020-07-20,cl1s,
2020-07-21,cl1s,
2020-07-22,cl1s,
2020-07-23,cl1s,
2020-07-24,cl1s,
2020-07-27,cl1s,
2020-07-28,cl1s,
2020-07-29,cl1s,
2020-07-30,cl1s,
2020-07-31,cl1s,
2020-08-03,cl1s,
2020-08-04,cl1s,
2020-08-21,cl1s,
2020-08-24,cl1s,
2020-08-25,cl1s,
2020-08-26,cl1s,
2020-09-01,cl1s,
2020-09-02,cl1s,
2020-09-16,cl1s,
2020-09-21,cl1s,
2020-09-22,cl1s,
2020-09-23,cl1s,
2020-09-24,cl1s,
2020-09-25,cl1s,
2020-09-28,cl1s,
2020-09-29,cl1s,
2020-09-30,cl1s,
2020-10-01,cl1s,
2020-10-02,cl1s,
2020-10-05,cl1s,
2020-10-07,cl1s,
2020-10-08,cl1s,
2020-10-09,cl1s,
2020-10-12,cl1s,
2020-10-13,cl1s,
2020-10-14,cl1s,
2020-10-15,cl1s,
2020-10-16,cl1s,
2020-10-19,cl1s,
2020-10-20,cl1s,
2020-10-21,cl1s,
2020-10-22,cl1s,
2020-10-23,cl1s,
2020-10-26,cl1s,
2020-10-27,cl1s,
2020-10-28,cl1s,
2020-10-29,cl1s,
2020-10-30,cl1s,
2020-11-02,cl1s,
2020-11-03,cl1s,
2020-11-04,cl1s,
2020-11-05,cl1s,
2020-11-06,cl1s,
2020-11-09,cl1s,
2020-11-10,cl1s,
2020-11-11,cl1s,
2020-11-12,cl1s,
2020-11-13,cl1s,
2020-11-16,cl1s,
2020-11-17,cl1s,
2020-11-18,cl1s,
2020-11-19,cl1s,
2020-11-20,cl1s,
2020-11-23,cl1s,
2020-11-24,cl1s,
2020-12-01,cl1s,
2020-12-02,cl1s,
2020-12-03,cl1s,
2020-12-04,cl1s,
2020-12-07,cl1s,
2020-12-08,cl1s,
2020-12-09,cl1s,
2020-12-11,cl1s,
2021-01-04,cl1s,
2021-01-05,cl1s,
2021-01-06,cl1s,
2021-01-07,cl1s,
2021-01-08,cl1s,
2021-01-11,cl1s,
2021-01-15,cl1s,
2021-01-19,cl1s,
2021-01-20,cl1s,
2021-01-21,cl1s,
2021-02-04,cl1s,
2021-02-05,cl1s,
2021-02-08,cl1s,
2021-02-09,cl1s,
2021-02-10,cl1s,
2021-02-11,cl1s,
2021-02-12,cl1s,
2021-02-16,cl1s,
2021-02-17,cl1s,
2021-02-18,cl1s,
2021-02-19,cl1s,
2021-02-22,cl1s,
2021-02-23,cl1s,
2021-02-24,cl1s,
2021-02-25,cl1s,
2021-03-05,cl1s,
2021-03-08,cl1s,
2021-04-15,cl1s,
2021-04-16,cl1s,
2021-04-19,cl1s,
2021-04-20,cl1s,
2021-04-21,cl1s,
2021-04-22,cl1s,
2021-04-23,cl1s,
2021-04-26,cl1s,
2021-04-27,cl1s,
2021-04-28,cl1s,
2021-04-29,cl1s,
2021-04-30,cl1s,
2021-05-03,cl1s,
2021-05-04,cl1s,
2021-05-05,cl1s,
2021-05-12,cl1s,
2021-05-14,cl1s,
2021-05-17,cl1s,
2021-05-19,cl1s,
2021-05-20,cl1s,
2021-05-21,cl1s,
2021-05-24,cl1s,
2021-05-25,cl1s,
2021-05-26,cl1s,
2021-05-27,cl1s,
2021-05-28,cl1s,
2021-06-01,cl1s,
2021-06-02,cl1s,
2021-06-03,cl1s,
2021-06-04,cl1s,
2021-06-07,cl1s,
2021-06-08,cl1s,
2021-06-09,cl1s,
2021-06-10,cl1s,
2021-06-15,cl1s,
2021-06-16,cl1s,
2021-06-17,cl1s,
2021-06-18,cl1s,
2021-06-21,cl1s,
2021-06-22,cl1s,
2021-06-24,cl1s,
2021-06-25,cl1s,
2021-06-28,cl1s,
2021-06-29,cl1s,
2021-06-30,cl1s,
2021-07-01,cl1s,
2021-07-02,cl1s,
2021-07-06,cl1s,
2021-07-07,cl1s,
2021-07-08,cl1s,
2021-07-09,cl1s,
2021-07-12,cl1s,
2021-07-13,cl1s,
2021-07-14,cl1s,
2021-07-15,cl1s,
2021-07-16,cl1s,
2021-07-19,cl1s,
2021-07-20,cl1s,
2021-07-21,cl1s,
2021-07-22,cl1s,
2021-07-23,cl1s,
2021-07-26,cl1s,
2021-07-27,cl1s,
2021-07-28,cl1s,
2021-07-29,cl1s,
2021-07-30,cl1s,
2021-08-02,cl1s,
2021-08-03,cl1s,
2021-08-04,cl1s,
2021-08-05,cl1s,
2021-08-06,cl1s,
2021-08-09,cl1s,
2021-08-10,cl1s,
2021-08-11,cl1s,
2021-08-12,cl1s,
2021-08-13,cl1s,
2021-08-16,cl1s,
2021-08-17,cl1s,
2021-08-18,cl1s,
2021-08-19,cl1s,
2021-08-20,cl1s,
2021-08-23,cl1s,
2021-08-24,cl1s,
2021-08-25,cl1s,
2021-08-26,cl1s,
2021-08-27,cl1s,
2021-08-30,cl1s,
2021-08-31,cl1s,
2021-09-01,cl1s,
2021-09-02,cl1s,
2021-09-03,cl1s,
2021-09-07,cl1s,
2021-09-08,cl1s,
2021-09-09,cl1s,
2021-09-10,cl1s,
2021-09-13,cl1s,
2021-09-14,cl1s,
2021-09-15,cl1s,
2021-09-16,cl1s,
2021-09-17,cl1s,
2021-09-20,cl1s,
2021-09-21,cl1s,
2021-09-22,cl1s,
2021-09-23,cl1s,
2021-09-24,cl1s,
2021-09-27,cl1s,
2021-09-28,cl1s,
2021-09-29,cl1s,0.9065369233897607
2021-09-30,cl1s,0.938797003779035
2021-10-01,cl1s,0.8171547304079579
2021-10-04,cl1s,0.8085989506884583
2021-11-03,cl1s,0.0014569140645945783
2021-11-05,cl1s,0.0005963665160714528
2021-11-08,cl1s,0.0007044257309110309
2021-11-09,cl1s,0.0005636795341722897
2021-11-10,cl1s,0.001875171617921199
2021-11-11,cl1s,0.0014372617976047793
2021-11-12,cl1s,0.0012967296773460962
2021-11-15,cl1s,0.001178386789612988
2021-11-16,cl1s,0.001822916670198985
2021-11-17,cl1s,0.006627286258001754
2021-11-18,cl1s,0.004425260445595513
2021-11-19,cl1s,0.011889048954876424
2021-11-22,cl1s,0.007666411843365706
2021-11-23,cl1s,0.005487704295545543
2021-11-24,cl1s,0.007165154842122806
2021-11-26,cl1s,0.08331283221275054
2021-11-29,cl1s,0.1762530445194715
2021-11-30,cl1s,0.30495161689444367
2021-12-01,cl1s,0.13862293845979584
2021-12-02,cl1s,0.15079353547606494
2021-12-03,cl1s,0.13583639635824887
2021-12-06,cl1s,0.11360237637408477
2021-12-07,cl1s,0.07709633105944995
2021-12-08,cl1s,0.06406497151322962
2021-12-09,cl1s,0.04277158937412849
2021-12-10,cl1s,0.031303097690980365
2021-12-13,cl1s,0.02636731866446003
2021-12-14,cl1s,0.02680656701436054
2021-12-15,cl1s,0.025661570352556774
2021-12-16,cl1s,0.019530118073172675
2021-12-17,cl1s,0.019308858637212413
2021-12-20,cl1s,0.04251160336130476
2021-12-21,cl1s,0.028413813546111295
2021-12-22,cl1s,0.022604966830349224
2021-12-23,cl1s,0.012439062068244163
2021-12-27,cl1s,0.006093915281442642
2021-12-28,cl1s,0.790557212004806
2021-12-29,cl1s,0.8544734684070973
2021-12-30,cl1s,0.8691858769567803
2021-12-31,cl1s,0.8557892672925376
2022-01-03,cl1s,0.5954235531837029
2022-01-04,cl1s,0.6008124712681616
2022-01-05,cl1s,0.813959504006186
2022-01-06,cl1s,0.9153632641895044
2022-01-07,cl1s,0.9234306877465729
2022-01-10,cl1s,0.8853381896938881
2022-01-11,cl1s,0.9527131551345321
2022-01-12,cl1s,0.9757487738108623
2022-01-13,cl1s,0.977262931745549
2022-01-14,cl1s,0.9740987869185046
2022-01-18,cl1s,0.8752694264139764
2022-01-19,cl1s,0.9511028783744688
2022-01-20,cl1s,0.9651214564038905
2022-01-21,cl1s,0.9641860397446291
2022-01-24,cl1s,0.9688363998816993
2022-01-25,cl1s,0.9830270319042957
2022-01-26,cl1s,0.9639969566166877
2022-01-27,cl1s,0.9808638024019385
2022-01-28,cl1s,0.9855332331365613
2022-01-31,cl1s,0.993463309596505
2022-02-01,cl1s,0.9851682437807754
2022-02-02,cl1s,0.9895416012028939
2022-02-10,cl1s,0.9868851229824773
2022-02-15,cl1s,0.9891546274349639
2022-02-16,cl1s,0.996036024569839
2022-02-17,cl1s,0.9950394963831816
2022-02-18,cl1s,0.9956714922067116
2022-02-22,cl1s,0.9950506909668011
2022-02-23,cl1s,0.9100970910690537
2022-02-24,cl1s,0.7197658546552559
2022-02-25,cl1s,0.568524713710714
2022-02-28,cl1s,0.7057349375800438
2022-03-03,cl1s,0.9204040225817016
2022-03-14,cl1s,0.9976886759592369
2022-03-18,cl1s,0.9618226194807016
2022-03-21,cl1s,0.9593677027127507
2022-03-22,cl1s,0.9657680700158898
2022-03-23,cl1s,0.9775951458461355
2022-03-24,cl1s,0.9542083831822631
2022-03-25,cl1s,0.9822120871855092
2022-03-28,cl1s,0.9575536457719004
2022-04-13,cl1s,0.04107153736264293
2022-04-14,cl1s,0.02992266395127813
2022-04-27,cl1s,0.7698825162540988
2022-04-28,cl1s,0.7786623128741033
2022-04-29,cl1s,0.7405556260149342
2022-05-02,cl1s,0.5201530531563529
2022-05-03,cl1s,0.3795802568903169
2022-05-04,cl1s,0.5079030059225053
2022-05-05,cl1s,0.4131354015609458
2022-05-06,cl1s,0.4928179532089337
2022-05-09,cl1s,0.6390480678822867
2022-05-10,cl1s,0.5863903777314536
2022-05-11,cl1s,0.47740768181034976
2022-05-12,cl1s,0.4514002696354906
2022-05-13,cl1s,0.5544538485304391
2022-05-16,cl1s,0.6040859037675013
2022-05-17,cl1s,0.5534341209383964
2022-05-18,cl1s,0.5530964459513265
2022-05-19,cl1s,0.6012033605180802
2022-05-20,cl1s,0.5262910412001438
2022-05-23,cl1s,0.4275293003385089
2022-05-24,cl1s,0.3468541389299078
2022-05-25,cl1s,0.8963796681512374
2022-05-26,cl1s,0.8472361315590329
2022-05-27,cl1s,0.8336653274237342
2022-05-31,cl1s,0.9082048189407338
2022-06-01,cl1s,0.7183833175587206
2022-06-02,cl1s,0.7936719152996111
2022-06-03,cl1s,0.8932051752764072
2022-06-06,cl1s,0.8743515836438959
2022-06-07,cl1s,0.7806129171539804
2022-06-08,cl1s,0.775174489970808
2022-06-09,cl1s,0.6136406970003857
2022-06-10,cl1s,0.7632551725490302
2022-06-13,cl1s,0.6825467356792032
2022-06-14,cl1s,0.8348530457598001
2022-06-15,cl1s,0.7421737831464327
2022-06-16,cl1s,0.7645568337095486
2022-06-17,cl1s,0.9550804605580892
2022-06-21,cl1s,0.948119927687912
2022-06-22,cl1s,0.9372585844833188
2022-06-23,cl1s,0.9843451522801782
2022-06-24,cl1s,0.9772859530109065
2022-06-27,cl1s,0.9703688969184698
2022-06-28,cl1s,0.9625508832140985
2022-06-29,cl1s,0.9714630901023213
2022-06-30,cl1s,0.9824078517605213
2020-01-21,ho1s,
2020-01-23,ho1s,
2020-01-31,ho1s,
2020-02-03,ho1s,
2020-02-04,ho1s,
2020-03-09,ho1s,
2020-04-15,ho1s,
2020-04-16,ho1s,
2020-04-21,ho1s,
2020-05-18,ho1s,
2020-05-20,ho1s,
2020-07-01,ho1s,
2020-07-10,ho1s,
2020-09-08,ho1s,
2020-09-21,ho1s,
2020-09-22,ho1s,
2020-09-23,ho1s,
2020-09-24,ho1s,
2020-09-25,ho1s,
2020-09-29,ho1s,
2020-09-30,ho1s,
2020-10-01,ho1s,
2020-10-02,ho1s,
2020-10-23,ho1s,
2020-10-26,ho1s,
2020-10-27,ho1s,
2020-10-29,ho1s,
2020-10-30,ho1s,
2020-12-18,ho1s,
2020-12-21,ho1s,
2021-01-04,ho1s,
2021-06-17,ho1s,
2021-06-28,ho1s,
2021-06-29,ho1s,
2021-07-07,ho1s,
2021-07-08,ho1s,
2021-11-03,ho1s,0.20591570547488405
2021-11-04,ho1s,0.0568720045309797
2021-11-05,ho1s,0.02767180670020354
2021-11-08,ho1s,0.011150090953439766
2021-11-12,ho1s,0.007408141718505696
2021-11-15,ho1s,0.004129845153903947
2021-11-18,ho1s,0.0031525055432755325
2021-11-22,ho1s,0.01155459255392331
2021-11-26,ho1s,0.015972369983544198
2021-11-29,ho1s,0.04294459699920868
2021-11-30,ho1s,0.03129499449175147
2021-12-01,ho1s,0.008096157719064993
2021-12-02,ho1s,0.004202982619522681
2021-12-03,ho1s,0.0029462798880922317
2021-12-14,ho1s,0.0007656125899643625
2021-12-15,ho1s,0.00040210347737398134
2021-12-16,ho1s,0.00028374584475100516
2021-12-17,ho1s,0.00014069994331133675
2021-12-20,ho1s,0.00013374384587451388
2021-12-21,ho1s,0.00015356551112914762
2021-12-22,ho1s,0.00013344462779761221
2021-12-23,ho1s,5.958763076214991e-05
2021-12-27,ho1s,2.3545448116461763e-05
2021-12-28,ho1s,0.986376160014409
2021-12-29,ho1s,0.9949054293301112
2022-05-31,ho1s,0.5415072178586082
2022-06-02,ho1s,0.4098338526466514
2020-01-03,rb1s,
2020-01-06,rb1s,
2020-01-07,rb1s,
2020-01-08,rb1s,
2020-01-09,rb1s,
2020-01-10,rb1s,
2020-01-13,rb1s,
2020-01-14,rb1s,
2020-01-15,rb1s,
2020-01-16,rb1s,
2020-01-17,rb1s,
2020-01-21,rb1s,
2020-01-22,rb1s,
2020-01-23,rb1s,
2020-01-24,rb1s,
2020-01-27,rb1s,
2020-01-28,rb1s,
2020-01-29,rb1s,
2020-01-30,rb1s,
2020-01-31,rb1s,
2020-02-03,rb1s,
2020-02-04,rb1s,
2020-02-05,rb1s,
2020-02-06,rb1s,
2020-02-07,rb1s,
2020-02-10,rb1s,
2020-02-11,rb1s,
2020-02-12,rb1s,
2020-02-13,rb1s,
2020-02-14,rb1s,
2020-02-18,rb1s,
2020-02-19,rb1s,
2020-02-20,rb1s,
2020-02-21,rb1s,
2020-02-24,rb1s,
2020-02-25,rb1s,
2020-02-26,rb1s,
2020-02-27,rb1s,
2020-02-28,rb1s,
2020-03-02,rb1s,
2020-03-03,rb1s,
2020-03-04,rb1s,
2020-03-05,rb1s,
2020-03-06,rb1s,
2020-03-09,rb1s,
2020-03-10,rb1s,
2020-03-11,rb1s,
2020-03-12,rb1s,
2020-03-13,rb1s,
2020-03-16,rb1s,
2020-03-17,rb1s,
2020-03-18,rb1s,
2020-03-19,rb1s,
2020-03-20,rb1s,
2020-03-23,rb1s,
2020-03-24,rb1s,
2020-03-25,rb1s,
2020-03-26,rb1s,
2020-03-27,rb1s,
2020-03-30,rb1s,
2020-03-31,rb1s,
2020-04-01,rb1s,
2020-04-02,rb1s,
2020-04-03,rb1s,
2020-04-06,rb1s,
2020-04-07,rb1s,
2020-04-08,rb1s,
2020-04-09,rb1s,
2020-04-13,rb1s,
2020-04-14,rb1s,
2020-04-15,rb1s,
2020-04-16,rb1s,
2020-04-17,rb1s,
2020-04-20,rb1s,
2020-04-21,rb1s,
2020-04-22,rb1s,
2020-04-23,rb1s,
2020-04-24,rb1s,
2020-04-27,rb1s,
2020-04-28,rb1s,
2020-04-29,rb1s,
2020-04-30,rb1s,
2020-05-01,rb1s,
2020-05-04,rb1s,
2020-05-05,rb1s,
2020-05-06,rb1s,
2020-05-07,rb1s,
2020-05-08,rb1s,
2020-05-11,rb1s,
2020-05-12,rb1s,
2020-05-13,rb1s,
2020-05-14,rb1s,
2020-05-15,rb1s,
2020-05-18,rb1s,
2020-05-19,rb1s,
2020-05-20,rb1s,
2020-05-21,rb1s,
2020-05-22,rb1s,
2020-05-26,rb1s,
2020-05-27,rb1s,
2020-05-28,rb1s,
2020-05-29,rb1s,
2020-06-01,rb1s,
2020-06-02,rb1s,
2020-06-03,rb1s,
2020-06-04,rb1s,
2020-06-05,rb1s,
2020-06-08,rb1s,
2020-06-09,rb1s,
2020-06-10,rb1s,
2020-06-11,rb1s,
2020-06-12,rb1s,
2020-06-15,rb1s,
2020-06-16,rb1s,
2020-06-17,rb1s,
2020-06-18,rb1s,
2020-06-19,rb1s,
2020-06-22,rb1s,
2020-06-23,rb1s,
2020-06-24,rb1s,
2020-06-25,rb1s,
2020-06-26,rb1s,
2020-06-29,rb1s,
2020-06-30,rb1s,
2020-07-01,rb1s,
2020-07-02,rb1s,
2020-07-06,rb1s,
2020-07-07,rb1s,
2020-07-08,rb1s,
2020-07-09,rb1s,
2020-07-10,rb1s,
2020-07-13,rb1s,
2020-07-14,rb1s,
2020-07-15,rb1s,
2020-07-16,rb1s,
2020-07-17,rb1s,
2020-07-20,rb1s,
2020-07-21,rb1s,
2020-07-22,rb1s,
2020-07-23,rb1s,
2020-07-24,rb1s,
2020-07-27,rb1s,
2020-07-28,rb1s,
2020-07-29,rb1s,
2020-07-30,rb1s,
2020-07-31,rb1s,
2020-08-03,rb1s,
2020-08-04,rb1s,
2020-08-05,rb1s,
2020-08-06,rb1s,
2020-08-07,rb1s,
2020-08-10,rb1s,
2020-08-11,rb1s,
2020-08-12,rb1s,
2020-08-13,rb1s,
2020-08-14,rb1s,
2020-08-17,rb1s,
2020-08-18,rb1s,
2020-08-19,rb1s,
2020-08-20,rb1s,
2020-08-21,rb1s,
2020-08-24,rb1s,
2020-08-25,rb1s,
2020-08-26,rb1s,
2020-08-27,rb1s,
2020-08-28,rb1s,
2020-08-31,rb1s,
2020-09-01,rb1s,
2020-09-02,rb1s,
2020-09-03,rb1s,
2020-09-04,rb1s,
2020-09-08,rb1s,
2020-09-09,rb1s,
2020-09-10,rb1s,
2020-09-11,rb1s,
2020-09-14,rb1s,
2020-09-15,rb1s,
2020-09-16,rb1s,
2020-09-17,rb1s,
2020-09-18,rb1s,
2020-09-21,rb1s,
2020-09-22,rb1s,
2020-09-23,rb1s,
2020-09-24,rb1s,
2020-09-25,rb1s,
2020-09-28,rb1s,
2020-09-29,rb1s,
2020-09-30,rb1s,
2020-10-01,rb1s,
2020-10-02,rb1s,
2020-10-05,rb1s,
2020-10-06,rb1s,
2020-10-07,rb1s,
2020-10-08,rb1s,
2020-10-09,rb1s,
2020-10-12,rb1s,
2020-10-13,rb1s,
2020-10-14,rb1s,
2020-10-15,rb1s,
2020-10-16,rb1s,
2020-10-19,rb1s,
2020-10-20,rb1s,
2020-10-21,rb1s,
2020-10-22,rb1s,
2020-10-23,rb1s,
2020-10-26,rb1s,
2020-10-27,rb1s,
2020-10-28,rb1s,
2020-10-29,rb1s,
2020-10-30,rb1s,
2020-11-02,rb1s,
2020-11-03,rb1s,
2020-11-04,rb1s,
2020-11-05,rb1s,
2020-11-06,rb1s,
2020-11-09,rb1s,
2020-11-10,rb1s,
2020-11-11,rb1s,
2020-11-12,rb1s,
2020-11-13,rb1s,
2020-11-16,rb1s,
2020-11-17,rb1s,
2020-11-18,rb1s,
2020-11-19,rb1s,
2020-11-20,rb1s,
2020-11-23,rb1s,
2020-11-24,rb1s,
2020-11-25,rb1s,
2020-11-27,rb1s,
2020-11-30,rb1s,
2020-12-01,rb1s,
2020-12-02,rb1s,
2020-12-03,rb1s,
2020-12-04,rb1s,
2020-12-07,rb1s,
2020-12-08,rb1s,
2020-12-09,rb1s,
2020-12-10,rb1s,
2020-12-11,rb1s,
2020-12-14,rb1s,
2020-12-15,rb1s,
2020-12-16,rb1s,
2020-12-17,rb1s,
2020-12-18,rb1s,
2020-12-21,rb1s,
2020-12-22,rb1s,
2020-12-23,rb1s,
2020-12-24,rb1s,
2020-12-28,rb1s,
2020-12-29,rb1s,
2020-12-30,rb1s,
2020-12-31,rb1s,
2021-01-04,rb1s,
2021-01-05,rb1s,
2021-01-06,rb1s,
2021-01-07,rb1s,
2021-01-08,rb1s,
2021-01-11,rb1s,
2021-01-12,rb1s,
2021-01-13,rb1s,
2021-01-14,rb1s,
2021-01-15,rb1s,
2021-01-19,rb1s,
2021-01-20,rb1s,
2021-01-21,rb1s,
2021-01-22,rb1s,
2021-01-25,rb1s,
2021-01-26,rb1s,
2021-01-27,rb1s,
2021-01-28,rb1s,
2021-01-29,rb1s,
2021-02-01,rb1s,
2021-02-02,rb1s,
2021-02-03,rb1s,
2021-02-04,rb1s,
2021-02-05,rb1s,
2021-02-08,rb1s,
2021-02-09,rb1s,
2021-02-10,rb1s,
2021-02-11,rb1s,
2021-02-12,rb1s,
2021-02-16,rb1s,
2021-02-17,rb1s,
2021-02-18,rb1s,
2021-02-19,rb1s,
2021-02-22,rb1s,
2021-02-23,rb1s,
2021-02-24,rb1s,
2021-02-25,rb1s,
2021-02-26,rb1s,
2021-03-01,rb1s,
2021-03-02,rb1s,
2021-03-03,rb1s,
2021-03-04,rb1s,
2021-03-05,rb1s,
2021-03-08,rb1s,
2021-03-09,rb1s,
2021-03-10,rb1s,
2021-03-11,rb1s,
2021-03-12,rb1s,
2021-03-15,rb1s,
2021-03-16,rb1s,
2021-03-17,rb1s,
2021-03-18,rb1s,
2021-03-19,rb1s,
2021-03-22,rb1s,
2021-03-23,rb1s,
2021-03-24,rb1s,
2021-03-25,rb1s,
2021-03-26,rb1s,
2021-03-29,rb1s,
2021-03-30,rb1s,
2021-03-31,rb1s,
2021-04-01,rb1s,
2021-04-05,rb1s,
2021-04-06,rb1s,
2021-04-07,rb1s,
2021-04-08,rb1s,
2021-04-09,rb1s,
2021-04-12,rb1s,
2021-04-13,rb1s,
2021-04-14,rb1s,
2021-04-15,rb1s,
2021-04-16,rb1s,
2021-04-19,rb1s,
2021-04-20,rb1s,
2021-04-21,rb1s,
2021-04-22,rb1s,
2021-04-23,rb1s,
2021-04-26,rb1s,
2021-04-27,rb1s,
2021-04-28,rb1s,
2021-04-29,rb1s,
2021-04-30,rb1s,
2021-05-03,rb1s,
2021-05-04,rb1s,
2021-05-05,rb1s,
2021-05-06,rb1s,
2021-05-07,rb1s,
2021-05-10,rb1s,
2021-05-11,rb1s,
2021-05-12,rb1s,
2021-05-13,rb1s,
2021-05-14,rb1s,
2021-05-17,rb1s,
2021-05-18,rb1s,
2021-05-19,rb1s,
2021-05-20,rb1s,
2021-05-21,rb1s,
2021-05-24,rb1s,
2021-05-25,rb1s,
2021-05-26,rb1s,
2021-05-27,rb1s,
2021-05-28,rb1s,
2021-06-01,rb1s,
2021-06-02,rb1s,
2021-06-03,rb1s,
2021-06-04,rb1s,
2021-06-07,rb1s,
2021-06-08,rb1s,
2021-06-09,rb1s,
2021-06-10,rb1s,
2021-06-11,rb1s,
2021-06-14,rb1s,
2021-06-15,rb1s,
2021-06-16,rb1s,
2021-06-17,rb1s,
2021-06-18,rb1s,
2021-06-21,rb1s,
2021-06-22,rb1s,
2021-06-23,rb1s,
2021-06-24,rb1s,
2021-06-25,rb1s,
2021-06-28,rb1s,
2021-06-29,rb1s,
2021-06-30,rb1s,
2021-07-01,rb1s,
2021-07-02,rb1s,
2021-07-06,rb1s,
2021-07-07,rb1s,
2021-07-08,rb1s,
2021-07-09,rb1s,
2021-07-12,rb1s,
2021-07-13,rb1s,
2021-07-14,rb1s,
2021-07-15,rb1s,
2021-07-16,rb1s,
2021-07-19,rb1s,
2021-07-20,rb1s,
2021-07-21,rb1s,
2021-07-22,rb1s,
2021-07-23,rb1s,
2021-07-26,rb1s,
2021-07-27,rb1s,
2021-07-28,rb1s,
2021-07-29,rb1s,
2021-07-30,rb1s,
2021-08-02,rb1s,
2021-08-03,rb1s,
2021-08-04,rb1s,
2021-08-05,rb1s,
2021-08-06,rb1s,
2021-08-09,rb1s,
2021-08-10,rb1s,
2021-08-11,rb1s,
2021-08-12,rb1s,
2021-08-13,rb1s,
2021-08-16,rb1s,
2021-08-17,rb1s,
2021-08-18,rb1s,
2021-08-19,rb1s,
2021-08-20,rb1s,
2021-08-23,rb1s,
2021-08-24,rb1s,
2021-08-25,rb1s,
2021-08-26,rb1s,
2021-08-27,rb1s,
2021-08-30,rb1s,
2021-08-31,rb1s,
2021-09-01,rb1s,
2021-09-02,rb1s,
2021-09-03,rb1s,
2021-09-07,rb1s,
2021-09-08,rb1s,
2021-09-09,rb1s,
2021-09-10,rb1s,
2021-09-13,rb1s,
2021-09-14,rb1s,
2021-09-15,rb1s,
2021-09-16,rb1s,
2021-09-17,rb1s,
2021-09-20,rb1s,
2021-09-21,rb1s,
2021-09-22,rb1s,
2021-09-23,rb1s,
2021-09-24,rb1s,
2021-09-27,rb1s,
2021-09-28,rb1s,
2021-09-29,rb1s,0.7188043437984702
2021-09-30,rb1s,0.754051161859785
2021-10-01,rb1s,0.5241035291987088
2021-10-04,rb1s,0.4471337389390795
2021-10-05,rb1s,0.27544652638680467
2021-10-06,rb1s,0.4115630547909039
2021-10-07,rb1s,0.44677944864716884
2021-10-08,rb1s,0.5043666620391443
2021-10-11,rb1s,0.4731329837972421
2021-10-12,rb1s,0.2531967742742463
2021-10-13,rb1s,0.20773899471109897
2021-10-14,rb1s,0.17003386515050845
2021-10-15,rb1s,0.0975161776703863
2021-10-18,rb1s,0.04128521804161769
2021-10-19,rb1s,0.03371376813428933
2021-10-20,rb1s,0.02662070390556626
2021-10-21,rb1s,0.1689273399361224
2021-10-22,rb1s,0.2619388395795016
2021-10-25,rb1s,0.13960850035724615
2021-10-26,rb1s,0.08592231511241591
2021-10-27,rb1s,0.2728535002170103
2021-10-28,rb1s,0.9059969672383059
2021-10-29,rb1s,0.8769429647562679
2021-11-01,rb1s,0.7311390735153146
