feature,shap_magnitude,shap_signed,mdi
f1_hilo_pos_40,0.00456656905876099,0.0004717446572681841,0.018953964497370336
f10_hl_range,0.004408745075866549,0.00023476114920726224,0.020788672195275987
f11_vix_5d_change,0.00431325601819852,0.00045994347914816606,0.02572170075355196
f4_pc1,0.00363578090413295,0.00086031166461067,0.02025999639375493
f1_bb_bandwidth_20,0.0035545722131818205,0.0010014216263675062,0.014065442887896911
f11_baltic_5d_change,0.0034918212465095294,-0.00046226428584382234,0.018361549810810167
hmm_vol_entropy,0.0034214028336234433,0.0008296624477670117,0.02298703717307179
f11_vix_level_z,0.003222105517306395,0.00107201818081653,0.018094235180161688
f7_volume_z_20,0.003150415744209803,4.46766967427305e-05,0.016659276588810806
f2_vol_10,0.003030945080013998,0.00014237219238393039,0.01898262098313429
f10_oto_ret,0.0029121991403497725,0.00027888682813136437,0.019047717468115795
f7_volume_trend_20,0.0026996822549159158,-6.506609524217011e-06,0.014129597994930233
f2_ret_kurt_60,0.002592269819329513,-0.0003314849363863614,0.0129985142309681
f15_asset_class_dispersion_z,0.002513491605702652,0.00013635819046438295,0.016885498612681592
f1_rsi_14,0.002502899322668843,0.0002732115227591223,0.01334524553525575
f1_dist_ma_sigma_40,0.0024999818745582167,0.0009238041569387648,0.01489176294024608
f12_mra_energy_D4,0.002471832264425814,0.0007467421125438505,0.012657212631327344
f1_dist_ma_sigma_10,0.002392136055742713,0.0004419784742973632,0.016103880724311605
f11_skew_z,0.002334167393783089,0.0007884270884225827,0.01477046600068317
hmm_vol_p2_turbulent,0.00227515748355075,0.0004879131288099268,0.01947094420805307
f5_signal,0.00227285407938651,0.0002457922999938794,0.007914053829926647
hmm_vol_p0_calm,0.0022415923349236246,0.0007174479508126438,0.01925898250498761
f7_oi_level,0.0022399400156951255,-0.0007474797246272998,0.01000439324783534
f2_ret_skew_60,0.002231797280873164,-9.645559379662657e-05,0.01435669106410826
f4_pc2,0.0022129674607659867,-0.00010592400851469823,0.01625898611863672
f11_gasoline_stock_surprise,0.0022057914986862138,0.000635409937541813,0.012184336938122046
f6_ts_momentum_60,0.002197490564965473,0.00039148190449487527,0.011987550804901933
f11_ng_stock_surprise,0.00215700740765949,-0.0006228670235340521,0.014151073655719333
f13_path_tortuosity_20d,0.002149931620122782,4.247959689325214e-05,0.01366250205986201
f11_baltic_dry_z,0.0020178271133753003,-0.0007184474555738289,0.012666009557589248
f12_mra_energy_D1,0.001979424216229552,0.00036092544916835166,0.014692832714078568
f5_trailing_run_length,0.001917787451647669,0.00021044761530388095,0.008490418789745083
f11_dist_stock_surprise,0.0019130993877522096,0.000504627081940414,0.0097133684493935
f2_vol_20,0.001888373288731602,0.0008672986557929374,0.010963324607288648
f6_ts_momentum_20,0.0018562042385266572,0.0006070454044573302,0.01194578473160392
f11_crude_stock_surprise,0.0018234356066396953,-0.00032554331719866124,0.012484756810487828
hmm_macro_p0,0.0018165234107996263,1.9266905278659725e-05,0.010246682941477065
f13_realized_semi_vol_ratio,0.001786826464682019,0.00033331877968067667,0.008636090297728582
f1_mr_score_20,0.0017542238910144429,0.00012281052959324304,0.011726437351013476
f11_hy_oas_z,0.001611555045078983,0.00011749501881902578,0.009370512965486999
f7_oi_z_20,0.0015359325493444632,7.476269936913434e-05,0.012562855198838697
f11_eurusd_5d_change,0.0015173639391423458,0.00013475392483514246,0.012957281255628887
f1_ret_reversal_40,0.0014934643714702084,-0.0004194626726070337,0.008221600427348584
f11_ust_bund_spread,0.0014634386435796517,0.0005958804481918338,0.007675688967836993
