scope,members,pool_size,instrument,asset_class,model,variant,n_modelling,n_oos,mean_auc,sem,std_auc,lower_ci_1se,skipped,reason,elapsed_s
metals_ex_gc,si1s+hg1s+pl1s,3,pl1s,metals,elasticnet_logistic,without_bbg,1249,1871,0.499344,0.016032,0.059987,0.483312,False,,2.690000
metals_ex_gc,si1s+hg1s+pl1s,3,pl1s,metals,random_forest,without_bbg,1249,1871,0.573030,0.023056,0.086268,0.549974,False,,2.400000
metals_ex_gc,si1s+hg1s+pl1s,3,pl1s,metals,xgboost,without_bbg,1249,1871,0.540424,0.021602,0.080826,0.518822,False,,0.680000
metals_ex_gc,si1s+hg1s+pl1s,3,pl1s,metals,lightgbm,without_bbg,1249,1871,0.548705,0.022884,0.085624,0.525821,False,,2.040000
energy_all,cl1s+ho1s+rb1s+ng1s,4,cl1s,energy,elasticnet_logistic,with_bbg,804,1364,0.578162,0.042024,0.157239,0.536138,False,,3.660000
energy_all,cl1s+ho1s+rb1s+ng1s,4,cl1s,energy,random_forest,with_bbg,804,1364,0.518214,0.036037,0.134838,0.482177,False,,1.870000
energy_all,cl1s+ho1s+rb1s+ng1s,4,cl1s,energy,xgboost,with_bbg,804,1364,0.561943,0.031453,0.117688,0.530490,False,,0.680000
energy_all,cl1s+ho1s+rb1s+ng1s,4,cl1s,energy,lightgbm,with_bbg,804,1364,0.555692,0.032762,0.122583,0.522931,False,,1.430000
energy_all,cl1s+ho1s+rb1s+ng1s,4,ho1s,energy,elasticnet_logistic,with_bbg,804,169,0.609390,0.040955,0.153238,0.568435,False,,4.070000
energy_all,cl1s+ho1s+rb1s+ng1s,4,ho1s,energy,random_forest,with_bbg,804,169,0.560663,0.067569,0.252821,0.493094,False,,1.860000
energy_all,cl1s+ho1s+rb1s+ng1s,4,ho1s,energy,xgboost,with_bbg,804,169,0.432790,0.044961,0.168227,0.387829,False,,0.680000
energy_all,cl1s+ho1s+rb1s+ng1s,4,ho1s,energy,lightgbm,with_bbg,804,169,0.479937,0.059349,0.222062,0.420588,False,,1.430000
energy_all,cl1s+ho1s+rb1s+ng1s,4,rb1s,energy,elasticnet_logistic,with_bbg,804,2071,0.481044,0.016825,0.062955,0.464219,False,,3.650000
energy_all,cl1s+ho1s+rb1s+ng1s,4,rb1s,energy,random_forest,with_bbg,804,2071,0.527403,0.019657,0.073551,0.507746,False,,1.890000
energy_all,cl1s+ho1s+rb1s+ng1s,4,rb1s,energy,xgboost,with_bbg,804,2071,0.490365,0.016540,0.061888,0.473825,False,,0.680000
energy_all,cl1s+ho1s+rb1s+ng1s,4,rb1s,energy,lightgbm,with_bbg,804,2071,0.522125,0.014243,0.053291,0.507882,False,,1.440000
energy_all,cl1s+ho1s+rb1s+ng1s,4,ng1s,energy,elasticnet_logistic,with_bbg,804,148,0.601375,0.044475,0.133426,0.556900,False,,3.660000
energy_all,cl1s+ho1s+rb1s+ng1s,4,ng1s,energy,random_forest,with_bbg,804,148,0.502138,0.085177,0.255530,0.416961,False,,1.860000
energy_all,cl1s+ho1s+rb1s+ng1s,4,ng1s,energy,xgboost,with_bbg,804,148,0.463208,0.081376,0.244129,0.381832,False,,0.680000
energy_all,cl1s+ho1s+rb1s+ng1s,4,ng1s,energy,lightgbm,with_bbg,804,148,0.519687,0.079213,0.237638,0.440474,False,,1.440000
energy_ex_ng,cl1s+ho1s+rb1s,3,cl1s,energy,elasticnet_logistic,with_bbg,774,1368,0.531285,0.044956,0.168212,0.486329,False,,2.970000
energy_ex_ng,cl1s+ho1s+rb1s,3,cl1s,energy,random_forest,with_bbg,774,1368,0.500141,0.038856,0.145386,0.461285,False,,1.830000
energy_ex_ng,cl1s+ho1s+rb1s,3,cl1s,energy,xgboost,with_bbg,774,1368,0.548112,0.034947,0.130761,0.513164,False,,0.670000
energy_ex_ng,cl1s+ho1s+rb1s,3,cl1s,energy,lightgbm,with_bbg,774,1368,0.551734,0.030972,0.115885,0.520762,False,,1.380000
energy_ex_ng,cl1s+ho1s+rb1s,3,ho1s,energy,elasticnet_logistic,with_bbg,774,169,0.600896,0.047392,0.177326,0.553503,False,,2.970000
energy_ex_ng,cl1s+ho1s+rb1s,3,ho1s,energy,random_forest,with_bbg,774,169,0.469568,0.063398,0.237212,0.406170,False,,1.840000
energy_ex_ng,cl1s+ho1s+rb1s,3,ho1s,energy,xgboost,with_bbg,774,169,0.473548,0.058839,0.220154,0.414710,False,,0.670000
energy_ex_ng,cl1s+ho1s+rb1s,3,ho1s,energy,lightgbm,with_bbg,774,169,0.468143,0.042167,0.157775,0.425976,False,,1.400000
energy_ex_ng,cl1s+ho1s+rb1s,3,rb1s,energy,elasticnet_logistic,with_bbg,774,2075,0.472384,0.017828,0.066704,0.454557,False,,2.980000
energy_ex_ng,cl1s+ho1s+rb1s,3,rb1s,energy,random_forest,with_bbg,774,2075,0.547901,0.018502,0.069228,0.529399,False,,1.830000
energy_ex_ng,cl1s+ho1s+rb1s,3,rb1s,energy,xgboost,with_bbg,774,2075,0.481195,0.016862,0.063091,0.464333,False,,0.670000
energy_ex_ng,cl1s+ho1s+rb1s,3,rb1s,energy,lightgbm,with_bbg,774,2075,0.534898,0.012707,0.047546,0.522191,False,,1.390000
cl_only,cl1s,1,cl1s,energy,elasticnet_logistic,with_bbg,294,1372,0.575777,0.027087,0.101350,0.548690,False,,0.640000
cl_only,cl1s,1,cl1s,energy,random_forest,with_bbg,294,1372,0.561515,0.023602,0.088309,0.537913,False,,1.160000
cl_only,cl1s,1,cl1s,energy,xgboost,with_bbg,294,1372,0.676356,0.022545,0.084354,0.653811,False,,0.360000
cl_only,cl1s,1,cl1s,energy,lightgbm,with_bbg,294,1372,0.670978,0.021562,0.080679,0.649415,False,,0.440000
ho_only,ho1s,1,ho1s,energy,elasticnet_logistic,with_bbg,36,0,,,,,True,individual pool < MIN_INDIVIDUAL_EVENTS=250,0.000000
ho_only,ho1s,1,ho1s,energy,random_forest,with_bbg,36,0,,,,,True,individual pool < MIN_INDIVIDUAL_EVENTS=250,0.000000
ho_only,ho1s,1,ho1s,energy,xgboost,with_bbg,36,0,,,,,True,individual pool < MIN_INDIVIDUAL_EVENTS=250,0.000000
ho_only,ho1s,1,ho1s,energy,lightgbm,with_bbg,36,0,,,,,True,individual pool < MIN_INDIVIDUAL_EVENTS=250,0.000000
rb_only,rb1s,1,rb1s,energy,elasticnet_logistic,with_bbg,444,2072,0.489931,0.017844,0.066767,0.472087,False,,1.050000
rb_only,rb1s,1,rb1s,energy,random_forest,with_bbg,444,2072,0.538565,0.020581,0.077006,0.517984,False,,1.390000
rb_only,rb1s,1,rb1s,energy,xgboost,with_bbg,444,2072,0.539976,0.019057,0.071303,0.520920,False,,0.530000
rb_only,rb1s,1,rb1s,energy,lightgbm,with_bbg,444,2072,0.551536,0.019426,0.072687,0.532110,False,,0.780000
ng_separate,ng1s,1,ng1s,energy,elasticnet_logistic,with_bbg,30,0,,,,,True,individual pool < MIN_INDIVIDUAL_EVENTS=250,0.000000
ng_separate,ng1s,1,ng1s,energy,random_forest,with_bbg,30,0,,,,,True,individual pool < MIN_INDIVIDUAL_EVENTS=250,0.000000
ng_separate,ng1s,1,ng1s,energy,xgboost,with_bbg,30,0,,,,,True,individual pool < MIN_INDIVIDUAL_EVENTS=250,0.000000
ng_separate,ng1s,1,ng1s,energy,lightgbm,with_bbg,30,0,,,,,True,individual pool < MIN_INDIVIDUAL_EVENTS=250,0.000000
cl_ho,cl1s+ho1s,2,cl1s,energy,elasticnet_logistic,with_bbg,330,1369,0.573558,0.044560,0.166728,0.528998,False,,0.800000
cl_ho,cl1s+ho1s,2,cl1s,energy,random_forest,with_bbg,330,1369,0.569757,0.020980,0.078502,0.548776,False,,1.210000
cl_ho,cl1s+ho1s,2,cl1s,energy,xgboost,with_bbg,330,1369,0.620888,0.027740,0.103792,0.593149,False,,0.410000
cl_ho,cl1s+ho1s,2,cl1s,energy,lightgbm,with_bbg,330,1369,0.603725,0.024448,0.091476,0.579277,False,,0.530000
cl_ho,cl1s+ho1s,2,ho1s,energy,elasticnet_logistic,with_bbg,330,171,0.599465,0.048001,0.179603,0.551464,False,,0.800000
cl_ho,cl1s+ho1s,2,ho1s,energy,random_forest,with_bbg,330,171,0.430479,0.060136,0.225009,0.370343,False,,1.210000
cl_ho,cl1s+ho1s,2,ho1s,energy,xgboost,with_bbg,330,171,0.456566,0.055302,0.206920,0.401264,False,,0.400000
cl_ho,cl1s+ho1s,2,ho1s,energy,lightgbm,with_bbg,330,171,0.436166,0.038684,0.144744,0.397481,False,,0.520000
cl_rb,cl1s+rb1s,2,cl1s,energy,elasticnet_logistic,with_bbg,738,1368,0.530500,0.041971,0.157039,0.488530,False,,2.740000
cl_rb,cl1s+rb1s,2,cl1s,energy,random_forest,with_bbg,738,1368,0.561441,0.032846,0.122897,0.528596,False,,1.770000
cl_rb,cl1s+rb1s,2,cl1s,energy,xgboost,with_bbg,738,1368,0.593144,0.031382,0.117422,0.561762,False,,0.650000
cl_rb,cl1s+rb1s,2,cl1s,energy,lightgbm,with_bbg,738,1368,0.591404,0.027957,0.104604,0.563447,False,,1.320000
cl_rb,cl1s+rb1s,2,rb1s,energy,elasticnet_logistic,with_bbg,738,2076,0.446076,0.018752,0.070165,0.427324,False,,2.750000
cl_rb,cl1s+rb1s,2,rb1s,energy,random_forest,with_bbg,738,2076,0.570283,0.021461,0.080300,0.548822,False,,1.770000
cl_rb,cl1s+rb1s,2,rb1s,energy,xgboost,with_bbg,738,2076,0.543015,0.014029,0.052492,0.528986,False,,0.650000
cl_rb,cl1s+rb1s,2,rb1s,energy,lightgbm,with_bbg,738,2076,0.556563,0.016624,0.062201,0.539939,False,,1.300000
ho_rb,ho1s+rb1s,2,ho1s,energy,elasticnet_logistic,with_bbg,480,168,0.644269,0.048115,0.180031,0.596154,False,,1.100000
ho_rb,ho1s+rb1s,2,ho1s,energy,random_forest,with_bbg,480,168,0.540452,0.066905,0.250336,0.473547,False,,1.430000
ho_rb,ho1s+rb1s,2,ho1s,energy,xgboost,with_bbg,480,168,0.542623,0.056461,0.211259,0.486162,False,,0.540000
ho_rb,ho1s+rb1s,2,ho1s,energy,lightgbm,with_bbg,480,168,0.588753,0.065389,0.244663,0.523364,False,,0.830000
ho_rb,ho1s+rb1s,2,rb1s,energy,elasticnet_logistic,with_bbg,480,2072,0.501550,0.018859,0.070563,0.482692,False,,1.100000
ho_rb,ho1s+rb1s,2,rb1s,energy,random_forest,with_bbg,480,2072,0.513903,0.014032,0.052501,0.499871,False,,1.430000
ho_rb,ho1s+rb1s,2,rb1s,energy,xgboost,with_bbg,480,2072,0.514317,0.018302,0.068479,0.496015,False,,0.550000
ho_rb,ho1s+rb1s,2,rb1s,energy,lightgbm,with_bbg,480,2072,0.535345,0.017846,0.066774,0.517499,False,,0.840000
equity_all,es1s+nq1s+fesx1s,3,es1s,equity,elasticnet_logistic,with_bbg,1277,1889,0.542304,0.022334,0.083568,0.519970,False,,3.270000
equity_all,es1s+nq1s+fesx1s,3,es1s,equity,random_forest,with_bbg,1277,1889,0.550576,0.015393,0.057596,0.535183,False,,2.630000
equity_all,es1s+nq1s+fesx1s,3,es1s,equity,xgboost,with_bbg,1277,1889,0.562717,0.015270,0.057135,0.547447,False,,0.820000
equity_all,es1s+nq1s+fesx1s,3,es1s,equity,lightgbm,with_bbg,1277,1889,0.561606,0.013961,0.052238,0.547645,False,,2.470000
equity_all,es1s+nq1s+fesx1s,3,nq1s,equity,elasticnet_logistic,with_bbg,1277,1968,0.531034,0.018396,0.068830,0.512638,False,,3.280000
equity_all,es1s+nq1s+fesx1s,3,nq1s,equity,random_forest,with_bbg,1277,1968,0.536526,0.011334,0.042409,0.525192,False,,2.650000
equity_all,es1s+nq1s+fesx1s,3,nq1s,equity,xgboost,with_bbg,1277,1968,0.522585,0.013085,0.048959,0.509501,False,,0.830000
equity_all,es1s+nq1s+fesx1s,3,nq1s,equity,lightgbm,with_bbg,1277,1968,0.546068,0.014628,0.054731,0.531441,False,,2.460000
equity_all,es1s+nq1s+fesx1s,3,fesx1s,equity,elasticnet_logistic,with_bbg,1277,2099,0.527114,0.022599,0.084557,0.504515,False,,3.260000
equity_all,es1s+nq1s+fesx1s,3,fesx1s,equity,random_forest,with_bbg,1277,2099,0.557385,0.019133,0.071589,0.538253,False,,2.670000
equity_all,es1s+nq1s+fesx1s,3,fesx1s,equity,xgboost,with_bbg,1277,2099,0.544076,0.017449,0.065287,0.526627,False,,0.840000
equity_all,es1s+nq1s+fesx1s,3,fesx1s,equity,lightgbm,with_bbg,1277,2099,0.531476,0.014873,0.055649,0.516603,False,,2.460000
es_only,es1s,1,es1s,equity,elasticnet_logistic,with_bbg,405,1888,0.541602,0.020425,0.076422,0.521177,False,,0.870000
es_only,es1s,1,es1s,equity,random_forest,with_bbg,405,1888,0.554861,0.017394,0.065083,0.537466,False,,1.300000
es_only,es1s,1,es1s,equity,xgboost,with_bbg,405,1888,0.545480,0.013783,0.051570,0.531697,False,,0.530000
es_only,es1s,1,es1s,equity,lightgbm,with_bbg,405,1888,0.561520,0.011232,0.042025,0.550288,False,,0.770000
nq_only,nq1s,1,nq1s,equity,elasticnet_logistic,with_bbg,422,1968,0.470001,0.015637,0.058507,0.454364,False,,0.850000
nq_only,nq1s,1,nq1s,equity,random_forest,with_bbg,422,1968,0.503650,0.013261,0.049619,0.490389,False,,1.340000
nq_only,nq1s,1,nq1s,equity,xgboost,with_bbg,422,1968,0.501853,0.018074,0.067626,0.483779,False,,0.550000
nq_only,nq1s,1,nq1s,equity,lightgbm,with_bbg,422,1968,0.511900,0.016784,0.062799,0.495116,False,,0.800000
fesx_only,fesx1s,1,fesx1s,equity,elasticnet_logistic,with_bbg,450,2100,0.500319,0.017208,0.064388,0.483111,False,,0.850000
fesx_only,fesx1s,1,fesx1s,equity,random_forest,with_bbg,450,2100,0.536840,0.017348,0.064911,0.519492,False,,1.340000
fesx_only,fesx1s,1,fesx1s,equity,xgboost,with_bbg,450,2100,0.527834,0.019085,0.071411,0.508749,False,,0.530000
fesx_only,fesx1s,1,fesx1s,equity,lightgbm,with_bbg,450,2100,0.515556,0.019971,0.074724,0.495585,False,,0.810000
us_equity,es1s+nq1s,2,es1s,equity,elasticnet_logistic,with_bbg,827,1889,0.517274,0.019167,0.071718,0.498107,False,,1.960000
us_equity,es1s+nq1s,2,es1s,equity,random_forest,with_bbg,827,1889,0.550359,0.013084,0.048958,0.537274,False,,1.950000
us_equity,es1s+nq1s,2,es1s,equity,xgboost,with_bbg,827,1889,0.544049,0.014608,0.054659,0.529441,False,,0.700000
us_equity,es1s+nq1s,2,es1s,equity,lightgbm,with_bbg,827,1889,0.553436,0.015328,0.057352,0.538108,False,,1.560000
us_equity,es1s+nq1s,2,nq1s,equity,elasticnet_logistic,with_bbg,827,1967,0.514298,0.016929,0.063344,0.497369,False,,1.960000
us_equity,es1s+nq1s,2,nq1s,equity,random_forest,with_bbg,827,1967,0.524293,0.014829,0.055486,0.509464,False,,1.950000
us_equity,es1s+nq1s,2,nq1s,equity,xgboost,with_bbg,827,1967,0.517301,0.012086,0.045221,0.505215,False,,0.710000
us_equity,es1s+nq1s,2,nq1s,equity,lightgbm,with_bbg,827,1967,0.529659,0.014159,0.052977,0.515500,False,,1.550000
es_fesx,es1s+fesx1s,2,es1s,equity,elasticnet_logistic,with_bbg,855,1889,0.519514,0.017852,0.066796,0.501662,False,,2.070000
es_fesx,es1s+fesx1s,2,es1s,equity,random_forest,with_bbg,855,1889,0.535504,0.021390,0.080033,0.514115,False,,1.990000
es_fesx,es1s+fesx1s,2,es1s,equity,xgboost,with_bbg,855,1889,0.566730,0.019615,0.073392,0.547115,False,,0.720000
es_fesx,es1s+fesx1s,2,es1s,equity,lightgbm,with_bbg,855,1889,0.569702,0.020083,0.075144,0.549619,False,,1.620000
es_fesx,es1s+fesx1s,2,fesx1s,equity,elasticnet_logistic,with_bbg,855,2099,0.516816,0.020902,0.078207,0.495914,False,,2.070000
es_fesx,es1s+fesx1s,2,fesx1s,equity,random_forest,with_bbg,855,2099,0.536503,0.015187,0.056826,0.521316,False,,1.990000
es_fesx,es1s+fesx1s,2,fesx1s,equity,xgboost,with_bbg,855,2099,0.553532,0.017107,0.064010,0.536424,False,,0.720000
es_fesx,es1s+fesx1s,2,fesx1s,equity,lightgbm,with_bbg,855,2099,0.549583,0.017299,0.064727,0.532285,False,,1.620000
nq_fesx,nq1s+fesx1s,2,nq1s,equity,elasticnet_logistic,with_bbg,872,1969,0.517668,0.011842,0.044309,0.505826,False,,2.000000
nq_fesx,nq1s+fesx1s,2,nq1s,equity,random_forest,with_bbg,872,1969,0.511915,0.011214,0.041960,0.500701,False,,2.000000
nq_fesx,nq1s+fesx1s,2,nq1s,equity,xgboost,with_bbg,872,1969,0.495398,0.016245,0.060784,0.479152,False,,0.840000
nq_fesx,nq1s+fesx1s,2,nq1s,equity,lightgbm,with_bbg,872,1969,0.524519,0.017077,0.063895,0.507443,False,,1.720000
nq_fesx,nq1s+fesx1s,2,fesx1s,equity,elasticnet_logistic,with_bbg,872,2099,0.519026,0.017924,0.067065,0.501102,False,,2.010000
nq_fesx,nq1s+fesx1s,2,fesx1s,equity,random_forest,with_bbg,872,2099,0.535660,0.017675,0.066134,0.517985,False,,2.010000
nq_fesx,nq1s+fesx1s,2,fesx1s,equity,xgboost,with_bbg,872,2099,0.516048,0.020604,0.077093,0.495444,False,,0.750000
nq_fesx,nq1s+fesx1s,2,fesx1s,equity,lightgbm,with_bbg,872,2099,0.521293,0.019197,0.071829,0.502096,False,,1.680000
metals_all,gc1s+si1s+hg1s+pl1s,4,gc1s,metals,elasticnet_logistic,with_bbg,1385,645,0.460472,0.031894,0.119336,0.428578,False,,3.560000
metals_all,gc1s+si1s+hg1s+pl1s,4,gc1s,metals,random_forest,with_bbg,1385,645,0.408459,0.030388,0.113703,0.378071,False,,2.790000
metals_all,gc1s+si1s+hg1s+pl1s,4,gc1s,metals,xgboost,with_bbg,1385,645,0.440662,0.029904,0.111892,0.410758,False,,0.830000
metals_all,gc1s+si1s+hg1s+pl1s,4,gc1s,metals,lightgbm,with_bbg,1385,645,0.421192,0.028738,0.107529,0.392454,False,,2.550000
metals_all,gc1s+si1s+hg1s+pl1s,4,si1s,metals,elasticnet_logistic,with_bbg,1385,1881,0.512449,0.015126,0.056595,0.497323,False,,3.560000
metals_all,gc1s+si1s+hg1s+pl1s,4,si1s,metals,random_forest,with_bbg,1385,1881,0.523781,0.016474,0.061641,0.507307,False,,2.800000
metals_all,gc1s+si1s+hg1s+pl1s,4,si1s,metals,xgboost,with_bbg,1385,1881,0.522774,0.018998,0.071085,0.503776,False,,0.820000
metals_all,gc1s+si1s+hg1s+pl1s,4,si1s,metals,lightgbm,with_bbg,1385,1881,0.529685,0.014528,0.054357,0.515157,False,,2.550000
metals_all,gc1s+si1s+hg1s+pl1s,4,hg1s,metals,elasticnet_logistic,with_bbg,1385,2068,0.502987,0.017105,0.064001,0.485882,False,,3.560000
metals_all,gc1s+si1s+hg1s+pl1s,4,hg1s,metals,random_forest,with_bbg,1385,2068,0.533150,0.014303,0.053518,0.518847,False,,2.800000
metals_all,gc1s+si1s+hg1s+pl1s,4,hg1s,metals,xgboost,with_bbg,1385,2068,0.529080,0.011309,0.042313,0.517771,False,,0.820000
metals_all,gc1s+si1s+hg1s+pl1s,4,hg1s,metals,lightgbm,with_bbg,1385,2068,0.528182,0.008483,0.031740,0.519699,False,,2.550000
metals_all,gc1s+si1s+hg1s+pl1s,4,pl1s,metals,elasticnet_logistic,with_bbg,1385,1866,0.493123,0.021874,0.081843,0.471249,False,,3.560000
metals_all,gc1s+si1s+hg1s+pl1s,4,pl1s,metals,random_forest,with_bbg,1385,1866,0.541547,0.019450,0.072775,0.522097,False,,2.800000
metals_all,gc1s+si1s+hg1s+pl1s,4,pl1s,metals,xgboost,with_bbg,1385,1866,0.514542,0.016937,0.063373,0.497605,False,,0.830000
metals_all,gc1s+si1s+hg1s+pl1s,4,pl1s,metals,lightgbm,with_bbg,1385,1866,0.521520,0.018645,0.069765,0.502875,False,,2.540000
precious,gc1s+si1s+pl1s,3,gc1s,metals,elasticnet_logistic,with_bbg,941,645,0.482771,0.034115,0.127648,0.448655,False,,1.980000
precious,gc1s+si1s+pl1s,3,gc1s,metals,random_forest,with_bbg,941,645,0.423509,0.031078,0.116282,0.392432,False,,2.600000
precious,gc1s+si1s+pl1s,3,gc1s,metals,xgboost,with_bbg,941,645,0.428374,0.024794,0.092771,0.403580,False,,0.750000
precious,gc1s+si1s+pl1s,3,gc1s,metals,lightgbm,with_bbg,941,645,0.417628,0.023548,0.088109,0.394080,False,,1.860000
precious,gc1s+si1s+pl1s,3,si1s,metals,elasticnet_logistic,with_bbg,941,1879,0.526200,0.016052,0.060060,0.510149,False,,2.020000
precious,gc1s+si1s+pl1s,3,si1s,metals,random_forest,with_bbg,941,1879,0.516226,0.009797,0.036658,0.506429,False,,2.150000
precious,gc1s+si1s+pl1s,3,si1s,metals,xgboost,with_bbg,941,1879,0.493175,0.008326,0.031154,0.484849,False,,0.720000
precious,gc1s+si1s+pl1s,3,si1s,metals,lightgbm,with_bbg,941,1879,0.490483,0.012373,0.046294,0.478110,False,,1.760000
precious,gc1s+si1s+pl1s,3,pl1s,metals,elasticnet_logistic,with_bbg,941,1864,0.530935,0.022010,0.082355,0.508925,False,,1.980000
precious,gc1s+si1s+pl1s,3,pl1s,metals,random_forest,with_bbg,941,1864,0.556871,0.019028,0.071196,0.537843,False,,2.210000
precious,gc1s+si1s+pl1s,3,pl1s,metals,xgboost,with_bbg,941,1864,0.523529,0.019746,0.073883,0.503783,False,,0.730000
precious,gc1s+si1s+pl1s,3,pl1s,metals,lightgbm,with_bbg,941,1864,0.508470,0.022611,0.084602,0.485859,False,,1.770000
gc_only,gc1s,1,gc1s,metals,elasticnet_logistic,with_bbg,136,0,,,,,True,individual pool < MIN_INDIVIDUAL_EVENTS=250,0.000000
gc_only,gc1s,1,gc1s,metals,random_forest,with_bbg,136,0,,,,,True,individual pool < MIN_INDIVIDUAL_EVENTS=250,0.000000
gc_only,gc1s,1,gc1s,metals,xgboost,with_bbg,136,0,,,,,True,individual pool < MIN_INDIVIDUAL_EVENTS=250,0.000000
gc_only,gc1s,1,gc1s,metals,lightgbm,with_bbg,136,0,,,,,True,individual pool < MIN_INDIVIDUAL_EVENTS=250,0.000000
si_only,si1s,1,si1s,metals,elasticnet_logistic,with_bbg,405,1888,0.533555,0.011163,0.041767,0.522392,False,,0.820000
si_only,si1s,1,si1s,metals,random_forest,with_bbg,405,1888,0.492506,0.007595,0.028418,0.484911,False,,1.350000
si_only,si1s,1,si1s,metals,xgboost,with_bbg,405,1888,0.480862,0.012072,0.045171,0.468790,False,,0.800000
si_only,si1s,1,si1s,metals,lightgbm,with_bbg,405,1888,0.477811,0.011528,0.043134,0.466283,False,,0.800000
hg_only,hg1s,1,hg1s,metals,elasticnet_logistic,with_bbg,444,2072,0.501295,0.019465,0.072831,0.481830,False,,0.900000
hg_only,hg1s,1,hg1s,metals,random_forest,with_bbg,444,2072,0.494723,0.011786,0.044098,0.482937,False,,1.370000
hg_only,hg1s,1,hg1s,metals,xgboost,with_bbg,444,2072,0.480513,0.009640,0.036068,0.470874,False,,0.530000
hg_only,hg1s,1,hg1s,metals,lightgbm,with_bbg,444,2072,0.486451,0.012137,0.045412,0.474314,False,,0.830000
pl_only,pl1s,1,pl1s,metals,elasticnet_logistic,with_bbg,400,1864,0.475949,0.016323,0.061077,0.459626,False,,0.920000
pl_only,pl1s,1,pl1s,metals,random_forest,with_bbg,400,1864,0.582434,0.019559,0.073184,0.562875,False,,1.290000
pl_only,pl1s,1,pl1s,metals,xgboost,with_bbg,400,1864,0.542546,0.021075,0.078856,0.521471,False,,0.510000
pl_only,pl1s,1,pl1s,metals,lightgbm,with_bbg,400,1864,0.527610,0.022295,0.083419,0.505315,False,,0.710000
gc_si,gc1s+si1s,2,gc1s,metals,elasticnet_logistic,with_bbg,541,645,0.431909,0.039970,0.149556,0.391939,False,,1.010000
gc_si,gc1s+si1s,2,gc1s,metals,random_forest,with_bbg,541,645,0.408239,0.026331,0.098520,0.381909,False,,1.500000
gc_si,gc1s+si1s,2,gc1s,metals,xgboost,with_bbg,541,645,0.432959,0.025501,0.095415,0.407458,False,,0.580000
gc_si,gc1s+si1s,2,gc1s,metals,lightgbm,with_bbg,541,645,0.430732,0.026150,0.097843,0.404582,False,,0.980000
gc_si,gc1s+si1s,2,si1s,metals,elasticnet_logistic,with_bbg,541,1879,0.521293,0.019467,0.072840,0.501826,False,,1.030000
gc_si,gc1s+si1s,2,si1s,metals,random_forest,with_bbg,541,1879,0.505326,0.016892,0.063206,0.488434,False,,1.490000
gc_si,gc1s+si1s,2,si1s,metals,xgboost,with_bbg,541,1879,0.502479,0.012228,0.045753,0.490251,False,,0.580000
gc_si,gc1s+si1s,2,si1s,metals,lightgbm,with_bbg,541,1879,0.488525,0.015036,0.056261,0.473489,False,,0.960000
si_pl,si1s+pl1s,2,si1s,metals,elasticnet_logistic,with_bbg,805,1885,0.508192,0.014729,0.055112,0.493463,False,,1.870000
si_pl,si1s+pl1s,2,si1s,metals,random_forest,with_bbg,805,1885,0.504655,0.010158,0.038006,0.494498,False,,2.780000
si_pl,si1s+pl1s,2,si1s,metals,xgboost,with_bbg,805,1885,0.492863,0.013860,0.051860,0.479002,False,,0.700000
si_pl,si1s+pl1s,2,si1s,metals,lightgbm,with_bbg,805,1885,0.495122,0.011466,0.042902,0.483656,False,,1.520000
si_pl,si1s+pl1s,2,pl1s,metals,elasticnet_logistic,with_bbg,805,1871,0.515035,0.018964,0.070958,0.496070,False,,1.990000
si_pl,si1s+pl1s,2,pl1s,metals,random_forest,with_bbg,805,1871,0.577276,0.011895,0.044509,0.565381,False,,2.400000
si_pl,si1s+pl1s,2,pl1s,metals,xgboost,with_bbg,805,1871,0.533393,0.014300,0.053507,0.519092,False,,0.710000
si_pl,si1s+pl1s,2,pl1s,metals,lightgbm,with_bbg,805,1871,0.535720,0.017265,0.064601,0.518455,False,,1.560000
metals_ex_gc,si1s+hg1s+pl1s,3,si1s,metals,elasticnet_logistic,with_bbg,1249,1884,0.511096,0.012707,0.047547,0.498388,False,,3.320000
metals_ex_gc,si1s+hg1s+pl1s,3,si1s,metals,random_forest,with_bbg,1249,1884,0.526182,0.015668,0.058623,0.510515,False,,2.620000
metals_ex_gc,si1s+hg1s+pl1s,3,si1s,metals,xgboost,with_bbg,1249,1884,0.514879,0.017969,0.067233,0.496910,False,,0.850000
metals_ex_gc,si1s+hg1s+pl1s,3,si1s,metals,lightgbm,with_bbg,1249,1884,0.519782,0.016867,0.063111,0.502915,False,,2.410000
metals_ex_gc,si1s+hg1s+pl1s,3,hg1s,metals,elasticnet_logistic,with_bbg,1249,2073,0.506035,0.018076,0.067634,0.487959,False,,3.030000
metals_ex_gc,si1s+hg1s+pl1s,3,hg1s,metals,random_forest,with_bbg,1249,2073,0.526478,0.012576,0.047056,0.513902,False,,2.590000
metals_ex_gc,si1s+hg1s+pl1s,3,hg1s,metals,xgboost,with_bbg,1249,2073,0.519489,0.011792,0.044121,0.507697,False,,0.810000
metals_ex_gc,si1s+hg1s+pl1s,3,hg1s,metals,lightgbm,with_bbg,1249,2073,0.517711,0.011729,0.043884,0.505983,False,,2.500000
metals_ex_gc,si1s+hg1s+pl1s,3,pl1s,metals,elasticnet_logistic,with_bbg,1249,1871,0.500300,0.016044,0.060031,0.484257,False,,3.020000
metals_ex_gc,si1s+hg1s+pl1s,3,pl1s,metals,random_forest,with_bbg,1249,1871,0.546353,0.021878,0.081860,0.524475,False,,2.680000
