instrument,auc_mean,auc_std,logloss,brier,n_events
cl1s,0.5677777777777777,0.18396178327213314,0.8564750045044577,0.24908582901423398,1395
ho1s,0.7998333333333333,0.30338327906159457,0.6103391237491907,0.1686008042604923,170
ng1s,0.4530994152046784,0.37252026891534507,0.951499151552443,0.28748920331444205,140
rb1s,0.5512423931623932,0.09375399591119617,1.0180847541908038,0.2890961439799114,2100
