instrument,auc_mean,auc_std,logloss,brier,n_events
gc1s,0.479202806122449,0.12823861104756096,1.1643242766000022,0.3291038523370049,810
pl1s,0.49105365785228305,0.06428944658647319,1.069078627983675,0.31485829337779087,2670
si1s,0.4682132789217923,0.05019655801860206,1.229140587013056,0.3460687499847068,2755
